key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
205,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
206,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
207,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
208,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
209,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
210,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
211,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
212,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
213,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
214,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
215,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
216,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
217,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
218,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
219,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
220,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
221,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
222,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
223,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
224,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
225,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
226,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
227,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
228,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
229,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
230,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
231,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
232,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
233,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
234,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
235,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
236,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
237,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
238,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
239,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
240,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
241,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
242,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
243,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
244,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
245,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
246,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
247,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
248,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
249,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
250,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
