key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
503,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"So, you have something for me?","","","","Good work, though I would still like to collect more feathers before calling it a day.","","Tell me, have you any skill as a fletcher?",""
504,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Arrows with tarichuk feather flights will never let you down, even at very long distances.","","","","","","",""
505,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"We already have a decent haul, but we can never have too many of these feathers.","","","","With this, we should be able to replenish our dwindling stock of arrows in no time.","","Tell me, have you any skill as a fletcher?",""
506,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Arrows with tarichuk feather flights will never let you down, even at very long distances.","","","","","","",""
507,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"The decline in the number of Viis since the Flood of Light means that we of Fanow are the only ones left to defend the Greatwood.","","","","","","",""
508,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"We Singing Bows have developed our own way of fighting, based on Myalna's teachings.","But after seeing the way you outsiders handle yourselves, I think we may stand to learn something from you, too.","","","","","",""
509,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"As we are constantly moving from one location to the next, we must eat whenever the opportunity affords itself. As such, we tend to rely on dried foods that are easy to carry.","","","","","","",""
510,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"It is said that before the Flood, there were many more birds in the Greatwood.","They would feed on creatures such as crawlers, which upset the natural balance of the forest by spreading diseases and eating saplings. With those birds now gone, it falls to us to control the numbers of such pests.","","","","","",""
511,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Why, if it isn't a mortal! Oh, you would make the most darling little shrub! I'm shocked that no one's enchanted you already. Hmm...","Aha! I see. You're someone's <Emphasis>favorite</Emphasis>. You lucky thing, you!","","","","","",""
512,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"You'll want to be careful, though. We pixies have rules. Manners, you see? But the other fae─they'll eat you right up.","The Fuath, for instance─no manners at all! And their tricks are cruel, mirthless things. Oh, yes. I'd keep my distance from the water if I were you, little mortal.","","","","","",""
513,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"In fact, I almost─no, surely not! They wouldn't dare...","","","","","","",""
514,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"<sigh> They're malicious, distasteful creatures, I know, but would you laugh if I asked you not to hold the Daens' mischief against them?","The Fuath are <Emphasis>made</Emphasis> that way, you understand. Drowned souls, doing what they must to feel alive.","","","","","",""
515,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"The Daens are known as wanton troublemakers throughout Il Mheg. I certainly hope you shan't judge all fae by their example.","","","","","","",""
516,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"It's rare that those two stay above water long enough for someone to knock a bit of sense into them─don't squander this opportunity, darling mortal!","","","","","","",""
517,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,3,0,0,0,0,0,0,"Help, I'm trapped! Why, why, <Emphasis>why</Emphasis> are there anemones everywhere? I should never have agreed to this...","Help the pixie?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","","","You... You're just going to leave me here? With all of these anemones?",""
518,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"First anemones, and now I have to deal with bees! This is why I detest nectar duty! ","I very much do not want to go over there. But I need the nectar. But...bees...","Volunteer to collect nectar in the pixie's stead?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","","Please... Not the bees...",""
519,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"You got the nectar? Golden, right? Let me see...","","","","Yes, this is it! Thank you for braving the bees for me! Let me know if you manage to collect any more.","","What brings you out here, anyway? You don't... Mortals don't <Emphasis>like</Emphasis> bees, do they?",""
520,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"I <Emphasis>hate</Emphasis> bees.","","","","","","",""
521,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"This should be just enough. I suppose I can stay just a bit longer, if you were planning to bring more? But I would like to go soon. You know─away. From the bees. ","","","","I have more than enough nectar, now. Thank you, mortal! I'll remember to tell everyone not to turn you into a shrub.","","What brings you out here, anyway? You don't... Mortals don't <Emphasis>like</Emphasis> bees, do they?",""
522,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"I hate bees <Emphasis>so much</Emphasis>.","","","","","","",""
523,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"My partner Darmal and I are scavengers! Will you help us slay these beasts so that we can carry on searching for treasure?","We came here to see what has been dug up by the scissorjaws. How were we to know they would attack us?","","","","","",""
524,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"Could you lend us a hand? We're trying to find the treasure marked on our map, but these damned lizards are in our way!","Once they're taken care of, we can continue the search. So, are you in?","Help Darmal slay the lizards?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","","We're not expecting you to do it out of the kindness of your heart. You'll be rewarded, you know.",""
525,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Do you see those bones? Some believe they belonged to a great samiel and that its ghost sometimes appears! Spooky! ","Young Mord go there to prove their bravery. Naturally, I did it too when I was a lad!","","","","","",""
526,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"That must be Cuijatender, a very old and ferocious gigantender!","As these creatures are growing, they become dormant for long periods of time, many years in some cases. The fact it was drawn on the map as a landmark means it must have been sleeping at the time!","","","","","",""
527,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"We finally found the necklace, but it was stolen by a giant bird!","It is called Offscoursman, and like us scavengers, it loves shinies! Now we have to hunt it down to get our treasure back!","","","","","",""
528,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"The Hills of Amber are full of all sorts of shinies!","Unfortunately, they are also full of bandits too lazy to find their own shinies. Look, there are some harassing that poor man!","","","","","",""
529,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"The Elderblade should be somewhere nearby. It was owned by a great Ronso leader and will make me a rich Mord! Once we find it, that is.","","","","","","",""
530,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"These days, we Ronso often use names similar to those of the Humes, but long ago, we took them from the old tongue.","Some of those names, like Kelk or Biran, were given to places in Amh Araeng, like mountains, mines, and towns.","","","","","",""
531,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,3,0,0,0,0,0,0,"We probably would've found the treasure by now if these armadillos weren't in our way. Fancy helping shoo them off?","Help Darmal slay the armadillos?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","","","We're not expecting you to do it out of the kindness of your heart. You'll be rewarded, you know.",""
532,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"●ノルマ達成前","","","","","","",""
533,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"●ノルマ達成前受け取り","","","","●まだ足りない","","●納品キャンセル",""
534,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"●ノルマ達成後","","","","","","",""
535,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"●ノルマ達成後受け取り","","","","●もう充分","","●納品キャンセル",""
536,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"Well met, adventurer. If you are come to observe the mochi pounding, look no further.","We finished preparations but moments ago, and our Gozu is fit to give the mochi rice a most thorough pounding.","Spectate the mochi pounding?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","","Very well. If you should change your mind, you know where to find us.",""
537,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"","","","","","","",""
538,2,2,2,2,2,2,2,2,950,715,0,0,0,0,764,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"Greetings, friend! Have you come to take part in the procession? Pray join us, that we might bring smiles to the faces of every boy and girl in Gridania!","It's easy to do your part. Simply don your rabbit costume and start walking, and the rest will take care of itself, trust me!","Take part in the procession?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","","A shame, that. Oh, well...I'm sure not <Emphasis>all</Emphasis> of the children will be crushingly disappointed.",""
539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"","","","","","","",""
540,1,2,2,2,2,2,2,2,0,763,0,0,0,0,737,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"Oh, there you are. You're here to help us round up our chickens, right? We really could use another pair of hands right now...","The helpmeet will be herding the birds in this direction any moment now. All you need to do is snag as many of the slippery little things as you can.","Help catch the chickens?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","","Too busy, you say? Well, if you ever have a change of heart, you know where to find me. And remember: it's not for us─it's for the children.",""
541,0,2,2,2,2,2,2,2,690,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Bloody hells, can ye believe this!? I just came to sell a bleedin' kettle or two, and look at me now!","","","","","","",""
542,2,2,2,2,2,2,2,2,737,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"“If ye can't pay yer debt, I've got another deal for ye!” he said. Next thing I know, I'm wearin' this godsdamned rabbit's pate under the blisterin' sun!","","","","","","",""
543,2,2,2,2,2,2,2,2,704,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Those godsdamned spriggans. Can a man even take one bleedin' moment's rest without them buggerin' everythin' up!?","","","","","","",""
544,2,2,2,2,2,2,2,2,763,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Well, well. Fancy meetin' you here. Surprised to see me? Mind you, I ain't doin' this for charity.","","","","","","",""
545,2,2,2,2,2,2,2,2,933,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Inside each of those eggs─along with a present for the children, o' course─is a piece o' parchment advertisin' the latest wares available at the House o' Splendors.","","","","","","",""
546,0,2,2,2,2,2,2,2,736,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Can't pass up an opportunity to expand my business, after all. Speakin' o' which, does that other rabbit remind you of─no, that just ain't possible.","","","","","","",""
547,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"The imperials are using this battle as an opportunity to test their latest magitek. Of course, this gives us a chance to do a little research of our own!","If we can gather up as many examples of their technology as possible, the Ironworks'll be able to uncover its secrets.","What do you say? Can you spare the time to help me?","Assist in collecting magitek parts?","That's the spirit! Now, if you grab as many parts as you can and bring them to me, I'll take care of the rest.","","No doubt you're needed elsewhere, yes? Well, I'll be here for a little while longer, so let me know when you're free.",""
548,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Having trouble finding the parts?","You can either pick up the pieces that have fallen off during testing, or if you're feeling adventurous, you can even try reducing those warmachina to scrap and claiming the parts for the Resistance!","","","","","",""
549,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"These are just the ticket!","","","","But to be honest, we'll probably need to give the engineers a little more to work with. Do you think you could rustle up some more?","","",""
550,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Excellent work, Blade <Split(<Highlight>ObjectParameter(1)</Highlight>, ,2)/>!","This'll keep our friends at the Ironworks busy. But while we're here, maybe we can gather up a few pieces? This is definitely a case of “more is more.”","I'll be right here if you've got any more parts to give me.","","","","",""
551,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"Excellent work, Blade <Split(<Highlight>ObjectParameter(1)</Highlight>, ,2)/>!","","","","This'll keep our friends at the Ironworks busy. But while we're here, maybe we can gather up a few pieces? This is definitely a case of “more is more.”","I'll be right here if you've got any more parts to give me.","",""
552,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"It may look like I'm consorting with the enemy, but hear me out. This is Llofii, and she's leaving the Empire behind and bringing this...whatever it is with her.","She says it was created through experiments, so the imperials will no doubt want it back at all costs. Look, there's no time. Will you help them escape?","Repel the imperial pursuers?","","","","Oh, that's a little more mean-spirited than I was expecting. If you have a change of heart─and I hope you do─we'll be hiding here for a while.",""
553,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Please, you must see this monoceros to safety! He has the power to heal injuries, which is why the Empire is so desperate to have him back. But I cannot allow it, not after the way they have treated him!","","","","","","",""
554,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"<whinny>","","","","","","",""
555,0,0,0,2,2,2,2,2,0,747,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Where am I?
<Emphasis>What</Emphasis> am I?","Who's there!? What do you want!?
The...the mediciiiiiine!","Haaah... Haaah...
Yes. I...remember. My orders. My mission.","","","","",""
556,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"We need to cut off the enemy supply chain!","","","","","","",""
557,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"I've important news for you! I've received information that the enemy will be moving a large shipment of supplies through this area.","In fact, they'll be here any moment now! Not only is this the perfect chance to deprive them of their precious resources, but we'll be able to claim them for ourselves.","Trouble is, the imperials'll arrive before I can send for more troops to assist me. Do you think you could help in their place?","Assist in requisitioning imperial supplies?","That's good to hear! Once you've got your hands on some of those resources, bring them to me and I'll do my best to keep the enemy away from them.","","Oh. Well, I understand that you're probably needed elsewhere. I'll just have to make do as best I can!",""
558,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"No luck so far? That's all right, I'll sure there'll be plenty of supplies for us to swipe!","","","","","","",""
559,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"Any luck?","","","","Haha! That's the stuff! I'm sure Bajsaljen and the others will be chuffed to bits.","Still, I reckon we can gather up even more supplies before the imperials are beyond our reach. See if you can grab some more loot!","",""
560,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Oh, nothing to give me?","That's alright, we have enough as it is. I'd say our work here is more or less done.","Having said that, I think I can afford to stay here a little longer before the imperials chase me away. If you do happen across any more supplies, I'll be happy to take them off your hands.","","","","",""
561,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"Got any more supplies?","","","","Haha, that's what I like to see!","I'll be here a little while longer, so if you manage to liberate any more of the imperials' resources, bring them to me.","",""
562,2,2,2,2,2,2,2,2,763,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"Ah, adventurer. Good to see you once more. Preparations for the ritual are finished at last. We would like to request you play the role of the noble warrior.","It is quite simple. We shall summon forth an apparition of the mighty tora from a folding screen and you simply need slay it. Can we count on your aid?","Help with the ritual?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","","I see. Well, that is a shame indeed.",""
563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"","","","","","","",""
564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"","","","","","","",""
565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"","","","","","","",""
566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"","","","","","","",""
567,2,2,2,2,2,2,2,2,763,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Now, what say you? Are you willing to play the part of the noble warrior in our Heavensturn ritual?","","","","","","",""
568,2,2,2,2,2,2,2,2,763,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"The ceremony itself is based on the Tale of Tenzen. Of course, he fought an actual ferocious tiger, whereas you will merely be taking on an apparition.","","","","","","",""
569,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"Any eggs you collect will be safe with me!","","","","Splendid! I'll do my utmost to see these treasures remain intact...","","Ah. Do be careful not to drop any, then─cracked eggs are no yolking matter!",""
570,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"I am so glad you're here, adventurer! From the looks of things, the hens are about to start laying their eggs.","It's just that the roosters are in an, ahem, “excitable” mood. We could use a quick─and preferably armored─hand to assist with the collecting...","Assist with the egg collecting?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","","Not keen, then...? Can't say I blame you, but do let me know if you change your mind.",""
571,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Thanks to you, we've gathered all the eggs we can carry! Now if we can just sneak them out the door without further incident...","You will be back to help out again later, won't you!?","","","","","",""
