Index,0 [0x0][0x0],1 [0x6][0x4],2 [0x3][0xe],3 [0x3][0xf],4 [0x6][0x8],5 [0x19][0x10],6 [0x5][0xc]
370,"Mit seiner imposanten Flosse, die an das Segel eines Segelbootes erinnert, kann dieser Fisch aus den Wallenden Nebeln windelementares Äther zur Fortbewegung benutzen.",12784,139,6,400,true,0
371,"Der Himmelfeger bewegt sich auf dem Rücken größerer fliegender Fische durch das Wolkenmeer. Im Gegenzug befreit er seinen Gastgeber gründlich von Parasiten.",12785,142,6,401,true,0
372,"Genau wie die Ätherlaus ernährt sich die Magmalaus fast ausschließlich von dem Feuer- und dem Erdäther, das sie im Magmastrom des Alten Anyx findet.",12786,142,7,398,true,0
373,"Diese Schildkrötenart ist perfekt an die hohen Temperaturen des Magmastroms angepasst. Eine Legende besagt, die Kometenkröten würden von einer Schildkröte abstammen, die bei einem Vulkanausbruch in die Luft geschleudert wurde und dann wie ein Komet auf die Erde zurückfiel.",12787,142,7,398,true,0
374,"Ein seltsames Wesen mit unzählig vielen Tentakeln, das sich von den Insekten in seiner unmittelbaren Umgebung ernährt. Man geht davon aus, dass es sich beim Verbund Nr. 123 um ein weiteres fehlgeschlagenes Experiment der Allager handelt, was die Frage aufwirft, warum seine Oberfläche so viel Ähnlichkeit mit der Haut von Lalafells hat.",12788,142,8,402,true,0
375,"Für gewöhnlich hängt der Braune Bumerang beinahe bewegungslos an den Steilufern der fliegenden Inseln. Entdeckt er jedoch einen vorbeifliegenden Fisch, so stürzt er sich blitzschnell auf ihn, um dann mit seiner Beute im Griff durch geschickte Kopfbewegungen in seine Ausgangsposition zurückzukehren.",12789,142,6,400,true,0
376,"In Sharlayan galt diese rosafarbene Muschel als Glücksbringer. Studenten, die kurz vor der Aufnahmeprüfung der Magieakademie standen, verließen das Haus nicht ohne die Schalen eines Philosophensteins in der Tasche.",12790,142,2,399,true,0
377,"Dieser Fisch kann einen Wasserstrahl erzeugen, der stark genug ist, um die Haut seiner Beutetiere zu durchbohren. Das Blut, das seine Opfer nach einem Angriff verlieren, ist seine Nahrungsgrundlage. Selbst die Drachen scheuen daher diesen Raubfisch.",12791,145,3,402,true,0
378,"Obwohl es in den Gewässern Dravanias deutlich leichter zu fangende Fische gibt, haben es Mogry-Angler besonders auf den Westen-Kahlhecht abgesehen. Nicht etwa wegen des Fisches, sondern wegen der leuchtend roten Eier, die sie an ihre eigenen Bommel erinnern.",12792,145,3,400,true,0
379,"Der Legende nach waren die Ballon-Kugelfische einst so zahlreich am Himmel über Dravania vertreten, dass sie die Sonne verdunkelten. Eine ungezügelte Jagd auf das flüchtige Gas in ihren Bäuchen hat sie jedoch an den Rand des Aussterbens gebracht, und erst kürzlich haben sich die Bestände wieder leicht erholt.",12793,145,6,400,true,0
380,"Eine Sternenfee unterscheidet sich von einer Himmelsfee lediglich in der Farbe ihres Unterleibs. Behauptungen, die Sternenfee schmecke nach Rolanbeeren, wurden dem psychologischen Phänomen zugeschrieben, dass Leute dazu neigen, den Geschmack von etwas Rotem mit etwas anderem der gleichen Farbe zu vergleichen.",12794,145,5,400,true,0
381,"Eine farbige Variante von Wolkenkorallen, die auf den schwebenden Inseln über Eorzea wächst. Das leuchtende Rot der Dämmerkoralle ist äußerst beliebt bei Mogry-Künstlern, die das Exoskelett der Kreatur zu roten Pigmenten zermahlen, mit denen sich Steine bemalen lassen.",12795,145,6,400,true,0
382,"Dieser Süßwasser-Oktopus ernährt sich überwiegend von Krebsen auf dem Grund von Gletscherseen. Wenn dieser Vorrat zur Neige geht, verlassen sie das Wasser, um an den gefrorenen Küsten nach Muscheln zu graben. Dort sind sie jedoch eine leichte Beute für Yetis, die sie auf einem Stein erschlagen und in einem Happen verschlingen.",12796,145,3,397,true,0
383,"Die Sichtung dieser drachenartigen Kreatur hat schon oft einen Fehlalarm ausgelöst, wenn jemand vom Mogry-Wachkorps sie mal wieder für einen Späher der Drachenhorde hielt. Eigentlich undenkbar, da Drachenseelen in der Regel nur ein paar Ilme lang werden.",12797,145,6,400,true,0
384,"Jüngsten Vermutungen zufolge könnte es sich bei den zahlreichen windelementaren Ätherstörungen in Eorzea nicht um natürliche Vorkommnisse handeln, sondern um fliegende Haie mit der Fähigkeit, Äther zu manipulieren ... So viel dazu.",12798,180,6,401,true,0
385,"Diese Qualle hat eine erstaunliche Ähnlichkeit mit einem Kriegsballon der Ixal. Vermutlich haben sie sich bei ihrem Design von diesem schwebenden Bewohner des Wolkenmeers inspirieren lassen.",12799,145,5,397,true,0
386,"Um die extremen Temperaturen seines Habitates zu überleben, hat der Fossilienzüngler eine dicke Schicht von Steinschuppen entwickelt, die seinen gesamten Körper inklusive der Augen bedecken. Um Beute zu finden schwimmt er mit seiner ausgestreckten fossilienartigen Zunge umher und verschlingt alles, was er damit berührt.",12800,145,7,398,true,0
387,"Ein seltsamer Fisch, der eine unheimliche Ähnlichkeit mit einem Hropken aufweist. Angesichts der umfangreichen Klonexperimente, die die Allager in der Vierten Ära des Lichts durchführten, ist es durchaus denkbar, dass Hropkens eine Kreation der Allager waren und dieser Fisch eine Stufe in dessen Entwicklung darstellt.",12801,145,8,402,true,0
388,"Der Kaiman sitzt in der Nahrungskette ganz oben und frisst alles, was ihm über den Weg läuft. Er kennt keine Furcht, da es niemanden gibt, der ihn von seinem Thron stürzen könnte. Bis auf die Drachen natürlich. Selbst ein König muss lernen, sich vor den Göttern zu verneigen.",12802,145,2,398,true,0
389,"Eine Pirarucu-Art, die von den Allagern zum Massenkonsum gezüchtet wurde. Die Fische schwimmen nah an der Oberfläche, vermehren sich rasch, enthalten ein besonders nährreiches Fleisch und lassen sich besonders einfach zerlegen.",12803,180,3,402,true,0
390,"Goblingelehrte der Indigohand haben eine neue Art Barsch gezüchtet, die so penetrant stinkt, dass nur jemand mit einer Gasmaske (oder praktischerweise einer Goblinmaske) die giftigen Dämpfe lange genug ertragen kann, um das saftige Fleisch des Fisches genießen zu können.",12804,145,2,399,true,0
391,"Ruderfische sind erstaunlich schnell und verfügen über eine schier unerschöpfliche Ausdauer. Das macht sie zu einem idealen Ziel für Drachenmütter, die ihrem Nachwuchs das Jagen in der Luft beibringen möchten.",12805,145,6,400,true,0
392,"Bomben-Kugelfische schweben wie Minen in den Lüften über Azys Lla und explodieren, wenn sie von Feinden angegriffen werden, die dann von unzähligen tödlichen Stacheln durchbohrt werden. Die Stacheln enthalten winzige Eier, die fortan im Körper des Opfers heranwachsen und sich von seinem Fleisch ernähren, bis sie schlüpfen.",12806,148,6,402,true,0
393,"Im Gegensatz zu anderen Fischen, die im ätherochemischen Schleim von Azys Lla leben, würde der Schleimwobbler innerhalb kürzester Zeit bei Kontakt mit dieser Brühe eingehen. Zum Glück ist er von einer durchsichtigen Barriere umgeben, die ihn nicht nur schützt, sondern zugleich als Filter zum Absorbieren von Algen fungiert.",12807,145,8,402,true,0
394,"Auch als UFB bekannt. Die zahlreichen Versuche, diese schwebende Muschel näher zu untersuchen, blieben bislang alle erfolglos. In einem spektakulären Versuch stürzte ein greiser Gelehrter mehrere tausend Yalme von einer Insel in die Tiefe und landete in einem Heuhaufen. Das meiste Heu konnte gerettet werden, der Gelehrte allerdings nicht.",12808,150,6,402,true,0
395,"Dieser winzige Fisch ist nur in warmen Gewässern zu finden und ernährt sich überwiegend von Algen und anderen Wasserpflanzen. In seltenen Fällen frisst er jedoch auch abgestorbene Hautschuppen von Tieren, die duch sein Habitat wandern. Mediziner in Ishgard setzen sie daher bisweilen zu therapeutischen Zwecken ein.",12809,145,3,397,true,0
396,"Die Skorpionfliege bringt ihre Beute zum Verzehr auf eine andere Insel, als die, wo sie gefangen wurde. Naturforscher vermuten, dass zukünftige Beute dadurch nichts von der Gefahr mitkriegen soll, die von der Skorpionfliege ausgeht, was dieser die spätere Jagd auf der gleichen Insel erleichtert.",12810,145,6,401,true,0
397,"Der Felsenkletterer benutzt einen Saugnapf an seinem Unterbauch, um Felsen hochzuklettern. Wenn er in Position ist, wartet er auf ein sich näherndes Insekt, springt dann in die Luft, schnappt sich die Beute mit seinem Maul und landet sicher wieder im Wasser.",12811,145,3,402,true,0
398,"Blutskipper benutzen ihre hochentwickelten Beckenflossen, um ihre Tümpel nach einer gewissen Zeit zu verlassen, um eine neue Heimat zu finden. Diese Reise würde sie normalerweise zu einer leichten Beute für Raubtiere an Land machen, aber das Fleisch der Blutskipper ist äußerst giftig, sodass sich nur die hungrigsten Räuber an sie heranwagen.",12812,145,8,402,true,0
399,"Die Rückenflosse des Kobrafisches ist mehrere Yalme lang und von tausenden haarartigen Fühlern übersät, die vermutlich dazu dienen, windelementaren Äther zu absorbieren. Die gesammelte Energie wird dann im ganzen Körper verteilt, um einen Zustand der Schwerelosigkeit zu erzeugen, die das Fliegen mittels Brust- und Beckenflossen ermöglicht.",12813,148,6,400,true,0
400,"Diese Verwandten der fliegenden Mantas sind so lautlos, dass die Vanu Vanu glauben, es handele sich bei ihnen um die Verkörperungen der Seelen legendärer Mogrys, die vor vielen Generationen im Wolkenmeer lebten.",12814,148,6,401,true,0
401,"Wenn dieser Aal angegriffen wird, setzt er eine üppige Menge einer schmierigen, schleimartigen Substanz frei, die eine effektive Verfolgung erschwert und dem Aal die Flucht ermöglicht. Auch wenn der Name anderes vermuten lässt, enthält diese Substanz jedoch kein Öl.",12815,148,8,402,true,0
402,"Diese leuchtende Qualle jagt ausschließt nachts. Sie nutzt das farbenfrohe Licht, das ihr Körper ausstrahlt, um Insekten und kleinere Fische in ihr Netz aus giftigen Tentakeln zu locken, aus dem es kein Entrinnen gibt.",12816,148,8,402,true,0
403,"Mit Flossen wie aufgeblähten Segeln und einem Maul wie einem gepanzerten Rammbug besitzt dieser Süßwasserfisch nicht nur das Aussehen, sondern auch die Stärke einer limsischen Kampfgaleere. Diese setzt er ein, um größere Beute so lange zu stoßen, bis sie betäubt ist und seinen Attacken nichts mehr entgegenzusetzen hat.",12817,148,2,397,true,0
404,"Von den Klauen bis zum Schwanz erreicht ein ausgewachsenes Exemplar dieses Krustentiers häufig eine Länge von mehr als einem Yalm. Das Fleisch ist zwar nicht so saftig wie das kleinerer Hummer, aber dafür macht ein einzelner Schwanz eine siebenköpfige Lalafell-Familie oder einen erwachsenen Roegadyn satt.",12818,148,3,398,true,0
405,"Ein wilder, auf sein Revier bedachter Fisch, der sich derzeit in einem hitzigen Kampf mit anderen, von den Goblins eingeführten Arten über die Vorherrschaft in den Gewässern des Dravanischen Hinterlandes befindet.",12819,150,3,399,true,0
406,"Ein uralter Wälzer, der im Bismarck ausliegt, erzählt die Geschichte eines Mannes, der den höchsten Gipfel in Abalathias Rückgrat erklomm, um einen mythischen Katfisch zu fangen, der in der glühend heißen Lava schwimmt. Als er den Fisch aus der Lava zog, stellte er fest, dass dieser bereits gekocht war, und verschlang ihn an Ort und Stelle.",12820,148,7,398,true,0
407,"Wenn man uralten Bestiarien Glauben schenken darf, hat sich dieses schuppige Wesen im Laufe der letzten Jahrtausende kaum verändert. Einige Leute vermuteten daher, dass in ihnen das Blut der Drachen fließe. Dies wurde allerdings dadurch widerlegt, dass die fliegenden Echsen in etwa so intelligent sind wie Ninki Nankas.",12821,145,6,400,true,0
408,"Die Flügel dieses fliegenden Fisches bestehen fast vollständig aus konzentriertem Äther. Dieser löst sich auf, sobald der Fisch gefangen wird, sodass lediglich die skelettartigen Strukturen zurückbleiben.",12822,148,6,401,true,0
409,"Obwohl dieser Seeigel ausschließlich in den kältesten Regionen Eorzeas vorhanden ist, kann er dort nur im warmen Wasser von Thermalquellen überleben. In Coerthas ist nachts häufig ein schrilles Heulen zu vernehmen, das nicht selten von Yetis stammt, die beim Waten durch die natürlichen Bäder auf einen der Seeigel getreten sind. ",12823,180,3,397,true,2500
410,"Einer weitverbreiteten Ansicht zum Trotz geht der Name der Kirschforelle auf ihre rötliche Färbung am Unterbauch zurück. Somit geht die niemals endende Suche nach einem Fisch mit Kirschgeschmack weiter.",12824,148,3,397,true,0
411,"Ihr Panzer aus Windkristallen verleiht dieser seltenen Schildkröte die Fähigkeit zum Fliegen. Solange der Panzer intakt bleibt, schwebt sie immer weiter, aber sobald dieser auch nur den kleinsten Kratzer bekommt, fällt sie zurück zu Hydaelyn.",12825,180,6,402,true,2502
412,"Ähnlich wie der Zaubererfisch, der den feuerelementaren Äther in seinem Körper manipuliert, tut der Schwarzmagierfisch dies mit dem eiselementaren Äther in seinen Körperflüssigkeiten, um seinen Körper zu kühlen und so in ansonsten tödlicher Lava überleben zu können.",12826,150,7,398,true,0
413,"Der Hirnschädel dieses Fisches ist anders als der Rest seines Körpers vollständig transparent und mit einer gelartigen Substanz gefüllt, in der seine Augen schwimmen. Da es auf den drei großen Kontinenten keine auch nur annähernd ähnlichen Lebewesen gibt, liegt die Vermutung nahe, dass dies eine der schrecklichen Kreationen der Allager ist.",12827,180,8,402,true,2502
414,"Die Fähigkeit, eine elektrische Ladung in seinem Körper zu erzeugen, benutzt dieser Aal nicht etwa dazu, seine Beute anzugreifen, sondern um zu sehen, wie sich die elektrischen Wellen nach ihrer Entladung verändern. Sobald der Aal seine Beute ausfindig gemacht hat, wickelt er sich um sie und erdrosselt sie.",12828,150,2,398,true,0
415,"Der Geirakiller ist ein Süßwasserhecht, der seine lange, peitschenartige Rückenflosse dazu benutzt, Geira-Katzen aufzuspießen, die sich zu sehr der Wasseroberfläche nähern.",12829,150,3,401,true,0
416,"Dieser riesige Fisch ist in Wahrheit nichts weiter als ein Knochenzüngler, der in den sicheren Gewässern des Dravanischen Hinterlands zu enormer Größe herangewachsen ist. Dieses Phänomen hat es jedoch Gelehrten ermöglicht, einen Zusammenhang zwischen der Größe eines Knochenzünglers und der Weichheit seiner Zunge herstellen zu können.",12830,180,3,398,true,2501
417,"Während die meisten Leute der Gestank von Indigobarschen abschreckt, scheint er auf den Thaliak-Kaiman anziehend zu wirken, was ihn zu seiner Leibspeise macht. Diese Vorliebe hat Indigofischer auf den Plan gerufen, die mit schweren Armbrüsten Jagd auf den Kaiman machen, um die Barsche zu schützen (damit sie selbst mehr davon essen können).",12831,150,2,399,true,0
418,"Obwohl bereits mehrere lebende Exemplare gefangen und für weitere Untersuchungen nach Ul'dah gebracht wurden, verleugnen zahlreiche Naturforscher die Existenz von Kreaturen, die in der Lava leben, und tun die Funde ihrer Kollegen als Lügen zur Erlangung von Ruhm ab.",12832,180,7,398,true,2501
419,"Alle bekannten Exemplare des Tupuxuara - eine uralte Wyvern-Art - wurden in der ätherochemischen Einrichtung auf Azys Lla entdeckt. Sollte diese Kreatur tatsächlich dem Labor der Allager entstammen, wäre sie mehrere tausend Jahre alt.",12833,150,6,402,true,0
420,"Dem furchteinflößenden Namen zum Trotz saugt dieser Kopffüßer weder Blut, noch verwandelt er sich in eine Fledermaus. Stattdessen handelt es sich um einen recht friedvollen Vertreter des Wolkenmeers.",12834,150,6,401,true,0
421,"Im Magen des Sturmjägers gärt eine besondere Hefe, die aus seiner Nahrung ein Gas macht, das leichter als Luft ist, und ihm so die Fähigkeit zum Fliegen verleiht. Kurze Gasstöße aus seinem Rektum dienen ihm als Antrieb. Ja, richtig gelesen.",12835,180,6,400,true,0
422,"Innerhalb der Betta-Art gilt die Berserker-Betta als besonders hitzig. Obwohl sie kaum eine Chance hat, ihre Beute zu besiegen, greift sie wiederholt Fische an, die drei- oder viermal größer als sie sind. Diese Hartnäckigkeit hat dafür gesorgt, dass ihr Bestand relativ gering ist.",12836,180,2,399,true,2501
423,"Während der Laichzeit ist der Bauch des weiblichen Kapelan so voll mit Eiern, dass der Fisch seine Größe nahezu verdoppelt, was ihn zu einem willkommenen Fressen für die eierliebenden Qiqirn macht.",12837,180,3,397,true,2500
424,"",0,0,0,0,true,0
425,"",6688,36,18,134,false,0
426,"",6689,41,18,134,false,0
427,"",6690,46,18,134,false,0
428,"",6691,50,18,134,false,0
429,"",6692,50,18,134,false,0
430,"",0,2,18,155,false,0
431,"",0,2,18,156,false,0
432,"",0,2,18,155,false,0
433,"",12241,136,18,397,false,0
434,"",12242,150,18,397,false,0
435,"",12243,150,18,397,false,0
436,"",0,5,18,137,false,0
