#,Radius,Height,VFXScale,FloatHeight,FloatDown,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,FloatUp,Unknown8,LoopFlySE,MotionBlendType
8028,0.3,0.3,0.5,3,3,100,300,66,200,66,167,0,0,0,0,1,False
8029,0.3,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8030,0.3,0.35,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8031,0.3,0.35,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8032,0.3,0.4,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8033,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8034,0.3,0.45,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8035,0.3,0.4,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8036,0.3,0.45,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8037,0.3,0.45,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8038,0.3,0.35,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8039,0.3,0.35,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8040,0.3,0.35,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8041,0.2,0.45,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8042,0.3,0.45,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8043,0.3,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8044,0.3,0.3,0.5,8,3,100,300,100,100,100,100,100,140,0,1,1,False
8045,0.3,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8046,0.3,0.45,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8047,0.3,0.35,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8048,0.3,0.4,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8049,0.3,0.4,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8050,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8051,0.3,0.45,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8052,0.3,0.45,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8053,0.3,0.4,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8054,0.3,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8055,0.3,0.4,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8056,0.3,0.4,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8057,0.3,0.3,0.5,2,1,100,300,100,100,100,100,100,100,0,1,1,False
8058,0.3,0.4,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8059,0.3,0.4,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8060,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8061,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8062,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8063,0.2,0.45,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8064,0.3,0.45,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8065,0.3,0.45,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8066,0.3,0.45,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8067,0.3,0.45,0.5,3,3,100,300,66,100,66,100,0,0,0,0,1,False
8068,0.3,0.35,0.5,3,3,100,300,200,200,167,167,0,0,0,0,1,False
8069,0.3,0.35,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8070,0.4,0.5,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8071,0.2,0.35,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8072,0.3,0.4,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8073,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8074,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8075,0.3,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8076,0.3,0.35,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8077,0.3,0.45,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8078,0.1,0.25,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8079,0.3,0.45,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8080,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8081,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8082,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8083,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8084,0.3,0.4,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8085,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8086,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8087,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8088,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8089,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8090,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8091,0.2,0.3,0.5,1,1,100,300,100,100,100,100,50,80,0,1,1,False
8092,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8093,0.2,0.4,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8094,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8095,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8096,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8097,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8098,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8099,0.2,0.3,0.5,8,3,100,300,100,100,100,100,130,130,0,1,1,False
8100,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8101,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8102,0.4,0.6,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8103,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8104,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8105,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8106,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8107,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8108,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8109,0.2,0.15,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8110,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8111,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8112,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8113,0.2,0.3,0.5,1,1,100,300,100,100,100,100,10,10,0,1,1,False
8114,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8115,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8116,0.2,0.2,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8117,0.2,0.2,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8118,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8119,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8120,0.2,0.4,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8121,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8122,0.2,0.35,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8123,0.2,0.3,0.5,1,1,100,300,100,100,100,100,20,30,0,1,1,False
8124,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8125,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8126,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8127,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8128,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8129,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8130,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8131,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8132,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8133,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8134,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8135,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8136,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8137,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8138,0.2,0.3,0.5,1,1,100,300,100,100,100,100,90,90,0,1,1,False
8139,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8140,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8141,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8142,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8143,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8144,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8145,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8146,0.2,0.3,0.5,1,1,100,300,100,100,100,100,10,10,0,1,1,False
8147,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8148,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8149,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8150,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8151,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8152,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8153,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,1,False
8154,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8155,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8156,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8157,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8158,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,90,0,1,1,False
8159,0.2,0.3,0.5,1,1,100,300,100,100,100,100,10,10,0,1,1,False
8160,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,90,0,1,1,False
8161,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8162,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8163,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8164,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,90,0,1,1,False
8165,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8166,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,90,0,1,1,False
8167,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,90,0,1,1,False
8168,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8169,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8170,0.2,0.2,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8171,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8172,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8173,0.25,0.25,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8174,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8175,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8176,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8177,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,1,False
8178,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8179,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8180,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8181,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8182,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8183,1,1,1,3,3,200,500,66,300,66,300,0,0,0,0,0,False
8184,0.2,0.3,0.5,1,1,100,300,100,100,100,100,10,10,0,1,1,False
8185,0.2,0.3,0.5,1,1,100,300,100,100,100,100,10,10,0,1,1,False
8186,0.2,0.3,0.5,1,1,100,300,100,100,100,100,20,60,0,1,1,False
8187,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8188,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8189,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8190,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8191,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8192,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8193,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8194,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8195,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8196,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8197,0.2,0.2,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8198,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8199,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8200,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8201,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8202,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8203,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8204,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8205,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8206,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8207,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8208,0.2,0.3,0.5,8,3,100,300,100,100,100,100,130,130,0,1,1,False
8209,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8210,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8211,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8212,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8213,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8214,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8215,0.2,0.3,0.5,8,1,100,300,100,100,100,100,40,60,0,1,1,False
8216,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8217,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8218,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8219,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8220,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8221,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8222,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8223,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8224,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8225,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8226,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8227,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8228,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8229,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8230,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8231,0.2,0.3,0.5,8,1,100,300,100,100,100,100,40,60,0,1,1,False
8232,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,1,1,False
8233,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8234,0.2,0.3,0.5,1,1,100,300,100,100,100,100,10,10,0,1,1,False
8235,0.2,0.3,0.5,1,1,100,300,100,100,100,100,10,10,0,1,1,False
8236,0.2,0.3,0.5,8,1,100,300,100,100,100,100,60,100,0,1,1,False
8237,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8238,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8239,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8240,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8241,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8242,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8243,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8244,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8245,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8246,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8247,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8248,0.2,0.3,0.5,8,3,100,300,100,100,100,100,100,100,0,1,1,False
8249,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,1,1,False
8250,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8251,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8252,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8253,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8254,0.2,0.3,0.5,8,3,100,300,100,100,100,100,40,60,0,0,1,False
8255,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8256,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8257,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8258,0.2,0.3,0.5,8,3,100,300,100,100,100,100,40,60,0,1,1,False
8259,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8260,0.2,0.3,0.5,8,1,100,300,100,100,100,100,30,40,0,1,1,False
8261,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8262,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8263,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8264,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8265,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8266,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8267,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8268,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8269,0.2,0.3,0.5,8,1,100,300,100,100,100,100,40,60,0,1,1,False
8270,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8271,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8272,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8273,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8274,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8275,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,90,0,1,1,False
8276,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8277,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8278,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8279,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8280,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8281,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8282,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8283,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8284,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8285,0.2,0.3,0.5,8,3,100,300,100,100,100,100,190,200,0,1,1,False
8286,0.2,0.3,0.5,3,3,100,300,100,100,100,100,0,0,0,0,1,False
8287,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8288,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8289,0.2,0.3,0.5,1,1,100,300,100,100,100,100,10,10,0,1,1,False
8290,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8291,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8292,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8293,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8294,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8295,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8296,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8297,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8298,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8299,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8300,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8301,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8302,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8303,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8304,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8305,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8306,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8307,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8308,0.2,0.3,0.5,1,1,100,300,100,100,100,100,10,10,0,1,1,False
8309,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8310,0.2,0.3,0.5,1,1,100,300,100,100,100,100,10,10,0,1,1,False
8311,0.2,0.3,0.5,1,1,100,300,100,100,100,100,10,10,0,1,1,False
8312,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8313,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8314,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8315,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8316,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8317,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8318,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8319,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8320,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8321,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8322,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8323,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8324,0.2,0.3,0.5,1,1,100,300,100,100,100,100,50,80,0,1,1,False
8325,0.2,0.3,0.5,8,3,100,300,100,100,100,100,100,100,0,1,1,False
8326,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8327,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8328,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8329,0.2,0.3,0.5,8,3,100,300,100,100,100,100,150,210,0,1,1,False
8330,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8331,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8332,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8333,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8334,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8335,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8336,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8337,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8338,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8339,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8340,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8341,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8342,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8343,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8344,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8345,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8346,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8347,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8348,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8349,0.2,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8350,0.2,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
