#,Singular,Plural,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Model,Priority,Enemy,Icon,Order,HP,SkillAngle,Unknown1,Scale,InactiveIdle0,InactiveIdle1,InactiveBattle,InactiveWandering,Behavior,Special,Unknown10,Unknown11,WanderingWait,Unknown2,Cost,Unknown3,SkillCost,Unknown4,MinionRace,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Battle,Roulette,IdleAnimation
402,Rydia-Puppe,Rydia-Puppen,3,1,0,1,1,0,3038,242,0,4802,12047,440,0,620,100,10,0,0,0,1,0,0,0,8,0,30,39,20,1,3,False,True,False,True,False,False,True,True
403,Rosa-Puppe,Rosa-Puppen,3,1,0,1,1,0,3039,242,0,4803,12048,380,360,615,100,10,0,0,0,1,0,0,0,8,0,10,27,30,1,3,False,True,False,True,False,False,True,True
404,Prinzessinnenwache,Prinzessinnenwachen,3,1,0,1,1,0,3040,430,0,4804,2107,400,360,625,100,10,0,0,0,1,0,0,0,8,0,15,25,20,1,2,False,True,False,True,False,False,True,True
405,Tröpfel,Tröpfel,4,2,0,1,0,0,3106,431,0,4805,1091,380,0,620,100,10,0,0,0,2,0,0,0,8,0,20,31,30,2,2,True,False,True,False,True,False,True,True
406,Tricero,Tricero,4,1,0,1,0,0,3107,432,0,4806,1092,800,120,605,100,10,0,0,0,2,0,0,0,8,0,30,28,20,1,2,True,False,True,False,True,False,True,True
407,Goldbiber,Goldbiber,4,2,0,1,0,0,3156,391,0,4807,6004,520,0,620,100,10,5,0,0,2,0,0,0,8,0,25,34,30,1,1,True,False,True,False,True,False,True,True
408,Möwe,Möwen,3,1,0,1,1,0,3108,433,0,4808,5010,440,360,624,100,10,0,0,0,2,2,0,0,8,0,10,18,30,1,1,True,False,True,False,True,False,True,True
409,Ameisenbär,Ameisenbären,1,1,0,1,0,0,3109,434,0,4809,3025,450,30,607,100,10,0,0,0,2,0,0,0,8,0,15,14,20,1,1,True,False,True,False,True,False,True,True
410,Delphinkalb,Delphinkälber,4,2,0,1,2,0,3110,435,0,4810,4013,450,120,608,120,10,0,0,0,2,5,0,0,8,0,20,19,30,1,1,True,False,True,False,True,False,True,True
411,A-Magitek-Prädator,A-Magitek-Prädatoren,4,1,0,1,0,0,3111,436,0,4811,11023,490,0,620,100,10,0,0,0,1,0,0,0,8,0,25,33,20,1,2,False,True,False,True,False,False,True,True
412,Señorita[p] Kaktor,Señoritas[p] Kaktor,3,1,0,1,1,0,3152,437,0,4812,9044,640,0,620,80,10,10,0,0,1,0,0,0,8,0,30,43,20,2,3,False,True,False,True,False,False,True,True
413,Benben-Pyramide,Benben-Pyramiden,3,1,0,1,1,0,3153,438,0,4813,11514,360,0,620,100,10,0,0,0,1,0,0,0,8,0,10,31,30,1,4,False,True,False,True,False,False,True,True
414,Reise-Lagerfeuer,Reise-Lagerfeuer,4,2,0,1,2,0,3154,439,0,4814,11515,550,360,615,100,0,0,0,0,3,14,0,0,8,0,15,27,60,1,4,False,True,False,False,False,False,True,True
415,Maschinenwesen-Puppe,Maschinenwesen-Puppen,3,1,0,1,1,0,3155,440,0,4815,13024,490,120,609,100,10,0,0,0,1,0,0,0,8,0,20,38,30,1,4,False,True,False,True,False,False,True,False
416,Lyna-Puppe,Lyna-Puppen,3,1,0,1,1,0,3214,441,381,4816,9045,540,0,620,100,0,10,0,0,1,15,0,0,8,0,25,10,20,1,3,False,True,False,True,False,False,True,True
417,Runar-Puppe,Runar-Puppen,3,1,0,1,1,0,3215,442,331,4817,9046,540,360,625,100,0,10,0,0,1,15,0,0,8,0,30,25,20,1,3,False,True,False,True,False,False,True,True
418,Gunnhildr-Puppe,Gunnhildr-Puppen,3,1,0,1,1,0,3216,443,0,4818,9047,450,360,634,100,10,0,0,0,1,0,0,0,8,0,30,36,30,1,3,False,True,False,True,False,False,True,True
419,Aufzieh-9S,Aufzieh-9S,3,1,0,1,0,0,3217,445,0,4819,13024,500,30,621,100,10,0,0,0,1,0,0,0,8,0,25,8,20,1,3,False,True,False,True,False,False,True,False
420,Rudy-Stofftier,Rudy-Stofftiere,4,2,0,1,2,0,3218,446,0,4820,1042,410,30,611,100,10,0,0,0,1,0,0,0,8,0,15,4,20,1,2,False,True,False,True,False,False,True,True
421,Phantom-Rissai,Phantom-Rissai,3,1,0,1,0,0,3219,447,0,4821,3003,450,360,634,100,10,0,0,0,2,1,0,0,8,0,30,35,30,1,1,True,False,True,False,True,False,True,True
422,Fähnchen,Fähnchen,4,1,0,1,2,0,3220,448,0,4822,3026,580,360,615,100,10,0,0,0,2,0,0,0,8,0,25,27,30,1,1,True,False,True,False,True,False,True,True
423,Klein-Ea,Klein-Ea,3,1,0,1,0,0,3221,449,0,4823,1094,460,0,620,70,10,5,0,0,2,0,0,0,8,0,20,42,30,2,2,True,False,True,False,False,False,True,True
424,Magus-Schwestern-Puppentrio,Magus-Schwestern-Puppentrio,4,1,0,1,2,0,3222,450,0,4824,1099,530,360,625,50,10,0,0,0,1,0,0,0,8,0,15,25,20,1,2,False,True,False,True,False,False,True,True
425,Optimus Omikron[p],Optimus Omikrons[p],4,1,0,1,2,0,3223,451,0,4825,11024,400,360,626,100,10,0,0,0,1,0,0,0,8,0,10,12,20,1,3,False,True,False,True,False,False,True,True
426,Aufzieh-Anima,Aufzieh-Animas,3,1,0,1,0,0,3224,452,0,4826,1100,390,120,609,100,10,0,0,0,1,0,0,0,8,0,15,38,30,1,2,False,True,False,True,False,False,True,True
427,Sternenvogel,Sternenvögel,4,2,0,1,0,0,3523,453,0,4827,9510,720,0,620,100,10,0,0,0,2,2,0,0,8,0,30,39,20,1,1,True,False,True,False,True,False,True,True
428,nagxianisch[a] Katze,nagxianisch[a] Katzen,3,1,0,1,1,0,3226,454,0,4828,3027,470,360,623,100,10,0,0,0,2,0,0,0,8,0,25,30,20,1,1,True,False,True,False,True,False,True,True
429,neu[a] Urianger-Puppe,neu[a] Urianger-Puppen,3,1,0,1,1,0,3227,262,0,4829,9006,435,360,615,100,10,0,0,0,1,0,0,0,8,0,20,27,30,1,3,False,True,False,True,False,False,True,True
430,Aufzieh-Vrtra,Aufzieh-Vrtra,3,1,0,1,0,0,3228,255,0,4830,9506,400,120,616,100,10,0,0,0,1,0,0,0,8,0,25,1,20,1,2,False,True,False,True,False,False,True,True
431,Flusspferdkalb,Flusspferdkälber,4,2,0,1,2,0,3350,456,0,4831,3028,600,30,601,100,10,0,0,0,2,0,0,0,8,0,20,19,30,1,1,True,False,True,False,True,False,True,True
432,Krabbenkrebs,Krabbenkrebse,2,2,0,1,0,0,3351,457,0,4832,3029,640,360,632,100,10,0,0,0,2,0,0,0,8,0,30,22,20,1,1,True,False,True,False,False,False,True,True
433,Lunatender-Prinz,Lunatender-Prinz,6,1,0,1,0,0,3352,458,0,4833,1095,500,360,634,100,10,0,0,0,2,0,0,0,8,0,25,35,25,1,2,True,False,True,False,False,False,True,True
434,Tröllchen,Tröllchen,4,1,0,1,2,0,3353,459,0,4834,1096,500,30,606,100,10,0,0,0,2,0,0,0,8,0,20,23,20,1,2,True,False,False,True,False,False,True,True
435,Caduceus,Caduceus,3,1,0,1,0,0,3354,460,0,4835,3030,400,120,631,150,10,0,0,0,2,0,0,0,8,0,15,13,20,1,1,True,False,True,False,True,False,True,True
436,Abenteurerkorb,Abenteurerkörbe,4,2,0,1,0,0,3355,461,0,4836,11516,320,0,620,100,10,0,0,0,3,14,0,0,8,0,10,10,20,1,4,False,True,False,False,False,False,True,True
437,Golden[a] Dhyata,Golden[a] Dhyata,3,1,0,1,0,0,3356,462,0,4837,11025,380,360,623,100,10,0,0,0,1,0,0,0,8,0,15,29,20,1,4,False,True,False,True,False,False,True,True
438,Laub-Klauber,Laub-Klauber,4,2,0,1,0,0,3357,463,0,4838,1097,650,120,602,100,10,0,0,0,2,0,0,0,8,0,20,20,20,1,2,True,False,True,False,False,False,True,True
439,Grebuloff-Puppe,Grebuloff-Puppen,3,1,0,1,1,0,3358,464,0,4839,6005,600,0,620,100,10,0,0,0,1,0,0,0,8,0,25,43,20,1,3,False,True,False,True,False,False,True,True
440,Nosferatu-Puppe,Nosferatu-Puppen,3,1,0,1,1,0,3359,465,0,4840,2011,570,0,620,100,10,0,0,0,2,0,0,0,8,0,30,41,20,1,2,True,False,True,False,True,False,True,True
441,heroisch[a] Puppe,heroisch[a] Puppen,3,1,0,1,1,0,3360,466,0,4841,9048,550,30,613,100,10,0,0,0,1,0,0,0,8,0,25,19,30,1,3,False,True,False,True,False,False,True,True
442,Daivadipa-Puppe,Daivadipa-Puppen,3,1,0,1,1,0,3361,467,0,4842,1098,430,360,617,100,10,5,0,0,1,0,0,0,8,0,20,11,20,1,2,False,True,False,True,False,False,True,True
443,königlich[a] Lunatender,königlich[a] Lunatender,4,2,0,1,0,0,3481,458,0,4843,1095,540,0,620,100,10,0,0,0,2,0,0,0,8,0,25,42,20,1,2,True,False,True,False,False,False,True,True
444,Arkasodara-Puppe,Arkasodara-Puppen,3,1,0,1,1,0,3555,468,0,4844,7017,500,120,602,100,10,0,0,0,1,0,0,0,8,0,20,20,20,1,2,False,True,False,True,False,False,True,True
445,Aufzieh-Känguru,Aufzieh-Kängurus,4,1,0,1,2,0,3556,469,0,4845,3031,320,360,600,100,10,0,0,0,1,0,0,0,8,0,15,6,30,1,3,False,True,False,True,False,False,True,True
446,Proto-Brummonaut,Proto-Brummonauten,6,1,0,1,0,0,3557,470,0,4846,11026,370,0,620,100,10,0,0,0,1,0,0,0,8,0,10,10,20,1,2,False,True,False,True,False,False,True,True
447,Kapipikulu,Kapipikulu,3,1,0,1,0,0,3558,471,0,4847,11027,200,0,620,80,10,0,0,0,1,0,0,0,8,0,15,21,30,1,3,False,True,False,True,False,False,True,True
448,Chiwauwau,Chiwauwaus,3,1,0,1,0,0,3559,472,0,4848,3032,480,360,625,100,10,0,0,0,2,0,0,0,8,0,20,25,20,1,1,True,False,True,False,True,False,True,True
449,Aufzieh-Novus[p] D,Aufzieh-Novus[p] D,3,1,0,1,0,0,3560,473,0,4849,11028,300,360,624,70,10,0,0,0,1,0,0,0,8,0,25,18,30,1,4,False,True,False,True,False,False,True,True
450,Wunderhäschen,Wunderhäschen,4,1,0,1,2,0,3561,474,0,4850,1101,340,0,620,100,10,0,0,0,1,0,0,0,8,0,10,41,20,1,2,False,True,False,True,False,False,True,True
451,Azeyma-Puppe,Azeyma-Puppen,3,1,0,1,1,0,3562,475,0,4851,2108,380,360,617,100,10,0,0,0,1,0,0,0,8,0,15,11,20,1,3,False,True,False,True,False,False,True,True
452,Ragnarök-Miniatur,Ragnarök-Miniaturen,3,1,0,1,1,0,3563,476,0,4852,11029,490,0,620,80,10,0,0,0,1,0,0,0,8,0,20,43,20,1,4,False,True,False,True,False,False,True,True
453,Blaufußtölpel,Blaufußtölpel,4,2,0,1,0,0,3564,477,0,4853,5011,550,0,620,100,10,0,0,0,2,0,0,0,8,0,25,41,20,1,1,True,False,True,False,True,False,True,True
454,Aufzieh-Koyo-Koyo,Aufzieh-Koyo-Koyos,4,1,0,1,0,0,3565,478,0,4854,12081,620,0,620,100,10,0,0,0,1,0,0,0,8,0,30,39,20,1,3,False,True,False,True,False,False,True,True
455,Aufzieh-Solus,Aufzieh-Solus,3,1,0,1,0,0,3566,479,0,4855,9049,520,0,631,100,10,5,0,0,1,0,0,0,8,0,25,40,30,1,3,False,True,False,True,False,False,True,True
456,Miaurizius-Puppe,Miaurizius-Puppen,3,1,0,1,1,0,3627,480,0,4856,10027,500,120,622,90,10,0,0,0,1,0,0,0,8,0,20,26,20,1,3,False,True,False,True,False,False,True,True
457,Lumini,Luminis,3,1,0,1,0,0,3628,481,0,4857,1101,500,0,620,100,10,0,0,0,1,0,0,0,8,0,25,42,20,1,3,False,True,False,True,False,False,True,True
458,rot[a] Aufzieh-Chaser,rot[a] Aufzieh-Chaser,4,2,0,1,0,0,3629,482,0,4858,11026,550,0,620,100,10,0,0,0,1,0,0,0,8,0,30,17,30,2,3,False,True,False,True,False,False,True,True
459,blau[a] Aufzieh-Chaser,blau[a] Aufzieh-Chaser,4,2,0,1,0,0,3630,482,0,4859,11026,550,0,620,100,10,0,0,0,1,0,0,0,8,0,30,17,30,2,3,False,True,False,True,False,False,True,True
460,Scarmiglione-Puppe,Scarmiglione-Puppen,3,1,0,1,1,0,3681,483,0,4860,8401,570,0,620,100,10,0,0,0,1,0,0,0,8,0,25,31,30,1,2,False,True,False,True,False,False,True,True
461,Dragobo-Küken,Dragobo-Küken,4,1,0,1,2,0,3682,3,0,4861,9,460,360,623,100,10,0,0,0,2,0,0,0,8,0,20,29,20,1,1,True,False,True,False,True,False,True,True
462,Flughörnchen,Flughörnchen,4,1,0,1,2,0,3683,484,0,4862,3031,430,360,632,100,10,0,0,0,2,1,0,0,8,0,15,22,20,1,1,True,False,True,False,True,False,True,True
463,Silkie-Schwämmchen,Silkie-Schwämmchen,4,1,0,1,2,0,3684,266,0,4863,1103,350,0,620,100,10,0,0,0,2,2,0,0,8,0,10,21,20,1,2,True,False,True,False,True,False,True,True
464,Unterstadt-Echse,Unterstadt-Echsen,3,1,0,1,1,0,3685,485,0,4864,3032,400,30,601,100,10,0,0,0,2,0,0,0,8,0,15,23,20,1,1,True,False,True,False,True,False,True,True
465,Philos-Puppe,Philos-Puppen,3,1,0,1,1,0,3686,486,0,4865,9050,490,360,625,100,10,0,0,0,1,0,0,0,8,0,20,25,20,1,3,False,True,False,True,False,False,True,True
466,Erichthonios-Puppe,Erichthonios-Puppen,3,1,0,1,1,0,3687,487,0,4866,9051,520,120,605,100,10,0,0,0,1,0,0,0,8,0,25,28,20,1,3,False,True,False,True,False,False,True,True
467,Corgi,Corgis,3,1,0,1,0,0,3731,488,0,4867,3033,600,30,607,90,10,0,0,0,2,0,0,0,8,0,30,14,20,1,1,True,False,True,False,True,False,True,True
468,Himmelblaurücken,Himmelblaurücken,4,1,0,1,0,0,3732,489,0,4868,1104,500,120,608,100,10,0,0,0,2,0,0,0,8,0,25,19,30,1,2,True,False,True,False,True,False,True,True
469,Suzusaurus,Suzusaurier,3,2,0,1,0,0,3733,490,0,4869,4014,400,360,618,80,10,0,0,0,2,5,0,0,8,0,20,11,20,1,2,True,False,True,False,True,False,True,True
470,Mama-Puppe,Mama-Puppen,3,1,0,1,1,0,3734,491,0,4870,13025,410,0,620,100,10,0,0,0,1,0,0,0,8,0,15,43,20,1,4,False,True,False,True,False,False,True,False
471,Aufzieh-Cagnazzo,Aufzieh-Cagnazzo,3,1,0,1,0,0,3735,483,0,4871,8402,390,360,632,100,10,0,0,0,1,0,0,0,8,0,10,22,20,1,2,False,True,False,True,False,False,True,True
472,Findingway,Findingway,3,1,0,0,0,1,3736,492,0,4872,6006,430,0,620,100,10,5,0,0,2,0,0,0,8,0,15,39,20,2,2,True,False,True,False,True,False,True,True
473,Privat-Pachypodium,Privat-Pachypodien,4,1,0,1,2,0,3737,42,0,4873,1025,390,0,620,100,10,0,0,0,2,0,0,0,8,0,10,33,20,1,1,False,True,False,True,False,False,True,True
474,Aufzieh-Halone,Aufzieh-Halones,3,1,0,1,1,0,3745,475,0,4874,2109,500,0,620,100,10,0,0,0,1,0,0,0,8,0,20,41,20,1,3,False,True,False,True,False,False,True,True
475,Modelleisenbahn,Modelleisenbahnen,3,1,0,1,1,0,3746,493,0,4875,11027,570,120,609,100,10,0,0,0,1,0,0,0,8,0,25,38,30,1,4,False,True,False,True,False,False,True,True
476,Aufzieh-Godbert,Aufzieh-Godberts,4,1,0,1,0,0,3747,268,0,4876,9014,650,0,620,100,10,0,0,0,1,0,0,0,8,0,30,34,30,2,3,False,True,False,True,False,False,True,True
477,Aufzieh-Aidoneus,Aufzieh-Aidonei,3,1,0,1,0,0,3748,486,0,4877,9049,410,30,613,100,10,0,0,0,1,0,0,0,8,0,25,23,20,1,3,False,True,False,True,False,False,True,True
478,Papageientaucher,Papageientaucher,4,2,0,1,0,0,3817,494,0,4878,5011,410,0,620,100,10,0,0,0,2,2,0,0,8,0,20,44,30,1,1,True,False,True,False,True,False,True,True
479,Mosasaurus,Mosasaurier,3,2,0,1,0,0,3818,495,0,4879,4015,500,0,620,100,10,0,0,0,2,5,0,0,8,0,25,15,40,1,1,True,False,True,False,False,False,True,True
480,klein[a] Laternengeist,klein[a] Laternengeister,2,2,0,1,0,0,3819,496,0,4880,1107,520,30,621,100,10,0,0,0,1,0,0,0,8,0,30,8,20,1,4,False,True,False,True,False,False,True,True
481,Dampf-Otter,Dampf-Otter,4,2,0,1,0,0,3820,280,0,4881,4003,500,30,603,100,10,0,0,0,2,0,0,0,8,0,20,2,20,1,1,True,False,True,False,True,False,True,True
482,Rubellit-Waffe,Rubellit-Waffe,3,1,0,1,1,0,3839,497,0,4882,8301,490,0,620,90,10,0,0,0,1,0,0,0,8,0,30,9,20,1,3,False,True,False,True,False,False,True,True
483,Schimpanse,Schimpansen,8,1,0,1,0,0,3840,498,0,4883,3034,350,0,620,100,10,0,0,0,2,0,0,0,8,0,15,49,30,1,1,True,False,True,False,True,False,True,True
484,aufgeregt[a] Dynamit,aufgeregt[a] Dynamite,4,2,0,1,0,0,3841,499,0,4884,1105,610,0,620,100,10,0,0,0,2,0,0,0,8,0,25,37,20,1,2,True,False,True,False,False,False,True,True
485,Lyssa Mikra,Lyssa Mikra,3,1,0,1,1,0,3842,500,0,4885,1106,500,0,620,100,10,0,0,0,1,0,0,0,8,0,20,32,40,1,2,False,True,False,True,False,False,True,True
486,Shiromaru,Shiromaru,3,1,0,0,0,1,3852,341,0,4886,3035,300,360,626,100,10,0,0,0,2,0,0,0,8,0,15,12,20,1,1,True,False,True,False,True,False,True,True
487,Aufzieh-Athena,Aufzieh-Athenas,3,1,0,1,1,0,3853,487,0,4887,9051,400,360,634,100,10,0,0,0,1,0,0,0,8,0,25,36,30,1,3,False,True,False,True,False,False,True,True
488,Aufzieh-Barbarizia,Aufzieh-Barbarizias,3,1,0,1,1,0,3854,483,0,4888,8403,400,360,623,100,10,0,0,0,1,0,0,0,8,0,15,30,20,1,2,False,True,False,True,False,False,True,True
489,Shakoki-Dogu,Shakoki-Dogu,3,1,0,1,0,0,3856,501,0,4889,11517,340,0,620,100,10,0,0,0,1,0,0,0,8,0,10,46,20,1,3,False,True,False,True,False,False,True,True
490,Kuromaru,Kuromaru,3,1,0,0,0,1,3906,341,0,4890,3035,500,360,600,100,10,0,0,0,2,0,0,0,8,0,20,6,30,1,1,True,False,True,False,True,False,True,True
491,Uolosapa,Uolosapa,3,1,0,1,0,0,3934,90,0,4891,5012,500,360,623,100,10,0,0,0,2,2,0,0,8,0,20,30,20,1,1,True,False,True,False,True,False,True,True
492,Weiß[a] Noko,Weiß[a] Nokos,3,1,0,1,1,0,3935,386,0,4892,3021,560,360,625,100,10,0,0,0,2,0,0,0,8,0,25,25,20,1,1,True,False,True,False,True,False,True,True
493,Turmalin-Waffe,Turmalin-Waffen,3,1,0,1,1,0,3936,497,0,4893,8302,700,120,605,100,10,0,0,0,1,0,0,0,8,0,30,28,20,1,3,False,True,False,True,False,False,True,True
494,Aufzieh-Oschon,Aufzieh-Oschons,4,1,0,1,0,0,3937,475,0,4894,2110,590,0,620,100,10,0,0,0,1,0,0,0,8,0,25,9,20,1,3,False,True,False,True,False,False,True,True
495,Kydonias Ausgang,Kydonias Ausgänge,3,2,0,0,0,1,3938,492,0,4895,11518,480,120,602,100,10,0,0,0,1,0,0,0,8,0,20,4,20,1,4,False,True,False,True,False,False,True,True
496,Badesion,Badesions,4,1,0,1,0,0,3939,480,0,4896,10028,520,360,634,100,10,0,0,0,1,0,0,0,8,0,15,35,25,1,3,False,True,False,True,False,False,True,True
497,Aufzieh-Golbez,Aufzieh-Golbez,3,1,0,1,0,0,3940,483,0,4897,8405,290,120,605,140,10,0,0,0,1,0,0,0,8,0,10,1,20,1,2,False,True,False,True,False,False,True,True
498,klein[a] Torgal,klein[a] Torgal,4,1,0,1,0,0,3989,91,0,4898,12161,420,120,605,100,10,10,0,0,2,0,0,0,8,0,15,23,30,2,1,True,False,True,False,True,False,True,False
499,Pink[a] Bohne,Pink[a] Bohnen,3,1,0,1,1,0,3990,502,0,4899,13026,600,120,609,100,10,0,0,0,2,0,0,0,8,0,25,38,20,1,1,True,False,True,False,True,False,True,False
500,Pegwin,Pegwins,3,1,0,1,0,0,3991,502,0,4900,13026,500,0,620,100,10,0,0,0,1,0,0,0,8,0,20,37,20,1,3,False,True,False,True,False,False,True,False
501,Hydaelyn-Götze,Hydaelyn-Götzen,8,1,0,1,0,0,3992,503,0,4901,9201,750,360,618,100,0,10,0,0,1,20,1,0,8,0,30,11,20,2,3,False,True,False,True,False,False,True,True
502,Zodiark-Götze,Zodiark-Götzen,8,1,0,1,0,0,3993,503,0,4902,9202,500,30,611,100,0,10,0,0,1,20,1,1,8,0,30,19,30,2,3,False,True,False,True,False,False,True,True
503,Aufzieh-Fourchenault,Aufzieh-Fourchenault,3,1,0,1,0,0,3994,504,0,4903,9007,600,360,632,100,10,0,0,0,1,0,0,0,8,0,25,22,20,1,3,False,True,False,True,False,False,True,True
504,Aufzieh-Zidane,Aufzieh-Zidane,3,1,0,1,0,0,3995,505,505,4904,12091,480,0,620,100,10,0,0,0,1,0,0,0,8,0,20,41,20,1,3,False,True,False,True,False,False,True,True
505,Aufzieh-Garnet,Aufzieh-Garnet,3,1,0,1,1,0,3996,505,504,4905,12092,350,30,601,100,10,0,0,0,1,0,0,0,8,0,10,19,30,1,3,False,True,False,True,False,False,True,True
506,Repulu,Repulu,3,1,0,1,0,0,3997,383,0,4906,3020,560,120,631,100,10,0,0,0,2,0,0,0,8,0,15,13,20,1,1,True,False,False,True,True,False,True,True
507,Mini-Punutiy,Mini-Punutiy,3,1,0,1,2,0,4047,506,0,4907,4016,600,30,640,120,10,0,0,0,2,5,0,0,8,0,15,38,20,1,1,True,False,True,False,True,False,True,True
508,Luftraser[p] M9,Luftraser[p] M9,4,2,0,1,0,0,4048,507,0,4908,11030,480,360,624,80,10,0,0,0,1,0,0,0,8,0,10,18,30,1,4,False,True,True,False,False,False,True,True
509,Alpaka-Cria,Alpaka-Crias,4,1,0,1,2,0,4049,508,0,4909,3036,560,360,630,100,10,0,0,0,2,0,0,0,8,0,20,16,60,1,1,True,False,True,False,True,False,True,True
510,Nektarsauger,Nektarsauger,4,2,0,1,0,0,4050,509,0,4910,1113,730,120,605,100,10,0,0,0,2,0,0,0,8,0,25,28,20,1,2,True,False,True,False,True,False,True,True
511,Halblanghorn,Halblanghörner,4,2,0,1,2,0,4051,510,0,4911,3038,850,30,601,100,10,0,0,0,2,0,0,0,8,0,30,23,20,1,1,True,False,True,False,True,False,True,True
512,Ilyikty'i,Ilyikty'i,3,1,0,1,0,0,4052,511,0,4912,3039,560,30,604,100,10,0,0,0,2,0,0,0,8,0,15,13,20,1,1,True,False,True,False,True,False,True,True
513,Quetzal,Quetzals,4,1,0,1,0,0,4053,512,0,4913,5013,440,360,619,100,10,0,0,0,2,2,0,0,8,0,20,12,20,1,1,True,False,True,False,True,False,True,True
514,kurzbeinig[a] Kojote,kurzbeinig[a] Kojoten,8,1,0,1,0,0,4054,513,0,4914,3040,480,360,623,120,10,0,0,0,2,0,0,0,8,0,10,29,20,1,1,True,False,True,False,True,False,True,True
515,Rororrlo Teh,Rororrlo Teh,3,1,0,1,2,0,4055,514,0,4915,1108,580,30,611,100,10,0,0,0,2,0,0,0,8,0,15,19,30,1,2,False,True,False,True,False,False,True,True
516,Meister Mais,Meister Mais,3,1,0,0,0,1,4056,515,0,4916,11519,720,360,615,100,10,0,0,0,2,0,0,0,8,0,25,27,30,1,1,False,True,False,True,False,False,True,True
517,Murmelkaktor,Murmelkaktoren,4,1,0,1,0,0,4057,27,0,4917,1109,520,360,626,70,10,0,0,0,2,0,0,0,8,0,15,12,20,1,2,True,False,True,False,True,False,True,True
518,blaugrau[a] Katze,blaugrau[a] Katzen,3,1,0,1,1,0,4058,516,0,4918,3041,480,120,616,100,10,0,0,0,2,0,0,0,8,0,10,1,20,1,1,True,False,True,False,True,False,True,True
519,sprechend[a] Kopf,sprechend[a] Köpfe,2,2,0,1,0,0,4117,517,0,4919,1110,600,360,637,100,10,0,0,0,1,0,0,0,8,0,25,20,40,1,4,False,True,False,True,False,False,True,True
520,Mamool Ja-Puppe[p],Mamool Ja-Puppen[p],3,1,0,1,1,0,4118,518,0,4920,6007,600,360,632,100,10,0,0,0,1,0,0,0,8,0,20,22,20,1,3,False,True,False,True,False,False,True,True
521,schelmisch[a] Schreckschlingel,schelmisch[a] Schreckschlingel,4,2,0,1,0,0,4119,519,0,4921,1111,480,360,634,100,10,0,0,0,1,0,0,0,8,0,10,35,25,1,2,False,True,False,True,False,False,True,True
522,Zinnwächter[p] T1,Zinnwächter[p] T1,4,2,0,1,0,0,4120,520,0,4922,11031,590,30,603,100,10,0,0,0,1,0,0,0,8,0,25,1,30,1,3,False,True,False,True,False,False,True,True
523,Ambrose-Prototyp,Ambrose-Prototypen,4,1,0,1,0,0,4121,521,0,4923,1112,580,360,600,100,10,0,0,0,1,0,0,0,8,0,20,6,40,1,3,False,True,False,True,False,False,True,True
524,Schwarzes Kätzchen,Schwarzes Kätzchen,3,1,0,0,2,1,4122,522,0,4924,2012,710,30,607,100,10,0,0,0,1,0,0,0,8,0,30,14,20,1,2,False,True,False,True,False,False,True,True
525,neu[a] Krile-Puppe,neu[a] Krile-Puppen,3,1,0,1,1,0,4123,262,0,4925,9012,560,360,619,100,10,0,0,0,1,0,0,0,8,0,20,26,20,1,3,False,True,False,True,False,False,True,True
526,Zero-Puppe,Zero-Puppen,3,1,0,1,1,0,4124,523,0,4926,9052,600,120,605,100,10,10,0,0,1,0,0,0,8,0,25,20,20,2,3,False,True,False,True,False,False,True,True
527,Erenville-Puppe,Erenville-Puppen,3,1,0,1,1,0,4125,524,0,4927,9053,500,360,617,100,10,0,0,0,1,0,0,0,8,0,15,11,20,1,3,False,True,False,True,False,False,True,True
528,Nanolord,Nanolords,4,1,0,1,0,0,4385,525,0,4928,2111,620,0,620,100,10,0,0,0,1,0,0,0,8,0,30,10,20,1,2,False,True,False,True,False,False,True,True
529,Kleinhörnchen,Kleinhörnchen,4,1,0,1,2,0,4386,526,0,4929,3006,480,30,621,100,10,0,0,0,2,0,0,0,8,0,20,8,20,1,1,True,False,True,False,True,False,True,False
530,Adamantit-Waffe,Adamantit-Waffen,3,1,0,1,1,0,4387,497,0,4930,8303,500,0,620,100,10,0,0,0,1,0,0,0,8,0,20,31,40,1,3,False,True,False,True,False,False,True,True
531,Tuka-Tukitu,Tuka-Tukitu,3,1,0,1,0,0,4388,527,0,4931,5014,500,0,620,100,10,0,0,0,2,2,0,0,8,0,25,43,20,1,1,True,False,True,False,True,False,True,True
532,Shshuye,Shshuye,3,1,0,1,0,0,4389,528,0,4932,3042,510,30,606,100,10,0,0,0,2,0,0,0,8,0,15,1,30,1,1,True,False,True,False,True,False,True,True
533,Spinettosaurus,Spinettosaurier,3,2,0,1,0,0,4390,529,0,4933,3043,550,360,632,100,10,0,0,0,2,0,0,0,8,0,20,22,20,1,1,True,False,True,False,True,False,True,True
534,Pelupelu-Puppe,Pelupelu-Puppen,3,1,0,1,1,0,4391,530,0,4934,10029,380,0,620,100,10,0,0,0,1,0,0,0,8,0,10,31,50,1,3,False,True,False,True,False,False,True,True
535,Spielzeugsoldat[p] S3,Spielzeugsoldaten[p] S3,6,1,0,1,0,0,4392,531,0,4935,11032,620,0,631,100,10,0,0,0,1,0,0,0,8,0,25,40,30,1,3,False,True,False,True,False,False,True,True
