#,Item,Order,Category,SubCategory
3321,35517,8454,1,138
3322,35518,8455,1,138
3323,35519,9051,1,139
3324,35520,9052,1,139
3325,35521,9053,1,139
3326,35522,9054,1,139
3327,35523,9055,1,139
3328,35524,9251,1,140
3329,35525,9252,1,140
3330,35526,9253,1,140
3331,35527,9254,1,140
3332,35528,9255,1,140
3333,35529,9451,1,141
3334,35530,9452,1,141
3335,35531,9453,1,141
3336,35532,9454,1,141
3337,35533,9455,1,141
3338,36643,1672,1,182
3339,36644,1674,1,182
3340,36645,1675,1,182
3341,36646,1676,1,182
3342,36647,1677,1,182
3343,36648,1678,1,182
3344,36649,5872,1,183
3345,36650,5874,1,183
3346,36651,5875,1,183
3347,36652,5876,1,183
3348,36653,5877,1,183
3349,36654,5878,1,183
3350,36963,291,1,1
3351,36964,2091,1,2
3352,36965,491,1,3
3353,36966,1491,1,4
3354,36967,3291,1,5
3355,36968,2691,1,6
3356,36969,691,1,175
3357,36970,3491,1,174
3358,36971,5291,1,7
3359,36972,4291,1,8
3360,36973,4491,1,9
3361,36974,5491,1,10
3362,36975,5691,1,176
3363,36976,2291,1,177
3364,36977,4691,1,178
3365,36978,891,1,180
3366,36979,3691,1,181
3367,36980,5891,1,183
3368,36981,1691,1,182
3369,36982,292,1,1
3370,36983,293,1,1
3371,36984,294,1,1
3372,36985,295,1,1
3373,36986,296,1,1
3374,36987,297,1,1
3375,36988,2093,1,2
3376,36989,2094,1,2
3377,36990,2095,1,2
3378,36991,2096,1,2
3379,36992,2097,1,2
3380,36993,493,1,3
3381,36994,494,1,3
3382,36995,495,1,3
3383,36996,496,1,3
3384,36997,497,1,3
3385,36998,1493,1,4
3386,36999,1494,1,4
3387,37000,1495,1,4
3388,37001,1496,1,4
3389,37002,1497,1,4
3390,37003,3293,1,5
3391,37004,3294,1,5
3392,37005,3295,1,5
3393,37006,3296,1,5
3394,37007,3297,1,5
3395,37008,5293,1,7
3396,37009,5294,1,7
3397,37010,5295,1,7
3398,37011,5296,1,7
3399,37012,5297,1,7
3400,37013,4293,1,8
3401,37014,4294,1,8
3402,37015,4295,1,8
3403,37016,4296,1,8
3404,37017,4297,1,8
3405,37018,4493,1,9
3406,37019,4494,1,9
3407,37020,4495,1,9
3408,37021,4496,1,9
3409,37022,4497,1,9
3410,37023,5493,1,10
3411,37024,5494,1,10
3412,37025,5495,1,10
3413,37026,5496,1,10
3414,37027,5497,1,10
3415,37028,2693,1,6
3416,37029,2694,1,6
3417,37030,2695,1,6
3418,37031,2696,1,6
3419,37032,2697,1,6
3420,37033,693,1,175
3421,37034,694,1,175
3422,37035,695,1,175
3423,37036,696,1,175
3424,37037,697,1,175
3425,37038,3493,1,174
3426,37039,3494,1,174
3427,37040,3495,1,174
3428,37041,3496,1,174
3429,37042,3497,1,174
3430,37043,5693,1,176
3431,37044,5694,1,176
3432,37045,5695,1,176
3433,37046,5696,1,176
3434,37047,5697,1,176
3435,37048,2293,1,177
3436,37049,2294,1,177
3437,37050,2295,1,177
3438,37051,2296,1,177
3439,37052,2297,1,177
3440,37053,4693,1,178
3441,37054,4694,1,178
3442,37055,4695,1,178
3443,37056,4696,1,178
3444,37057,4697,1,178
3445,37058,893,1,180
3446,37059,894,1,180
3447,37060,895,1,180
3448,37061,896,1,180
3449,37062,897,1,180
3450,37063,3693,1,181
3451,37064,3694,1,181
3452,37065,3695,1,181
3453,37066,3696,1,181
3454,37067,3697,1,181
3455,37068,5893,1,183
3456,37069,5894,1,183
3457,37070,5895,1,183
3458,37071,5896,1,183
3459,37072,5897,1,183
3460,37073,1693,1,182
3461,37074,1694,1,182
3462,37075,1695,1,182
3463,37076,1696,1,182
3464,37077,1697,1,182
3465,37494,7045,1,131
3466,37495,7046,1,131
3467,37496,7047,1,131
3468,37497,7048,1,131
3469,37498,7049,1,131
3470,37499,7245,1,132
3471,37500,7246,1,132
3472,37501,7247,1,132
3473,37502,7248,1,132
3474,37503,7249,1,132
3475,37504,7445,1,133
3476,37505,7446,1,133
3477,37506,7447,1,133
3478,37507,7448,1,133
3479,37508,7449,1,133
3480,37509,7645,1,134
3481,37510,7646,1,134
3482,37511,7647,1,134
3483,37512,7648,1,134
3484,37513,7649,1,134
3485,37514,7845,1,135
3486,37515,7846,1,135
3487,37516,7847,1,135
3488,37517,7848,1,135
3489,37518,7849,1,135
3490,37519,8045,1,136
3491,37520,8046,1,136
3492,37521,8047,1,136
3493,37522,8048,1,136
3494,37523,8049,1,136
3495,37524,8245,1,137
3496,37525,8246,1,137
3497,37526,8247,1,137
3498,37527,8248,1,137
3499,37528,8249,1,137
3500,37529,8445,1,138
3501,37530,8446,1,138
3502,37531,8447,1,138
3503,37532,8448,1,138
3504,37533,8449,1,138
3505,37534,9045,1,139
3506,37535,9046,1,139
3507,37536,9047,1,139
3508,37537,9048,1,139
3509,37538,9049,1,139
3510,37539,9245,1,140
3511,37540,9246,1,140
3512,37541,9247,1,140
3513,37542,9248,1,140
3514,37543,9249,1,140
3515,37544,9445,1,141
3516,37545,9446,1,141
3517,37546,9447,1,141
3518,37547,9448,1,141
3519,37548,9449,1,141
3520,40345,6224,1,179
3521,40346,6226,1,179
3522,40347,6227,1,179
3523,40348,6228,1,179
3524,40349,6229,1,179
3525,40350,6230,1,179
3526,40351,6231,1,179
3527,40352,6232,1,179
3528,40353,6233,1,179
3529,40354,6234,1,179
3530,40476,6225,1,179
3531,42569,298,1,1
3532,42570,2098,1,2
3533,42571,498,1,3
3534,42572,1498,1,4
3535,42573,3298,1,5
3536,42574,5298,1,7
3537,42575,4298,1,8
3538,42576,4498,1,9
3539,42577,5498,1,10
3540,42578,2698,1,6
3541,42579,698,1,175
3542,42580,3498,1,174
3543,42581,5698,1,176
3544,42582,2298,1,177
3545,42583,4698,1,178
3546,42584,898,1,180
3547,42585,3698,1,181
3548,42586,1698,1,182
3549,42587,5898,1,183
3550,42588,2898,1,184
3551,42589,4898,1,185
3552,42590,299,1,1
3553,42591,300,1,1
3554,42592,301,1,1
3555,42593,302,1,1
3556,42594,303,1,1
3557,42595,304,1,1
3558,42596,2100,1,2
3559,42597,2101,1,2
3560,42598,2102,1,2
3561,42599,2103,1,2
3562,42600,2104,1,2
3563,42601,500,1,3
3564,42602,501,1,3
3565,42603,502,1,3
3566,42604,503,1,3
3567,42605,504,1,3
3568,42606,1500,1,4
3569,42607,1501,1,4
3570,42608,1502,1,4
3571,42609,1503,1,4
3572,42610,1504,1,4
3573,42611,3300,1,5
3574,42612,3301,1,5
3575,42613,3302,1,5
3576,42614,3303,1,5
3577,42615,3304,1,5
3578,42616,5300,1,7
3579,42617,5301,1,7
3580,42618,5302,1,7
3581,42619,5303,1,7
3582,42620,5304,1,7
3583,42621,4300,1,8
3584,42622,4301,1,8
3585,42623,4302,1,8
3586,42624,4303,1,8
3587,42625,4304,1,8
3588,42626,4500,1,9
3589,42627,4501,1,9
3590,42628,4502,1,9
3591,42629,4503,1,9
3592,42630,4504,1,9
3593,42631,5500,1,10
3594,42632,5501,1,10
3595,42633,5502,1,10
3596,42634,5503,1,10
3597,42635,5504,1,10
3598,42636,2700,1,6
3599,42637,2701,1,6
3600,42638,2702,1,6
3601,42639,2703,1,6
3602,42640,2704,1,6
3603,42641,700,1,175
3604,42642,701,1,175
3605,42643,702,1,175
3606,42644,703,1,175
3607,42645,704,1,175
3608,42646,3500,1,174
3609,42647,3501,1,174
3610,42648,3502,1,174
3611,42649,3503,1,174
3612,42650,3504,1,174
3613,42651,5700,1,176
3614,42652,5701,1,176
3615,42653,5702,1,176
3616,42654,5703,1,176
3617,42655,5704,1,176
3618,42656,2300,1,177
3619,42657,2301,1,177
3620,42658,2302,1,177
3621,42659,2303,1,177
3622,42660,2304,1,177
3623,42661,4700,1,178
3624,42662,4701,1,178
3625,42663,4702,1,178
3626,42664,4703,1,178
3627,42665,4704,1,178
3628,42666,900,1,180
3629,42667,901,1,180
3630,42668,902,1,180
3631,42669,903,1,180
3632,42670,904,1,180
3633,42671,3700,1,181
3634,42672,3701,1,181
3635,42673,3702,1,181
3636,42674,3703,1,181
3637,42675,3704,1,181
3638,42676,1700,1,182
3639,42677,1701,1,182
3640,42678,1702,1,182
3641,42679,1703,1,182
3642,42680,1704,1,182
3643,42681,5900,1,183
3644,42682,5901,1,183
3645,42683,5902,1,183
3646,42684,5903,1,183
3647,42685,5904,1,183
3648,42686,2900,1,184
3649,42687,2901,1,184
3650,42688,2902,1,184
3651,42689,2903,1,184
3652,42690,2904,1,184
3653,42691,4900,1,185
3654,42692,4901,1,185
3655,42693,4902,1,185
3656,42694,4903,1,185
3657,42695,4904,1,185
3658,43188,2884,1,184
3659,43189,2886,1,184
3660,43190,2887,1,184
3661,43191,2888,1,184
3662,43192,2889,1,184
3663,43193,2890,1,184
3664,43194,4884,1,185
3665,43195,4886,1,185
3666,43196,4887,1,185
3667,43197,4888,1,185
3668,43198,4889,1,185
3669,43199,4890,1,185
3670,43348,7061,1,131
3671,43349,7261,1,132
3672,43350,7461,1,133
3673,43351,7661,1,134
3674,43352,7861,1,135
3675,43353,8061,1,136
3676,43354,8261,1,137
3677,43355,8461,1,138
3678,43356,9061,1,139
3679,43357,9261,1,140
3680,43358,9461,1,141
3681,43359,7062,1,131
3682,43360,7063,1,131
3683,43361,7064,1,131
3684,43362,7065,1,131
3685,43363,7066,1,131
3686,43364,7262,1,132
3687,43365,7263,1,132
3688,43366,7264,1,132
3689,43367,7265,1,132
3690,43368,7266,1,132
3691,43369,7462,1,133
3692,43370,7463,1,133
3693,43371,7464,1,133
3694,43372,7465,1,133
3695,43373,7466,1,133
3696,43374,7662,1,134
3697,43375,7663,1,134
3698,43376,7664,1,134
3699,43377,7665,1,134
3700,43378,7666,1,134
3701,43379,7862,1,135
3702,43380,7863,1,135
3703,43381,7864,1,135
3704,43382,7865,1,135
3705,43383,7866,1,135
3706,43384,8062,1,136
3707,43385,8063,1,136
3708,43386,8064,1,136
3709,43387,8065,1,136
3710,43388,8066,1,136
3711,43389,8262,1,137
3712,43390,8263,1,137
3713,43391,8264,1,137
3714,43392,8265,1,137
3715,43393,8266,1,137
3716,43394,8462,1,138
3717,43395,8463,1,138
3718,43396,8464,1,138
3719,43397,8465,1,138
3720,43398,8466,1,138
3721,43399,9062,1,139
3722,43400,9063,1,139
3723,43401,9064,1,139
3724,43402,9065,1,139
3725,43403,9066,1,139
3726,43404,9262,1,140
3727,43405,9263,1,140
3728,43406,9264,1,140
3729,43407,9265,1,140
3730,43408,9266,1,140
3731,43409,9462,1,141
3732,43410,9463,1,141
3733,43411,9464,1,141
3734,43412,9465,1,141
3735,43413,9466,1,141
3736,43414,7056,1,131
3737,43415,7057,1,131
3738,43416,7058,1,131
3739,43417,7059,1,131
3740,43418,7060,1,131
3741,43419,7256,1,132
3742,43420,7257,1,132
3743,43421,7258,1,132
3744,43422,7259,1,132
3745,43423,7260,1,132
3746,43424,7456,1,133
3747,43425,7457,1,133
3748,43426,7458,1,133
3749,43427,7459,1,133
3750,43428,7460,1,133
3751,43429,7656,1,134
3752,43430,7657,1,134
3753,43431,7658,1,134
3754,43432,7659,1,134
3755,43433,7660,1,134
3756,43434,7856,1,135
3757,43435,7857,1,135
3758,43436,7858,1,135
3759,43437,7859,1,135
3760,43438,7860,1,135
3761,43439,8056,1,136
3762,43440,8057,1,136
3763,43441,8058,1,136
3764,43442,8059,1,136
3765,43443,8060,1,136
3766,43444,8256,1,137
3767,43445,8257,1,137
3768,43446,8258,1,137
3769,43447,8259,1,137
3770,43448,8260,1,137
3771,43449,8456,1,138
3772,43450,8457,1,138
3773,43451,8458,1,138
3774,43452,8459,1,138
3775,43453,8460,1,138
3776,43454,9056,1,139
3777,43455,9057,1,139
3778,43456,9058,1,139
3779,43457,9059,1,139
3780,43458,9060,1,139
3781,43459,9256,1,140
3782,43460,9257,1,140
3783,43461,9258,1,140
3784,43462,9259,1,140
3785,43463,9260,1,140
3786,43464,9456,1,141
3787,43465,9457,1,141
3788,43466,9458,1,141
3789,43467,9459,1,141
3790,43468,9460,1,141
3791,50742,6401,1,186
3792,50743,6402,1,186
3793,50744,6403,1,186
3794,50745,6404,1,186
3795,50746,6405,1,186
3796,50747,6406,1,186
3797,50748,6407,1,186
3798,50749,6408,1,186
3799,50750,6409,1,186
3800,50751,6410,1,186
3801,50752,6411,1,186
3802,50753,6412,1,186
3803,50754,6413,1,186
3804,50755,6414,1,186
3805,50756,6415,1,186
3806,50757,6416,1,186
3807,50758,6417,1,186
3808,50759,6418,1,186
3809,50760,6419,1,186
3810,50761,6420,1,186
3811,50762,6421,1,186
3812,50763,6422,1,186
3813,50764,6423,1,186
3814,50765,6424,1,186
3815,50766,6425,1,186
3816,50767,6426,1,186
3817,50768,6427,1,186
3818,50769,6428,1,186
3819,50770,6429,1,186
3820,50771,6430,1,186
3821,50772,6431,1,186
3822,50773,6432,1,186
3823,50774,6433,1,186
3824,50775,6434,1,186
3825,50776,6435,1,186
3826,50777,6436,1,186
3827,50778,6437,1,186
3828,51736,6438,1,186
3829,51737,6439,1,186
3830,51739,6440,1,186
3831,51740,6441,1,186
3832,51745,6442,1,186
3833,52656,46656,9,122
3834,52657,46657,9,122
3835,52658,46658,9,122
3836,52659,46659,9,122
3837,0,0,0,0
3838,0,0,0,0
3839,0,0,0,0
3840,0,0,0,0
3841,0,0,0,0
3842,0,0,0,0
3843,0,0,0,0
3844,0,0,0,0
3845,0,0,0,0
3846,0,0,0,0
3847,0,0,0,0
3848,0,0,0,0
3849,0,0,0,0
3850,0,0,0,0
3851,0,0,0,0
3852,0,0,0,0
3853,0,0,0,0
3854,0,0,0,0
3855,0,0,0,0
3856,0,0,0,0
3857,0,0,0,0
3858,0,0,0,0
3859,0,0,0,0
3860,0,0,0,0
3861,0,0,0,0
3862,0,0,0,0
3863,0,0,0,0
3864,0,0,0,0
3865,0,0,0,0
3866,0,0,0,0
3867,0,0,0,0
3868,0,0,0,0
3869,0,0,0,0
3870,0,0,0,0
3871,0,0,0,0
3872,0,0,0,0
3873,0,0,0,0
3874,0,0,0,0
3875,0,0,0,0
3876,0,0,0,0
3877,0,0,0,0
3878,0,0,0,0
3879,0,0,0,0
3880,0,0,0,0
3881,0,0,0,0
3882,0,0,0,0
3883,0,0,0,0
3884,0,0,0,0
3885,0,0,0,0
3886,0,0,0,0
3887,0,0,0,0
3888,0,0,0,0
3889,0,0,0,0
3890,0,0,0,0
3891,0,0,0,0
3892,0,0,0,0
3893,0,0,0,0
3894,0,0,0,0
3895,0,0,0,0
3896,0,0,0,0
3897,0,0,0,0
3898,0,0,0,0
3899,0,0,0,0
3900,0,0,0,0
3901,0,0,0,0
3902,0,0,0,0
3903,0,0,0,0
3904,0,0,0,0
3905,0,0,0,0
3906,0,0,0,0
3907,0,0,0,0
3908,0,0,0,0
3909,0,0,0,0
3910,0,0,0,0
3911,0,0,0,0
3912,0,0,0,0
3913,0,0,0,0
3914,0,0,0,0
3915,0,0,0,0
3916,0,0,0,0
3917,0,0,0,0
3918,0,0,0,0
3919,0,0,0,0
3920,0,0,0,0
3921,0,0,0,0
3922,0,0,0,0
3923,0,0,0,0
3924,0,0,0,0
3925,0,0,0,0
3926,0,0,0,0
3927,0,0,0,0
3928,0,0,0,0
3929,0,0,0,0
3930,0,0,0,0
3931,0,0,0,0
3932,0,0,0,0
3933,0,0,0,0
3934,0,0,0,0
3935,0,0,0,0
3936,0,0,0,0
3937,0,0,0,0
3938,0,0,0,0
3939,0,0,0,0
3940,0,0,0,0
3941,0,0,0,0
3942,0,0,0,0
3943,0,0,0,0
3944,0,0,0,0
3945,0,0,0,0
3946,0,0,0,0
3947,0,0,0,0
3948,0,0,0,0
3949,0,0,0,0
3950,0,0,0,0
3951,0,0,0,0
3952,0,0,0,0
3953,0,0,0,0
3954,0,0,0,0
3955,0,0,0,0
3956,0,0,0,0
3957,0,0,0,0
3958,0,0,0,0
3959,0,0,0,0
3960,0,0,0,0
3961,0,0,0,0
3962,0,0,0,0
3963,0,0,0,0
3964,0,0,0,0
3965,0,0,0,0
3966,0,0,0,0
3967,0,0,0,0
3968,0,0,0,0
3969,0,0,0,0
3970,0,0,0,0
3971,0,0,0,0
3972,0,0,0,0
3973,0,0,0,0
3974,0,0,0,0
3975,0,0,0,0
3976,0,0,0,0
3977,0,0,0,0
3978,0,0,0,0
3979,0,0,0,0
3980,0,0,0,0
3981,0,0,0,0
3982,0,0,0,0
3983,0,0,0,0
3984,0,0,0,0
3985,0,0,0,0
3986,0,0,0,0
3987,0,0,0,0
3988,0,0,0,0
3989,0,0,0,0
3990,0,0,0,0
3991,0,0,0,0
3992,0,0,0,0
3993,0,0,0,0
3994,0,0,0,0
3995,0,0,0,0
3996,0,0,0,0
3997,0,0,0,0
3998,0,0,0,0
3999,0,0,0,0
4000,0,0,0,0
4001,0,0,0,0
4002,0,0,0,0
4003,0,0,0,0
4004,0,0,0,0
4005,0,0,0,0
4006,0,0,0,0
4007,0,0,0,0
4008,0,0,0,0
4009,0,0,0,0
4010,0,0,0,0
4011,0,0,0,0
4012,0,0,0,0
4013,0,0,0,0
4014,0,0,0,0
4015,0,0,0,0
4016,0,0,0,0
4017,0,0,0,0
4018,0,0,0,0
4019,0,0,0,0
4020,0,0,0,0
4021,0,0,0,0
4022,0,0,0,0
4023,0,0,0,0
4024,0,0,0,0
4025,0,0,0,0
4026,0,0,0,0
4027,0,0,0,0
4028,0,0,0,0
4029,0,0,0,0
4030,0,0,0,0
4031,0,0,0,0
4032,0,0,0,0
4033,0,0,0,0
4034,0,0,0,0
4035,0,0,0,0
4036,0,0,0,0
4037,0,0,0,0
4038,0,0,0,0
4039,0,0,0,0
4040,0,0,0,0
4041,0,0,0,0
4042,0,0,0,0
4043,0,0,0,0
4044,0,0,0,0
4045,0,0,0,0
4046,0,0,0,0
4047,0,0,0,0
4048,0,0,0,0
4049,0,0,0,0
4050,0,0,0,0
4051,0,0,0,0
4052,0,0,0,0
4053,0,0,0,0
4054,0,0,0,0
4055,0,0,0,0
4056,0,0,0,0
4057,0,0,0,0
4058,0,0,0,0
4059,0,0,0,0
4060,0,0,0,0
4061,0,0,0,0
4062,0,0,0,0
4063,0,0,0,0
4064,0,0,0,0
4065,0,0,0,0
4066,0,0,0,0
4067,0,0,0,0
4068,0,0,0,0
4069,0,0,0,0
4070,0,0,0,0
4071,0,0,0,0
4072,0,0,0,0
4073,0,0,0,0
4074,0,0,0,0
4075,0,0,0,0
4076,0,0,0,0
4077,0,0,0,0
4078,0,0,0,0
4079,0,0,0,0
4080,0,0,0,0
4081,0,0,0,0
4082,0,0,0,0
4083,0,0,0,0
4084,0,0,0,0
4085,0,0,0,0
4086,0,0,0,0
4087,0,0,0,0
4088,0,0,0,0
4089,0,0,0,0
4090,0,0,0,0
4091,0,0,0,0
4092,0,0,0,0
4093,0,0,0,0
4094,0,0,0,0
4095,0,0,0,0
4096,0,0,0,0
4097,0,0,0,0
4098,0,0,0,0
4099,0,0,0,0
4100,0,0,0,0
4101,0,0,0,0
4102,0,0,0,0
4103,0,0,0,0
4104,0,0,0,0
4105,0,0,0,0
4106,0,0,0,0
4107,0,0,0,0
4108,0,0,0,0
4109,0,0,0,0
4110,0,0,0,0
4111,0,0,0,0
4112,0,0,0,0
4113,0,0,0,0
4114,0,0,0,0
4115,0,0,0,0
4116,0,0,0,0
4117,0,0,0,0
4118,0,0,0,0
4119,0,0,0,0
4120,0,0,0,0
4121,0,0,0,0
4122,0,0,0,0
4123,0,0,0,0
4124,0,0,0,0
4125,0,0,0,0
4126,0,0,0,0
4127,0,0,0,0
4128,0,0,0,0
4129,0,0,0,0
4130,0,0,0,0
4131,0,0,0,0
4132,0,0,0,0
4133,0,0,0,0
4134,0,0,0,0
4135,0,0,0,0
4136,0,0,0,0
4137,0,0,0,0
4138,0,0,0,0
4139,0,0,0,0
4140,0,0,0,0
4141,0,0,0,0
4142,0,0,0,0
4143,0,0,0,0
4144,0,0,0,0
4145,0,0,0,0
4146,0,0,0,0
4147,0,0,0,0
4148,0,0,0,0
4149,0,0,0,0
4150,0,0,0,0
4151,0,0,0,0
4152,0,0,0,0
4153,0,0,0,0
4154,0,0,0,0
4155,0,0,0,0
4156,0,0,0,0
4157,0,0,0,0
4158,0,0,0,0
4159,0,0,0,0
4160,0,0,0,0
4161,0,0,0,0
4162,0,0,0,0
4163,0,0,0,0
4164,0,0,0,0
4165,0,0,0,0
4166,0,0,0,0
4167,0,0,0,0
4168,0,0,0,0
4169,0,0,0,0
4170,0,0,0,0
4171,0,0,0,0
4172,0,0,0,0
4173,0,0,0,0
4174,0,0,0,0
4175,0,0,0,0
4176,0,0,0,0
4177,0,0,0,0
4178,0,0,0,0
4179,0,0,0,0
4180,0,0,0,0
4181,0,0,0,0
4182,0,0,0,0
4183,0,0,0,0
4184,0,0,0,0
4185,0,0,0,0
4186,0,0,0,0
4187,0,0,0,0
4188,0,0,0,0
4189,0,0,0,0
4190,0,0,0,0
4191,0,0,0,0
4192,0,0,0,0
4193,0,0,0,0
4194,0,0,0,0
4195,0,0,0,0
4196,0,0,0,0
4197,0,0,0,0
4198,0,0,0,0
4199,0,0,0,0
4200,0,0,0,0
4201,0,0,0,0
4202,0,0,0,0
4203,0,0,0,0
4204,0,0,0,0
4205,0,0,0,0
4206,0,0,0,0
4207,0,0,0,0
4208,0,0,0,0
4209,0,0,0,0
4210,0,0,0,0
4211,0,0,0,0
4212,0,0,0,0
4213,0,0,0,0
4214,0,0,0,0
4215,0,0,0,0
4216,0,0,0,0
4217,0,0,0,0
4218,0,0,0,0
4219,0,0,0,0
4220,0,0,0,0
4221,0,0,0,0
4222,0,0,0,0
4223,0,0,0,0
4224,0,0,0,0
4225,0,0,0,0
4226,0,0,0,0
4227,0,0,0,0
4228,0,0,0,0
4229,0,0,0,0
4230,0,0,0,0
4231,0,0,0,0
4232,0,0,0,0
4233,0,0,0,0
4234,0,0,0,0
4235,0,0,0,0
4236,0,0,0,0
4237,0,0,0,0
4238,0,0,0,0
4239,0,0,0,0
4240,0,0,0,0
4241,0,0,0,0
4242,0,0,0,0
4243,0,0,0,0
4244,0,0,0,0
4245,0,0,0,0
4246,0,0,0,0
4247,0,0,0,0
4248,0,0,0,0
4249,0,0,0,0
4250,0,0,0,0
4251,0,0,0,0
4252,0,0,0,0
4253,0,0,0,0
4254,0,0,0,0
4255,0,0,0,0
4256,0,0,0,0
4257,0,0,0,0
4258,0,0,0,0
4259,0,0,0,0
4260,0,0,0,0
4261,0,0,0,0
4262,0,0,0,0
4263,0,0,0,0
4264,0,0,0,0
4265,0,0,0,0
4266,0,0,0,0
4267,0,0,0,0
4268,0,0,0,0
4269,0,0,0,0
4270,0,0,0,0
4271,0,0,0,0
4272,0,0,0,0
4273,0,0,0,0
4274,0,0,0,0
4275,0,0,0,0
4276,0,0,0,0
4277,0,0,0,0
4278,0,0,0,0
4279,0,0,0,0
4280,0,0,0,0
4281,0,0,0,0
4282,0,0,0,0
4283,0,0,0,0
4284,0,0,0,0
4285,0,0,0,0
4286,0,0,0,0
4287,0,0,0,0
4288,0,0,0,0
4289,0,0,0,0
4290,0,0,0,0
4291,0,0,0,0
4292,0,0,0,0
4293,0,0,0,0
4294,0,0,0,0
4295,0,0,0,0
4296,0,0,0,0
4297,0,0,0,0
4298,0,0,0,0
4299,0,0,0,0
4300,0,0,0,0
4301,0,0,0,0
4302,0,0,0,0
4303,0,0,0,0
4304,0,0,0,0
4305,0,0,0,0
4306,0,0,0,0
4307,0,0,0,0
4308,0,0,0,0
4309,0,0,0,0
4310,0,0,0,0
4311,0,0,0,0
4312,0,0,0,0
4313,0,0,0,0
4314,0,0,0,0
4315,0,0,0,0
4316,0,0,0,0
4317,0,0,0,0
4318,0,0,0,0
4319,0,0,0,0
4320,0,0,0,0
4321,0,0,0,0
4322,0,0,0,0
4323,0,0,0,0
4324,0,0,0,0
4325,0,0,0,0
4326,0,0,0,0
4327,0,0,0,0
4328,0,0,0,0
4329,0,0,0,0
4330,0,0,0,0
4331,0,0,0,0
4332,0,0,0,0
4333,0,0,0,0
4334,0,0,0,0
4335,0,0,0,0
4336,0,0,0,0
4337,0,0,0,0
4338,0,0,0,0
4339,0,0,0,0
4340,0,0,0,0
4341,0,0,0,0
4342,0,0,0,0
4343,0,0,0,0
4344,0,0,0,0
4345,0,0,0,0
4346,0,0,0,0
4347,0,0,0,0
4348,0,0,0,0
4349,0,0,0,0
4350,0,0,0,0
4351,0,0,0,0
4352,0,0,0,0
4353,0,0,0,0
4354,0,0,0,0
4355,0,0,0,0
4356,0,0,0,0
4357,0,0,0,0
4358,0,0,0,0
4359,0,0,0,0
4360,0,0,0,0
4361,0,0,0,0
4362,0,0,0,0
4363,0,0,0,0
4364,0,0,0,0
4365,0,0,0,0
4366,0,0,0,0
4367,0,0,0,0
4368,0,0,0,0
4369,0,0,0,0
4370,0,0,0,0
4371,0,0,0,0
4372,0,0,0,0
4373,0,0,0,0
4374,0,0,0,0
4375,0,0,0,0
4376,0,0,0,0
4377,0,0,0,0
4378,0,0,0,0
4379,0,0,0,0
4380,0,0,0,0
4381,0,0,0,0
4382,0,0,0,0
4383,0,0,0,0
4384,0,0,0,0
4385,0,0,0,0
4386,0,0,0,0
4387,0,0,0,0
4388,0,0,0,0
4389,0,0,0,0
4390,0,0,0,0
4391,0,0,0,0
4392,0,0,0,0
4393,0,0,0,0
4394,0,0,0,0
4395,0,0,0,0
4396,0,0,0,0
4397,0,0,0,0
4398,0,0,0,0
4399,0,0,0,0
4400,0,0,0,0
4401,0,0,0,0
4402,0,0,0,0
4403,0,0,0,0
4404,0,0,0,0
4405,0,0,0,0
4406,0,0,0,0
4407,0,0,0,0
4408,0,0,0,0
4409,0,0,0,0
4410,0,0,0,0
4411,0,0,0,0
4412,0,0,0,0
4413,0,0,0,0
4414,0,0,0,0
4415,0,0,0,0
4416,0,0,0,0
4417,0,0,0,0
4418,0,0,0,0
4419,0,0,0,0
4420,0,0,0,0
4421,0,0,0,0
4422,0,0,0,0
4423,0,0,0,0
4424,0,0,0,0
4425,0,0,0,0
4426,0,0,0,0
4427,0,0,0,0
4428,0,0,0,0
4429,0,0,0,0
4430,0,0,0,0
4431,0,0,0,0
4432,0,0,0,0
4433,0,0,0,0
4434,0,0,0,0
4435,0,0,0,0
4436,0,0,0,0
4437,0,0,0,0
4438,0,0,0,0
4439,0,0,0,0
4440,0,0,0,0
4441,0,0,0,0
4442,0,0,0,0
4443,0,0,0,0
4444,0,0,0,0
4445,0,0,0,0
4446,0,0,0,0
4447,0,0,0,0
4448,0,0,0,0
4449,0,0,0,0
4450,0,0,0,0
4451,0,0,0,0
4452,0,0,0,0
4453,0,0,0,0
4454,0,0,0,0
4455,0,0,0,0
4456,0,0,0,0
4457,0,0,0,0
4458,0,0,0,0
4459,0,0,0,0
4460,0,0,0,0
4461,0,0,0,0
4462,0,0,0,0
4463,0,0,0,0
4464,0,0,0,0
4465,0,0,0,0
4466,0,0,0,0
4467,0,0,0,0
4468,0,0,0,0
4469,0,0,0,0
4470,0,0,0,0
4471,0,0,0,0
4472,0,0,0,0
4473,0,0,0,0
4474,0,0,0,0
4475,0,0,0,0
4476,0,0,0,0
4477,0,0,0,0
4478,0,0,0,0
4479,0,0,0,0
4480,0,0,0,0
4481,0,0,0,0
4482,0,0,0,0
4483,0,0,0,0
4484,0,0,0,0
4485,0,0,0,0
4486,0,0,0,0
4487,0,0,0,0
4488,0,0,0,0
4489,0,0,0,0
4490,0,0,0,0
4491,0,0,0,0
4492,0,0,0,0
4493,0,0,0,0
4494,0,0,0,0
4495,0,0,0,0
4496,0,0,0,0
4497,0,0,0,0
4498,0,0,0,0
4499,0,0,0,0
4500,0,0,0,0
4501,0,0,0,0
