#,Model,NpcYell,Unknown0,Unknown1,ResidentMotionType
789.29,196,0,0,2,0
789.30,40217,480,0,3,0
789.31,40218,480,0,3,0
789.32,7654,2853,0,4,0
789.33,3206,2853,0,4,0
789.34,3239,4375,0,4,0
789.35,146,0,0,2,0
789.36,40257,2853,0,3,0
789.37,40121,2853,0,3,0
789.38,525,0,0,6,0
789.39,93,0,0,6,0
789.40,212,0,0,6,0
789.41,213,0,0,6,0
789.42,110,0,0,9,0
789.43,111,0,0,9,0
789.44,375,0,0,6,0
789.45,3238,4375,0,4,0
789.46,4565,2853,0,4,0
789.47,5896,4375,0,4,0
789.48,210,2853,0,4,0
789.49,8,0,0,9,0
789.50,37,0,0,9,0
789.51,211,2853,0,4,0
789.52,112,0,0,9,0
789.53,84,0,0,9,0
789.54,6847,4375,0,4,0
789.55,6849,2853,0,4,0
789.56,3240,4375,0,4,0
789.57,4574,2853,0,4,0
789.58,4563,3057,0,4,0
789.59,870,0,0,5,0
789.60,40265,3057,0,3,0
789.61,2270,0,0,5,0
789.62,127,0,0,5,0
789.63,218,0,0,6,0
789.64,4295041902,0,0,7,0
789.65,0,0,0,0,0
790.0,17831,0,0,1,0
790.1,17832,0,0,1,0
790.2,17833,0,0,1,0
790.3,17836,0,0,1,0
790.4,17838,0,0,1,0
790.5,17841,0,0,1,0
790.6,17844,0,0,1,0
790.7,17845,0,0,1,0
790.8,547,0,0,8,0
790.9,4574,4375,0,4,0
790.10,4562,4376,0,4,0
790.11,1233,0,0,5,0
790.12,1032,0,0,5,0
790.13,4564,3057,0,4,0
790.14,4576,3057,0,4,0
790.15,4563,3151,0,4,0
790.16,3213,3057,0,4,0
790.17,3214,3057,0,4,0
790.18,4562,2720,0,4,0
790.19,4563,2853,0,4,0
790.20,4579,4376,0,4,0
790.21,4574,3057,0,4,0
790.22,40117,3057,0,3,0
790.23,40266,3057,0,3,0
790.24,1013,0,0,5,0
790.25,8488,701,0,4,0
790.26,1001,0,0,5,0
790.27,742,0,0,5,0
790.28,134,0,0,9,0
790.29,133,0,0,9,0
790.30,62,0,0,6,0
790.31,184,0,0,6,0
790.32,139,0,0,6,0
790.33,210,3057,0,4,0
790.34,210,4376,0,4,0
790.35,211,2720,0,4,0
790.36,6847,2853,0,4,0
790.37,110,0,0,9,0
790.38,111,0,0,9,0
790.39,2,0,0,9,0
790.40,1,0,0,9,0
790.41,2269,0,0,5,0
790.42,862,0,0,5,0
790.43,863,0,0,5,0
790.44,864,0,0,5,0
790.45,2282,0,0,5,0
790.46,259,0,0,6,0
790.47,589,0,0,2,0
790.48,40267,480,0,3,0
790.49,40271,480,0,3,0
790.50,40274,480,0,3,0
790.51,40276,480,0,3,0
790.52,40277,480,0,3,0
790.53,40278,480,0,3,0
790.54,40279,480,0,3,0
790.55,40281,480,0,3,0
790.56,40235,480,0,3,0
790.57,40287,3057,0,3,0
790.58,40296,3057,0,3,0
790.59,40297,480,0,3,0
790.60,40190,480,0,3,0
790.61,40227,4376,0,3,0
790.62,40228,4376,0,3,0
790.63,40229,4376,0,3,0
790.64,40237,480,0,3,0
790.65,40239,4376,0,3,0
790.66,40241,480,0,3,0
790.67,40244,1602,0,3,0
790.68,40248,480,0,3,0
790.69,40250,480,0,3,0
790.70,40252,480,0,3,0
790.71,40280,480,0,3,0
790.72,40284,3057,0,3,0
790.73,40289,3057,0,3,0
790.74,40299,480,0,3,0
790.75,40303,480,0,3,0
790.76,40332,4376,0,3,0
790.77,4295041902,0,0,7,0
790.78,4295041903,0,0,7,0
790.79,40265,3057,0,3,0
790.80,0,0,0,0,0
791.0,17839,0,0,1,0
791.1,17833,0,0,1,0
791.2,17835,0,0,1,0
791.3,4578,4376,0,4,0
791.4,4573,3057,0,4,0
791.5,4561,4293,0,4,0
791.6,210,4293,0,4,0
791.7,211,4293,0,4,0
791.8,2265,0,0,5,0
791.9,2266,0,0,5,0
791.10,2278,0,0,5,0
791.11,40233,4293,0,3,0
791.12,40313,4293,0,3,0
791.13,40314,4293,0,3,0
791.14,40315,4293,0,3,0
791.15,40326,4293,0,3,0
791.16,40327,4293,0,3,0
791.17,40324,4293,0,3,0
791.18,40325,4293,0,3,0
791.19,40320,480,0,3,0
791.20,40321,480,0,3,0
791.21,40317,480,0,3,0
791.22,40318,480,0,3,0
791.23,40316,4293,0,3,0
791.24,40311,480,0,3,0
791.25,40312,480,0,3,0
791.26,40306,4293,0,3,0
791.27,40308,480,0,3,0
791.28,40309,480,0,3,0
791.29,218,0,0,2,0
791.30,217,0,0,2,0
791.31,4295237443,0,0,7,0
791.32,2,0,0,9,0
791.33,1,0,0,9,0
791.34,0,0,0,0,0
792.0,17793,0,0,1,0
792.1,17801,0,0,1,0
792.2,17802,0,0,1,0
792.3,87,0,0,6,0
792.4,62,0,0,6,0
792.5,101,0,0,6,0
792.6,177,0,0,2,0
792.7,145,0,0,2,0
792.8,556,0,0,5,0
792.9,210,2121,0,4,0
792.10,211,2121,0,4,0
792.11,3604,2121,0,4,0
792.12,5896,2121,0,4,0
792.13,6139,1860,0,4,0
792.14,6146,1860,0,4,0
792.15,3787,1860,0,4,0
792.16,4563,2163,0,4,0
792.17,7738,2163,0,4,0
792.18,3904,1860,0,4,0
792.19,4562,2121,0,4,0
792.20,7737,2121,0,4,0
792.21,3783,1860,0,4,0
792.22,39970,2121,0,3,0
792.23,4576,2163,0,4,0
792.24,39951,2121,0,3,0
792.25,39956,2121,0,3,0
792.26,39954,2163,0,3,0
792.27,39952,480,0,3,0
792.28,39923,2163,0,3,0
792.29,39967,2121,0,3,0
792.30,39968,2163,0,3,0
792.31,39930,2121,0,3,0
792.32,39935,2163,0,3,0
792.33,39949,480,0,3,0
792.34,558,0,0,5,0
792.35,557,0,0,5,0
792.36,39942,480,0,3,0
792.37,39953,480,0,3,0
792.38,39938,2121,0,3,0
792.39,39939,2121,0,3,0
792.40,6151,1860,0,4,0
792.41,39962,2163,0,3,0
792.42,0,0,0,0,0
792.43,0,0,0,0,0
792.44,0,0,0,0,0
792.45,0,0,0,0,0
793.0,17950,0,0,1,0
793.1,17951,0,0,1,0
793.2,17953,0,0,1,0
793.3,17954,0,0,1,0
793.4,17955,0,0,1,0
793.5,17956,0,0,1,0
793.6,17957,0,0,1,0
793.7,17958,0,0,1,0
793.8,17959,0,0,1,0
793.9,40443,4343,0,3,0
793.10,40445,4343,0,3,0
793.11,40447,4343,0,3,0
793.12,40449,4343,0,3,0
793.13,40450,4343,0,3,0
793.14,40451,4343,0,3,0
793.15,40452,480,0,3,0
793.16,40453,4342,0,3,0
793.17,40454,4342,0,3,0
793.18,40455,4343,0,3,0
793.19,40456,4343,0,3,0
793.20,40457,4343,0,3,0
793.21,40459,4343,0,3,0
793.22,40461,4343,0,3,0
793.23,40462,480,0,3,0
793.24,40463,480,0,3,0
793.25,40464,4343,0,3,0
793.26,40465,480,0,3,0
793.27,40466,480,0,3,0
793.28,40467,4343,0,3,0
793.29,40469,4343,0,3,0
793.30,40472,4343,0,3,0
793.31,40473,480,0,3,0
793.32,40474,480,0,3,0
793.33,40477,4343,0,3,0
793.34,40478,480,0,3,0
793.35,40479,480,0,3,0
793.36,40480,4342,0,3,0
793.37,40483,4342,0,3,0
793.38,40486,4342,0,3,0
793.39,40487,480,0,3,0
793.40,40488,4342,0,3,0
793.41,40489,480,0,3,0
793.42,40490,4342,0,3,0
793.43,40491,480,0,3,0
793.44,40492,4342,0,3,0
793.45,40493,480,0,3,0
793.46,40494,4342,0,3,0
793.47,40495,4342,0,3,0
793.48,40496,4342,0,3,0
793.49,40498,4342,0,3,0
793.50,40500,480,0,3,0
793.51,40502,4342,0,3,0
793.52,40503,4342,0,3,0
793.53,40504,3502,0,3,0
793.54,40505,4343,0,3,0
793.55,40506,4343,0,3,0
793.56,40507,4371,0,3,0
793.57,40509,4343,0,3,0
793.58,40510,4343,0,3,0
793.59,40511,4368,0,3,0
793.60,40512,4343,0,3,0
793.61,40514,480,0,3,0
793.62,40515,4343,0,3,0
793.63,40516,480,0,3,0
793.64,40517,480,0,3,0
793.65,40518,3004,0,3,0
793.66,40519,480,0,3,0
793.67,40522,480,0,3,0
793.68,40524,4343,0,3,0
793.69,40527,4343,0,3,0
793.70,40528,480,0,3,0
793.71,40529,3658,0,3,0
793.72,40530,480,0,3,0
793.73,40531,4343,0,3,0
793.74,40532,4343,0,3,0
793.75,40534,4343,0,3,0
793.76,7740,3004,0,4,0
793.77,7740,1197,0,4,0
793.78,7740,3658,0,4,0
793.79,7737,4342,0,4,0
793.80,7747,4342,0,4,0
793.81,7750,3004,0,4,0
793.82,7750,1197,0,4,0
793.83,4561,3658,0,4,0
793.84,587,0,0,2,0
793.85,107,0,0,2,0
793.86,188,0,0,2,0
793.87,588,0,0,2,0
793.88,216,0,0,2,0
793.89,135,0,0,2,0
793.90,356,0,0,2,0
793.91,564,0,0,6,0
793.92,565,0,0,6,0
793.93,197,0,0,6,0
793.94,239,0,0,6,0
793.95,240,0,0,6,0
793.96,241,0,0,6,0
793.97,242,0,0,6,0
793.98,551,0,0,6,0
793.99,552,0,0,6,0
793.100,2294,0,0,5,0
793.101,2295,0,0,5,0
793.102,2296,0,0,5,0
793.103,2297,0,0,5,0
793.104,2298,0,0,5,0
793.105,2299,0,0,5,0
793.106,2300,0,0,5,0
793.107,2301,0,0,5,0
793.108,2302,0,0,5,0
793.109,2303,0,0,5,0
793.110,218,0,0,5,0
793.111,2304,0,0,5,0
793.112,346,0,0,6,0
793.113,41383,1360,0,3,0
793.114,2361,0,0,5,0
793.115,181,0,0,2,0
793.116,109,0,0,2,0
793.117,12,0,0,6,0
793.118,100,0,0,6,0
793.119,38,0,0,9,0
793.120,18,0,0,9,0
793.121,300,0,0,9,0
793.122,301,0,0,9,0
793.123,2327,0,0,5,0
793.124,2328,0,0,5,0
793.125,2329,0,0,5,0
793.126,2330,0,0,5,0
793.127,0,0,0,0,0
793.128,0,0,0,0,0
793.129,0,0,0,0,0
793.130,0,0,0,0,0
793.131,0,0,0,0,0
793.132,0,0,0,0,0
793.133,0,0,0,0,0
793.134,0,0,0,0,0
793.135,0,0,0,0,0
793.136,0,0,0,0,0
793.137,0,0,0,0,0
793.138,0,0,0,0,0
793.139,0,0,0,0,0
793.140,0,0,0,0,0
793.141,0,0,0,0,0
793.142,0,0,0,0,0
793.143,0,0,0,0,0
793.144,0,0,0,0,0
793.145,0,0,0,0,0
793.146,0,0,0,0,0
793.147,0,0,0,0,0
793.148,0,0,0,0,0
793.149,0,0,0,0,0
793.150,0,0,0,0,0
794.0,18035,0,0,1,0
794.1,18036,0,0,1,0
794.2,18127,0,0,1,0
794.3,40933,4325,0,3,0
794.4,40934,4325,0,3,0
794.5,40935,4325,0,3,0
794.6,40936,4325,0,3,0
794.7,40937,4325,0,3,0
794.8,40938,4325,0,3,0
794.9,40939,480,0,3,0
794.10,40940,480,0,3,0
794.11,40941,480,0,3,0
794.12,40942,480,0,3,0
794.13,40943,480,0,3,0
794.14,40944,480,0,3,0
794.15,40945,4325,0,3,0
794.16,40946,4325,0,3,0
794.17,40947,480,0,3,0
794.18,40948,4325,0,3,0
794.19,40949,480,0,3,0
794.20,40950,4325,0,3,0
794.21,40951,4325,0,3,0
794.22,40952,4325,0,3,0
794.23,40953,480,0,3,0
794.24,40954,4325,0,3,0
794.25,40955,4348,0,3,0
794.26,40956,4325,0,3,0
794.27,40958,480,0,3,0
794.28,40959,480,0,3,0
794.29,40960,480,0,3,0
794.30,40961,480,0,3,0
794.31,40962,4325,0,3,0
794.32,40963,480,0,3,0
794.33,132,4325,0,4,0
794.34,134,4325,0,4,0
794.35,136,4325,0,4,0
794.36,138,4325,0,4,0
794.37,5922,4325,0,4,0
794.38,570,0,0,6,0
794.39,215,0,0,6,0
794.40,2313,0,0,5,0
794.41,2314,0,0,5,0
794.42,2315,0,0,5,0
794.43,2316,0,0,5,0
794.44,2355,0,0,5,0
794.45,2356,0,0,5,0
794.46,2360,0,0,5,0
794.47,2290,0,0,5,0
794.48,818,0,0,5,0
794.49,2374,0,0,5,0
794.50,2375,0,0,5,0
794.51,2376,0,0,5,0
794.52,2322,0,0,5,0
794.53,297,0,0,9,0
794.54,215,0,0,9,0
794.55,9708,4378,0,4,0
794.56,9860,4377,0,4,0
794.57,0,0,0,0,0
795.0,16869,0,0,1,0
795.1,16870,0,0,1,0
795.2,16871,0,0,1,0
795.3,16872,0,0,1,0
795.4,16873,0,0,1,0
795.5,2285,0,0,5,0
795.6,2286,0,0,5,0
795.7,2287,0,0,5,0
795.8,132,4324,0,4,0
795.9,134,4324,0,4,0
795.10,136,4324,0,4,0
795.11,138,4324,0,4,0
795.12,5922,4324,0,4,0
795.13,40812,4324,0,3,0
795.14,40813,4324,0,3,0
795.15,40857,4324,0,3,0
795.16,2263,0,0,5,0
795.17,2264,0,0,5,0
795.18,2343,0,0,5,0
795.19,2344,0,0,5,0
795.20,2345,0,0,5,0
795.21,4570,4344,0,4,0
795.22,7737,4344,0,4,0
795.23,4571,4345,0,4,0
795.24,7740,4345,0,4,0
795.25,40824,480,0,3,0
795.26,40825,480,0,3,0
795.27,40826,480,0,3,0
795.28,40827,480,0,3,0
795.29,40829,480,0,3,0
795.30,40830,480,0,3,0
795.31,40831,480,0,3,0
795.32,40832,480,0,3,0
795.33,40834,480,0,3,0
795.34,40835,480,0,3,0
795.35,40836,480,0,3,0
795.36,40837,480,0,3,0
795.37,40839,480,0,3,0
795.38,40840,480,0,3,0
795.39,40841,480,0,3,0
795.40,40842,480,0,3,0
795.41,590,0,0,2,0
795.42,591,0,0,2,0
795.43,592,0,0,2,0
795.44,593,0,0,2,0
795.45,594,0,0,2,0
795.46,624,0,0,2,0
795.47,5,0,0,2,0
795.48,15,0,0,2,0
795.49,499,0,0,6,0
795.50,568,0,0,6,0
795.51,342,0,0,6,0
795.52,40811,4324,0,3,0
795.53,40814,4324,0,3,0
795.54,40816,4324,0,3,0
795.55,41114,480,0,3,0
795.56,41116,480,0,3,0
795.57,40815,480,0,3,0
795.58,40843,480,0,3,0
795.59,40844,4345,0,3,0
795.60,0,0,0,0,0
796.0,17996,0,0,1,0
796.1,2014400,0,0,10,0
796.2,2014401,0,0,10,0
796.3,2014402,0,0,10,0
796.4,40604,4312,0,3,0
796.5,40605,480,0,3,0
796.6,40606,480,0,3,0
796.7,40607,480,0,3,0
796.8,40608,480,0,3,0
796.9,40609,480,0,3,0
796.10,40610,4312,0,3,0
796.11,40611,480,0,3,0
796.12,40612,4312,0,3,0
796.13,40613,480,0,3,0
796.14,40614,480,0,3,0
796.15,40615,480,0,3,0
796.16,40616,480,0,3,0
796.17,40618,4312,0,3,0
796.18,40619,4312,0,3,0
796.19,40620,4312,0,3,0
796.20,40661,480,0,3,0
796.21,40662,480,0,3,0
796.22,107,0,0,2,0
796.23,152,0,0,2,0
796.24,595,0,0,2,0
796.25,596,0,0,2,0
796.26,218,0,0,6,0
796.27,139,0,0,6,0
796.28,93,0,0,6,0
796.29,1550,0,0,5,0
796.30,17985,0,0,1,0
796.31,17986,0,0,1,0
796.32,40622,4321,0,3,0
796.33,40630,4321,0,3,0
796.34,40632,4321,0,3,0
796.35,41258,480,0,3,0
796.36,41266,4321,0,3,0
796.37,41267,480,0,3,0
796.38,249,0,0,2,0
796.39,315,0,0,6,0
796.40,2277,0,0,5,0
796.41,40634,4352,0,3,0
796.42,40646,4323,0,3,0
796.43,40641,3135,0,3,0
796.44,40642,3135,0,3,0
796.45,597,0,0,2,0
796.46,598,0,0,2,0
796.47,227,0,0,2,0
796.48,251,0,0,2,0
796.49,105,0,0,2,0
796.50,558,0,0,6,0
796.51,62,0,0,6,0
796.52,218,0,0,6,0
796.53,2293,0,0,5,0
796.54,0,0,0,0,0
797.0,17970,0,0,1,0
797.1,17974,0,0,1,0
797.2,17976,0,0,1,0
797.3,17977,0,0,1,0
797.4,17978,0,0,1,0
797.5,17971,0,0,1,0
797.6,17972,0,0,1,0
797.7,17973,0,0,1,0
797.8,40560,4153,0,3,0
797.9,40565,707,0,3,0
797.10,40567,4079,0,3,0
797.11,40585,4079,0,3,0
797.12,40574,4322,0,3,0
797.13,40570,4322,0,3,0
797.14,40580,4356,0,3,0
797.15,40582,1198,0,3,0
797.16,40664,480,0,3,0
797.17,41245,480,0,3,0
797.18,41246,480,0,3,0
797.19,41247,480,0,3,0
797.20,41398,480,0,3,0
797.21,11307,707,0,4,0
797.22,11988,1860,0,4,0
797.23,3218,4322,0,4,0
797.24,210,4153,0,4,0
797.25,211,4322,0,4,0
797.26,3604,4322,0,4,0
797.27,84,0,0,9,0
797.28,17,0,0,9,0
797.29,294,0,0,9,0
797.30,295,0,0,9,0
797.31,553,0,0,6,0
797.32,523,0,0,6,0
797.33,185,0,0,2,0
797.34,2319,0,0,5,0
797.35,2273,0,0,5,0
797.36,0,0,0,0,0
798.0,18049,0,0,1,0
798.1,18050,0,0,1,0
798.2,18051,0,0,1,0
798.3,18052,0,0,1,0
798.4,18053,0,0,1,0
798.5,41069,480,0,3,0
798.6,41063,4339,0,3,0
798.7,566,0,0,6,0
798.8,41067,4338,0,3,0
798.9,41068,4338,0,3,0
798.10,41070,480,0,3,0
798.11,41075,4338,0,3,0
798.12,41076,4338,0,3,0
798.13,41079,480,0,3,0
798.14,41081,480,0,3,0
798.15,41082,480,0,3,0
798.16,41083,480,0,3,0
798.17,41084,480,0,3,0
798.18,41085,480,0,3,0
798.19,41087,4340,0,3,0
798.20,41091,4336,0,3,0
798.21,41093,4337,0,3,0
798.22,41094,480,0,3,0
798.23,41096,480,0,3,0
798.24,41098,4339,0,3,0
798.25,41100,4336,0,3,0
798.26,41275,4336,0,3,0
798.27,41365,4336,0,3,0
798.28,41366,480,0,3,0
798.29,7737,4336,0,4,0
798.30,7747,4336,0,4,0
798.31,7737,4337,0,4,0
798.32,7747,4337,0,4,0
798.33,7737,4338,0,4,0
798.34,7747,4338,0,4,0
798.35,7737,4339,0,4,0
798.36,7747,4339,0,4,0
798.37,7737,4340,0,4,0
798.38,7747,4340,0,4,0
798.39,602,0,0,2,0
798.40,348,0,0,2,0
798.41,604,0,0,2,0
798.42,618,0,0,2,0
798.43,613,0,0,2,0
798.44,605,0,0,2,0
798.45,315,0,0,2,0
798.46,606,0,0,2,0
798.47,464,0,0,6,0
798.48,557,0,0,6,0
798.49,305,0,0,6,0
798.50,2014405,0,0,10,0
798.51,2014406,0,0,10,0
798.52,2014407,0,0,10,0
798.53,2014408,0,0,10,0
798.54,293,0,0,9,0
798.55,2325,0,0,5,0
798.56,2326,0,0,5,0
798.57,2307,0,0,5,0
798.58,818,0,0,5,0
798.59,218,0,0,5,0
798.60,2334,0,0,5,0
798.61,2306,0,0,5,0
798.62,2308,0,0,5,0
798.63,2309,0,0,5,0
798.64,2310,0,0,5,0
798.65,819,0,0,5,0
798.66,299,0,0,9,0
798.67,567,0,0,6,0
798.68,41057,4338,0,3,0
798.69,41058,4339,0,3,0
798.70,41059,4340,0,3,0
798.71,2384,0,0,5,0
798.72,7748,4336,0,4,0
798.73,42056,4337,0,3,0
798.74,210,4337,0,4,0
798.75,2412,0,0,5,0
798.76,0,0,0,0,0
798.77,0,0,0,0,0
798.78,0,0,0,0,0
798.79,0,0,0,0,0
798.80,0,0,0,0,0
799.0,18007,0,0,1,0
799.1,541,0,0,8,0
799.2,40766,4309,0,3,0
799.3,40767,4309,0,3,0
799.4,40772,4309,0,3,0
799.5,40773,4309,0,3,0
799.6,40766,4310,0,3,0
799.7,40767,4310,0,3,0
799.8,40772,4310,0,3,0
799.9,40773,4310,0,3,0
799.10,40793,4310,0,3,0
799.11,40794,4310,0,3,0
799.12,40792,480,0,3,0
799.13,40806,4310,0,3,0
799.14,40810,4309,0,3,0
799.15,40810,4310,0,3,0
799.16,41110,480,0,3,0
799.17,41111,480,0,3,0
799.18,41112,480,0,3,0
799.19,41144,4309,0,3,0
799.20,41145,480,0,3,0
799.21,41513,480,0,3,0
799.22,41514,480,0,3,0
799.23,41530,480,0,3,0
799.24,41746,4310,0,3,0
799.25,7737,4310,0,4,0
799.26,7747,4310,0,4,0
799.27,603,0,0,2,0
799.28,607,0,0,2,0
799.29,608,0,0,2,0
799.30,609,0,0,2,0
799.31,610,0,0,2,0
799.32,611,0,0,2,0
799.33,612,0,0,2,0
799.34,453,0,0,2,0
799.35,407,0,0,2,0
799.36,15,0,0,2,0
799.37,107,0,0,2,0
799.38,311,0,0,6,0
799.39,471,0,0,6,0
799.40,2339,0,0,5,0
799.41,2340,0,0,5,0
799.42,2280,0,0,5,0
799.43,2281,0,0,5,0
799.44,2274,0,0,5,0
799.45,4295042038,0,0,7,0
799.46,2341,0,0,5,0
799.47,2342,0,0,5,0
799.48,2403,0,0,5,0
799.49,2404,0,0,5,0
799.50,2405,0,0,5,0
799.51,2406,0,0,5,0
799.52,41815,4310,0,3,0
799.53,41816,4310,0,3,0
799.54,42052,4310,0,3,0
799.55,42053,4310,0,3,0
799.56,42054,4310,0,3,0
799.57,42055,4310,0,3,0
799.58,210,4310,0,4,0
799.59,211,4310,0,4,0
799.60,545,0,0,6,0
799.61,41532,480,0,3,0
799.62,40785,480,0,3,0
799.63,0,0,0,0,0
799.64,0,0,0,0,0
799.65,0,0,0,0,0
800.0,18101,0,0,1,0
800.1,18102,0,0,1,0
800.2,18103,0,0,1,0
800.3,4562,63,0,4,0
800.4,4574,63,0,4,0
800.5,4573,725,0,4,0
800.6,41255,725,0,3,0
800.7,2337,0,0,5,0
800.8,2338,0,0,5,0
800.9,1982,0,0,5,0
800.10,218,0,0,6,0
800.11,0,0,0,0,0
800.12,0,0,0,0,0
800.13,0,0,0,0,0
800.14,0,0,0,0,0
800.15,0,0,0,0,0
801.0,964,0,0,5,0
801.1,181,0,0,2,0
801.2,182,0,0,2,0
801.3,184,0,0,2,0
801.4,242,0,0,2,0
801.5,18105,0,0,1,0
801.6,18106,0,0,1,0
801.7,0,0,0,0,0
801.8,0,0,0,0,0
801.9,0,0,0,0,0
801.10,0,0,0,0,0
802.0,18085,0,0,1,0
802.1,18086,0,0,1,0
802.2,18087,0,0,1,0
802.3,18088,0,0,1,0
802.4,18089,0,0,1,0
802.5,4561,1,0,4,0
802.6,7740,1,0,4,0
802.7,4562,1,0,4,0
802.8,41163,1,0,3,0
802.9,243,0,0,2,0
802.10,145,0,0,2,0
802.11,206,0,0,2,0
802.12,2317,0,0,5,0
802.13,2318,0,0,5,0
802.14,0,0,0,0,0
802.15,0,0,0,0,0
803.0,18075,0,0,1,0
803.1,18076,0,0,1,0
803.2,7750,4369,0,4,0
803.3,7740,4369,0,4,0
803.4,211,4369,0,4,0
803.5,2291,0,0,5,0
803.6,1472,0,0,5,0
803.7,41126,4369,0,3,0
803.8,41127,4369,0,3,0
803.9,41128,4369,0,3,0
803.10,41129,4369,0,3,0
803.11,188,0,0,2,0
803.12,184,0,0,2,0
803.13,421,0,0,2,0
803.14,183,0,0,2,0
803.15,344,0,0,6,0
803.16,311,0,0,6,0
803.17,0,0,0,0,0
803.18,0,0,0,0,0
803.19,0,0,0,0,0
803.20,0,0,0,0,0
804.0,2323,0,0,5,0
804.1,2324,0,0,5,0
804.2,2333,0,0,5,0
804.3,2334,0,0,5,0
804.4,2335,0,0,5,0
804.5,2336,0,0,5,0
804.6,2311,0,0,5,0
804.7,0,0,0,0,0
804.8,0,0,0,0,0
804.9,0,0,0,0,0
804.10,0,0,0,0,0
805.0,18200,0,0,1,0
805.1,41768,2089,0,3,0
805.2,41770,2089,0,3,0
805.3,41773,2089,0,3,0
805.4,41776,2089,0,3,0
805.5,41779,2089,0,3,0
805.6,41780,2089,0,3,0
805.7,41781,2089,0,3,0
805.8,41782,2089,0,3,0
805.9,41783,2089,0,3,0
805.10,41785,2089,0,3,0
805.11,41771,480,0,3,0
805.12,41772,480,0,3,0
805.13,41774,480,0,3,0
805.14,41775,480,0,3,0
805.15,41777,480,0,3,0
805.16,41778,480,0,3,0
805.17,41784,480,0,3,0
805.18,41786,480,0,3,0
805.19,181,0,0,2,0
805.20,182,0,0,2,0
805.21,184,0,0,2,0
805.22,355,0,0,2,0
805.23,432,0,0,2,0
805.24,0,0,0,0,0
806.0,18202,0,0,1,0
806.1,41790,4500,0,3,0
806.2,41791,4500,0,3,0
806.3,41796,4500,0,3,0
806.4,41799,4500,0,3,0
806.5,41802,4500,0,3,0
806.6,41804,4500,0,3,0
806.7,41808,4500,0,3,0
806.8,41792,480,0,3,0
806.9,41793,480,0,3,0
806.10,41794,480,0,3,0
806.11,41795,480,0,3,0
806.12,41797,480,0,3,0
806.13,41798,480,0,3,0
806.14,41800,480,0,3,0
806.15,41801,480,0,3,0
806.16,41803,480,0,3,0
806.17,41805,480,0,3,0
806.18,41809,480,0,3,0
806.19,1,0,0,2,0
806.20,3,0,0,2,0
806.21,408,0,0,2,0
806.22,1423,0,0,5,0
806.23,1505,0,0,5,0
806.24,2459,0,0,5,0
806.25,2460,0,0,5,0
806.26,0,0,0,0,0
806.27,0,0,0,0,0
806.28,0,0,0,0,0
806.29,0,0,0,0,0
807.0,18078,0,0,1,0
807.1,18079,0,0,1,0
807.2,152,0,0,2,0
807.3,1,0,0,2,0
807.4,218,0,0,6,0
807.5,578,0,0,6,0
807.6,2393,0,0,5,0
807.7,2396,0,0,5,0
807.8,2394,0,0,5,0
807.9,2395,0,0,5,0
807.10,7750,360,0,4,0
807.11,7740,360,0,4,0
807.12,41178,4518,0,3,0
807.13,41179,4518,0,3,0
807.14,41180,4518,0,3,0
807.15,41184,480,0,3,0
807.16,42984,480,0,3,0
807.17,41182,4518,0,3,0
807.18,41183,4518,0,3,0
807.19,0,0,0,0,0
807.20,0,0,0,0,0
808.0,18039,0,0,1,0
808.1,18040,0,0,1,0
808.2,18044,0,0,1,0
808.3,18185,0,0,1,0
808.4,18046,0,0,1,0
808.5,18043,0,0,1,0
808.6,18045,0,0,1,0
808.7,18047,0,0,1,0
808.8,41007,629,0,3,0
808.9,41008,629,0,3,0
808.10,41012,4347,0,3,0
808.11,41017,764,0,3,0
808.12,41019,764,0,3,0
808.13,41021,764,0,3,0
808.14,41035,4036,0,3,0
808.15,41036,4036,0,3,0
808.16,41037,4359,0,3,0
808.17,41045,4359,0,3,0
808.18,41050,4359,0,3,0
808.19,40996,480,0,3,0
808.20,40999,1912,0,3,0
808.21,41029,480,0,3,0
808.22,40972,4036,0,3,0
808.23,40985,4036,0,3,0
808.24,40986,4036,0,3,0
808.25,40987,4036,0,3,0
808.26,40988,4036,0,3,0
808.27,41026,4036,0,3,0
808.28,40983,4036,0,3,0
808.29,40990,4036,0,3,0
808.30,40992,4036,0,3,0
808.31,40993,4036,0,3,0
808.32,40994,4036,0,3,0
808.33,40974,4036,0,3,0
808.34,40975,4036,0,3,0
808.35,40976,4036,0,3,0
808.36,41039,4359,0,3,0
808.37,30354,4359,0,3,0
808.38,4566,764,0,4,0
808.39,7740,4347,0,4,0
808.40,3221,4036,0,4,0
808.41,4562,4156,0,4,0
808.42,4576,4156,0,4,0
808.43,467,0,0,2,0
808.44,506,0,0,2,0
808.45,145,0,0,2,0
808.46,218,0,0,6,0
808.47,93,0,0,6,0
808.48,326,0,0,6,0
808.49,1,0,0,6,0
808.50,555,0,0,6,0
808.51,521,0,0,6,0
808.52,372,0,0,6,0
808.53,559,0,0,6,0
808.54,219,0,0,6,0
808.55,554,0,0,6,0
808.56,524,0,0,6,0
808.57,556,0,0,6,0
808.58,571,0,0,6,0
808.59,572,0,0,6,0
808.60,527,0,0,6,0
808.61,87,0,0,6,0
808.62,55,0,0,6,0
808.63,2116,0,0,5,0
808.64,2005,0,0,5,0
808.65,2006,0,0,5,0
808.66,2007,0,0,5,0
808.67,2008,0,0,5,0
