#,Description,DescriptionEnhanced,Tooltip
0,,,
239,"Rufe Proto-Magna Rotula herbei, der Prototyp einer mächtigen Kampfmaschine, die von den Goblins umgebaut wurde.","Aus den Trümmern der garleischen Magitek-Kampfmaschine, die in Gyr Abania geborgen werden konnten, fabrizierten die Goblins ein furcht­ein­flößendes Gefährt. Auf Schnelligkeit programmiert, soll es eines Tages Gefallen an der Raserei gefunden haben. Seither ist es nicht mehr zu bremsen.","Wizzu eiligmachen, muzzu Proto-Magna Rotula nutzen. Pssssss ...
*Anonymer Goblin*"
240,"Rufe deinen Chokorpokkur herbei. Er ist mindestens so groß wie ein Chocobo, riecht aber bedeutend besser.","Ein überdimensionaler Korpokkur, der herumhüpft und Schokolade verteilt. Er verströmt einen süßen Schokoladenduft, der ihn bei Groß und Klein beliebt macht.","Wenn nur meine Chocobos so gut riechen würden ...
*Anonymer Chocobo-Züchter*"
241,Rufe deinen Gabriel III herbei. Erwarte nicht zu viel von dieser „Kampfmaschine“. Die goldene Farbe reflektiert keine Laserstrahlen.,"Jeder erfahrene Abenteurer weiß: Wenn eine besiegte Kreatur in einer anderen Farbe wieder erscheint, ist sie wesentlich stärker. Zum Glück ist dieser Miniaturprototyp auf deiner Seite.","Diese wunderbare goldene Farbe! 
*Ihase*"
242,Rufe deine Antilopenkuh herbei. Ihr weiches Fell schimmert bläulich.,"Ein Steppentier, das vor der Siebten Katastrophe auch in Coerthas anzutreffen war. Obwohl für ihr Fleisch und ihre Milch sehr begehrt, scheitern alle Versuche, die Antilopenkuh vollständig zu domestizieren an ihrem launischen Gemüt. Wer sie bereiten möchte, braucht Geduld und ein hartes Hinterteil.","Einen ganzen Tag auf der Jagd gewesen und es ist
nichts als Antilopen-Fleisch dabei rumgekommen.
*Isarmoix*"
243,Rufe deinen Antilopenbock herbei. Sein gestreiftes Fell und sein Geweih unterscheiden ihn von der Antilopenkuh.,"Wegen seiner Schnelligkeit wird der Antilopenbock von den Bergvölkern von Abalathias Rückgrat als Reittier bevorzugt. Uralte Zauber, die gerade eine Renaissance erleben, ermöglichen außerdem seine Nutzung als Flugtier, vorausgesetzt der Reiter verfügt über genügend Äther. ","Eine Herde junger Antilopenböcke ist aufgeschreckt und hat panisch die Flucht ergriffen.
*Maximiloix*"
244,,,
245,"Rufe Mechamander herbei, den legendären mechanischen Drachen.","Die alten Allager entwickelten dieses Stahlwesen als Waffe gegen die Drachen. Es heißt, dass nur ein wahrer Held auf seinem Rücken geduldet wird.","Hut ab vor der Technik der Allager.
*Garlear*"
246,"Rufe Ikril herbei, das richtige Motorrad, um Eindruck zu schinden.","Dieses Flugmotorrad, das neben dem Fahrer Platz für eine weitere Person bietet, war ein Geschenk Frans an die bozianischen Widerstandstruppen. Sein Name bedeutet „Thron“ auf Hoch-Ivalisisch und tatsächlich hat der Beifahrersitz etwas Thronhaftes, was man vom Fahrersitz nicht unbedingt behaupten kann.","Ikril ist der König unter den Motorrädern.
*Motorradliebhaber*"
247,Rufe deinen Chaser herbei und jage deine Feinde.,"Diese von der Indigo-Hand entwickelte zweibeinige Kriegsmaschine verwandelt sich in ein Luftschiff, sobald sie vom Boden abhebt. Ein gewisser Ingenieur der Gar­lond-Me­tall­wer­ke soll bereits ein Modell im kleinen Maßstab in Planung haben.","Los, hinterher!
*Seserukka*"
248,"Rufe dein Konstrukt6S herbei. Ein besteigbarer Stahlkoloss, der von Kobolden erschaffen wurde.","Gebaut von freundlich gesinnten Kobolden verfügt dieses Stahlgefährt über eine dreißig Prozent verbesserte Triebkraft gegenüber seinem Vorgängermodell. Das macht es zwar nicht dreimal schneller, doch der rote Anstrich verleiht ihm ein rassiges Aussehen.","Huldigt Titan! Titan ist groß! Titan! Titan! Titan!!!
*Gravur an der Fußsohle des Konstrukts*"
249,"Rufe deinen Diamant-Gwiber herbei. Dieses Wesen lässt sich mithilfe einer Pfeife rufen, die von der Magie eines unbekannten Primae erfüllt ist.","Die Pfeife, mit der dieses Schuppentier herbeigerufen werden kann, ist von der Magie jenes Primae erfüllt, den die Diamant-Waffe absorbiert haben soll. Wie der Beschwörer in den Besitz der Pfeife kam und wie er Kenntnis über ihre magischen Kräfte erlangte, bleibt ein Rätsel.","Ihr seid doch alle dickköpfig wie ein Rohdiamant!
*Glagg*"
250,Rufe deinen Eisbären herbei. Ein kuscheliger Freund mit einer Schwäche für Süßes.,"Auf der Suche nach dem perfekten Eis verschlug es die Eiskonditorin Nekeke zu den Nordmeerinseln, wo sie auf einen Eisbären traf und ihm ein paar Süßig-
keiten anbot. Seither frisst er ihr aus der Hand. Seine Bewunderung für dich war jedoch noch stärker als seine Liebe für Süßes, weshalb er sich dich als neuen Meister ausgesucht hat.","Selbst der Stärkste kann einer süßen Versuchung nicht widerstehen.
*Nekeke*"
251,,,
252,"Rufe dein Gold-Mikoshi herbei, das von acht feucht­fröhlichen Namazuo getragen wird.","Ein vergoldeter Mikoshi zu Ehren der Großen Flosse, dem ehrwürdigen Urahnen der Namazuo. Auf die Idee, mit dem Verkauf teurer Mikoshi das Fest der Großen Flosse zu finanzieren, das ganze sieben Jahre dauert, kamen die Namazuo dank Rowenas Bestseller „Wie man Reichtum anhäuft“.","Wasshoi, Wasshoi, Wasshoi ♪
Ich weiß zwar nicht, was wir hier machen, aber es macht Spaß!
*Namazuo-Festbesucher* "
253,"Rufe deine Urne der goldenen Wasserschlange herbei. Eine ganz gewöhnliche Urne der Wasserschlange, nur dass sie ein mysteriöses goldenes Leuchten von sich gibt.","Diese Urne aus den Ronka-Ruinen gelangte durch Räuber auf den Schwarzmarkt und hat seither mehrmals ihren Besitzer gewechselt. Bläst man in die dazugehörige Pfeife, strahlt sie ein goldenes Leuchten aus, das Segen spenden soll.","Wasserschlange spricht!
*Chaqurl Qhotl* "
254,"Rufe deine magische Karte herbei, geschmiedet vom größten Goldschmied unter der güldenen Sonne Thanalans.","Niemand Geringerer als Godbert Manderville schmiedete diese Karte, um sie einem wahren Triple Triad-Freund als Treuegeschenk zukommen zu lassen. Dass die Karte fliegen kann, ist einerseits verwun-
derlich, andererseits angesichts der Genialität seines Schöpfers auch wieder nicht.","Ein Spielchen gefällig?
*Iola* "
255,Rufe deine Paradies-Mandragora herbei. Nur im Inselparadies erreichen Mandragoras derart monströse Ausmaße.,"Als Spross des sagen­umwobenen Hauses der Paradies-Mandragoras reifte dieses Exemplar dank bester Wetterbedingungen zu gewaltiger Größe heran. Nun bleibt zu hoffen, dass kein Gemüsehändler das Inselparadies entdeckt und sich einfallen lässt, mit der prächtigen Knolle auf dem Markt ein Vermögen zu verdienen.",〇□◎◎▲！
256,"Rufe deinen Prinz Paradieszwiebel herbei. Eine Zwiebel, deren Durchmesser ihrem Titel alle Ehre macht.","Aller höfischen Erziehung zum Trotz, machte er seinen Eltern als rebellisches Junggemüse das Leben schwer. So schickten sie ihn fort aus dem komfortablen Inselparadies und verboten ihm zurückzukehren, bis er jemanden gefunden hat, von dessen Heldentaten er lernt, was es bedeutet, eine Zwiebel von wahrer Größe zu sein.",●×▼……！！
257,Rufe deinen Ritter Paradiesaubergine herbei. Der ritterliche Stolz wurde diesem gigantischen Gemüse geradezu ins Beet gelegt.,"Diese stattliche Aubergine schlummerte friedlich neben König Tomate in der Kiste eines Frachtschiffs, als die raue See ihn über Bord kullern ließ. Tagelang trieb er über das Meer, bevor er an den Strand einer einsamen Insel gespült wurde und beschloss, dort ein neues Gemüseimperium zu gründen.",◎◎×△□！！！
258,"Rufe deinen Sir Paradiesknoblauch herbei, ein wahrlich lustiger Geselle!","Der selbst ernannte „Spaßvogel der Mandragora“ erreichte angeblich Ruhm und Status als Hofnarr im Gemüseimperium, indem er König Paradiestomate, als dieser auf den Wellen des Ozeans am Herumtreiben war, 100 Kurzgeschichten gegen die Langeweile präsentierte.",××◎～！！
259,Rufe deinen König Paradiestomate herbei. Kniet nieder vor der gigantischen Macht des Herrschers des Gemüseimperiums!,"Nachdem ein tragisches Unglück dafür sorgte, dass König Tomate nach tagelangem Herumtreiben im Inselparadies strandete, musste er sich nicht nur gegen allerlei Vogelviech behaupten, auch die Liebe seines Lebens war schwer zu ernten. Am Ende seiner Anstrengungen erhob er sich zum Gründer und Herrscher des neuen Gemüseimperiums. ",■＄◎×△□◎◎…♪！
260,Rufe deine Königin Paradies-Mandragora herbei. Die größte Macht im Gemüsebeet?,"Nach ihrer schicksalhaften Begegnung mit dem jüngst gestrandeten König Paradiestomate, gibt sie alles, um die Differenzen zwischen ihren Anbaugebieten beizulegen. Ihre Anstrengungen werden schließlich mit der Heirat ihrer großen Liebe und der Errichtung eines neuen Gemüseimperiums belohnt.",×□♪◎×◎…！
261,"Rufe deinen Umbral-Luchs herbei, ein geflügeltes Fabelwesen erfüllt mit schattenelementarer Energie.","Diese Kreatur ist von schattenelementarer Energie durchdrungen. Seine geflügelte Gestalt ähnelt Zodiark, dem ältesten und mächtigsten aller Primae, doch die Herkunft des Umbral-Luchses ist ein Rätsel.","Bist du ein Krieger der Dunkelheit?!
*Mutige Stadtwache*"
262,"Rufe deinen Astral-Luchs herbei, ein geflügeltes Fabelwesen erfüllt mit lichtelementarer Energie.","Diese Kreatur ist von lichtelementarer Energie durchdrungen. Seine geflügelte Gestalt ähnelt Hydaelyn, der Verkörperung des Planeten, doch die Herkunft des Astral-Luchses ist ein Rätsel.","Diese strahlende, gottgleiche Erscheinung ... muss ein Krieger des Lichts sein!
*Humphrey*"
263,"Rufe Argos herbei, Venats treuen Begleiter mit goldenem Fell.","Argos wurde von Venat erschaffen und lässt nur jene auf seinen kräftigen Rücken, die sein Vertrauen gewonnen haben. Dir vertraut er seit eurer ersten Begegnung in Mare Lamentorum.","Wie brav der ist!
*Nashu Mhakaracca*"
264,"Rufe deinen Brummonauten herbei, eine riesige Maschine, die alles um sich herum in Schutt und Asche legt.","Ursprünglich wurde der Brummonaut als Kriegsmaschine entwickelt, doch als neuere Modelle aufkamen, wurde sie auf Baustellen eingesetzt. Einer Legende nach kämpfte sich ein junger Held mit einem Brummonauten durch eine Gruppe von Feinden.","Wofür ist die Maschine?
*Neugieriger junger Mann*"
265,"Rufe deinen Demi-Phoinix herbei, denn vier Flügel sind besser als zwei und drei Köpfe besser als einer.","Dieses Wesen ist eine Nachbildung des Phoinix aus dem Pandæmonium. Der Phoinix entstand angeblich aus Experimenten an unsterblichen Vögeln, doch aufgrund seiner aggressiven Natur galt er als Fehlschlag.","Wie buchstabiert man das?
*Gelehrter der Alten*"
266,Rufe Calydontis herbei. Trotz seiner Wildheit folgt er deinem Willen.,"Als Herrscher der Wildschweine war Calydontis in seinem Wald weithin gefürchtet, bis er einer Gruppe un­erschro­ckener Abenteurer unterlag. So lernte er Demut und fand in dir seinen Meister.","Eines Tages, wenn ich selbst erfahren genug bin, um ein Wildschwein zu erlegen, gönne ich mir vielleicht auch mal ein Stück.
*Isarmoix*"
267,"Rufe Victor herbei, ein großer Canis, der bei so mancher Hundeshow in Garlemald den ersten Preis gewonnen hat.","Niemand Geringeres als Kaiser Varis gehört zu den Bewunderern dieses Canis, der ein Star bei den Hundeshows in Garlemald ist. Er ist darauf trainiert, sich gut zu präsentieren, doch für den Kampf ist der Schönling weniger geeignet.","Hmpf! Hunde, die bellen, beißen nicht. Immer das Gleiche mit diesen kleinen Kläffern!
*Hundeführer der Tollwütigen Tölen*"
268,Rufe einen Monitor herbei. Die mysteriöse Maschine kann deine Fä­hig­kei­ten analysieren.,"Als der Monitor zum ersten Mal deine Fä­hig­kei­ten analysierte, war das Ergebnis „Stufe 90“. Wie die Maschine zu diesem Ergebnis kam, bleibt ihr Geheimnis.","Du beeindruckst mich jedes Mal mehr!
*Kai-Shirr*"
269,Rufe Papa Paissa herbei. Dieser außer­ordent­lich große Paissa ist Vater von acht Sprösslingen.,"Um seine acht Kinder zu versorgen, verdient sich dieser große Paissa ein Zubrot, indem er Abenteurern als Reittier dient. Wenn du auf ihm reitest, unterstützt du seine ganze Familie.","Es ist bestimmt nicht leicht, so viele Mäuler zu stopfen.
*Pip*"
270,,,
271,,,
272,,,
273,"Rufe deine Wivre herbei, eine gehörnte Bestie aus der Neuen Welt.","Die in der Neuen Welt beheimateten Wivres sind bösartig und schwer zu zähmen. Nur den Mamool Ja ist es gelungen, einige von ihnen als Reittiere zu bändigen.","Pass auf, dass du dich nicht zu tollkühn in Gefahren stürzt. Vorsicht ist besser als Nachsicht.
*Iliud*"
274,Rufe deinen Quiexie-König herbei. Dieses Prachtexemplar einer Quiexie riecht leicht nach Räucherschinken.,"Anders als seine Artgenossen, verfügt diese Quiexie nicht über die Fähigkeit, andere zu heilen. Also machte man sie kurzerhand zum Reittier und setzte ihr eine Krone auf.","Ein königliches Exemplar!
*Martineau*"
275,,,
276,,,
277,"Rufe deine Garlond GL-II herbei, das neueste zweirädrige Prachtstück der Gar­lond-Me­tall­wer­ke.",Dieser Prototyp stammt aus der Schmiede der Gar­lond-Me­tall­wer­ke und soll das Symbol einer neuen Generation moderner Magitek-Fahrzeuge sein. Der kompakte Erdseim-Motor sorgt für nahezu mühelose Beschleunigung und das robuste Fahrgestell macht die Garlond GL-II selbst im unwegsamen Gelände einsamer Inseln zu einem zuverlässigen Fortbewegungsmittel.,"Kann Highwind-Fluggesellschaft voll einpacken, sag ich dir!
*Razel Huizan*"
278,,,
279,"Rufe deinen Lotusflitzer herbei. Wer darin Platz nimmt, sieht auf einmal sehr heilig aus.","Die geheimnisumwitterte Handwerkergilde Onishishu hat dieses anmutige Gefährt gebaut, dessen Bauweise - wie soll es anders sein - geheim ist. ","Pst. Das ist ein Geheimnis.
*Handwerker der Onishishu*"
280,"Rufe Fylgja herbei, eine Drachin, deren Herz sich mit epischen Sagen und Heldenliedern erweichen lässt.","Ebenso wie ihre Vorfahrin Ratatoskr ist auch Fylgja den Sterblichen zugetan. Auf der Suche nach einer Seele, die den Versen eines Drachenepos würdig ist, reiste sie umher und fand, wonach sie suchte. Die selbstlose Tapferkeit jener Seele berührte sie so sehr, dass sie beschloss, sie fortan zu begleiten.","Nanu, ein weiterer Fan, der ein Autogramm oder einen Handschlag von der süßen Ulala möchte?
*Ulala*"
281,Rufe deinen Alkonost herbei. Ein mystischer Vogel mit Rehhufen.,"Dieser im Norden Ilsabards beheimatete Vogel wurde in der Wildnis in Bozja eingefangen. Wegen seiner Zutraulichkeit wird angenommen, dass er einst von einem Bestienbändiger der Kaiserlichen Legion gezähmt wurde.","Diesen Vogel mache ich im Nu zum Piepmatz.
*Pagaga*"
282,Rufe deinen Inselbüffel herbei. So einen sanftmütigen Büffel findet man selten.,"Dieser Büffel tauchte eines Tages einfach auf und ehe man sichs versah, hatte er sich auch schon im Domizil breitgemacht. Ursprünglich wurde er wohl als Vieh von einer Gruppe Piraten auf die Insel gebracht, doch aus welchem Grund auch immer ist er seitdem verwildert. Solange man ihm Futter gibt, lässt er wirklich jeden aufsitzen. ",Muuuh!
283,"Rufe deinen Brachiosaurus herbei. Eine Kreatur der Urzeit, welche in den äußersten Wipfeln der Welt entdeckt wurde.","Einer längst ausgestorben geglaubten Spezies angehörend, schlüpfte dieses Exemplar aus einem Ei, das von einem Jäger auf einer seiner Erkundungsreisen gefunden wurde. In der Zwischenzeit wuchs nicht nur sein Körper zu beachtlichen Ausmaßen heran, auch seine Abenteuerlust scheint keine Grenzen zu kennen. Wie gut also, dass ihr euch nun über den Weg gelaufen seid.",Gaoohhh!
284,"Rufe deinen Pod 602 herbei.
Der perfekte Abenteuerbegleiter, wenn er denn ordentlich funktionieren würde. ","Diese weiße Maschine wurde aus einer alten Fabrik-
ruine geborgen. Vermutlich diente sie ursprünglich dem Transport von YoRHa. Eine einzelne Person befördert sie daher mit Leichtigkeit. "," Schnappen wir uns einen Pod!
*Konogg*"
285,"Rufe deinen Mondhopper herbei, ein umgebauter Support, der für gute Laune sorgt.","Ein von Inventingway umgebauter Support mit eingebautem Lautsprecher, aus dem eine von Dreamingway ausgesuchte fröhliche Melodie erklingt. Wer davon keine gute Laune kriegt ist ein unverbesserlicher Miesepeter!","Wer hat ihn erfunden? Superhirn Inventingway natürlich!
*Inventingway*"
286,"Rufe deinen Insel-Alligator herbei. Wenn er schauläuft, darfst du seinen Rücken zieren.","Niemand weiß woher, aber dieser imposante Alligator tauchte eines Tages in deinem Inselparadies auf und machte es sich dort gemütlich. Er ist sich offensichtlich seiner Seltenheit auf dem Meer bewusst und stolz darauf. Er trägt gerne einen Reiter auf seinem Rücken, wenn auch nur, um sich vor allen anderen zu zeigen.","Du trägst doch nur deine Eitelkeit zur Schau.
*Jacke*"
287,"Rufe deinen Hippowagen herbei, ein von jungen Arkasodara erschaffener Rennwagen, der von einem Flusspferd gezogen wird.","Eine Chocobo-Kutsche inspirierte eine Gruppe von jungen Arkasodara zu diesem schnittigen Renn-
wagen. Das Sonnendach soll aus dem gleichen Stoff sein wie die fliegenden Teppiche aus Corvos, weshalb dieses Vehikel nicht nur über Stock und Stein, sondern auch durch die Wolken rasen kann.","Was einen Hippowagen ausmacht? Tempo, Tempo, Tempo!
*Hipporaser*"
288,Rufe deinen Troll herbei. Entgegen seines dümmlichen Grinsens ein sehr intelligentes Wesen.,"Sharlayanische Forscher sollen einst versucht haben, einigen Trollen die Gebärdensprache beizubringen. Dieser Troll ist eines der Versuchsobjekte. Ob er sich mittels Gebärden mitteilen kann, sei dahingestellt. Sein Lächeln spricht auf jeden Fall Bände.","Eins, zwei, drei, Troll. Test, Test ... Könnt ihr mich verstehen?
*Flauschi*"
289,,,
290,Rufe deine fliegende Untertasse herbei. Eine Kopie jenes Wunderwerks außerætherischer Technologie. ,"Die fliegende Untertasse deines außerætherischen Freundes Koyo-Koyo ... Oder zumindest eine Kopie. Die vervielfältigenden Funktionen des Originals konnten aufgrund ihrer Komplexität leider nicht übernommen werden. Aus selbigem Grund ist es ebenfalls nicht möglich, seinen Körper verkleinern zu lassen, um im Inneren der Untertasse Platz zu nehmen.","Auch wenn Ihr es mir nicht glauben wollt, es ist wahr. Die Außerætherischen haben erneut zugeschlagen!
*Delion*"
291,Rufe deinen Geißelskorpion herbei. Ein riesiges Schuppentier mit einem klauenähnlichen Maul.,"Klauber ersannen eine Methode, dieses wilde Geschöpf zu zähmen, um es sich für die Materialbeschaffung zunutze zu machen.","Ein Geißelskorpion hatte die aufgespießten Ritter als Köder benutzt. 
* Eustacia *"
292,"Rufe deinen Orthos-Kraklaw herbei. Er hat vielleicht an berühmten Schlachten teilgenommen, die in der Geschichte tatsächlich stattgefunden haben, oder auch nicht.","Dieses in Eureka Orthos entdeckte Kraklaw-Exemplar wurde mithilfe von Magie verändert, um seinen Panzer weiter zu härten. Das Experiment schlug zwar fehl, aber durch einen merkwürdigen Nebeneffekt hat er die Fähigkeit zu fliegen erlangt.","Pssssssh, was glotzt seltsame Krabbenfreund von Großwachsener mit Telleraugen?
*Schlafix*"
293,"Rufe deinen Blaufeder-Luchs herbei. Ein magisches Geschöpf, von dem ein blaues Leuchten ausgeht.","Ein magisches Geschöpf, das aus Dynamis besteht und vermutlich von der Endsängerin erschaffen wurde. Zu welchem Zweck, bleibt ein Rätsel.","Ginu Vanu-ooh ist entzückt über Federn blau wie wolkenloser Himmel!
*Ginu Vanu*"
294,Rufe deinen Megashiba herbei. Offensichtlich etwas größer als der Mameshiba.,"Ursprünglich als Mameshiba-Welpe im Handel angeboten wuchs dieser Shiba zu stattlicher Größe heran. Jetzt ist er nicht mehr klein, aber dafür umso knuffiger.","Der Größte unter den Shiba!
*Hundezüchter*"
295,,,
296,,,
297,Rufe deinen Reise-Support herbei. Die Wunder der Technik!,"Diese zweibeinige Maschine ist das Ergebnis von jahrelanger Forschung und der Zusammenkunft von Technik und Handwerk. Es wurde von einem Klauber der Allianz dabei beobachtet, wie es in der Carteneauer Heide umherirrte und prompt eingesammelt. Eine Analyse ergab, dass es eine erstaunliche Ähnlichkeit mit allagischen Maschinensoldaten aufweist, jedoch durch irgendetwas oder irgendwen umgebaut wurde.",Fehler! Fehler!
298,"Rufe deine Miw Miisv herbei. Ein glitzernder Beweis dafür, dass Hoffnung unerwartete Formen annehmen kann. ","Das Dynamis kanalisierte die Hoffnungen der Ea auf Elysium und schuf diese quirlige, quallenartige Lebensform. Zwar besitzen sie die Fähigkeit, kräftige Stromstöße auszuteilen, viel lieber jedoch vergnügen sie sich damit, sich die Gedanken und Gefühle anderer Lebewesen im wahrsten Sinne des Wortes einzuverleiben.",Mi-Mimiii～♪
299,Rufe deinen Wunderlanner herbei. Ein stolzer Falke mit einer Vorliebe für fantastische Erzählungen.,"Als ehemaliger Gefährte der Händlerin Rowena wurde dieser stolze Falke wie ein Juwel gehegt und gepflegt. Da er der Sprache seiner Halter mächtig ist, lauschte er gerne Khloe Aliapohs Geschichten von tapferen Abenteurern. Es heißt, seither strebe er danach, ein gewisses, weißes Pferd in seiner Rolle als treues Reittier zu übertreffen.","Umsonst bekommst du bei mir nichts.
*Rowena*"
300,"Rufe deinen magischen Regenschirm herbei, mit dem du bei jedem Wetter sicher abheben kannst.","Diesen fliegenden Regenschirm hat eine gewisse ältere Magierin in ihrer Jugend erschaffen. Als Basis dient ein schwarzer Regenschirm, der mit dem Nachthimmel verschmilzt und es ermöglicht, sich von oben in die Große Gubal-Bibliothek zu schleichen. Seine Schöpferin scheint eine rebellische Ader gehabt zu haben.","Ich habe es versäumt, Biggs und Wedge anzuweisen, meine Klimaabschirmung zu verbessern.
*Omega*"
301,Rufe deinen magischen Parasol herbei und die ganze Welt wird dir zu Füßen liegen.,"Diesen fliegenden Parasol hat eine gewisse ältere Magierin in ihrer Jugend erschaffen. Sie wollte ihn massenhaft verkaufen, um ihre Forschungen zu finanzieren, und wählte als Basis einen damals sehr beliebten rosa Sonnenschirm. Da die Verwendung der Schirme jedoch erhebliche magische Kräfte und eine hohe Griffstärke erfordert, hatte sie nur mäßigen Erfolg.","Bringst du mir dann einen eurer ulkigen „Regenschirme“ vorbei?
*Wolkenweißer Loporrit*"
302,Rufe deinen Sternenlicht-Blitzen herbei. Allein sein Anblick vermag es jung und alt mit aufrichtiger Freude zu erfüllen.,"Dieses prächtige Rentier stammt aus Sharlayan und bietet dir als Dank für deine Hilfe seine Dienste an. Es selbst mag eine Illusion sein, doch der Freude, die das Herz bei einem Ritt auf seinem Rücken durch den winterlichen Sternenhimmel überkommt, kann sich gewiss niemand erwehren.","Los, Blitzen! Offenbare diesem Mädchen den Geist des Sternenlichtfests!
*Laurenssen*"
303,"Rufe deinen Thron von Sil'dih herbei. Einst im Besitz der Herrscher von Sil'dih, ist er nun bereit, ein heldenhaftes Gesäß auf sich zu betten.","Ein reich verzierter Thron, der den Großteil seines Daseins in einer verstaubten Ersatzteilkammer der Unterstadt von Sil'dih abgesessen haben soll. Niemand weiß, ob es der Wille seines Reiters oder bloße Magie ist, die ihn so zielsicher durch die Lüfte lenkt.","Wer letztlich auf dem Thron sitzen wird, ist nicht so wichtig.
*Sylvetrel*"
304,Rufe deine Silkie herbei. Reinlich wie ein Rättchen mit seidig weichem Pelz.,"Dieses geheimnisvolle Wesen wurde in der Unterstadt von Sil'dih gefunden und diente einst der ehemaligen Sultana Nanasha Ul Nasha als puschelige Putzhilfe. Ihr großer weicher Bommel kann nicht nur jede Menge Schaum zur Politur von Palastböden produzieren, sondern scheint auch der eigentliche Körper der Silkie sein.","Damit geht die Arbeit leicht von der Hand, aber mit Putzen allein ist es noch nicht getan.
*Luquelot*"
305,Rufe deine Glutgeborene herbei. Aber verbrenn dich nicht.,"Die Glutgeborene ist eine von Hephaistos geschaffene Kreuzung aus dem Phoinix und einem Lindwurm. Das Konzept ist stark feueraspektiert, aber wen die Glutgeborene einmal als Reiter akzeptiert, den verbrennen ihre Flammen nicht.","Unser Leben ist kurz wie ein Funke in der Glut.
*Thordan*"
306,Rufe deinen Sturmwind-Luchs herbei. Eine Raubkatze mit dem un­be­rechen­baren Temperament des Windes.,"Wäre Elementarfürstin Barbarizia unter anderen Umständen geboren, womöglich sähe sie aus wie dieser aus Äther geschaffene Luchs. Ein einziger Schlag seiner Schwingen entfacht einen Wind so mächtig, als käme er direkt aus dem Nichts, doch woher genau sie ihn in diese Welt trugen, ist unbekannt.","Sonu-ooh ist verblüfft wie nach Blitz in blauem Himmel!
*Sonu Vanu*"
307,,,
308,"Rufe deine Aeturna herbei, eine imposante Raubkatze, die weit mehr als die üblichen neun Leben besitzt.","Während einer Expedition nach Ilsabard in seinen jungen Jahren soll Kaiser Xande auf diese furchterregende Bestie gestoßen sein. Wie ihr Name, der „ewig“ bedeutet, vermuten lässt, besitzt sie eine bemerkenswerte Vitalität und diente den Allaganern nicht nur als gepanzertes Kriegstier, sondern auch zur Erforschung der Unsterblichkeit.","Was? Woher ich diese Katze habe? Was geht dich das ...
*Fahrender Geschäftsmann*"
309,,,
310,Rufe dein Bündel bunter Erdseimballone herbei und schwebe deinen Abenteuern entgegen.,"Um diese mit gasförmigem Erdseim gefüllten Ballone in die gewünschte Richtung zu lenken, sollte der Pilot nicht nur nicht zu schwer sein, sondern auch über genügend Magie verfügen, um Winde herbei­zu­zaubern.","Die schönste Art der Fortbewegung!
*Erdseimballonfahrer*"
311,"Rufe Anden III. herbei, ein rätselhaftes Pflanzenwesen, das sich raschelnd fortbewegt.","Mit diesem veganen Geschenk wollte sich die Pixie Eo Tyr für deine Hilfe revanchieren. Erschaffen aus den Blättern, die beim Trimmen vom Anden der ersten Generation anfielen, soll dieses Geschöpf dem ursprünglichen Wesen sehr ähnlich sein.",...?!
312,Rufe deine Black Jack herbei. Der Prototyp eines Luftschiffs von den Gar­lond-Me­tall­wer­ken.,"Dieses Luftschiff wurde von Tatabaru, dem Direktor der Highwind-Fluggesellschaft, in Auftrag gegeben. Obwohl relativ klein, vermag es relativ große Lasten zu transportieren.","Das ...! Das ist die *Black Jack*!
*Tataramu*"
313,"Rufe dein Phaeton herbei, eine feurige Pferdegestalt aus den Mythen Corvos.","Wenn man den Mythen und Legenden von Corvos Glauben schenkt, so gleicht die bloße Nähe zu dieser majestätischen Kreatur einem Bad in glühenden Kohlen. Lediglich durch das Wunder der Alchemie lässt es sich unversehrt reiten. Ein ganz ähnliches Wesen soll schon in der Welt der Alten existiert haben, geschaffen, um eine Kutsche durch die Himmel zu ziehen. Ob jedoch eine Verbindung zwischen dem einen und dem anderen Mythos besteht, bleibt weiterhin ungeklärt.","Der Himmel ... er steht in Flammen.
*Alisaie*"
314,"Rufe deine Pinky herbei, eine elefantenförmige Maschine, die die Leute glücklich machen soll.","Diese Elefantenmaschine wurde von den Loporrit erbaut, nachdem sie die Worte eines Sharlayaners, Betrunkene würden oft von rosa Elefanten phantasieren, für bare Münze genommen hatten. Auch wenn ihr Anblick nicht unbedingt Glücksgefühle erzeugt, so sorgt er immerhin für Heiterkeit.","Pink ist das neue Orange!
*Loporrit*"
315,"Rufe deinen Fegefeuer-Luchs herbei, der wie ein gewisser ehrbarer Erzbösewicht aussieht ... in Form einer großen, geflügelten Katze.","Eine Phantomkreatur, deren elementarer Aspekt stark in Richtung finsterem Feuer tendiert. Sein sengender Körper erinnert an die Feuersbrunst von Rubicante, dem Fürst des Feuers, aber die Ursprünge dieses Familiars sind von undurchdringlichen Flammen umhüllt.","Es wird Zeit für dich, die reinigende Kraft seines feurigen Segens zu empfangen!
*Zagozz Teh*"
