#,Icon,PlaceNameSubtext,DataKey,MapMarkerUnlockedBit,X,Y,SubtextOrientation,MapMarkerRegion,Type,DataType,Unknown0
538.0,0,4233,0,0,1024,1135,2,0,1,0,255
539.0,60441,3769,748,0,1023,1104,3,0,0,1,255
540.0,0,4263,0,0,1303,1033,1,0,1,0,255
540.1,60442,4265,0,0,1025,1507,3,0,0,0,255
540.2,60442,4266,0,0,1137,851,3,0,0,0,255
540.3,60442,4267,0,0,1124,483,3,0,0,0,255
540.4,0,0,0,0,0,0,0,0,0,0,255
540.5,0,0,0,0,0,0,0,0,0,0,255
541.0,0,4264,0,0,707,850,2,0,1,0,255
541.1,60442,4268,0,0,822,1122,3,0,0,0,255
541.2,60442,4269,0,0,1023,723,3,0,0,0,255
541.3,0,0,0,0,0,0,0,0,0,0,255
541.4,0,0,0,0,0,0,0,0,0,0,255
541.5,0,0,0,0,0,0,0,0,0,0,255
542.0,60441,4262,814,0,1023,982,4,0,0,1,255
542.1,0,4261,0,0,1208,992,1,0,1,0,255
542.2,0,0,0,0,0,0,0,0,0,0,255
542.3,0,0,0,0,0,0,0,0,0,0,255
542.4,0,0,0,0,0,0,0,0,0,0,255
542.5,0,0,0,0,0,0,0,0,0,0,255
543.0,60442,4284,0,0,1026,1022,3,0,0,0,255
543.1,0,4262,0,0,782,994,2,0,1,0,255
543.2,0,0,0,0,0,0,0,0,0,0,255
543.3,0,0,0,0,0,0,0,0,0,0,255
543.4,0,0,0,0,0,0,0,0,0,0,255
543.5,0,0,0,0,0,0,0,0,0,0,255
544.0,0,4292,0,0,850,900,1,0,1,0,255
544.1,60442,4294,0,0,1030,1030,2,0,0,0,255
544.2,0,0,0,0,0,0,0,0,0,0,255
544.3,0,0,0,0,0,0,0,0,0,0,255
544.4,0,0,0,0,0,0,0,0,0,0,255
544.5,0,0,0,0,0,0,0,0,0,0,255
545.0,0,4278,0,0,850,1020,4,0,1,0,255
545.1,60442,4285,0,0,1066,1328,2,0,0,0,255
545.2,60442,4286,0,0,1026,1136,1,0,0,0,255
545.3,60442,4274,0,0,1024,1024,3,0,0,0,255
545.4,60441,4272,817,0,937,787,4,0,0,1,3
545.5,0,0,0,0,0,0,0,0,0,0,255
546.0,0,4279,0,0,1128,1218,4,0,1,0,255
546.1,60442,4277,0,0,1020,878,2,0,0,0,255
546.2,60442,4275,0,0,1024,752,1,0,0,0,255
546.3,60441,4271,816,0,956,1376,3,0,0,1,4
546.4,0,0,0,0,0,0,0,0,0,0,255
546.5,0,0,0,0,0,0,0,0,0,0,255
547.0,0,4280,0,0,1106,1234,4,0,1,0,255
547.1,60442,4276,0,0,1162,784,3,0,0,0,255
547.2,0,0,0,0,0,0,0,0,0,0,255
548.0,60441,3709,696,0,1057,1024,2,0,0,1,11
548.1,0,0,0,0,0,0,0,0,0,0,0
549.0,0,4278,0,0,850,1020,4,0,1,0,255
549.1,60442,4285,0,0,1066,1328,2,0,0,0,255
549.2,60442,4286,0,0,1026,1136,1,0,0,0,255
549.3,60442,4274,0,0,1024,1024,3,0,0,0,255
549.4,60441,4272,828,0,935,868,4,0,0,1,3
549.5,60441,3710,697,0,1071,1341,3,0,0,1,36
550.0,0,4279,0,0,1128,1218,4,0,1,0,255
550.1,60442,4277,0,0,1020,878,2,0,0,0,255
550.2,60442,4275,0,0,1024,752,1,0,0,0,255
550.3,60441,4271,827,0,957,1328,3,0,0,1,4
550.4,60441,4273,829,0,1024,670,4,0,0,1,2
550.5,0,0,0,0,0,0,0,0,0,0,255
551.0,0,4280,0,0,1106,1234,4,0,1,0,255
551.1,60442,4276,0,0,1162,784,3,0,0,0,255
551.2,60441,4272,828,0,846,1275,3,0,0,1,4
552.0,60442,4301,0,0,1117,707,4,0,0,0,255
552.1,0,4304,0,0,1100,1185,3,0,1,0,255
552.2,0,0,0,0,0,0,0,0,0,0,255
552.3,0,0,0,0,0,0,0,0,0,0,255
553.0,60442,4302,0,0,1300,585,4,0,0,0,255
553.1,0,4305,0,0,808,1250,3,0,1,0,255
553.2,0,0,0,0,0,0,0,0,0,0,255
554.0,60442,4303,0,0,1062,637,4,0,0,0,255
554.1,0,4306,0,0,775,1111,3,0,1,0,255
554.2,0,0,0,0,0,0,0,0,0,0,255
555.0,0,4236,0,0,1064,1090,3,0,1,0,255
555.1,0,4237,0,0,400,1513,4,0,1,0,255
555.2,60442,4238,0,0,700,560,4,0,0,0,255
555.3,60442,4239,0,0,1370,420,4,0,0,0,255
555.4,60442,4240,0,0,690,840,1,0,0,0,255
555.5,60442,4241,0,0,1045,773,1,0,0,0,255
555.6,60442,4242,0,0,1199,759,4,0,0,0,255
555.7,60442,4243,0,0,1283,915,4,0,0,0,255
555.8,60442,4244,0,0,1450,1150,2,0,0,0,255
555.9,60442,4245,0,0,870,1175,1,0,0,0,255
555.10,60442,4246,0,0,1461,1385,3,0,0,0,255
555.11,0,4247,0,0,850,970,4,0,0,0,255
555.12,0,4248,0,0,1077,1220,4,0,0,0,255
555.13,60467,0,0,0,409,1366,4,0,0,0,255
555.14,60442,4359,0,0,1288,1004,2,0,0,0,255
556.0,0,4359,0,0,1250,1030,2,0,1,0,255
556.1,60442,4378,0,0,1306,794,2,0,0,0,255
556.2,60442,4379,0,0,1154,888,1,0,0,0,255
556.3,0,0,0,0,0,0,0,0,0,0,255
556.4,0,0,0,0,0,0,0,0,0,0,255
556.5,0,0,0,0,0,0,0,0,0,0,255
557.0,0,4309,0,0,1024,1144,2,0,1,0,255
557.1,0,0,0,0,0,0,0,0,0,0,255
557.2,0,0,0,0,0,0,0,0,0,0,255
557.3,0,0,0,0,0,0,0,0,0,0,255
557.4,0,0,0,0,0,0,0,0,0,0,255
557.5,0,0,0,0,0,0,0,0,0,0,255
558.0,0,4327,0,0,1124,1024,2,0,1,0,255
558.1,60442,4316,0,0,1024,820,2,0,0,0,255
558.2,60446,4311,845,0,1022,720,1,0,0,1,255
558.3,0,0,0,0,0,0,0,0,0,0,255
558.4,0,0,0,0,0,0,0,0,0,0,255
558.5,0,0,0,0,0,0,0,0,0,0,255
559.0,0,4328,0,0,1124,1024,2,0,1,0,255
559.1,60446,4312,846,0,1005,950,2,0,0,1,2
559.2,0,0,0,0,0,0,0,0,0,0,255
559.3,0,0,0,0,0,0,0,0,0,0,255
559.4,0,0,0,0,0,0,0,0,0,0,255
559.5,0,0,0,0,0,0,0,0,0,0,255
560.0,0,4329,0,0,1024,1124,2,0,1,0,255
560.1,60442,4323,0,0,1024,970,4,0,0,0,255
560.2,60447,4311,845,0,1000,950,1,0,0,1,1
560.3,60446,4313,847,0,1000,1097,2,0,0,1,2
560.4,60446,4313,847,0,1092,1085,2,0,0,1,3
560.5,0,0,0,0,0,0,0,0,0,0,255
561.0,0,4330,0,0,1024,1175,2,0,1,0,255
561.1,60442,4319,0,0,1024,1024,2,0,0,0,255
561.2,60447,4312,846,0,980,1098,1,0,0,1,3
561.3,60447,4312,846,0,1065,1098,2,0,0,1,4
561.4,0,0,0,0,0,0,0,0,0,0,255
561.5,0,0,0,0,0,0,0,0,0,0,255
562.0,0,4331,0,0,1200,1800,2,0,1,0,255
562.1,0,4332,0,0,1200,1400,2,0,1,0,255
562.2,0,4333,0,0,1200,800,2,0,1,0,255
562.3,0,4334,0,0,1200,500,2,0,1,0,255
562.4,60442,4317,0,0,1020,1180,2,0,0,0,255
562.5,60442,4320,0,0,1024,367,2,0,0,0,255
563.0,0,4335,0,0,1150,1500,2,0,1,0,255
563.1,0,4336,0,0,825,700,2,0,1,0,255
563.2,60442,4318,0,0,1138,1170,2,0,0,0,255
563.3,60442,4321,0,0,965,388,2,0,0,0,255
563.4,60442,4324,0,0,1263,1355,2,0,0,0,255
563.5,0,0,0,0,0,0,0,0,0,0,255
564.0,0,4337,0,0,1024,1104,2,0,1,0,255
564.1,60442,4322,0,0,1024,955,2,0,0,0,255
564.2,60442,4325,0,0,1024,830,4,0,0,0,255
564.3,0,0,0,0,0,0,0,0,0,0,255
564.4,0,0,0,0,0,0,0,0,0,0,255
564.5,0,0,0,0,0,0,0,0,0,0,255
565.0,0,4347,0,0,1100,1024,2,0,1,0,255
565.1,60442,4342,0,0,1024,1105,2,0,0,0,255
565.2,60442,4344,0,0,1024,905,2,0,0,0,255
566.0,0,4348,0,0,1100,1024,2,0,1,0,255
566.1,60442,4343,0,0,1024,1100,2,0,0,0,255
566.2,60442,4345,0,0,1024,865,2,0,0,0,255
567.0,0,4349,0,0,1024,1150,2,0,1,0,255
567.1,60442,4346,0,0,1024,1015,2,0,0,0,255
568.0,60467,3707,694,0,1027,1071,3,0,0,1,255
569.0,60467,3710,697,0,1024,1280,3,0,0,1,38
570.0,60441,3711,698,0,724,1704,4,0,0,1,255
570.1,60414,4431,0,187,999,383,3,0,0,0,255
571.0,60442,2290,0,0,1028,1135,4,0,0,0,255
571.1,60442,2291,0,0,1028,570,4,0,0,0,255
571.2,0,2287,0,0,900,1300,3,0,1,0,255
571.3,0,2288,0,0,1085,870,3,0,1,0,255
571.4,0,0,0,0,0,0,0,0,0,0,255
572.0,0,4451,0,0,875,1000,2,0,1,0,255
572.1,60442,4462,0,0,1025,990,2,0,0,0,255
572.2,60441,4445,885,0,1063,705,4,0,0,1,255
573.0,0,4452,0,0,875,1024,2,0,1,0,255
573.1,60442,4457,0,0,1024,1024,2,0,0,0,255
574.0,0,4453,0,0,875,1200,2,0,1,0,255
574.1,60442,4458,0,0,1025,925,3,0,0,0,255
575.0,0,4454,0,0,850,1000,2,0,1,0,255
575.1,60442,4459,0,0,1023,865,3,0,0,0,255
576.0,0,4454,0,0,850,1100,2,0,1,0,255
576.1,60442,4460,0,0,1024,1024,3,0,0,0,255
577.0,0,4455,0,0,950,800,2,0,1,0,255
577.1,60442,4463,0,0,1024,900,3,0,0,0,255
577.2,60442,4464,0,0,1024,1145,3,0,0,0,255
578.0,0,4456,0,0,875,1024,2,0,1,0,255
578.1,60442,4461,0,0,1024,1024,3,0,0,0,255
579.0,0,4432,0,0,1200,1200,2,0,1,0,255
579.1,60442,4435,0,0,1100,818,2,0,0,0,255
579.2,60442,4467,0,0,1154,425,1,0,0,0,255
579.3,0,0,0,0,0,0,0,0,0,0,255
579.4,0,0,0,0,0,0,0,0,0,0,255
579.5,0,0,0,0,0,0,0,0,0,0,255
580.0,60442,4466,0,0,1020,1816,2,0,0,0,255
580.1,60442,4436,0,0,1020,1181,2,0,0,0,255
580.2,60442,4437,0,0,1022,223,1,0,0,0,255
580.3,0,4433,0,0,900,1500,1,0,1,0,255
580.4,0,4434,0,0,1230,525,2,0,1,0,255
580.5,0,0,0,0,0,0,0,0,0,0,255
581.0,60442,4422,0,0,1026,901,4,0,0,0,255
581.1,60442,4420,0,0,1026,1106,4,0,0,0,255
581.2,0,4425,0,0,1136,993,1,0,1,0,255
581.3,0,0,0,0,0,0,0,0,0,0,255
581.4,0,0,0,0,0,0,0,0,0,0,255
581.5,0,0,0,0,0,0,0,0,0,0,255
581.6,0,0,0,0,0,0,0,0,0,0,255
581.7,0,0,0,0,0,0,0,0,0,0,255
582.0,60442,4423,0,0,1025,873,4,0,0,0,255
582.1,60442,4421,0,0,1025,1133,4,0,0,0,255
582.2,0,4426,0,0,1208,998,1,0,1,0,255
582.3,0,0,0,0,0,0,0,0,0,0,255
582.4,0,0,0,0,0,0,0,0,0,0,255
582.5,0,0,0,0,0,0,0,0,0,0,255
582.6,0,0,0,0,0,0,0,0,0,0,255
582.7,0,0,0,0,0,0,0,0,0,0,255
583.0,60442,4424,0,0,1022,1019,4,0,0,0,255
583.1,0,4427,0,0,1274,998,1,0,1,0,255
583.2,0,0,0,0,0,0,0,0,0,0,255
583.3,0,0,0,0,0,0,0,0,0,0,255
583.4,0,0,0,0,0,0,0,0,0,0,255
583.5,0,0,0,0,0,0,0,0,0,0,255
583.6,0,0,0,0,0,0,0,0,0,0,255
583.7,0,0,0,0,0,0,0,0,0,0,255
584.0,0,4400,0,0,1025,820,1,0,1,0,255
584.1,60441,4385,868,0,950,993,1,0,0,1,3
584.2,60441,4386,869,0,1024,964,4,0,0,1,4
584.3,60441,4388,871,0,1088,991,2,0,0,1,3
584.4,0,0,0,0,0,0,0,0,0,0,255
584.5,0,0,0,0,0,0,0,0,0,0,255
584.6,0,0,0,0,0,0,0,0,0,0,255
584.7,0,0,0,0,0,0,0,0,0,0,255
585.0,60442,4392,0,0,1004,686,2,0,0,0,255
585.1,0,4401,0,0,1277,1148,2,0,1,0,255
585.2,0,4402,0,0,812,683,1,0,1,0,255
585.3,60441,4384,867,0,935,1416,3,0,0,1,1
585.4,60441,4477,892,0,997,620,4,0,0,1,3
585.5,0,0,0,0,0,0,0,0,0,0,255
585.6,0,0,0,0,0,0,0,0,0,0,255
585.7,0,0,0,0,0,0,0,0,0,0,255
586.0,60442,4395,0,0,806,749,2,0,0,0,255
586.1,0,4403,0,0,644,1352,1,0,1,0,255
586.2,0,4404,0,0,1067,434,1,0,1,0,255
586.3,60441,4385,868,0,1304,1682,3,0,0,1,4
586.4,0,0,0,0,0,0,0,0,0,0,255
586.5,0,0,0,0,0,0,0,0,0,0,255
586.6,0,0,0,0,0,0,0,0,0,0,255
586.7,0,0,0,0,0,0,0,0,0,0,255
587.0,60442,4393,0,0,929,776,2,0,0,0,255
587.1,0,4405,0,0,845,1181,1,0,1,0,255
587.2,0,4406,0,0,1136,836,1,0,1,0,255
587.3,60441,4387,870,0,884,581,4,0,0,1,3
587.4,60441,4384,867,0,1159,1488,3,0,0,1,2
587.5,0,0,0,0,0,0,0,0,0,0,255
587.6,0,0,0,0,0,0,0,0,0,0,255
587.7,0,0,0,0,0,0,0,0,0,0,255
588.0,60442,4396,0,0,1037,749,2,0,0,0,255
588.1,0,4407,0,0,1031,1025,1,0,1,0,255
588.2,0,4409,0,0,1172,608,1,0,1,0,255
588.3,60441,4386,869,0,946,1340,3,0,0,1,3
588.4,0,0,0,0,0,0,0,0,0,0,255
588.5,0,0,0,0,0,0,0,0,0,0,255
588.6,0,0,0,0,0,0,0,0,0,0,255
588.7,0,0,0,0,0,0,0,0,0,0,255
589.0,60442,4394,0,0,953,830,4,0,0,0,255
589.1,0,4410,0,0,848,1073,1,0,1,0,255
589.2,60441,4389,872,0,947,716,4,0,0,1,255
589.3,60441,4384,867,0,986,1341,3,0,0,1,3
589.4,0,0,0,0,0,0,0,0,0,0,255
589.5,0,0,0,0,0,0,0,0,0,0,255
589.6,0,0,0,0,0,0,0,0,0,0,255
589.7,0,0,0,0,0,0,0,0,0,0,255
590.0,0,4411,0,0,1025,835,1,0,1,0,255
590.1,60441,4388,871,0,1004,1088,3,0,0,1,2
590.2,0,0,0,0,0,0,0,0,0,0,255
590.3,0,0,0,0,0,0,0,0,0,0,255
590.4,0,0,0,0,0,0,0,0,0,0,255
590.5,0,0,0,0,0,0,0,0,0,0,255
590.6,0,0,0,0,0,0,0,0,0,0,255
590.7,0,0,0,0,0,0,0,0,0,0,255
591.0,60442,4399,0,0,1052,970,4,0,0,0,255
591.1,0,4413,0,0,1172,1112,1,0,1,0,255
591.2,60441,4390,873,0,1052,812,4,0,0,1,2
591.3,0,0,0,0,0,0,0,0,0,0,255
591.4,0,0,0,0,0,0,0,0,0,0,255
591.5,0,0,0,0,0,0,0,0,0,0,255
591.6,0,0,0,0,0,0,0,0,0,0,255
591.7,0,0,0,0,0,0,0,0,0,0,255
592.0,60442,4397,0,0,1103,817,4,0,0,0,255
592.1,0,4412,0,0,1207,1059,1,0,1,0,255
592.2,60441,4478,893,0,946,1128,3,0,0,1,2
592.3,0,0,0,0,0,0,0,0,0,0,255
592.4,0,0,0,0,0,0,0,0,0,0,255
592.5,0,0,0,0,0,0,0,0,0,0,255
592.6,0,0,0,0,0,0,0,0,0,0,255
592.7,0,0,0,0,0,0,0,0,0,0,255
593.0,60442,4398,0,0,1028,818,4,0,0,0,255
593.1,0,4414,0,0,833,1139,1,0,1,0,255
593.2,0,4415,0,0,1151,887,1,0,1,0,255
593.3,0,0,0,0,0,0,0,0,0,0,255
593.4,0,0,0,0,0,0,0,0,0,0,255
593.5,0,0,0,0,0,0,0,0,0,0,255
593.6,0,0,0,0,0,0,0,0,0,0,255
593.7,0,0,0,0,0,0,0,0,0,0,255
594.0,0,4359,0,0,1250,1030,2,0,1,0,255
594.1,60442,4378,0,0,1306,794,2,0,0,0,255
594.2,60442,4379,0,0,1154,888,1,0,0,0,255
594.3,60442,4465,0,0,1124,1037,1,0,0,0,255
594.4,0,0,0,0,0,0,0,0,0,0,255
594.5,0,0,0,0,0,0,0,0,0,0,255
595.0,60935,0,0,0,1139,868,4,0,0,0,255
595.1,60582,0,0,0,909,869,2,0,0,0,255
595.2,60467,0,0,0,1051,1176,3,0,0,0,255
595.3,60425,0,0,0,1122,1133,4,0,0,0,255
596.0,0,4407,0,0,872,1025,1,0,1,0,255
596.1,0,0,0,0,0,0,0,0,0,0,255
596.2,0,0,0,0,0,0,0,0,0,0,255
596.3,0,0,0,0,0,0,0,0,0,0,255
596.4,0,0,0,0,0,0,0,0,0,0,255
596.5,0,0,0,0,0,0,0,0,0,0,255
597.0,0,4902,0,0,860,770,10,0,1,0,255
597.1,0,0,0,0,0,0,0,0,0,0,255
597.2,0,0,0,0,0,0,0,0,0,0,255
597.3,0,0,0,0,0,0,0,0,0,0,255
597.4,0,0,0,0,0,0,0,0,0,0,255
597.5,0,0,0,0,0,0,0,0,0,0,255
597.6,0,0,0,0,0,0,0,0,0,0,255
597.7,0,0,0,0,0,0,0,0,0,0,255
597.8,0,0,0,0,0,0,0,0,0,0,255
597.9,0,0,0,0,0,0,0,0,0,0,255
597.10,0,0,0,0,0,0,0,0,0,0,255
598.0,0,4903,0,0,924,567,11,0,1,0,255
598.1,0,4904,0,0,1343,750,10,0,1,0,255
598.2,0,4905,0,0,1017,1385,10,0,1,0,255
598.3,60442,4906,0,0,1005,655,1,0,0,0,255
598.4,60442,4907,0,0,1095,955,2,0,0,0,255
598.5,60442,4908,0,0,717,1379,1,0,0,0,255
598.6,0,0,0,0,0,0,0,0,0,0,255
598.7,0,0,0,0,0,0,0,0,0,0,255
598.8,0,0,0,0,0,0,0,0,0,0,255
598.9,0,0,0,0,0,0,0,0,0,0,255
598.10,0,0,0,0,0,0,0,0,0,0,255
599.0,0,4910,0,0,1107,1807,10,0,1,0,255
599.1,0,4911,0,0,731,1591,11,0,1,0,255
599.2,0,4912,0,0,1065,1100,10,0,1,0,255
599.3,0,4913,0,0,935,600,11,0,1,0,255
599.4,0,4914,0,0,1321,247,10,0,1,0,255
599.5,60442,4915,0,0,823,1397,2,0,0,0,255
599.6,60442,4916,0,0,1023,783,2,0,0,0,255
599.7,60442,4917,0,0,1201,121,1,0,0,0,255
599.8,0,0,0,0,0,0,0,0,0,0,255
599.9,0,0,0,0,0,0,0,0,0,0,255
599.10,0,0,0,0,0,0,0,0,0,0,255
600.0,0,4920,0,0,1130,1620,11,0,1,0,255
600.1,0,4921,0,0,1100,538,10,0,1,0,255
600.2,60442,4923,0,0,1154,1230,2,0,0,0,255
600.3,60442,4924,0,0,1024,187,1,0,0,0,255
600.4,0,0,0,0,0,0,0,0,0,0,255
601.0,0,4922,0,0,1130,1065,10,0,1,0,255
601.1,60442,4925,0,0,1024,622,4,0,0,0,255
601.2,0,0,0,0,0,0,0,0,0,0,255
601.3,0,0,0,0,0,0,0,0,0,0,255
601.4,0,0,0,0,0,0,0,0,0,0,255
602.0,0,5034,0,0,1000,1082,10,0,1,0,255
602.1,60442,5031,0,0,813,995,4,0,0,0,255
602.2,0,0,0,0,0,0,0,0,0,0,255
602.3,0,0,0,0,0,0,0,0,0,0,255
602.4,0,0,0,0,0,0,0,0,0,0,255
603.0,0,5035,0,0,420,1020,11,0,1,0,255
603.1,0,5101,0,0,735,1290,10,0,1,0,255
603.2,0,5036,0,0,1350,815,10,0,1,0,255
603.3,60442,5032,0,0,850,1000,2,0,0,0,255
603.4,60442,5033,0,0,1225,450,4,0,0,0,255
604.0,60442,22,87,0,721,1024,3,0,0,1,255
604.1,60442,24,88,0,821,1056,3,0,0,1,255
604.2,60442,23,89,0,869,973,2,0,0,1,255
604.3,60442,25,90,0,799,949,1,0,0,1,255
604.4,60442,26,91,0,812,1008,2,0,0,1,255
604.5,60442,497,258,0,830,895,2,0,0,1,255
604.6,60442,498,259,0,707,901,4,0,0,1,255
604.7,60442,2400,385,0,923,936,2,0,0,1,255
604.8,60442,2401,386,0,1502,862,4,0,0,1,255
604.9,60442,2402,387,0,1682,900,4,0,0,1,255
604.10,60442,3702,732,0,628,792,4,0,0,1,255
604.11,60442,3703,733,0,1148,861,4,0,0,1,255
604.12,60442,3704,734,0,1088,680,4,0,0,1,255
604.13,60442,4500,920,0,354,1080,1,0,0,1,255
604.14,60442,4501,921,0,340,924,1,0,0,1,255
604.15,0,0,0,0,0,0,0,0,0,0,255
604.16,0,0,0,0,0,0,0,0,0,0,255
605.0,60442,22,87,0,721,1024,3,0,0,1,255
605.1,60442,24,88,0,821,1056,3,0,0,1,255
605.2,60442,23,89,0,869,973,2,0,0,1,255
605.3,60442,25,90,0,799,949,1,0,0,1,255
605.4,60442,26,91,0,812,1008,2,0,0,1,255
605.5,60442,497,258,0,830,895,2,0,0,1,255
605.6,60442,498,259,0,707,901,4,0,0,1,255
605.7,60442,2400,385,0,923,936,2,0,0,1,255
605.8,60442,2401,386,0,1502,862,4,0,0,1,255
605.9,60442,2402,387,0,1682,900,4,0,0,1,255
605.10,60442,3702,732,0,628,792,4,0,0,1,255
605.11,60442,3703,733,0,1148,861,4,0,0,1,255
605.12,60442,3704,734,0,1088,680,4,0,0,1,255
605.13,60442,4500,920,0,354,1080,1,0,0,1,255
605.14,60442,4501,921,0,340,924,1,0,0,1,255
605.15,60442,4502,922,217,254,888,4,0,0,1,255
605.16,0,0,0,0,0,0,0,0,0,0,255
606.0,63426,4504,855,0,1051,349,5,68,0,1,255
606.1,63427,4505,857,0,479,799,5,69,0,1,255
606.2,63428,4506,858,0,1023,1631,5,70,0,1,255
606.3,63429,4507,859,0,1599,799,5,71,0,1,255
606.4,0,4501,921,0,1189,59,5,0,0,1,255
606.5,0,3702,732,0,1571,120,5,0,0,1,255
607.0,63421,4503,856,216,1022,478,5,72,0,1,255
607.1,63422,4508,860,0,1534,1502,5,73,0,1,255
607.2,63423,4509,861,215,510,1246,5,74,0,1,255
607.3,0,4500,920,0,1654,2000,5,0,0,1,255
607.4,0,0,0,0,0,0,0,0,0,0,255
608.0,63424,4510,862,217,1024,1024,5,75,0,1,255
608.1,0,4751,936,0,1024,1530,5,0,0,1,255
608.2,0,0,0,0,0,0,0,0,0,0,255
609.0,0,4355,0,0,936,992,10,0,1,0,255
609.1,60442,4497,0,0,848,1056,3,0,0,0,255
609.2,60442,4498,0,0,848,868,3,0,0,0,255
609.3,0,0,0,0,0,0,0,0,0,0,255
610.0,60442,4356,0,0,1024,1024,4,0,0,0,255
610.1,0,0,0,0,0,0,0,0,0,0,255
610.2,0,0,0,0,0,0,0,0,0,0,255
610.3,0,0,0,0,0,0,0,0,0,0,255
611.0,60442,4357,0,0,1046,1080,11,0,1,0,255
611.1,0,0,0,0,0,0,0,0,0,0,255
611.2,0,0,0,0,0,0,0,0,0,0,255
611.3,0,0,0,0,0,0,0,0,0,0,255
612.0,60442,4495,0,0,1024,1024,4,0,0,0,255
612.1,0,0,0,0,0,0,0,0,0,0,255
612.2,0,0,0,0,0,0,0,0,0,0,255
612.3,0,0,0,0,0,0,0,0,0,0,255
613.0,0,4496,0,0,1004,910,10,0,1,0,255
613.1,60442,4499,0,0,790,744,3,0,0,0,255
613.2,0,0,0,0,0,0,0,0,0,0,255
613.3,0,0,0,0,0,0,0,0,0,0,255
614.0,0,5121,0,0,800,1100,11,0,1,0,255
614.1,60442,5122,0,0,1133,1151,2,0,0,0,255
614.2,60442,5123,0,0,1029,1049,2,0,0,0,255
614.3,60442,5124,0,0,1029,903,2,0,0,0,255
615.0,0,5013,0,0,867,1059,10,0,1,0,255
615.1,0,0,0,0,0,0,0,0,0,0,255
615.2,0,0,0,0,0,0,0,0,0,0,255
616.0,0,5014,0,0,1037,937,10,0,1,0,255
616.1,60442,5018,0,0,967,877,2,0,0,0,255
616.2,60442,5019,0,0,969,1129,2,0,0,0,255
617.0,60442,5020,0,0,1021,1021,2,0,0,0,255
617.1,0,0,0,0,0,0,0,0,0,0,255
617.2,0,0,0,0,0,0,0,0,0,0,255
618.0,0,5015,0,0,1131,1091,10,0,1,0,255
618.1,60442,5021,0,0,1235,1027,2,0,0,0,255
618.2,60442,5022,0,0,1235,1191,2,0,0,0,255
618.3,60442,5023,0,0,957,1147,2,0,0,0,255
618.4,60442,5024,0,0,789,1021,2,0,0,0,255
618.5,60442,5025,0,0,789,839,2,0,0,0,255
619.0,60442,5016,0,0,946,1291,10,0,1,0,255
619.1,60442,5017,0,0,1170,1153,10,0,1,0,255
619.2,60442,5026,0,0,1164,800,2,0,0,0,255
620.0,60412,0,0,208,1025,1066,3,0,0,0,255
620.1,60436,4540,1248,199,813,1272,1,0,0,4,255
620.2,60441,4505,857,200,611,1052,1,0,0,1,3
620.3,60456,3706,693,0,1337,1152,4,0,0,1,63
620.4,60456,4506,858,201,1415,1192,3,0,0,1,11
620.5,60441,4508,860,205,1205,98,2,0,0,1,1
620.6,60441,4506,858,0,554,1132,1,0,0,1,9
620.7,60352,4507,859,202,342,873,1,0,0,1,7
620.8,60414,4602,0,190,1420,1183,4,0,0,0,255
620.9,60453,4535,216,0,1070,911,4,0,0,3,255
620.10,60430,0,4726,0,369,815,4,0,0,4,255
620.11,60430,0,4727,0,777,908,4,0,0,4,255
620.12,60430,0,4728,0,844,1255,4,0,0,4,255
620.13,60430,0,4729,0,1087,1141,4,0,0,4,255
620.14,60430,0,4730,0,935,498,4,0,0,4,255
620.15,60430,0,4731,0,1413,968,4,0,0,4,255
620.16,60430,0,4732,0,1243,298,4,0,0,4,255
620.17,60412,0,0,0,1054,1041,4,0,0,0,255
620.18,60412,0,0,0,1062,1032,4,0,0,0,255
620.19,60434,0,0,0,1081,1023,4,0,0,0,255
620.20,60910,0,0,0,1131,1031,4,0,0,0,255
620.21,60935,0,0,0,1121,1041,4,0,0,0,255
620.22,60412,0,0,0,1096,1060,4,0,0,0,255
620.23,60426,0,0,0,1062,1096,4,0,0,0,255
620.24,60581,0,0,0,1077,939,4,0,0,0,255
620.25,60935,0,0,0,1376,913,4,0,0,0,255
620.26,60935,0,0,0,1167,1121,4,0,0,0,255
620.27,60551,0,0,0,1103,1124,4,0,0,0,255
620.28,60311,0,0,0,608,1028,4,0,0,0,255
620.29,60570,0,0,0,1120,1141,4,0,0,0,255
620.30,60571,0,0,0,1160,1141,4,0,0,0,255
620.31,60425,0,0,0,1149,1113,4,0,0,0,255
620.32,60425,0,0,0,1443,944,4,0,0,0,255
620.33,0,4516,0,0,684,322,11,0,1,0,255
620.34,0,4517,0,0,1370,534,10,0,1,0,255
620.35,0,4518,0,0,1482,1196,10,0,1,0,255
620.36,0,4519,0,0,854,744,11,0,1,0,255
620.37,0,4520,0,0,522,1316,11,0,1,0,255
620.38,60442,4521,0,0,850,402,1,0,0,0,255
620.39,60442,4522,0,0,968,600,1,0,0,0,255
620.40,60442,4524,0,0,906,496,1,0,0,0,255
620.41,60442,4525,0,0,1188,118,2,0,0,0,255
620.42,60442,4526,0,0,1188,68,2,0,0,0,255
620.43,60442,4527,0,0,1366,232,3,0,0,0,255
620.44,60442,4528,0,0,1568,196,4,0,0,0,255
620.45,60442,4529,0,0,1188,342,2,0,0,0,255
620.46,0,4530,0,0,1322,720,2,0,0,0,255
620.47,60442,4531,0,0,1378,810,4,0,0,0,255
620.48,60442,4532,0,0,1188,1034,3,0,0,0,255
