#,Singular,Plural,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Unknown1,Unknown2,Unknown3,ModelChara,EquipHead,EquipBody,EquipLeg,EquipFoot,MoveControl,RideBGM,Icon,UIPriority,MountAction,Unknown_70_1,Unknown_70_2,Unknown16,Unknown17,Order,FlyingCondition,Unknown5,Unknown6,Unknown7,IsFlying,Unknown8,MountCustomize,ExitMoveDist,ExitMoveSpeed,RadiusRate,BaseMotionSpeed_Run,BaseMotionSpeed_Walk,Unknown9,ExtraSeats,Unknown10,Unknown11,Unknown12,IsEmote,Unknown20,IsAirborne,ExHotbarEnableConfig,UseEP,Unknown13,IsImmobile,Unknown14,HideHeadgear,Unknown18,Unknown19
228,Jibanyan-Sofa,Jibanyan-Sofa,4,1,0,1,2,0,SE_Bt_Etc_YKWChairWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_YKWChairBye,2974,0,0,0,0,2,319,4182,40502,0,17,19,41,40,180,1,45,15,15,1,2,94,0,10,100,0,0,60,0,80,80,False,True,True,True,False,False,False,False,False,False,False,False
229,Magitek-Transporter NEO,Magitek-Transporter NEO,4,2,0,1,0,0,SE_Bt_Etc_HakaseIsuWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_HakaseIsuBye,3005,0,0,0,0,2,319,4183,10032,0,17,19,39,38,181,1,45,15,15,1,2,63,0,10,100,0,0,50,0,0,0,False,True,True,True,False,False,False,False,False,False,False,False
230,Ehll Tou,Ehll Tou,3,1,0,0,1,1,SE_Bt_Etc_ErtoWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_ErtoBye,2975,0,0,0,0,2,319,4184,1140,0,8,20,41,40,182,1,45,15,50,1,2,93,20,20,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
231,Incitatus,Incitati,3,1,0,1,0,0,SE_Bt_Etc_UnicornWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_UnicornBye,3006,0,0,0,0,2,319,4185,30010,0,9,19,41,40,183,1,45,70,70,1,2,5,20,10,65,0,0,70,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False
232,Schneemann,Schneemänner,2,2,0,1,0,0,SE_Bt_Etc_SnowmanWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_SnowmanBye,3043,0,0,0,0,2,319,4186,15010,0,8,19,37,37,174,1,45,15,15,1,2,96,0,10,100,0,0,60,0,80,80,False,False,False,False,False,False,False,False,False,False,False,False
233,Mondwal,Mondwale,4,2,0,1,0,0,SE_Bt_Etc_FF4MadosenWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_FF4MadosenBye,3044,0,0,0,0,2,805,4187,11060,0,16,17,37,37,184,1,45,15,15,1,2,0,0,10,100,0,0,60,7,80,80,False,False,False,True,False,False,False,False,False,False,False,False
234,Eden,Eden,4,1,0,1,2,0,SE_Bt_Etc_EdenPrimelWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_EdenPrimeBye,3045,0,0,0,0,2,804,4188,11070,52,17,18,63,62,185,1,45,15,15,1,2,97,0,10,100,0,0,60,0,80,80,False,True,True,True,True,False,False,False,False,False,False,False
235,Cerberus,Cerberus,3,1,0,0,0,1,SE_Bt_Etc_CerberusWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_CerberusBye,3046,0,0,0,0,2,779,4189,3420,0,8,19,37,37,186,1,45,70,70,1,2,95,20,20,100,0,0,60,3,80,80,False,True,True,False,False,False,False,False,False,False,False,False
236,Riesenkrabbe,Riesenkrabben,3,1,0,1,1,0,SE_Bt_Etc_FF11CrabWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_FF11CrabBye,3047,0,0,0,0,2,319,4190,3430,0,8,17,41,40,187,1,45,15,15,1,2,98,20,20,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
237,Areion,Areion,3,1,0,1,2,0,SE_Bt_Etc_6LeggedHorseWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_6LeggedHorseBye,3099,0,0,0,0,2,895,4191,3070,0,9,19,41,40,188,1,45,70,70,1,2,99,20,10,100,0,0,55,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
238,Smaragd-Gwiber,Smaragd-Gwiber,4,2,0,1,0,0,SE_Bt_Etc_BanshinryuuWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_BanshinryuuBye,3100,0,0,0,0,2,803,4192,30305,0,8,22,41,42,189,1,45,15,50,1,2,76,20,20,100,0,0,60,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False
239,Proto-Magna Rotula,Proto-Magna Rotula,3,1,0,0,0,1,SE_Bt_Etc_MagunarodersWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_MagunarodersBye,3101,0,0,0,0,2,319,4193,10052,0,8,22,41,42,190,1,45,15,15,1,2,71,20,10,100,0,0,70,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False
240,Chokorpokkur,Chokorpokkur,3,1,0,1,0,0,SE_Bt_Etc_MarimokunWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_MarimokunBye,3102,0,0,0,0,2,319,4194,1041,0,8,19,37,38,191,1,45,15,70,1,2,54,20,10,120,0,0,40,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False
241,Gabriel III,Gabriel III,3,1,0,1,0,0,SE_Bt_Etc_ZeroGabrielWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_ZeroGabrieBye,3103,0,0,0,0,2,779,4195,11051,0,17,21,59,37,192,1,45,15,15,1,2,91,0,10,100,0,0,60,0,80,80,False,False,True,True,False,False,False,False,False,False,False,False
242,Antilopenkuh,Antilopenkühe,3,2,0,1,1,0,SE_Bt_Etc_YackleFWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_YackleFBye,3104,0,0,0,0,2,319,4197,3440,0,8,17,39,38,203,1,45,70,70,1,2,1,20,10,100,0,0,55,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
243,Antilopenbock,Antilopenböcke,4,2,0,1,0,0,SE_Bt_Etc_YackleMWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_YackleMBye,3105,0,0,0,0,2,319,4198,3441,0,8,17,39,38,204,1,45,70,70,1,2,1,20,10,100,0,0,55,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
244,,,0,0,0,1,0,0,SE_Bt_Etc_MadoWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_MadoBye,2,0,524289,0,0,2,121,0,0,0,30,23,41,40,-1,0,45,0,15,0,0,0,0,10,77,0,0,70,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
245,Mechamander,Mechamander,3,1,0,0,0,1,SE_Bt_Etc_MechDragonWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_MechDragonBye,3115,0,0,0,0,2,813,4199,30350,0,8,21,43,44,200,1,45,15,15,1,2,100,0,10,100,0,0,70,1,80,80,False,True,True,False,False,False,False,False,False,False,False,False
246,Ikril,Ikril,3,1,0,1,2,0,SE_Bt_Etc_Bike12Whistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Bike12Bye,3171,0,0,0,0,2,779,4200,10230,0,9,19,37,37,201,1,45,15,15,1,2,0,0,10,100,0,0,70,1,80,80,False,True,True,True,False,False,False,False,False,False,False,False
247,Chaser,Chaser,4,1,0,1,0,0,SE_Bt_Etc_CChaserWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_CChaserBye,3172,0,0,0,0,2,812,4201,10610,0,17,26,61,40,202,1,45,15,15,1,2,102,0,10,100,0,0,70,1,80,80,False,True,True,True,False,False,False,False,False,False,False,False
248,Konstrukt6S,Konstrukte6s,3,1,0,0,2,1,SE_Bt_Etc_KoboldGolemWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_KoboldGolemBye,3175,0,0,0,0,2,319,4196,10121,0,9,21,37,37,193,1,45,15,15,1,2,82,0,10,100,0,0,60,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
249,Diamant-Gwiber,Diamant-Gwiber,4,2,0,1,0,0,SE_Bt_Etc_BanshinryuuWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_BanshinryuuBye,3235,0,0,0,0,2,811,4209,30306,0,8,22,41,42,194,1,45,15,50,1,2,76,20,20,100,0,0,60,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False
250,Eisbär,Eisbären,6,1,0,1,0,0,SE_Bt_Etc_XmasKumaWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_XmasKumaBye,3236,0,0,0,0,2,319,4210,3254,53,9,19,41,38,195,1,45,15,70,1,2,9,20,10,65,12,3,70,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False
251,,,0,0,0,1,0,0,SE_Bt_Etc_MadoWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_MadoBye,1059,0,65537,0,0,2,121,0,0,0,30,23,41,40,-1,0,45,0,15,0,0,0,0,10,77,0,0,70,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
252,Gold-Mikoshi,Gold-Mikoshi,3,1,0,1,0,0,SE_Bt_Etc_NamazuoWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_NamazuoBye,3237,0,0,0,0,2,570,4211,4501,41,0,21,41,40,196,1,45,15,15,1,2,70,20,10,100,0,0,50,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False
253,Urne der goldenen Wasserschlange,Urnen der goldenen Wasserschlangen,3,1,0,1,1,0,SE_Bt_Etc_TsuchinokoWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_TsuchinokoBye,3238,0,0,0,0,2,815,4212,7081,49,18,20,39,38,197,1,45,15,15,1,2,0,0,10,100,0,0,60,0,80,80,False,True,True,True,True,False,False,False,False,False,False,False
254,Magische Karte,Magische Karten,3,1,0,1,1,0,SE_Bt_Etc_TTCWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_TTCBye,3239,0,0,0,0,2,814,4213,16100,0,16,18,39,40,198,1,45,15,15,1,2,103,0,10,100,0,0,60,0,80,80,False,True,True,True,False,False,False,False,False,False,False,False
255,Paradies-Mandragora,Paradies-Mandragoras,3,1,0,1,1,0,SE_Bt_Etc_Mount_Mandragora_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Mandragora_bye,3229,0,0,0,0,2,943,4202,1150,0,8,18,41,40,238,1,45,15,15,1,2,1,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
256,Prinz Paradieszwiebel,Prinz Paradieszwiebel,3,1,0,0,0,1,SE_Bt_Etc_Mount_Mandragora_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Mandragora_bye,3230,0,0,0,0,2,943,4203,1151,0,8,18,41,40,239,1,45,15,15,1,2,1,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
257,Ritter Paradiesaubergine,Ritter Paradiesaubergine,3,1,0,0,0,1,SE_Bt_Etc_Mount_Mandragora_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Mandragora_bye,3231,0,0,0,0,2,943,4204,1152,0,8,18,41,40,240,1,45,15,15,1,2,1,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
258,Sir Paradiesknoblauch,Sir Paradiesknoblauch,3,1,0,0,0,1,SE_Bt_Etc_Mount_Mandragora_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Mandragora_bye,3232,0,0,0,0,2,943,4205,1153,0,8,18,41,40,241,1,45,15,15,1,2,1,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
259,König Paradiestomate,König Paradiestomate,3,1,0,0,0,1,SE_Bt_Etc_Mount_Mandragora_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Mandragora_bye,3233,0,0,0,0,2,943,4206,1154,0,8,18,41,40,242,1,45,15,15,1,2,1,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
260,Königin Paradies-Mandragora,Königin Paradies-Mandragora,3,1,0,0,1,1,SE_Bt_Etc_Mount_Mandragora_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Mandragora_bye,3234,0,0,0,0,2,943,4207,1155,0,8,18,41,40,243,1,45,15,15,1,2,1,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
261,Umbral-Luchs,Umbral-Luchse,6,2,0,1,0,0,SE_Bt_Etc_Mount_Maju_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Maju_bye,3240,0,0,0,0,2,889,4214,30400,0,9,21,41,42,205,1,45,70,70,1,2,1,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
262,Astral-Luchs,Astral-Luchse,6,2,0,1,0,0,SE_Bt_Etc_Mount_Maju_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Maju_bye,3418,0,0,0,0,2,890,4215,30401,0,9,21,41,42,206,1,45,70,70,1,2,1,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
263,Argos,Argos,3,1,0,0,0,1,SE_Bt_Etc_Mount_MoonDog_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_MoonDog_bye,3241,0,0,0,0,2,895,4216,3450,0,8,19,39,38,207,1,45,70,70,1,2,0,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
264,Brummonaut,Brummonauten,6,1,0,1,0,0,SE_Bt_Etc_Mount_Dread_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_Dread_bye,3280,0,0,0,0,2,895,4217,10150,0,30,22,41,42,208,1,45,15,15,1,2,104,0,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
265,Demi-Phoinix,Demi-Phoinixe,3,2,0,1,0,0,SE_Bt_Etc_Mount_Phoenix_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Phoenix_bye,3281,0,0,0,0,2,891,4218,5060,0,18,19,37,37,209,1,45,70,70,1,2,105,20,10,100,0,0,60,0,80,80,False,True,True,True,False,False,False,False,False,False,False,False
266,Calydontis,Calydontis,3,1,0,0,0,1,SE_Bt_Etc_Mount_Boar_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Boar_bye,3282,0,0,0,0,2,895,4219,3460,0,8,21,41,44,210,1,45,70,70,1,2,1,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
267,Victor,Victor,3,1,0,0,0,1,SE_Bt_Etc_Mount_Bulldog_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Bulldog_bye,3283,0,0,0,0,2,895,4220,3470,0,8,21,41,44,211,1,45,70,70,1,2,1,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
268,Monitor,Monitore,4,2,0,1,0,0,SE_Bt_Etc_Mount_LvChecker_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_LvChecker_bye,3284,0,0,0,0,2,895,4221,10160,0,8,23,37,37,212,1,45,15,15,1,2,107,0,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
269,Papa Paissa,Papa Paissa,3,1,0,0,0,1,SE_Bt_Etc_Mount_Paissa_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Paissa_bye,3285,0,0,0,0,2,638,4222,1160,55,8,19,37,37,213,1,45,15,15,1,2,106,20,10,100,0,0,60,0,80,80,False,False,True,False,True,False,False,False,False,False,False,False
270,,,0,0,0,1,0,0,SE_Bt_Etc_TwinTaniaWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_TwinTaniaBye,1412,0,0,0,0,2,0,0,0,0,8,21,39,38,-1,1,45,15,50,1,2,25,20,20,120,9,3,60,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False
271,,,0,0,0,1,0,0,SE_Bt_Etc_Bike12Whistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Bike12Bye,3171,0,0,0,0,2,0,0,0,0,9,19,37,37,-1,1,45,15,15,1,2,0,0,10,100,0,0,70,1,80,80,False,True,False,True,False,False,False,False,True,False,False,False
272,,,0,0,0,1,0,0,SE_Bt_Etc_MadoWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_MadoBye,3416,0,65539,0,0,2,895,0,0,54,30,23,41,40,-1,0,45,0,15,0,0,0,0,10,77,0,0,70,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False
273,Wivre,Wivres,3,1,0,1,1,0,SE_Bt_Etc_Mount_FF11Wivre_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_FF11Wivre_bye,3419,0,0,0,0,2,895,4223,3480,0,8,19,51,50,214,1,45,70,70,1,2,77,20,10,100,0,0,60,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False
274,Quiexie-König,Quiexie-Könige,4,2,0,1,0,0,SE_Bt_Etc_FairyOakWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_FairyOakBye,3420,0,0,0,0,2,895,4224,5041,45,18,21,43,42,215,1,45,50,50,1,2,81,20,10,100,0,0,60,0,0,0,False,True,True,True,True,False,False,False,False,False,False,False
275,,,0,0,0,1,0,0,SE_Bt_Etc_DodoWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_DodoBye,3553,0,0,0,0,2,895,0,0,0,30,19,41,40,-1,1,45,15,70,1,2,61,20,10,100,0,0,50,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
276,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
277,Garlond GL-II,Garlond GL-II,3,1,0,1,1,0,SE_Bt_Etc_Mount_AmericanBike_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_AmericanBike_bye,3470,0,0,0,0,2,943,4235,10190,0,9,19,38,39,237,1,20,15,15,1,2,116,0,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
278,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
279,Lotusflitzer,Lotusflitzer,4,2,0,1,0,0,SE_Bt_Etc_Mount_Lotus_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Lotus_bye,3472,0,0,0,0,2,638,4098,16110,0,16,17,41,40,216,1,45,15,15,1,2,110,0,10,100,0,0,60,0,80,80,False,True,True,True,False,False,False,False,False,False,False,False
280,Fylgja,NONE,3,1,0,0,1,1,SE_Bt_Etc_Mount_ColorDragon_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_ColorDragon_bye,3473,0,0,0,0,2,895,4225,3490,0,8,22,41,40,217,1,45,70,70,1,2,109,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
281,Alkonost,Alkonost,3,1,0,1,1,0,SE_Bt_Etc_Mount_Peryton_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Peryton_bye,3474,0,0,0,0,2,895,4226,1170,0,8,18,41,40,218,1,45,70,70,1,2,111,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
282,Inselbüffel,Inselbüffel,4,2,0,1,0,0,SE_Bt_Etc_Mount_Kujata_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Kujata_bye,3496,0,0,0,0,2,943,4265,3500,0,8,18,41,40,262,1,45,70,70,1,2,124,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
283,Brachiosaurus,Brachiosaurier,3,2,0,1,0,0,SE_Bt_Etc_Mount_Brachioraidos_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Brachioraidos_bye,3497,0,0,0,0,2,895,4304,3640,0,8,18,41,40,302,1,45,70,70,1,2,142,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
284,Pod 602,Pods 602,4,1,0,1,0,0,SE_Bt_Etc_Mount_YTCPod_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_YTCPod_bye,3544,0,0,0,0,2,919,4227,40800,0,19,21,37,37,219,1,45,50,50,1,2,0,0,10,100,0,0,60,0,80,80,False,False,True,True,False,False,False,False,False,False,False,False
285,Mondhopper,Mondhopper,4,2,0,1,0,0,SE_Bt_Etc_Mount_BuildSupporter_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_BuildSupporter_bye,3567,0,0,0,0,2,895,4245,11080,63,17,20,39,42,245,1,45,15,15,1,2,120,0,10,100,0,0,60,0,80,80,False,True,True,True,True,False,False,False,False,False,False,False
286,Insel-Alligator,Insel-Alligatoren,4,1,0,1,0,0,SE_Bt_Etc_Mount_Crocodile_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Crocodile_bye,3568,0,0,0,0,2,943,4255,3510,0,0,17,37,37,254,1,45,70,70,1,2,119,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
287,Hippowagen,Hippowagen,4,1,0,1,0,0,SE_Bt_Etc_Mount_HippoCar_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_HippoCar_bye,3569,0,0,0,0,2,895,4228,3520,57,0,18,39,38,220,1,5,70,70,1,2,0,20,10,100,0,0,60,0,80,80,False,True,True,False,True,False,False,False,False,False,False,False
288,Troll,Trolle,4,2,0,1,0,0,SE_Bt_Etc_Mount_Troll_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Troll_bye,3570,0,0,0,0,2,895,4229,1180,0,8,19,39,40,221,1,45,15,15,1,2,0,15,9,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
289,,,0,0,0,1,0,0,SE_Bt_Etc_MadoWhistle,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_MadoBye,2,0,131073,0,0,2,121,0,0,3,30,23,41,40,-1,0,45,0,15,0,0,0,0,10,77,0,0,70,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
290,Fliegende Untertasse,Fliegende Untertassen,3,1,0,1,1,0,SE_Bt_Etc_Mount_FF8-UFO_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_FF8-UFO_bye,3597,0,0,0,0,2,895,4230,11090,0,16,17,37,37,222,1,45,15,15,1,2,0,0,10,100,0,0,60,0,80,80,False,False,True,True,False,False,False,False,False,False,False,False
291,Geißelskorpion,Geißelskorpione,4,2,0,1,0,0,SE_Bt_Etc_Mount_Biter_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Biter_bye,3580,0,0,0,0,2,895,4231,1190,0,8,19,39,40,223,1,45,30,30,1,2,56,20,20,100,0,0,60,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False
292,Orthos-Kraklaw,Orthos-Kraklaws,4,1,0,1,0,0,SE_Bt_Etc_Mount_HorseshoeCrab_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_HorseshoeCrab_bye,3598,0,0,0,0,2,895,4232,3530,0,0,20,37,37,224,1,45,15,15,1,2,113,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
293,Blaufeder-Luchs,Blaufeder-Luchse,6,2,0,1,0,0,SE_Bt_Etc_Mount_Maju_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Maju_bye,3596,0,0,0,0,2,917,4233,30402,0,9,21,41,42,225,1,45,70,70,1,2,1,20,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
294,Megashiba,Megashiba,3,1,0,1,0,0,SE_Bt_Etc_Mount_Shiba_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Shiba_bye,3495,0,0,0,0,2,638,4234,3540,58,9,19,39,38,226,1,45,70,70,1,2,112,20,10,100,0,0,60,0,80,80,False,True,True,False,True,False,False,False,False,False,False,False
295,,,0,0,0,1,0,0,SE_Bt_Etc_Mount_HippoCar_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_HippoCar_bye,3569,0,0,0,0,2,895,0,0,0,0,18,39,38,-1,0,45,0,15,0,0,0,20,10,100,0,0,60,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
296,,,0,0,0,1,0,0,SE_Bt_Etc_Mount_HippoCar_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_HippoCar_bye,3569,0,0,0,0,2,895,0,0,56,0,18,39,38,-1,1,5,70,70,1,2,0,20,10,100,0,0,60,0,80,80,False,True,False,False,False,False,False,False,False,False,False,False
297,Reise-Support,Reise-Support,4,2,0,1,0,0,SE_Bt_Etc_Mount_MainteRobo_call,SE_Bt_Etc_MadoWhistle_only,SE_Bt_Etc_Mount_MainteRobo_bye,3631,0,0,0,0,2,895,4264,10170,0,9,23,37,42,227,1,45,15,15,1,2,114,0,10,100,0,0,60,0,80,80,False,True,True,False,False,False,False,False,False,False,False,False
298,Miw Miisv,Miw Miisv,3,1,1,1,1,0,SE_Bt_Etc_Mount_SpaceJellyfish_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_SpaceJellyfish_bye,3638,0,0,0,0,2,895,4236,7110,60,18,23,37,37,228,1,45,70,70,1,2,118,20,10,100,0,0,60,0,80,80,False,True,True,True,True,False,False,False,False,False,False,False
299,Wunderlanner,Wunderlanner,4,2,0,1,0,0,SE_Bt_Etc_BirdWhistle,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_BirdBye,3639,0,0,0,0,2,895,4237,30110,0,8,23,41,40,229,1,45,15,70,1,2,28,20,10,90,0,0,50,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False
300,Magischer Regenschirm,Magische Regenschirme,4,2,0,1,0,0,SE_Bt_Etc_Mount_Umbrella_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Umbrella_bye,3651,0,0,0,0,2,638,4238,16120,0,16,16,37,37,230,1,5,15,15,1,2,115,0,10,100,0,0,60,0,80,80,False,False,True,True,False,False,False,False,False,False,False,False
301,Magischer Parasol,Magische Parasols,4,1,0,1,0,0,SE_Bt_Etc_Mount_Umbrella_call,SE_Bt_Etc_GuuBooWhistle_only,SE_Bt_Etc_Mount_Umbrella_bye,3688,0,0,0,0,2,638,4239,16130,0,16,16,37,37,231,1,5,15,15,1,2,115,0,10,100,0,0,60,0,80,80,False,False,True,True,False,False,False,False,False,False,False,False
