#,Key,WeaponTimeline,KillUpper,Unknown_70,Type,Priority,Stance,Slot,LookAtMode,ActionTimelineIDMode,LoadType,StartAttach,ResidentPap,Unknown6,Unknown1,Pause,Resident,IsMotionCanceledByMoving,Unknown2,Unknown3,IsLoop,Unknown4
14284,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14285,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14286,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14287,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14288,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14289,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14290,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14291,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14292,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14293,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14294,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14295,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14296,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14297,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14298,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14299,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14300,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14302,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14303,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14304,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14305,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14306,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14307,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14308,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14309,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14310,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14311,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14312,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14313,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14314,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14315,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14316,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14317,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14318,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14319,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14320,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14321,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14322,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14323,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14324,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14325,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14326,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14327,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14328,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14329,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14330,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14331,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14332,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14333,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14334,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14335,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14336,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14337,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14338,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14339,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14340,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14341,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14342,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14343,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14344,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14345,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14346,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14347,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14348,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14349,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14350,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14351,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14352,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14353,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14354,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14355,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14356,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14357,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14358,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14359,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14360,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14361,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14362,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14364,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14365,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14366,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14367,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14368,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14369,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14370,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14371,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14372,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14373,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14374,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14376,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14377,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14378,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14379,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14380,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14381,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14382,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14383,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14384,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14385,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14386,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14387,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14388,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14389,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14390,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14391,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14392,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14393,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14394,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14395,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14396,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14397,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14398,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14399,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14402,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14403,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14404,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14405,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14406,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14407,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14408,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14409,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14410,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14411,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14412,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14413,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14414,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14415,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14416,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14417,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14418,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14419,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14420,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14421,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14422,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14423,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14424,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14425,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14426,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14427,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14428,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14429,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14430,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14431,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14432,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14433,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14434,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14435,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14436,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14437,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14438,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14439,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14440,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14441,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14442,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14443,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14444,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14445,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14446,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14447,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14448,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14449,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14450,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14451,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14452,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14453,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14454,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14455,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14456,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14457,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14458,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14459,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14460,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14461,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14462,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14463,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14464,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14465,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14466,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14467,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14468,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14469,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14470,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14471,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14472,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14473,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14474,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14475,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14477,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14478,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14479,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14480,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14481,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14482,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14483,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14484,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14485,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14486,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14487,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14488,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14489,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14490,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14491,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14492,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14493,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14494,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14495,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14496,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14497,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14498,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14499,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
14500,mon_sp/gimmick/x6r5_boss_gimmick01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14501,mon_sp/gimmick/x6r5_boss_gimmick02,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14502,mon_sp/gimmick/x6r5_boss_gimmick03,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14503,mon_sp/gimmick/x6r5_boss_gimmick04,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14504,mon_sp/gimmick/x6r5_boss_gimmick05,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14505,mon_sp/gimmick/x6r5_boss_gimmick06,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14506,mon_sp/gimmick/x6r5_boss_gimmick07,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14507,mon_sp/gimmick/x6r5_boss_gimmick08,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14508,mon_sp/gimmick/x6r5_boss_gimmick09,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14509,mon_sp/gimmick/x6r5_boss_gimmick10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14510,mon_sp/gimmick/x6r5_boss_gimmick11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14511,mon_sp/gimmick/x6r5_boss_gimmick12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14512,mon_sp/gimmick/x6r5_boss_gimmick13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14513,mon_sp/gimmick/x6r5_boss_gimmick14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14514,mon_sp/gimmick/x6r5_boss_gimmick15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14515,mon_sp/common/mon_sph084,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,False,False,False,True,False
14516,mon_sp/gimmick/o6b1_ba02_gimmick01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14517,mon_sp/gimmick/o6b1_ba02_gimmick02,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14518,mon_sp/gimmick/o6b1_ba02_gimmick03,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14519,mon_sp/gimmick/o6b1_ba02_gimmick04,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14520,mon_sp/gimmick/o6b1_ba02_gimmick05,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14521,mon_sp/gimmick/o6b1_ba02_gimmick06,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14522,mon_sp/gimmick/o6b1_ba02_gimmick07,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14523,mon_sp/gimmick/o6b1_ba02_gimmick08,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14524,mon_sp/gimmick/o6b1_ba02_gimmick09,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14525,mon_sp/gimmick/o6b1_ba02_gimmick10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14526,mon_sp/gimmick/o6b1_ba02_gimmick11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14527,mon_sp/gimmick/o6b1_ba02_gimmick12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14528,mon_sp/gimmick/o6b1_ba02_gimmick13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14529,mon_sp/gimmick/o6b1_ba02_gimmick14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14530,mon_sp/gimmick/o6b1_ba02_gimmick15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14531,mon_sp/gimmick/o6b1_ba_trash_gimmick01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14532,mon_sp/gimmick/o6b1_ba_trash_gimmick03,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14533,mon_sp/gimmick/o6b1_ba_trash_gimmick04,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14534,mon_sp/gimmick/x6d7_cyuboss2_gimmick02,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14535,mon_sp/gimmick/l1p3_boss_gimmick01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14536,mon_sp/gimmick/l1p3_boss_gimmick02,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14537,mon_sp/gimmick/l1p3_boss_gimmick03,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14538,mon_sp/gimmick/l1p3_boss_gimmick04,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14539,mount_sp/m0930/mon_sp001,2,0,0,3,0,0,1,0,1,2,1,0,0,0,False,False,True,False,False,True,False
14540,mount_sp/m0930/mon_sp002,2,0,0,3,0,0,1,0,1,2,1,0,0,0,False,False,True,False,False,True,False
14541,mount_sp/m0930/mon_sp003,2,0,0,3,0,0,1,0,1,2,1,0,0,0,False,False,True,False,False,True,False
14542,mount_sp/m0765/mon_sp001,2,0,0,3,0,0,1,0,1,2,1,0,0,0,False,False,True,False,False,True,False
14543,mon_sp/gimmick/x6r7_boss_gimmick01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14544,mon_sp/gimmick/x6r7_boss_gimmick02,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14545,mon_sp/gimmick/x6r7_boss_gimmick03,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14546,mon_sp/gimmick/x6r7_boss_gimmick04,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14547,mon_sp/gimmick/x6r7_boss_gimmick05,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14548,mon_sp/gimmick/x6r7_boss_gimmick06,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14549,mon_sp/gimmick/x6r7_boss_gimmick07,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14550,mon_sp/gimmick/x6r7_boss_gimmick08,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14551,mon_sp/gimmick/x6r7_boss_gimmick09,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14552,mon_sp/gimmick/x6r7_boss_gimmick10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14553,mon_sp/gimmick/x6r7_boss_gimmick11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14554,mon_sp/gimmick/x6fd_boss_gimmick01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
14555,mon_sp/gimmick/x6fd_boss_gimmick02,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
