#,Scale,ArrayEventHandler,Behavior,ModelChara,BNpcCustomize,NpcEquip,Special,Unknown9,Battalion,LinkRace,Rank,SEPack,Unknown0,BNpcParts,Unknown1,Unknown2,Unknown3,Unknown10,Unknown4,IsOmnidirectional,Unknown6,IsTargetLine,IsDisplayLevel,Unknown7,Unknown_70,Unknown8
17614,1,854872,0,221,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17615,1,854871,0,222,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17616,1,854870,0,221,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17617,1.3,854808,0,1699,0,1306,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17618,1.3,854810,0,1699,0,1306,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17619,1.3,854809,0,1699,0,1308,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17620,1.7,854811,0,177,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17621,1,854873,0,0,1402,2682,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17622,1,854875,0,0,1400,2684,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17623,1,854874,0,0,1401,2596,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17624,2.7,854823,0,1807,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17625,1.8,854806,0,1721,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17626,2,854807,0,328,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17627,1,854925,0,904,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17628,1.5,854848,0,927,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17629,0.7,854898,0,355,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17630,0.5,854899,0,355,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17631,0.5,854900,0,355,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17632,1,854849,0,548,422,742,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17633,1,854850,0,548,422,742,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17634,1,854851,0,548,422,742,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17635,1,0,0,548,422,742,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17636,1,0,0,548,422,742,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17637,1,854852,0,548,422,742,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17638,1,854853,0,548,422,742,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17639,1,854854,0,548,422,742,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17640,1.5,854855,0,1624,452,1201,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17641,1.6,854801,0,1381,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17642,1.5,854802,0,3162,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17643,1,854843,0,4126,0,2591,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17644,1,854844,0,4127,0,2595,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17645,0.6,854847,0,4113,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17646,2,854856,0,4102,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17647,3,854857,0,1033,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17648,4,854863,0,2589,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17649,1,854864,0,1036,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17650,2,854861,0,2674,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17651,1.4,854862,0,4176,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17652,0.85,854908,0,1473,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17653,1.2,854901,7422,4080,0,2603,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17654,1.5,854902,0,2674,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17655,1.4,854903,0,146,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17656,1.5,854803,0,1316,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17657,1.1,854825,0,35,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17658,1.5,854826,0,35,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17659,3,854827,0,78,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17660,0.5,854830,0,3958,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17661,1.1,854896,0,2296,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17662,0.8,854917,0,2476,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17663,1.7,854829,0,2676,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17664,1.4,854838,0,1438,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17665,1.6,854839,0,1438,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17666,1.8,854842,0,2376,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17667,1.4,854797,0,1438,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17668,0.8,854798,0,3961,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17669,0.8,854799,0,3961,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17670,0.8,854800,0,3961,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17671,1.25,854845,0,1034,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17672,1.2,854846,0,4168,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17673,1,854858,0,948,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17674,1,854859,0,948,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17675,1.8,854860,0,2780,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17676,2,854824,0,4194,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17677,1,854831,0,4116,1303,2588,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17678,1,854840,7423,0,213,593,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17679,1,854841,0,4179,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17680,1,854834,0,384,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17681,1,854835,0,2886,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17682,1,854836,0,384,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17683,1,854837,0,2886,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17684,0.6,854804,0,4171,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17685,1.2,854805,0,3066,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17686,2,854867,0,1680,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17687,2.5,854817,0,270,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17688,1.5,854818,0,1718,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17689,1.2,854819,0,4175,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17690,1.4,854820,0,1816,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17691,2,854822,0,283,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17692,1,854877,0,0,213,235,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17693,1,854876,0,0,237,236,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17694,1,854878,0,0,891,370,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17695,1.2,854868,0,381,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17696,1,854869,0,3069,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17697,1,854813,0,0,1477,2740,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17698,1,854814,0,0,1478,2741,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17699,1,854815,0,4186,0,2851,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17700,1.6,854816,0,4186,0,2851,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17701,1,854880,0,2886,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17702,0.7,854881,0,4171,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17703,1.3,854828,0,2885,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17704,2.5,854865,0,4299,0,2799,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17705,0.3,854866,0,4161,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17706,2.5,0,0,4297,0,2797,0,0,4,0,1,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17707,4,0,0,4202,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17708,1.8,0,0,4298,0,2798,0,0,4,0,1,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17709,1,0,0,4047,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17710,1,0,0,4048,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17711,1,0,0,4049,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17712,1,0,0,4050,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17713,1,0,0,4051,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17714,1,0,0,4052,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17715,1,0,0,4053,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17716,1,0,0,4054,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17717,1,0,0,4055,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17718,1,0,0,4056,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17719,1,0,0,4057,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17720,1,0,0,4058,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17721,1,0,0,4117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17722,1,0,0,4118,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17723,1,0,0,4119,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17724,1,0,0,4120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17725,1,0,0,4121,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17726,1,0,0,4122,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17727,1,0,0,4123,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17728,1,0,0,4124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17729,1,0,0,4125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17730,1,0,0,4128,0,2597,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False
17731,1,0,0,4128,0,2597,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False
17732,0.5,0,7519,4302,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17733,1.6,854879,0,4210,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17734,3,854882,0,1309,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17735,3,854883,0,1309,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17736,1.3,854884,0,1338,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17737,1.8,854885,0,1045,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17738,1.5,854890,0,2464,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17739,0.3,854886,7434,4153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17740,1.2,854888,0,2058,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17741,1.5,854887,0,4100,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17742,1.6,854922,0,1078,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17743,1,854892,0,4126,0,2590,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17744,1,854893,0,4127,0,2595,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17745,1,854894,0,4128,0,2597,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17746,0.8,0,0,4284,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17747,0.8,0,0,4160,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17748,2.3,0,0,4186,0,2851,0,0,4,0,1,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17749,1.3,0,0,1338,0,0,0,0,4,0,0,16,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17750,1,0,0,4091,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17751,1,0,0,0,1517,2803,0,0,4,0,1,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17752,3,0,0,267,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17753,1.35,0,0,1849,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17754,0.85,0,0,1302,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17755,1.4,0,0,1509,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17756,1.35,0,0,1819,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17757,1.5,0,0,386,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17758,1.2,0,0,4170,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17759,1.5,0,0,489,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,True,False,False,False,False,False,False
17760,1.5,0,0,489,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17761,1,0,0,94,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17762,6,0,0,1999,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17763,1.5,0,0,4100,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17764,2.5,0,0,2064,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,True,False,False,False,False,False,False
17765,1,0,0,942,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17766,0.52,0,0,4153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17767,0.8,0,0,4153,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17768,0.7,0,0,4327,0,2743,0,0,4,0,2,0,3,0,1,0,0,0,0,True,True,False,True,False,False,False
17769,1,0,0,476,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,False,True,False,True,False,False,False
17770,1,0,0,4274,0,466,0,0,0,0,0,0,0,0,1,0,0,0,0,True,False,True,True,False,False,False
17771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
17772,1,0,0,0,1481,2744,7641,0,4,0,0,0,0,0,1,0,0,0,0,True,True,True,True,False,False,False
17773,1,0,0,0,1482,2745,7641,0,4,0,0,0,0,0,1,0,0,0,0,True,True,True,True,False,False,False
17774,1,0,0,0,1483,2746,7641,0,4,0,0,0,0,0,1,0,0,0,0,True,True,True,True,False,False,False
17775,1,0,0,0,1484,2747,7641,0,4,0,0,0,0,0,1,0,0,0,0,True,True,True,True,False,False,False
17776,1.2,0,0,1101,0,2858,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,False,False
17777,1,0,0,1848,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17778,1,0,0,0,1512,2792,7641,0,4,0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,False,False
17779,1,0,0,0,1497,2764,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17780,0,0,0,480,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,True,False,False,True,False,False,False
17781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
17782,1,0,0,480,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,False,True,False,True,False,False,False
17783,1.3,0,0,4116,1303,2588,7641,0,4,0,3,0,0,0,0,0,0,0,0,False,True,True,True,False,False,False
17784,2.5,0,0,563,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,False,True,True,True,False,False,False
17785,1,0,0,2121,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17786,1,0,0,4260,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,False,True,True,True,False,False,False
17787,1.5,0,0,1376,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,False,True,True,True,False,False,False
17788,1.5,0,0,1377,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,False,True,True,True,False,False,False
17789,1,0,0,4116,1303,2589,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17790,1,0,0,4126,0,2590,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17791,2,0,0,4164,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17792,2,0,0,4198,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17793,1.9,0,0,2163,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17794,1,0,0,4196,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17795,1.2,0,0,1101,0,2859,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,False,False
17796,1.2,0,0,1101,0,2860,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,False,False
17797,1,0,0,0,1513,2793,7641,0,4,0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,False,False
17798,1,0,0,0,1514,2794,7641,0,4,0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,False,False
17799,1,0,0,0,1515,2795,7641,0,4,0,0,0,0,0,0,0,0,0,0,True,True,True,True,False,False,False
17800,1,0,0,488,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,True,False,False,False,False,False,False
17801,0.7,0,0,2190,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False
17802,1,0,0,1198,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False
17803,1.9,0,0,2163,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17804,1,0,0,0,1532,2845,7641,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
17805,1,0,0,0,1533,2846,7641,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
17806,1,0,0,0,1534,2847,7641,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
17807,1,0,0,0,1535,2848,7641,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
17808,1,0,0,0,1536,2849,7641,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
17809,1,0,0,0,1537,2850,7641,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
17810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
17811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
17812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
17813,1.2,0,0,4296,0,2796,0,0,4,0,3,0,0,0,8,0,0,0,0,False,True,True,True,False,False,False
17814,0.7,0,0,4171,0,0,0,0,4,0,3,0,0,0,8,0,0,0,0,False,True,True,True,False,False,False
17815,1.5,0,0,2612,0,0,0,0,4,0,3,0,0,0,8,0,0,0,0,False,True,True,True,False,False,False
17816,2.5,0,0,4109,0,0,0,0,4,0,3,0,0,0,8,0,0,0,0,False,True,True,True,False,False,False
17817,1.1,0,0,4283,0,0,0,0,4,0,3,0,0,0,8,0,0,0,0,False,True,True,True,False,False,False
17818,1.25,0,0,4280,0,2778,0,0,4,0,3,0,0,0,8,0,0,0,0,False,True,True,True,False,False,False
17819,3.6,0,0,3021,0,0,0,0,4,0,2,21,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17820,3.6,0,0,3021,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False
17821,1,0,0,3095,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,False,True,False,True,False,False,False
17822,1,0,0,3096,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,False,True,False,True,False,False,False
17823,3.5,0,0,4374,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17824,3.5,0,0,4375,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False
17825,1,0,0,476,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False
17826,2,0,0,4355,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,False,True,False,False,False
17827,1.5,0,0,4353,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,True,True,True,True,False,False,False
17828,1.5,0,0,4354,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,True,True,True,True,False,False,False
17829,5,0,0,476,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,True,True,False,True,False,False,False
17830,1,0,0,4436,872,2004,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17831,3.2,0,0,3057,0,2106,0,0,4,0,2,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17832,1,0,0,476,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,False,True,False,False,False
17833,3.5,0,0,4375,0,0,0,0,4,0,2,0,0,67,1,0,0,0,0,False,True,True,True,False,False,False
17834,1,0,0,2751,0,0,0,0,4,0,0,23,0,0,0,0,0,0,0,False,False,False,False,False,False,False
17835,3.2,0,0,3057,0,2106,0,0,4,0,2,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17836,1,0,0,1602,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,False,True,False,False,False
17837,1,0,0,476,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,False,True,False,False,False
17838,2,0,0,3151,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,False,True,False,True,False,False,False
17839,3.5,0,0,4293,0,0,0,0,4,0,2,25,0,0,1,0,0,0,0,False,True,True,True,False,False,False
17840,3.6,0,0,480,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,False,True,False,True,False,False,False
17841,3.5,0,0,476,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,True,False,False,True,False,False,False
17842,1,0,0,0,1410,2705,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,True,True,False,False,False
17843,1.8,0,0,4116,1303,2589,7641,0,4,0,0,0,0,0,1,0,0,0,0,True,True,True,True,False,False,False
17844,1.5,0,0,2720,875,1834,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False
17845,1.5,0,0,4436,872,2129,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False
17846,1.75,0,0,4103,0,0,0,0,4,0,3,0,0,0,8,0,0,0,0,False,True,True,True,False,False,False
17847,1.75,0,0,4103,0,0,0,0,4,0,3,0,0,0,8,0,0,0,0,False,True,True,True,False,False,False
17848,1.1,0,0,4283,0,0,0,0,4,0,3,0,0,0,8,0,0,0,0,False,True,True,True,False,False,False
17849,1.25,0,0,4280,0,2778,0,0,4,0,3,0,0,0,8,0,0,0,0,False,True,True,True,False,False,False
17850,2,0,0,4280,0,2779,0,0,4,0,3,0,0,0,8,0,0,0,0,False,True,True,True,False,False,False
17851,1.5,0,0,1906,0,0,0,1,4,0,0,0,0,0,1,0,0,4,0,True,True,True,True,False,False,False
17852,7,0,0,827,0,0,0,2,4,0,0,0,0,0,1,0,0,4,0,True,True,True,True,False,False,False
17853,1.5,0,0,2674,0,0,0,3,4,0,0,0,0,0,1,0,0,4,0,True,True,True,True,False,False,False
