#,Quest0,Quest1,DefaultTalk,Unknown0
2033057.9,0,70286,599364,1
2033057.10,0,70286,599365,4
2033057.11,70286,0,599366,0
2033058.0,0,0,598579,0
2033058.1,0,69913,598580,255
2033058.2,0,69945,598581,3
2033058.3,69951,0,598582,0
2033058.4,0,70000,598583,7
2033058.5,70212,0,599182,0
2033058.6,0,70213,599199,255
2033058.7,70279,0,599334,0
2033059.0,0,0,598584,0
2033059.1,0,69911,598770,255
2033059.2,0,69913,598585,255
2033059.3,0,69945,598586,3
2033059.4,69951,0,598587,0
2033059.5,0,70000,598588,7
2033059.6,70212,0,599183,0
2033059.7,0,70213,599200,255
2033059.8,70279,0,599335,0
2033060.0,0,0,598589,0
2033060.1,0,69945,598590,3
2033060.2,0,70000,598591,7
2033061.0,0,0,598592,0
2033061.1,0,69945,598593,3
2033061.2,0,70000,598594,7
2033062.0,0,0,598595,0
2033062.1,0,69945,598596,3
2033062.2,0,70000,598597,7
2033063.0,0,0,598598,0
2033063.1,0,69945,598599,3
2033063.2,0,70000,598600,7
2033064.0,0,0,598601,0
2033064.1,0,69945,598602,3
2033064.2,0,70000,598603,7
2033065.0,0,0,598604,0
2033065.1,0,69945,598605,3
2033065.2,0,70000,598606,7
2033065.3,0,70212,599184,2
2033065.4,0,70213,598606,255
2033066.0,0,0,598607,0
2033066.1,0,69913,598608,255
2033066.2,0,69945,598609,3
2033066.3,0,70000,598610,7
2033067.0,0,0,598611,0
2033067.1,0,69945,598612,3
2033067.2,0,70000,598613,7
2033068.0,0,0,595081,0
2033068.1,70000,0,598637,0
2033069.0,0,0,597221,0
2033069.1,70056,0,597222,0
2033070.0,0,0,598653,0
2033070.1,0,69944,598654,255
2033070.2,69988,0,598655,0
2033070.3,0,70000,598656,7
2033071.0,0,0,598657,0
2033071.1,69951,0,598658,0
2033071.2,0,70000,598659,7
2033072.0,0,0,598674,0
2033072.1,69930,0,598675,0
2033072.2,69931,0,598676,0
2033072.3,0,70000,598677,7
2033073.0,0,0,598678,0
2033073.1,69921,0,598679,0
2033073.2,69931,0,598680,0
2033073.3,0,69935,598681,1
2033073.4,0,69975,598682,1
2033073.5,0,70000,598683,7
2033073.6,70275,0,599286,0
2033074.0,0,0,598747,0
2033074.1,69924,0,598685,0
2033074.2,0,69928,598686,255
2033075.0,0,0,598748,0
2033075.1,69924,0,598687,0
2033075.2,0,69928,598688,255
2033076.0,0,0,598751,0
2033076.1,69924,0,598691,0
2033076.2,0,69928,598752,255
2033076.3,0,69929,598692,5
2033077.0,0,0,598749,0
2033077.1,69924,0,598689,0
2033078.0,0,0,598750,0
2033078.1,69924,0,598690,0
2033079.0,0,0,598759,0
2033079.1,0,69952,598760,2
2033079.2,0,70000,598761,7
2033080.0,0,0,598762,0
2033080.1,69952,0,598772,0
2033080.2,0,69953,598763,2
2033080.3,0,70000,598764,7
2033081.0,0,0,598765,0
2033081.1,69952,0,598773,0
2033081.2,0,69953,598766,2
2033081.3,0,70000,598767,7
2033082.0,0,0,598771,0
2033082.1,0,69952,598768,2
2033082.2,0,70000,598769,7
2033083.0,0,0,598774,0
2033083.1,0,69945,598775,3
2033083.2,0,69953,598776,255
2033083.3,0,70000,598777,7
2033083.4,0,70122,598992,6
2033084.0,0,0,598778,0
2033084.1,0,69945,598779,3
2033084.2,0,69953,598780,255
2033084.3,0,70000,598781,7
2033085.0,0,0,598782,0
2033085.1,0,69945,598783,3
2033085.2,0,69945,598784,255
2033085.3,0,69953,598785,255
2033085.4,0,70000,598786,7
2033086.0,0,0,598787,0
2033086.1,0,69945,598788,3
2033086.2,0,69945,598789,255
2033086.3,0,69953,598790,255
2033086.4,0,70000,598791,7
2033087.0,0,0,598792,0
2033087.1,0,69945,598793,3
2033087.2,0,69945,598794,255
2033087.3,0,69953,598795,255
2033087.4,69954,0,598796,0
2033087.5,0,70000,598797,7
2033088.0,0,0,598798,0
2033088.1,0,69945,598799,3
2033088.2,0,69945,598800,255
2033088.3,0,69953,598801,255
2033088.4,0,70000,598802,7
2033089.0,0,0,598803,0
2033089.1,0,69945,598804,255
2033089.2,0,69953,598805,255
2033089.3,0,70000,598806,7
2033090.0,0,0,598807,0
2033090.1,0,69945,598808,3
2033090.2,0,69945,598809,255
2033090.3,0,69953,598810,255
2033090.4,0,70000,598811,7
2033091.0,0,0,598812,0
2033091.1,0,69954,598813,4
2033091.2,0,70000,598814,7
2033091.3,0,70115,598990,1
2033091.4,70118,0,598991,0
2033092.0,0,0,598733,0
2033092.1,0,69945,598734,3
2033092.2,0,69945,598737,255
2033092.3,0,69947,598735,3
2033092.4,0,69947,598736,9
2033092.5,69947,0,598737,0
2033092.6,0,69953,598738,255
2033092.7,0,70000,598739,7
2033093.0,0,0,598740,0
2033093.1,0,69945,598741,3
2033093.2,0,69945,598744,255
2033093.3,0,69947,598742,3
2033093.4,0,69947,598743,11
2033093.5,69947,0,598744,0
2033093.6,0,69953,598745,255
2033093.7,0,70000,598746,7
2033094.0,0,0,598726,0
2033094.1,0,69945,598727,3
2033094.2,0,69947,598728,3
2033094.3,0,69947,598729,7
2033094.4,69947,0,598727,0
2033094.5,0,69953,598731,255
2033094.6,0,70000,598732,7
2033095.0,0,0,598815,0
2033095.1,0,69945,598816,3
2033095.2,0,69945,598817,255
2033095.3,0,69948,598818,2
2033095.4,0,69953,598819,255
2033095.5,0,70000,598820,7
2033095.6,70122,0,598993,0
2033096.0,0,0,598718,0
2033096.1,0,69945,598719,3
2033096.2,0,69945,598720,255
2033096.3,0,69947,598721,5
2033096.4,69947,0,598722,0
2033096.5,0,69953,598724,255
2033096.6,0,70000,598725,7
2033097.0,0,0,598823,0
2033097.1,0,69959,598824,6
2033098.0,0,0,598825,0
2033098.1,0,69959,598826,255
2033099.0,0,0,597346,0
2033099.1,69924,0,597385,0
2033100.0,0,0,598832,0
2033100.1,0,69944,598833,255
2033100.2,0,69980,598834,255
2033100.3,0,70000,598835,7
2033101.0,0,0,598836,0
2033101.1,0,69981,598837,255
2033101.2,69988,0,598838,0
2033101.3,0,70000,598839,7
2033102.0,0,0,598840,0
2033102.1,0,69981,598841,255
2033102.2,69988,0,598842,0
2033102.3,0,70000,598843,7
2033103.0,0,0,598844,0
2033103.1,0,69981,598845,255
2033103.2,69988,0,598846,0
2033103.3,0,70000,598847,7
2033104.0,0,0,597450,0
2033104.1,0,69893,598356,2
2033105.0,0,0,597093,0
2033105.1,0,69955,598886,255
2033105.2,0,70000,598887,7
2033105.3,0,70280,599370,255
2033105.4,0,70282,599371,5
2033105.5,0,70282,599372,255
2033105.6,70282,0,599373,0
2033105.7,0,70283,599374,2
2033105.8,0,70284,599375,6
2033105.9,0,70286,599376,1
2033105.10,0,70286,599377,2
2033106.0,0,0,597526,0
2033106.1,0,69985,597528,6
2033106.2,0,70000,598855,5
2033106.3,0,70123,598994,255
2033107.0,0,0,597527,0
2033107.1,0,69984,598856,2
2033107.2,0,70000,598857,7
2033107.3,0,70277,599304,2
2033107.4,0,70286,599369,1
2033107.5,70859,0,600674,0
2033108.0,0,0,598893,0
2033108.1,70124,0,598894,0
2033108.2,70125,0,598895,0
2033109.0,0,0,598900,0
2033109.1,70061,0,598901,0
2033110.0,0,0,598906,0
2033110.1,68702,0,598907,0
2033111.0,0,0,598908,0
2033111.1,68702,0,598909,0
2033112.0,0,0,598910,0
2033112.1,68702,0,598911,0
2033113.0,0,0,598912,0
2033113.1,68702,0,598913,0
2033114.0,0,0,598915,0
2033114.1,67205,0,598916,0
2033115.0,0,0,0,0
2033115.1,0,0,0,0
2033116.0,0,0,0,0
2033116.1,0,0,0,0
2033117.0,0,0,598931,0
2033117.1,70076,0,598932,0
2033117.2,70077,0,598933,0
2033118.0,0,0,598934,0
2033118.1,70076,0,598935,0
2033118.2,70077,0,598936,0
2033119.0,0,0,598937,0
2033119.1,0,70077,598938,255
2033120.0,0,0,598939,0
2033120.1,0,70077,598940,255
2033121.0,0,0,598947,0
2033121.1,70082,0,598948,0
2033121.2,70083,0,598949,0
2033121.3,70084,0,598950,0
2033121.4,70085,0,598951,0
2033121.5,70086,0,598952,0
2033121.6,70324,0,599345,0
2033122.0,0,0,598953,0
2033122.1,70082,0,598954,0
2033122.2,70083,0,598955,0
2033122.3,70084,0,598956,0
2033122.4,70085,0,598957,0
2033122.5,70086,0,598958,0
2033122.6,70324,0,599346,0
2033123.0,0,0,598033,0
2033123.1,0,70063,598970,2
2033124.0,0,0,598882,0
2033124.1,70071,0,598971,0
2033124.2,0,70128,599066,3
2033124.3,0,70135,599069,5
2033124.4,70214,0,599187,0
2033124.5,70277,0,599305,0
2033124.6,0,70286,599367,1
2033124.7,0,70286,599368,4
2033125.0,0,0,598881,0
2033125.1,70071,0,598972,0
2033125.2,0,70325,599339,2
2033125.3,0,70325,599340,4
2033125.4,0,70212,599185,2
2033125.5,0,70213,599186,255
2033126.0,0,0,598863,0
2033126.1,0,70115,598986,2
2033126.2,0,70118,598987,4
2033126.3,70211,0,599163,0
2033126.4,0,70276,599276,2
2033126.5,0,70277,599277,2
2033127.0,0,0,598864,0
2033127.1,0,70115,598988,2
2033127.2,0,70118,598989,4
2033127.3,70211,0,599162,0
2033127.4,0,70276,599278,2
2033127.5,0,70277,599279,2
2033128.0,0,0,598872,0
2033128.1,0,70064,598995,2
2033129.0,0,0,599018,0
2033129.1,70191,0,599016,0
2033130.0,0,0,599027,0
2033130.1,70138,0,599028,0
2033130.2,70139,0,599029,0
2033130.3,70140,0,599030,0
2033130.4,70141,0,599031,0
2033130.5,70142,0,599032,0
2033130.6,70324,0,599351,0
2033131.0,0,0,599033,0
2033131.1,70138,0,599034,0
2033131.2,70139,0,599035,0
2033131.3,70140,0,599036,0
2033131.4,70141,0,599037,0
2033131.5,70142,0,599038,0
2033131.6,0,70323,599341,1
2033131.7,0,70324,599272,2
2033131.8,0,70324,599273,4
2033131.9,70324,0,599275,0
2033132.0,0,0,599043,0
2033132.1,0,70129,599067,255
2033133.0,0,0,599054,0
2033133.1,0,70133,599068,255
2033134.0,0,0,598975,0
2033134.1,70136,0,599061,0
2033134.2,70214,0,599165,0
2033134.3,70279,0,599320,0
2033134.4,0,70283,599165,2
2033134.5,0,70286,599360,255
2033135.0,0,0,598976,0
2033135.1,70136,0,599062,0
2033136.0,0,0,598974,0
2033136.1,70136,0,599063,0
2033136.2,70214,0,599167,0
2033136.3,70279,0,599322,0
2033137.0,0,0,597678,0
2033137.1,0,70171,599076,1
2033137.2,70296,0,599270,0
2033137.3,0,70788,599927,2
2033137.4,0,70788,599928,255
2033137.5,70788,0,600598,0
2033138.0,0,0,599082,0
2033138.1,70195,0,599083,0
2033139.0,0,0,599087,0
2033139.1,0,70182,599086,255
2033140.0,0,0,599052,0
2033140.1,0,70132,599088,255
2033140.2,0,70133,599052,255
2033141.0,0,0,599053,0
2033141.1,0,70132,599089,255
2033141.2,0,70133,599053,255
2033142.0,0,0,599058,0
2033142.1,0,70132,599090,255
2033142.2,0,70133,599058,255
2033143.0,0,0,599055,0
2033143.1,0,70132,599091,255
2033143.2,0,70133,599055,255
2033144.0,0,0,599056,0
2033144.1,0,70132,599092,255
2033144.2,0,70133,599056,255
2033145.0,0,0,599057,0
2033145.1,0,70132,599093,255
2033145.2,0,70133,599057,255
2033146.0,0,0,597726,0
2033146.1,0,70137,599097,1
2033146.2,0,70137,599098,3
2033146.3,0,70137,599099,4
2033146.4,0,70137,599100,5
2033147.0,0,0,597727,0
2033147.1,0,70137,599101,3
2033147.2,0,70137,599102,4
2033147.3,0,70137,599103,5
2033148.0,0,0,599122,0
2033148.1,70253,0,599124,0
2033149.0,0,0,599021,0
2033149.1,70197,0,599128,0
2033150.0,0,0,599130,0
2033150.1,0,70256,599131,2
2033150.2,70256,0,599132,0
2033151.0,0,0,599135,0
2033151.1,0,70257,599136,1
2033151.2,70258,0,599137,0
2033152.0,0,0,599022,0
2033152.1,0,70197,599158,255
2033153.0,0,0,598891,0
2033153.1,70205,0,599160,0
2033154.0,0,0,599119,0
2033154.1,70125,0,599191,0
2033155.0,0,0,599120,0
2033155.1,70125,0,599192,0
2033156.0,0,0,599000,0
2033156.1,0,70261,599214,255
2033156.2,70261,0,599193,0
2033156.3,0,70307,599238,255
2033156.4,70307,0,599239,0
2033156.5,0,70342,599354,255
2033156.6,70342,0,599355,0
2033157.0,0,0,598865,0
2033157.1,0,70210,599164,2
2033157.2,70211,0,599197,0
2033157.3,0,70276,599280,2
2033158.0,0,0,599064,0
2033158.1,70214,0,599166,0
2033159.0,0,0,599146,0
2033159.1,66620,0,599152,0
2033160.0,0,0,599147,0
2033160.1,66620,0,599153,0
2033161.0,0,0,599149,0
2033161.1,66070,0,599154,0
2033162.0,0,0,599108,0
2033162.1,70218,0,599209,0
2033162.2,70219,0,599210,0
2033162.3,70220,0,599211,0
2033162.4,70221,0,599212,0
2033162.5,70222,0,599213,0
2033162.6,70324,0,599348,0
2033163.0,0,0,599109,0
2033163.1,70218,0,599215,0
2033163.2,70219,0,599216,0
2033163.3,70220,0,599217,0
2033163.4,70221,0,599218,0
2033163.5,70222,0,599219,0
2033164.0,0,0,599227,0
2033164.1,70261,0,599228,0
2033164.2,70307,0,599240,0
2033164.3,70342,0,599356,0
2033165.0,0,0,599156,0
2033165.1,70260,0,599157,0
2033166.0,0,0,599194,0
2033166.1,0,70303,599252,255
2033166.2,70306,0,599253,0
2033166.3,0,70338,599410,255
2033166.4,70340,0,599475,0
2033166.5,70341,0,599411,0
2033167.0,0,0,599195,0
2033167.1,0,70303,599254,255
2033167.2,70306,0,599255,0
2033167.3,0,70338,599473,1
2033167.4,0,70338,599412,255
2033167.5,70340,0,599474,0
2033167.6,70341,0,599413,0
2033168.0,0,0,599198,0
2033168.1,0,70291,599265,255
2033168.2,70291,0,599266,0
2033168.3,0,70336,599484,255
2033169.0,0,0,599296,0
2033169.1,0,70274,599331,4
2033169.2,70275,0,599297,0
2033170.0,0,0,599298,0
2033170.1,0,70274,599332,4
2033170.2,70275,0,599299,0
2033171.0,0,0,599308,0
2033171.1,70322,0,599309,0
2033172.0,0,0,597374,0
2033172.1,0,70298,599250,255
2033173.0,0,0,599336,0
2033173.1,70326,0,599337,0
2033174.0,0,0,598960,0
2033174.1,70324,0,599347,0
2033175.0,0,0,599111,0
2033175.1,70324,0,599349,0
2033176.0,0,0,599112,0
2033176.1,70324,0,599350,0
2033177.0,0,0,599011,0
2033177.1,70324,0,599352,0
2033178.0,0,0,599012,0
2033178.1,70324,0,599353,0
2033179.0,0,0,599196,0
2033179.1,70341,0,599414,0
2033180.0,0,0,598888,0
2033180.1,0,70349,599441,255
2033181.0,0,0,599437,0
2033181.1,0,70360,599476,1
2033181.2,0,70360,599477,2
2033182.0,0,0,599542,0
2033182.1,70544,0,599543,0
2033183.0,0,0,599544,0
2033183.1,67634,0,599545,0
2033184.0,0,0,599546,0
2033184.1,70544,0,599547,0
2033185.0,0,0,0,0
2033185.1,0,0,0,0
2033185.2,0,0,0,0
2033186.0,0,0,599553,0
2033186.1,0,70366,599554,1
2033186.2,0,70366,599555,2
2033187.0,0,0,599586,0
2033187.1,0,70436,599588,255
2033187.2,70438,0,599589,0
2033187.3,70447,0,599590,0
2033187.4,0,70455,599591,255
2033187.5,0,70478,600176,1
2033187.6,70495,0,600177,0
2033188.0,0,0,599616,0
2033188.1,0,70478,599617,2
2033188.2,0,70495,599618,255
2033189.0,0,0,599620,0
2033189.1,0,70372,599621,1
2033190.0,0,0,599635,0
2033190.1,0,70413,599636,2
2033190.2,0,70428,600514,255
2033190.3,0,70431,600515,255
2033190.4,70447,0,600316,0
2033190.5,0,70455,600317,255
2033190.6,0,70478,600318,1
2033190.7,0,70495,600319,255
2033191.0,0,0,599639,0
2033191.1,70447,0,599640,0
2033191.2,0,70455,599641,255
2033191.3,0,70478,600178,1
2033191.4,70495,0,600179,0
2033191.5,0,70769,599575,3
2033191.6,0,70771,599576,2
2033191.7,70772,0,600669,0
2033192.0,0,0,599642,0
2033192.1,70447,0,599643,0
2033192.2,0,70455,599644,255
2033192.3,0,70478,600180,1
2033192.4,70495,0,600181,0
2033193.0,0,0,599645,0
2033193.1,0,70484,599646,1
2033193.2,70495,0,599647,0
2033194.0,0,0,599872,0
2033194.1,0,70378,599873,1
2033194.2,0,70378,599874,2
2033194.3,0,70382,599875,2
2033194.4,0,70382,599876,4
2033195.0,0,0,599868,0
2033195.1,70517,0,599557,0
2033195.2,0,70503,600545,255
2033196.0,0,0,599881,0
2033196.1,70524,0,599882,0
2033196.2,0,70503,600546,255
2033197.0,0,0,599892,0
2033197.1,0,70354,599893,1
2033197.2,0,70354,599894,3
2033197.3,0,70359,600526,255
2033198.0,0,0,599898,0
2033198.1,0,70412,599899,2
2033198.2,70447,0,600330,0
2033198.3,0,70455,600331,255
2033198.4,0,70478,600332,1
2033198.5,0,70495,600333,255
2033199.0,0,0,599614,0
2033199.1,0,70470,599901,255
2033199.2,0,70495,599902,255
2033199.3,0,70786,599901,255
2033199.4,70841,0,600714,0
2033200.0,0,0,599486,0
2033200.1,70722,0,599490,0
2033201.0,0,0,599604,0
2033201.1,70473,0,599891,0
2033201.2,0,70478,599908,255
2033201.3,0,70480,599909,1
2033201.4,0,70481,599910,255
2033201.5,0,70495,600299,255
2033201.6,70780,0,600634,0
2033201.7,0,70783,600662,3
2033201.8,70783,0,600635,0
2033201.9,0,70835,600712,255
2033201.10,0,70836,600828,3
2033201.11,0,70838,600831,255
2033201.12,70839,0,600832,0
2033201.13,70841,0,600833,0
2033201.14,70842,0,600834,0
2033201.15,0,70900,601070,3
2033201.16,0,70900,601071,255
2033201.17,0,70906,601072,2
2033201.18,0,70907,601073,6
2033201.19,70909,0,601074,0
2033202.0,0,0,599911,0
2033202.1,0,70470,599912,255
2033202.2,0,70495,599913,255
2033203.0,0,0,599592,0
2033203.1,0,70447,599916,3
2033204.0,0,0,599593,0
2033204.1,0,70447,599917,3
2033205.0,0,0,599594,0
2033205.1,0,70447,599918,3
2033206.0,0,0,599595,0
2033206.1,0,70447,599919,4
2033207.0,0,0,599596,0
2033207.1,0,70447,599920,4
2033208.0,0,0,599597,0
2033208.1,0,70447,599921,4
2033209.0,0,0,599598,0
2033209.1,0,70447,599922,5
2033210.0,0,0,599599,0
2033210.1,0,70447,599923,5
2033211.0,0,0,599914,0
2033211.1,0,70455,599915,255
2033212.0,0,0,0,0
2033212.1,0,0,0,0
2033213.0,0,0,599560,0
2033213.1,0,70501,599929,255
2033213.2,0,70828,600809,2
2033213.3,70976,0,601219,0
2033214.0,0,0,599877,0
2033214.1,0,70501,599930,2
2033214.2,70826,0,600811,0
2033215.0,0,0,599878,0
2033215.1,0,70501,599931,2
2033215.2,0,70830,600812,3
2033216.0,0,0,599879,0
2033216.1,0,70501,599932,2
2033216.2,0,70828,600850,2
2033216.3,0,70828,600813,255
2033216.4,0,70971,601237,255
2033216.5,0,70976,601238,3
2033217.0,0,0,599880,0
2033217.1,0,70501,599933,2
2033217.2,0,70829,600814,255
2033217.3,0,70971,601239,255
2033217.4,0,70976,601240,3
2033218.0,0,0,599609,0
2033218.1,70720,0,599938,0
2033219.0,0,0,599939,0
2033219.1,0,70676,599940,2
2033220.0,0,0,600511,0
2033220.1,0,70468,599611,255
2033220.2,0,70835,600835,1
2033220.3,0,70842,600836,1
2033221.0,0,0,600512,0
2033221.1,0,70468,599612,255
2033221.2,0,70481,600308,4
2033221.3,0,70495,600309,255
2033221.4,0,70842,600852,255
2033221.5,70909,0,601069,0
2033222.0,0,0,600513,0
2033222.1,0,70468,599613,255
2033222.2,0,70481,600310,4
2033223.0,0,0,600183,0
2033223.1,70447,0,600184,0
2033223.2,0,70455,600185,255
2033223.3,0,70478,600186,1
2033223.4,70495,0,600187,0
2033224.0,0,0,600188,0
2033224.1,70447,0,600189,0
2033224.2,0,70455,600190,255
2033224.3,0,70478,600191,1
2033224.4,70495,0,600192,0
2033225.0,0,0,600193,0
2033225.1,0,70418,600194,2
2033225.2,0,70420,600195,3
2033225.3,0,70421,600196,2
2033225.4,0,70425,600197,1
2033225.5,70447,0,600198,0
2033225.6,0,70455,600199,255
2033225.7,0,70478,600200,1
2033225.8,70495,0,600201,0
2033226.0,0,0,600202,0
2033226.1,70447,0,600203,0
2033226.2,0,70455,600204,255
2033226.3,0,70461,600205,255
2033226.4,0,70478,600206,1
2033226.5,70495,0,600207,0
2033227.0,0,0,600208,0
2033227.1,0,70430,600209,5
2033227.2,70447,0,600210,0
2033227.3,0,70455,600211,255
2033227.4,0,70478,600212,1
2033227.5,70495,0,600213,0
2033228.0,0,0,600214,0
2033228.1,0,70430,600215,5
2033228.2,70447,0,600216,0
2033228.3,0,70455,600217,255
2033228.4,0,70478,600218,1
2033228.5,70495,0,600219,0
2033229.0,0,0,600220,0
2033229.1,0,70430,600221,5
2033229.2,70447,0,600222,0
2033229.3,0,70455,600223,255
2033229.4,0,70478,600224,1
2033229.5,70495,0,600225,0
2033230.0,0,0,600229,0
2033230.1,70447,0,600230,0
2033230.2,0,70455,600231,255
2033230.3,0,70461,600232,255
2033230.4,0,70478,600233,1
2033230.5,70495,0,600234,0
2033231.0,0,0,600235,0
2033231.1,70447,0,600236,0
2033231.2,0,70455,600237,255
2033231.3,0,70478,600238,1
2033231.4,70495,0,600239,0
2033232.0,0,0,600240,0
2033232.1,0,70478,600241,1
2033232.2,0,70495,600242,255
2033232.3,0,70784,600554,2
2033232.4,70785,0,600555,0
2033232.5,0,70775,600654,255
2033232.6,0,70776,600655,255
2033233.0,0,0,599926,0
2033233.1,0,70462,599664,255
2033233.2,0,70478,600243,1
2033233.3,0,70495,600244,255
2033233.4,0,70784,600556,2
2033233.5,70785,0,600557,0
2033234.0,0,0,600245,0
2033234.1,0,70478,600246,1
2033234.2,0,70495,600247,255
2033234.3,0,70785,600643,255
2033234.4,70785,0,600644,0
2033234.5,0,70775,600656,255
2033234.6,0,70776,600657,255
2033235.0,0,0,600248,0
2033235.1,0,70478,600249,1
2033235.2,0,70495,600250,255
2033235.3,0,70785,600645,255
2033235.4,70785,0,600646,0
2033235.5,0,70775,600658,255
2033235.6,0,70776,600659,255
2033236.0,0,0,600254,0
2033236.1,0,70495,600255,255
2033236.2,0,70909,601088,2
2033237.0,0,0,599665,0
2033237.1,0,70450,600257,1
2033237.2,0,70453,600258,2
2033237.3,0,70455,600259,255
2033237.4,70460,0,600260,0
2033237.5,0,70461,600261,1
2033237.6,0,70462,600262,255
2033237.7,0,70478,600263,1
2033237.8,0,70495,600264,255
2033237.9,0,70909,601090,2
2033238.0,0,0,599888,0
2033238.1,70465,0,600265,0
2033238.2,0,70466,600266,1
2033238.3,0,70478,600431,1
2033238.4,0,70495,600432,255
2033238.5,0,70786,599888,255
2033238.6,0,70842,600848,1
2033238.7,0,70903,601097,1
2033238.8,0,70906,601098,2
2033238.9,0,70907,601099,6
2033238.10,0,70909,601108,2
2033239.0,0,0,599889,0
2033239.1,70447,0,600267,0
2033239.2,0,70455,600268,255
2033239.3,0,70478,600269,1
2033239.4,0,70495,600270,255
2033240.0,0,0,599890,0
2033240.1,0,70406,600271,4
2033240.2,70447,0,600272,0
2033240.3,0,70455,600273,255
2033240.4,0,70478,600274,1
2033240.5,0,70495,600374,255
2033240.6,0,70731,600592,2
2033240.7,70731,0,600374,0
2033241.0,0,0,599900,0
2033241.1,0,70404,600283,8
2033241.2,70404,0,600282,0
2033241.3,0,70406,600275,4
2033241.4,70447,0,600276,0
2033241.5,0,70455,600277,255
2033241.6,0,70461,600278,255
2033241.7,0,70478,600279,1
2033241.8,0,70495,600280,255
2033242.0,0,0,600281,0
2033243.0,0,0,600285,0
2033244.0,0,0,600339,0
2033244.1,0,70455,600340,255
2033244.2,0,70478,600341,1
2033244.3,0,70495,600342,255
2033245.0,0,0,599622,0
2033245.1,70447,0,600345,0
2033245.2,0,70455,600346,255
2033245.3,0,70458,600347,255
2033245.4,0,70478,600348,1
2033245.5,0,70495,600349,255
2033246.0,0,0,600364,0
2033246.1,0,70450,600365,1
2033247.0,0,0,600362,0
2033247.1,70719,0,600363,0
2033248.0,0,0,599662,0
2033248.1,0,70458,600368,1
2033249.0,0,0,599663,0
2033249.1,0,70458,600369,1
2033250.0,0,0,599767,0
2033250.1,0,70495,599973,255
2033251.0,0,0,599768,0
2033251.1,0,70495,599974,255
2033252.0,0,0,599770,0
2033252.1,0,70495,599975,255
2033253.0,0,0,599771,0
2033253.1,0,70495,599976,255
2033254.0,0,0,599772,0
2033254.1,0,70495,599977,255
2033255.0,0,0,599773,0
2033255.1,0,70495,599978,255
2033256.0,0,0,599774,0
2033256.1,0,70495,599979,255
2033257.0,0,0,599775,0
2033257.1,0,70495,599980,255
2033258.0,0,0,599776,0
2033258.1,0,70495,599981,255
2033259.0,0,0,599777,0
2033259.1,0,70495,599982,255
2033260.0,0,0,599778,0
2033260.1,0,70446,599983,255
2033261.0,0,0,599779,0
2033261.1,0,70446,599984,255
2033262.0,0,0,599780,0
2033262.1,0,70495,599985,255
2033263.0,0,0,599781,0
2033263.1,0,70495,599986,255
2033264.0,0,0,599782,0
2033264.1,0,70495,599987,255
2033265.0,0,0,599783,0
2033265.1,0,70495,599988,255
2033266.0,0,0,599784,0
2033266.1,0,70406,599989,4
2033267.0,0,0,599785,0
2033267.1,0,70495,599990,255
2033268.0,0,0,599786,0
2033268.1,0,70495,599991,255
2033269.0,0,0,599787,0
2033269.1,0,70406,599992,4
2033270.0,0,0,599788,0
2033270.1,0,70406,599993,4
2033271.0,0,0,599789,0
2033271.1,0,70406,599994,4
2033272.0,0,0,599790,0
2033272.1,0,70406,599995,4
2033273.0,0,0,599791,0
2033273.1,0,70446,599996,255
2033274.0,0,0,599792,0
2033274.1,0,70446,599997,255
2033275.0,0,0,599793,0
2033275.1,0,70406,599998,4
2033276.0,0,0,599794,0
2033276.1,0,70406,599999,4
2033277.0,0,0,599795,0
2033277.1,0,70495,600000,255
2033278.0,0,0,599833,0
2033278.1,0,70406,600001,4
2033279.0,0,0,599834,0
2033279.1,0,70406,600002,4
2033280.0,0,0,599835,0
2033280.1,0,70495,600003,255
2033281.0,0,0,599851,0
2033281.1,0,70495,600004,255
2033282.0,0,0,599836,0
2033282.1,0,70495,599864,255
2033283.0,0,0,600289,0
2033284.0,0,0,600293,0
2033285.0,0,0,599649,0
2033285.1,0,70447,600256,255
2033286.0,0,0,600370,0
2033286.1,0,70455,600371,255
2033286.2,0,70478,600372,1
2033286.3,0,70495,600373,255
2033287.0,0,0,600375,0
2033287.1,0,70454,600376,3
2033287.2,0,70455,600377,255
2033287.3,0,70478,600378,1
2033287.4,0,70495,600379,255
2033287.5,70784,0,600636,0
2033287.6,0,70785,600641,255
2033288.0,0,0,600380,0
2033288.1,0,70478,600381,1
2033288.2,0,70495,600382,255
2033288.3,0,70785,600642,255
2033289.0,0,0,599764,0
2033289.1,0,70478,600153,3
2033289.2,0,70842,600720,1
2033289.3,0,70903,600925,1
2033289.4,0,70907,600926,6
2033290.0,0,0,599765,0
2033290.1,0,70495,600154,255
2033290.2,0,70786,599765,255
2033290.3,0,70842,600721,1
2033290.4,0,70903,600927,1
2033290.5,0,70907,600928,6
2033291.0,0,0,599821,0
2033291.1,0,70478,600155,3
2033291.2,0,70842,600722,1
2033291.3,0,70903,600929,1
2033291.4,0,70907,600930,6
2033292.0,0,0,599805,0
2033292.1,0,70495,600156,255
2033292.2,0,70786,599805,255
2033292.3,0,70842,600723,1
2033292.4,0,70903,600931,1
2033292.5,0,70907,600932,6
2033293.0,0,0,599806,0
2033293.1,0,70478,600157,3
2033293.2,0,70842,600724,1
2033293.3,0,70903,600933,1
2033293.4,0,70907,600934,6
2033294.0,0,0,599802,0
2033294.1,0,70478,600158,3
2033294.2,0,70495,600159,255
