#,Description,DescriptionEnhanced,Tooltip
0,,,
320,"Summon forth your Rising Phoenix, a symbol of rebirth and gratitude both.","Created as a token of gratitude for the Warrior of Light, this majestic familiar assumes the likeness of the Phoenix, the immortal bird of legend. Upon death, the creature is said to rise again from its own ashes, on account of which it is revered as a symbol of rebirth.","The fires of Ifrit─nay─the Phoenix have
taken up residence in my heart, where
they will continue to burn forevermore!
   - Jude"
321,"Summon forth your burabura chochin, a kindred spirit in wandering.","Contrary to expectation, this lantern ghost did not care to haunt people, and was content to simply wander Mount Rokkon. When it saw you similarly wandering, it took you for a kindred spirit and decided to follow you wherever the wind should blow.","Could they be evil spirits, lying in
wait for hapless treasure seekers?
   - Zukin"
322,"Summon forth Shishioji, a prince who just can't wait to be king (again).","When the mighty Shishio, legendary auspice and king of the nue, was defeated, it shed a fragment of its malevolent will, which took form as this being. Possessing a will of its own, it recognizes you as its superior, and consents to bearing you upon its back.","Doubtless the lion's share
of the credit lies with me.
   - Nero tol Scaeva"
323,"Summon forth your shadow wolf, a nightmare creature that could only be dreamed up by the darkest of souls.","A spawn of darkest shadow, this dread wolf is said to have been created by an evil king to do battle with a hero of eld. Though the truth of the tale cannot be verified, the creature's eyes betray not a hint of hatred towards the Warrior of Light, whom it serves with unfaltering obedience.","When brought into the light,
the wolf can seem less fearsome.
   - Pumpkin-headed Apparition"
324,"Summon forth your magicked children's bed, and enjoy the carefree sleep of a child wherever you go.","Crafted especially for children, this magicked bed hovers by virtue of crystals sourced from floating isles, and gives the sensation of sleeping on a cloud. The design is said to be directly inspired by the beds used at Menphina's Arms.","Keep that up and I'll send you
to bed without supper.
   - Y'shtola"
325,"Summon forth your lynx of fallen shadow, which is what a certain knight in black might look like as a large, winged feline.","A phantom creation whose elemental aspect is tipped strongly towards Darkness. The motes of Light it sheds call to mind the grim resolve of one who bears a great burden, but the origins of this familiar are shrouded in fallen shadow.","I may deal from the shadows,
but I dislike shadowy dealings.
   - Remon"
326,"Summon forth Torgal, a trusty hound inspired by the trusty hound inspired by the memories of the actual trusty hound.","According to the wandering minstrel, the beast who appeared to aid the stranded Clive was a guiding spirit born of its master's memory. So impressed was the ever-insightful musician by the creature, he decided to create this faithful facsimile in hopes that it might also serve as your loyal companion.","A more dependable comrade one
would be hard-pressed to find.
   - Alphinaud"
327,"Summon forth your Ark, a bipedal warmachina disguised as an airship─or an airship disguised as a bipedal warmachina, if you prefer.","Seeking to develop an advanced transforming airship, the engineers of Garlond Ironworks turned to the expertise of a former Illuminati scientist. The result is a machina that can convert between bipedal and assault craft forms in the blink of an eye.","It would seem there is more
to you than meets the eye.
   - Yugiri"
328,"Summon forth your apocryphal Bahamut, an embodiment of the fallen wyrm's burning desire to be free...and apparently carry you on a sofa.","This draconic entity is brought forth by blowing into the horn you received from the wandering minstrel while holding in your heart Bahamut's song recorded by the Heimdall. Thus imbued with hopes and dreams, it desires nothing more than to soar the boundless skies and recognizes your free-spirited self as its master.","Let me examine it, that I might
ascertain its authenticity.
   - Oboro"
329,Summon forth your crescent moon mount. By all accounts more comfortable to perch upon than one shaped like a full moon.,"Designed in the likeness of a crescent moon, this magicked gondola was being kept in storage in Sharlayan, where it was classified as a gift. While its origin is undisclosed, the automaton that accompanies the contraption offers a telling clue.","Gods, I can scarcely believe we
went to the moon and back...
   - Thancred"
330,"Summon forth your Rhiyes, a vibrantly hued mechanical rhinoceros that can't say no to terrorizing the Beans of Blunderville.","Created to serve as an obstacle in Blunderville, this mechanical rhinoceros has employed its ample weight and power to thwart the progress of many a hapless Bean. Fortunately for you, however, this example was programmed to shuttle you around rather than send you flying.","There they go again, charging off
before we have a chance to discuss
our plan of action!
   - Shigure"
331,"Summon your oppressor mount, a weapon of war-turned-conveyance of comfort.","Originally an autonomous weapon developed by the Illuminati, this oppressor underwent a conversion to be able to carry a pilot. While the process necessitated the stripping of munitions, what the machina loses in destructive capabilities, it gains in luxury and comfort.","What did you expect you were
in for, a luxurious litter ride!?
   - Sicard"
332,"Summon forth your lynx of abyssal grief, which could be what a certain dread voidsent born in the depths of the moon might look like as a large, winged feline.","A phantom creation whose being brims with the Darkness that roiled in the depths of the Thirteenth's moon. The motes of Light it sheds calls to mind the yearning for home that drove the dread voidsent Zeromus, but the origins of this familiar are shrouded in abyssal grief.","I just...I just want to go home...
   - Drest"
333,"Summon forth your sabotender de la luna mount, a prodigious cactuar raised on a diet of rousing tales.","Under the patronage of its mistress, Rowena, this cactuar has led a pampered life. With the merchant being too busy to personally tend to it, however, its care fell to Khloe Aliapoh, whose attentive hand and rousing tales allowed it to grow into a large specimen with a luminescent blossom.","The smell of the sea is sending
needles up my nose!
   - Presumptuous Postmoogle"
334,"Summon forth your spectral Statice, an avatar of the mischief-loving faerie from Aloalo Island.","This mischief-loving faerie was originally companion to a scholar, but her aether refused to disperse in the wake of her master's death. After enduring a dull existence for long years, she found in you someone who could provide her with excitement, and thus did she weave an avatar of herself to join you on adventures.","Most serious scholars consider it
little more than a faerie tale.
   - Phillice"
335,"Summon forth your Garlond GL-IIT, a magitek vehicle equipped with a tiller, and cultivate your isle in style.","A variant of the popular Garlond GL-II, this trike has been engineered for cultivating the land. The ceruleum-powered rotary tiller makes short work of transforming rough terrain, while the cargo tray is ideal for transporting materials and passengers both.","This untamed isle is yours
to cultivate as you see fit.
   - Tataru"
336,"Summon forth Peatie, a goobbue maiden with a soft spot for peach blossoms.","Hailing from a place where the peach trees bloom, this winsome goobbue maiden was found and taken in by the traveling entertainer Aldemund. After delighting the crowds on Little Ladies' Day, she made the decision to join you on your adventures in order to spread more cheer.","Place these peach blossoms
in your hair, and become
as princesses!
   - Aldiytha"
337,,,
338,"Summon forth your quaqua, a familiar hailing from the south sea isles that has either a permanent snarl or grin, depending on one's outlook on life.","Employed by a treasure hunter of Aloalo Island, this familiar was born of an early form of arcanima, an art which emerged in the south sea isles. The being's origin is attested by its predominantly wooden construction, a method which precedes the use of gemstones to create Carbuncles.","Them younglin's will be grinnin'
ear to ear when they see what
you've got in store!
   - Baenfaeld"
339,"Summon forth your island Peerifool. If anyone asks, it bears no relation whatsoever to a certain malicious rotting vegetable.","Loaded aboard a trading vessel as part of its provisions, this mandragora decided to try her luck in the open sea rather than be added to soup. As luck would have it, the tides delivered her to a desert island, whose fertile soil and sunshine allowed her to attain enormous proportions.","Honestly, I've never seen
such foolishness!
   - Namono Tayamono"
340,"Summon forth your island adenium. Literally a desert rose by another name, and doesn't have much of a scent to brag about.","Sprouted and grown in the South Mandra Kingdom, this adenium lived what he thought was a happy life until he encountered the Peerifool. From the castaway vegetable, he learned about the great wide world beyond the island's bounds, and began to dream of embarking upon grand adventures.","I have oft heard it said that a blossom's beauty
can move a man to love and long, but I never truly
believed it until I met you two desert roses.
   - Thancred"
341,,,
342,"Summon forth your ty'aitya. Though its kind is ordinarily only capable of gliding, no one has apparently told this fellow, who can fly indefinitely.","Its name meaning “little voices at play” in Xbr'aal, this herbivorous beastkin is capable of gliding impressive distances owing to the skin that stretches between its wrists and ankles. Fiercely territorial, it is known to attack even large predators using the bladelike cartilage protruding from the side of its hands.","Have you ever seen a ty'aitya?
   - Ty'at Roh"
343,Summon forth your air-wheeler A9. The lights aren't merely for show and actually make it go.,"Designed and built in Alexandria, this single-rider flying vehicle uses electrope to convert lightning to wind energy, which it expels to produce levitation and propulsion. While air-wheelers are extensively employed by the military, the A9 is a civilian model and does not come fitted with armaments.","I'm looking for an air-wheeler A9.
Have you got any...er...smaller sizes?
   - Milalla Customer"
344,Summon forth your alpaca. Its foul spit is outweighed by its cuteness and utility. Mostly.,"Known as a Pelupelu merchant's best friend, the alpaca has long been raised as livestock in the mountainous regions of Tural. They are prized for their wool, a staple material in traditional textiles, as well as their sure-footedness, which sees them employed as both pack animals and cavalry mounts.","You can take an alpaca to water,
but you can't make it drink.
   - Keshkwa"
345,Manifest your wings of ruin. Rest assured they won't bring destruction wherever they go.,"Calling to mind Valigarmanda, the dread creature dubbed the Skyruin, these magicked wings grant their wearer an aura of irrepressible might. Though they are said to manifest only for those who are worthy, the truth of their nature is shrouded in mystery.","The tales these walls could
tell of the Skyruin...
   - Pameka"
346,Manifest your wings of resolve. Their deep-blue hue exudes the burden of a lost man.,"Calling to mind Zoraal Ja, King of Resolve of Alexandria, these magicked wings grant their wearer an aura of undying pride. Though they were discovered near the throne on the summit of Everkeep, the truth of their nature is shrouded in mystery.","When the army fails in its duty,
it is the charge of the King of Resolve
to clean up its mess.
   - Zoraal Ja"
347,"Summon forth your outrunner, a rotund machine built by the Alexandrians.","A general-purpose machine, the outrunner can perform a wide variety of tasks, from the maintenance of facilities and devices to the elimination of dangerous creatures. Its design incorporates a monitor which displays comical expressions in lieu of a face, that it might be more approachable to the public.","Outrunner guide unit identified.
   - Mechanical Sentry"
348,Summon forth your mehwapyarra. As dutiful as it is laid-back.,"This fully grown mehwapyarra (“capybara” in certain other parts) was wandering alone in Shaaloani when it was attacked and swallowed whole by the tural vidraal Ttokrrone. Fortunately for the creature, you appeared and put down its devourer before it could be digested, and it now lends you its back out of a sense of duty.","The Fury take these
ridiculous flying rodents!
   - Estinien"
349,"Summon forth your monowheel S1, a bold vehicle fit for a champion of the Arcadion.","A prize Ascension Arcadia bestows upon its champions, this unique one-wheeled vehicle employs an advanced stability system that allows it to traverse any and all terrain. Owing to its complex controls, however, it takes considerable practice to become a competent rider.","Without further ado, let us
set the wheels in motion!
   - Lady Luck"
350,"Summon forth your rroneek. As your trusty steed, this creature can look forward to living to a ripe old age.","Found grazing the plains of Xak Tural, this stoutly built beastkin has been prized since ancient times on account of fairly every part of it being a useful resource. Owing to its importance in their lives, many nomadic tribes revere it as their guiding animal, and migrate alongside it with the seasons.","Well, you two look happier than
a pair of rroneek in the sun.
   - Zemoweni"
351,"Summon forth Ullr, a dragon on the hunt for a musical collaboration.","Belonging to Ratatoskr's brood, this dragon was searching for a mortal with whom it could weave songs when it chanced to see you in the middle of a hunt. So impressed was it by your prowess, it chose to accompany you on your travels in hopes of witnessing more heroic feats.","Like our esteemed ancestor, I will
fill the skies with beauteous songs!
   - Ehll Tou"
352,"Summon forth your qeziigural, a winged golem whose name means “gold that flies” in the Mamool Ja tongue.","Encountered in Cenote Ja Ja Gural, this winged stone construct is outfitted with golden adornments whose engravings bespeak Mamool Ja origins. As its bare body appears to hail from an earlier time, however, it is believed to be a Yok Huy relic that was repurposed and decorated.","Don't indulge them with anything
but a face of stony indifference.
   - Papa Gruff"
353,"Summon forth your automatoise, a weapon of war developed in Origenics.","A weapon of war developed in Origenics, this giant tortoise has been augmented with a reinforced electrope skeleton and servomotors in order to enhance defense and strength. As the underlying creature is ordinarily mild-mannered, it is infused with the soul of a savage predator to lend it ferocity at the onset of battle.","That strikes me as a rather curious thing to be
researching, but to each their own, I suppose!
   - Knowledgeable Loporrit"
354,"Summon forth your mountain zu, and make ready to quench your thirst for adventure.","This subspecies of the monstrous zu is known to inhabit the mountainous regions of the Near East. Seeking to tame the ill-tempered bird, Hannish alchemists fed it a specially concocted brew, which had the desired effect while causing the creature to give off a refreshing citrus aroma.","I can't remember the last time
I felt so refreshed!
   - Tataru"
355,,,
356,"Summon forth your barreltender, a sabotender possessed of a hulking frame that has earned it its name.","Native to the arid wilds of Xak Tural, this abnormally well-built sabotender resolved to further hone its flesh after meeting its match in an adventurer. As part of a rigorous training regime, it willingly and tirelessly carries you hither and yon.","Hells, he's every bit as muscular
and majestic as I remembered!
   - Humphrey"
357,"Summon forth your eggeater, an anteater raised on a luxurious diet of eggs.","Under the patronage of its mistress, Rowena, this widowmaker has led a pampered life. As it was impractical to feed it the prodigious quantities of ants its kind consumes in the wild, however, it was instead raised on a diet of beaten eggs. This specimen is well accustomed to men, and permits those it trusts to ride upon its back.","We can ill afford to place
all our eggs in one basket.
   - Erenville"
358,"Summon forth your punutiy, and delight onlookers to no end with its winsome charm.","Inhabiting the waters of Yok Tural, these gentle giants have been employed by men since olden days to tow boats on the continent's rivers and lakes. This specimen is particularly inquisitive, and having been imbued with the ability to fly, it has further developed a taste for travel.","If the punutiys are happy,
then I'm happy too.
   - Yubli"
359,,,
360,"Summon forth your shroud of Darkness, a lingering sliver of the Cloud of Darkness's eldritch raiment.","A sliver of the eldritch raiment worn by the Cloud of Darkness. Appearing to be perpetuated by residual aether, it shows no sign of dissipating and allows its wearer to fly freely. Though soft to the touch like the finest wool, the fog that clings to it results in a persistent clamminess.","Darkness shall consume Light!
   - Igeyorhm"
361,Summon forth your dais of Darkness. Will not vanish beneath your feet after a set duration.,"A piece of the battlefield created by the Cloud of Darkness, upon which only those recognized by the being may set foot. While it has sent countless foes plummeting into endless void, by triumphing over its maker, you appear to have gained control over it.","A well-maintained airship can mean
the difference between life and a
horrible, plummetin' death.
   - Redbill Engineer"
362,"Summon forth your hovering hot pot. Formerly a ritual cauldron, it now soars the skies while simmering with scrumptious morsels.","Long ago, when a ritual cauldron was accidentally used to cook dinner for the lord of Yanxia, a strange phenomenon occurred which saw the vessel rise into the air like the fiery wheels of divine legend. Thereafter, subsequent generations of rulers took to filling the cauldron with various delicacies, which they enjoyed even as they hovered in the heavens.","What is this? It smells...spicy.
   - Erenville"
363,Manifest your wings of eternity. Their luminous green hue exudes the determination of a recreated queen.,"Found within the virtual domain created by the Meso Terminal, these armor-clad wings are reminiscent of the dread entity that Sphene had become. While their origin is shrouded in mystery, they exude the unwavering determination of a ruler who placed her subjects above all else.","My desire to protect my people
transcends all others!
   - Sphene"
364,"Summon forth your vacuum suit, and live the dream of piloting a futuristic bipedal machina.","Created for the Cosmic Exploration Initiative, this construction machina was developed as a collaboration between Loporrit, Sharlayan, and Garlean engineers. As a result, it exhibits magitek armor influences in its design, particularly in the area of its piloting system.","If I am not mistaken, this would
not be the first time you've piloted
one of these suits.
   - G'nibnpha"
365,"Summon forth your venturous kamuy, blessed wolf who shall not be bound by such corporeal laws as gravity or aerodynamics.","During a journey to the Far East, the merchant Rowena came upon and took in this wolf which, having received a divine blessing, is able to lope freely through the sky. In the part of the world whence it hails, a practice exists wherein dogs are sent to pay homage at distant shrines in their masters' stead.","Oho, how enterprising!
   - Hasdahd"
366,,,
367,,,
368,,,
369,,,
370,,,
371,"Summon forth your cosmic countenance, a Loporrit-designed defense system that serves with a smile─albeit an unsettling one.","Originally created to protect Smileton, this machina has the appearance of a face that smiles at residents and grimaces at trespassers. When the construction of the settlement was suspended with the forestalling of the Final Days, this unit was repurposed for general support duties.","Let's get out there and
serve up some smiles, eh?
   - Jammingway"
372,"Summon forth your demon haul, a dreaded guardian-turned-mode of transport.","This formerly inanimate block of stone was brought to ghastly life by way of arcane patterns engraved in blood. Though created in bygone times to repel trespassers as a guardian, the removal of its core has rendered it harmless while additionally allowing it to serve as a mode of transport.","How many times now have
you and yours hauled us
back from the brink?
   - Merlwyb"
373,"Summon forth your petalodus, an ambulatory shark that thinks of you as a friend, not food.","Though ancient Nymian legend speaks of mythical sharks possessed of arms and legs, it is unknown whether they bear any connection to the bipedal petalodus. Though its kind are ferocious by nature, for reasons unknown, this particular specimen treats you as an old friend...and here we are.","Shark! Shark! Run for your lives!
   - Faire-goer"
374,Summon forth your snowstreamer. Guaranteed not to inconveniently melt while you are inside.,"Hollow on the inside and sustained by the power of eternal ice, this snowman garbed in fetching purple promises to keep its rider cool even in the hottest of climes. Rumor holds it is the perfect companion for those who wish to share their adventures with others, as well as those who wish to cheer others along on theirs.","There's something strange about
these snowmen, yes, but...I can't
quite put my finger on it.
   - Isainne"
375,,,
376,,,
377,,,
378,,,
379,"Summon forth the pilgrim's protector, a wandering worshiper's best friend.","A white-furred beast native to lands formerly belonging to the Kingdom of Voeburt. They can be domesticated if raised from birth, and were known to escort adherents of the Church of the First Light on pilgrimages. Due to its exceptional docility, this specimen is believed to be descended from such trained creatures.","There is much I could learn
from your pilgrimage.
   - Hien"
380,,,
381,"Summon forth your branchbearer. If it looks like a bird, flies like a bird, and cries like a bird, then it...could be a predatorial seedkin disguised as a bird.","The branchbearer is employed as a companion plant in Gok Golma, where it protects crops by deterring pests with its aetheric emissions. In the past, the species was so aggressive that it was known to actively hunt animals for sustenance, but the Doppro people have succeeded in their domestication.","Truly, a more effective deterrent
I could not imagine.
   - Alphinaud"
382,"Summon forth your air-wheeler C9, and turn heads all over Solution Nine.","The C9 is the latest flying passenger vehicle to be developed in Alexandria. Propelled by six electrope thrusters that serve as wheels when driven on the ground, it performs equally well on land as it does in the air, and is the object of desire for the youths of Solution Nine.","It's almost scary what you
can do with electrope...
   - Wuk Lamat"
383,"Summon your ancient airship, a magic-propelled vessel capable of bearing you and three companions.","Discovered on the Occult Crescent, this ancient airship is powered not by ceruleum like modern vessels, but rather relies on magic to manipulate wind-aspected aether and generate propulsion. As this magic must be provided by passengers, it is recommended to ride in a group in order to avoid exhaustion.","Go as a gale wind to
the wrecked airship.
   - Sonu Vanu"
384,,,
385,"Summon forth your high mobility vacuum suit, and live the dream of piloting a futuristic bipedal machina.","Those who have made exceptional contributions to the Cosmic Exploration Initiative are presented with this special vacuum suit, whose chassis and drivetrain have been tuned to increase power output. While proportionately more difficult to maneuver as a result, it is highly regarded among veteran pilots.","Hop into the pilot's seat!
We'll begin as soon as
you're ready!
   - Wedge"
386,"Call into action your warp loader, and bulldoze your way through life.","Created for the Cosmic Exploration Initiative, this six-wheeled construction machina can traverse the roughest terrain with ease, and boasts ample power for clearing away obstacles with its front-facing blade. It is highly regarded among the Loporrits for its combination of utility and mobility.","You've certainly proven you
are not one to let obstacles
stand in your path.
   - Grynewyda"
387,,,
388,"Summon forth His Royal Headness on Parade, that all may bask in the splendor of a well-formed noggin.","This uncanny mascot of a forgotten amusement park has no tolerance for unsightly heads, and will stop at nothing to separate those that fail to satisfy him from their bodies. The only way to escape his scrutiny is to ride him, thereby becoming one with his flawless noggin.","I shall not rest until my every subject
bears a beauteous noggin!
   - His Royal Headness Leonogg I"
389,Manifest your wings of the knighthood. Their vibrant red hue exudes the passion of a dutiful knight.,"Found within the ruins of Alexandria Castle, these armor-clad wings are reminiscent of the formidable machine imbued with the memories of Zelenia, former second-in-command of the royal knights of Alexandria. While their origin is shrouded in mystery, they exude the passion of a knight who lived to serve her queen.","She was the soul of conviction─
and so are we!
   - Kenwrec"
390,Call into battle your magitek slasher. Has been stripped of its blades and is therefore safe to ride.,"An autonomous imperial warmachina designed in the likeness of a vilekin; the razor-sharp blades fitted onto their forelimbs are said to haunt the dreams of many an enemy soldier. This particular unit was seized by the Eorzean Alliance, and subsequently disarmed for use in transportation.","My expertise is more
in hacking and slashing.
   - Giott"
391,,,
392,,,
393,"Summon forth Vurgar the Loyal, and give your enemies twenty seconds to comply.","In ages past, the Yok Huy employed golems such as this as weapons of war, but following Tuliyollal's founding, they refrained from creating new ones out of their newfound aversion to conflict. In the Yok Huy tongue, the name Vurgar simply means “one who possesses a body of stone.”","If you want the golem restored,
you may leave it to my husband!
   - Dulia-Chai"
394,"Summon forth your wanyudo, and hold on for dear life as the nightmare rolls on.","Appearing as an oxcart wheel adorned with a demonic face, this automaton originating from the Far East is created in the likeness of mythical apparitions that steal the souls of any who look upon them. While originally intended to repel intruders, it can also serve as a mode of transport for those with sufficient endurance.","Creaky wheels get the
grease around here!
   - Nitowikwe"
395,"Summon forth your forgiven mimicry. Not actually a sin eater, so it can be ridden without fear of turning those around you into one.","Found prowling Pilgrim's Traverse, this motley creature appeared to be a sin eater at first glance, but is in fact a variety of ambulating plant. It is believed that it learned to assume its present form in order to survive in the Light-flooded First.","I don't think anyone can truly
mimic your unique strengths.
   - Jessie"
396,"Summon forth your Ambulario, and ride in the delightfully fiendish spirit of All Saints' Wake.","Designed in the fiendish likeness of the Impresario, the leader of the Continental Circus, this automaton incorporates an enchantment which allows it to weave festive glamours. Its head also produces a satisfyingly sonorous bonk when struck, for a more mundane sort of amusement.","Hello there, pumpkin!
Enjoying the festivities, I hope?
   - Continental Circus Publicist"
397,"Summon forth your shagcoat cat, a gigantic-yet-gentle feline with a penchant for sporting a blue bowtie.","Native to Tural, this enormous breed of cat is regarded as a gentle giant on account of its intelligence and mild temperament. While those who have gained its trust are permitted upon its back, would-be riders should be prepared to get fur everywhere when it sheds its shaggy coat during the warmer seasons.","Let us spread a love for
all things feline far and
wide across the land!
   - Neko Bugyo"
398,"Summon forth your Seikret, the steed of choice for serious hunters.","A beast of burden known for its strength and swiftness. Additionally possessed of a superior sense of smell, they are able to track prey over great distances, making them an indispensable hunting companion whence they hail.","So what's the adventure?
Monster hunting?
   - Yozan"
399,"Summon forth your Felyne support team cart, safe in the knowledge that there is no reward penalty for riding it.","Featuring a time-tested construction, this cart is purpose-built to bear distressed hunters to safety. No matter how dangerous the destination, the Felynes will never fail to sally forth to the rescue, but it appears some hunters would not be caught dead being carted away.","That was meow-gnificent!
   - Felyne"
400,"Summon forth your yan, a sheep spirit whose disarmingly adorable appearance belies its tremendous might.","Hailing from the Ninth, this unusually proportioned sheep is held to be a benevolent spirit that bestows blessings in exchange for an offering of diamonds. This entity in particular is especially genial and generous, and gladly employs its powers in service to your transportation.","I believe diamonds
would be best for that.
   - Crystal Merchant"
401,"Summon forth your interstellar dhalmel, and ride it boldly where no dhalmel has gone before.","This dhalmel was a subject in adaptability testing for life-forms native to Etheirys. As their kind is found in multifarious lands, from arid wastes to floating isles, they are believed to be highly adaptable, and it is hoped that they will also thrive in interstellar environments.","If some ill misfortune befalls you─
say, you're trampled by the dhalmels─
know that your remains will not go to waste.
   - Atelloune"
402,"Deploy your cosmoboard, and shred up the cosmos (figuratively) wherever you go.","Originally used to convey workers around Sinus Ardorum as part of the Cosmoliner network, this hovering board has undergone modification to incorporate a crystal power source. The result is a personal mode of transportation that is unbound to set routes, and looks radical besides.","How in the world do they
make it hover like that?
   - Anxious Girl"
403,"Summon forth your chandelier of First Light, and live like tomorrow doesn't exist. Like it doesn't exist.","A furnishing at the Church of the First Light, this chandelier was imbued with levitation magicks to prevent it from falling and causing injury. In a development the church could not have foreseen, it has since been enhanced by fae enchantments and made able to soar the skies while bearing a rider.","My, how fancy. Though I suppose
this is a rather fancy place, isn't it.
   - Moogle Suitor"
404,,,
405,,,
406,,,
407,Manifest your wings of death. Their somber hue exudes a sense of impending doom.,"Found within the Meso Terminal, these somber wings are reminiscent of Necron, the dark primal brought forth by the fear of death that had gripped Alexandrians. While their origin is shrouded in mystery, only one who stands unyielding beneath the weight of impending doom can hope to bear them.","You are bound by the limits
of flesh. It will betray you.
   - Calyx"
408,Summon forth your ornamental shrublet. Seeks either revenge or proliferation or both on its way to a new land.,"This ambulating plant appears to be an offshoot of the ornamental shrubs you encountered along Pilgrim's Traverse. Though it is unclear whether it desires revenge for its fallen parents or simply wishes to sow its seeds in faraway lands, it has seemingly decided to follow you.","Only the most fearsome
bits of shrubbery get given
elite mark status.
   - Aytienne"
409,,,
410,,,
411,"Summon forth your dynamite, a soulkin favored of the merchant Rowena. House-trained and should therefore not explode in a fiery conflagration.","A variety of fiend that is brought to life when an inanimate rock is imbued with aether. Due to the possibility that it harbors precious stones, this specimen was acquired by Rowena and entrusted to the care of Khloe Aliapoh. As a result, it has become so familiar with people that it is willing to carry a rider.","Oh, d-dear... A swarm of dynamite
has drifted inside the burrow!
   - Warringway"
412,,,
413,"Call into battle your Lowrider T1RANT, and rule the roads with an iron fist (around the custom leather-bound steering wheel).","This vintage vehicle manufactured in Lindblum once belonged to the president of the Arcadion, who had inherited it from his forebears. It was comprehensively modified with cutting-edge technology for the Tyrant's use, and boasts enhanced flight capabilities as well as the latest comforts, the better to lord it over the peasants.","Not bad for an antique...
   - Vitus quo Messalla"
414,"Summon forth your uolon, a great big beast that tends the forest with a great big grin.","This enormous beastkin native to the temperate forests of eastern Yok Tural is believed to be closely related to trolls and yetis. Possessed of exceptional intelligence, it has been observed accelerating plant growth by way of peculiar dances and aetheric emissions, a behavior that has earned it the attention of scholars.","I'd have to recommend
an uolon bristle hairbrush.
   - Vapli"
415,"Summon forth your volatile gravity vacuum suit, and live the dream of piloting a futuristic bipedal machina.","Created for the Cosmic Exploration Initiative, this construction machina was developed to handle the gravitational anomalies that rack Oizys. On account of its considerable bulk, along with its somewhat unwieldy model name, many initiative members have taken to fondly referring to it by the epithet “Big Boy.”","I'm the pilot, not you!
   - Rex"
416,"Call into battle your cosmic armored weapon, a deadly imperial warmachina-turned-handy (leggy?) exploration vehicle.","This imperial warmachina has been adapted for use in the Cosmic Exploration Initiative. Its low stance and arachnoid legs combine to provide exceptional stability, allowing it to perform tasks with aplomb on Oizys, a planet where gravitational anomalies are a regularity.","Be sure you're properly armed and
armored before beginning your task.
   - Nahctahr"
417,,,
418,,,
419,,,
420,,,
421,,,
422,Manifest your wings of mist. Their eldritch aura exudes an unstoppable resolve.,"Found along the railroad tracks near Treno, these eldritch wings are reminiscent of the Doomtrain, the monstrous locomotive that had sped nonstop across the Mist Continent for long years. While their origin is shrouded in mystery, they exude the steely resolve of one who walks levin-ravaged wastes.","It's a veritable calamity on rails.
   - Eyaney"
423,,,
424,,,
425,"Summon forth your rapid-fab vacuum suit, and live the dream of piloting a futuristic bipedal machina.","Created for the Cosmic Exploration Initiative, this mass-production model construction machina incorporates innovative engineering to minimize manufacturing cost without sacrificing performance. It primarily serves as a mode of transport for initiative members.","We've gone ahead and licensed
the design for mass production.
   - Biggs"
426,"Call into action your alert red warp loader, and bulldoze your way through life faster.","The six-wheeled warp loader, tireless workhorse of the Cosmic Exploration Initiative, has been reimagined in spirited red. Although it is identical to the original yellow variant in practically every other way, the new color scheme has proven very popular among the Loporrits.","Warp loaders are simply the best!
   - Cosmic Exploration Initiative Member"
427,,,
428,"Summon forth your Turali snowman, and frolic as only Ryoqor Terteh can.","A snowman designed in the likeness of Ryoqor Terteh, one of the playful spirits that call Worqor Zormor home. Said spirit is known to disguise itself as a snowman in order to sneak into settlements─a trick which you can now also perform thanks to the enchantment which allows this imitation to carry a single person.","Have you ever beheld such
a magnificent snowman!?
   - Frost Fanatic"
429,,,
430,,,
431,,,
432,,,
433,,,
434,,,
435,,,
436,,,
437,,,
438,,,
439,,,
440,,,
441,,,
442,,,
443,,,
444,,,
445,,,
446,,,
447,,,
448,,,
449,,,
450,,,
