#,TemporaryAction,Unknown1,Unknown2,RequiredItem[0],RequiredItem[1],RequiredItem[2],RequiredItemQuantity[0],RequiredItemQuantity[1],RequiredItemQuantity[2],Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,WKSMissionText,Unknown14,Unknown15,Unknown16,Unknown17,MissionType
925,0,2000000,0,1233,0,0,3,0,0,0,749,0,0,0,99,0,3,0,0,1
926,0,2000000,0,1346,0,0,3,0,0,0,750,0,0,0,99,0,3,0,0,1
927,0,2000000,0,1231,0,0,3,0,0,0,751,0,0,0,99,0,3,0,0,1
928,0,2000000,0,1232,0,0,3,0,0,0,752,0,0,0,99,0,3,0,0,1
929,0,2000000,0,1347,0,0,3,0,0,0,753,0,0,0,100,0,3,0,0,1
930,0,2000000,0,1348,0,0,1,0,0,0,754,0,0,0,147,0,3,0,0,1
931,0,2000000,0,1235,0,0,2,0,0,0,755,0,0,0,147,0,3,0,0,1
932,0,2000000,0,1349,0,0,2,0,0,0,756,0,0,0,147,0,3,0,0,1
933,0,2000000,0,1350,0,0,1,0,0,0,757,0,0,0,147,0,3,0,0,1
934,0,2000000,0,1344,0,0,3,0,0,0,758,0,0,0,99,0,3,0,0,1
935,41269,2000000,0,1231,0,0,3,0,0,0,759,0,0,0,99,3,3,0,0,1
936,0,2000000,0,1232,0,0,2,0,0,0,760,0,0,0,99,0,3,0,0,1
937,0,2000000,0,1354,0,0,3,0,0,0,761,0,0,0,100,0,3,0,0,1
938,41269,2000000,0,1233,0,0,3,0,0,0,762,0,0,0,99,3,3,0,0,1
939,41269,2000000,0,1355,0,0,3,0,0,0,763,0,0,0,100,3,3,0,0,1
940,0,2000000,0,1353,0,0,1,0,0,0,764,0,0,0,99,0,3,0,0,1
941,41269,2000000,0,1234,0,0,1,0,0,0,765,0,0,0,99,1,3,0,0,1
942,41269,2000000,0,1231,0,0,3,0,0,0,766,0,0,0,99,3,3,0,0,1
943,0,2000000,1200,0,0,0,0,0,0,0,767,0,0,0,236,0,4,0,0,1
944,0,2000000,0,1362,0,0,1,0,0,0,768,0,0,0,100,0,3,0,0,1
945,41269,2000000,300,0,0,0,0,0,0,0,769,0,0,0,237,1,4,0,0,1
946,0,2000000,0,1364,1365,1366,1,1,1,0,770,0,0,0,100,0,3,0,0,1
947,0,2000000,1200,0,0,0,0,0,0,0,771,0,0,0,237,0,4,0,0,1
948,0,2000000,0,1368,1369,1370,1,1,1,0,772,0,0,0,235,0,3,0,0,1
949,0,2000000,0,1236,0,0,1,0,0,0,773,0,0,0,145,0,3,0,0,1
950,0,2000000,0,1237,0,0,1,0,0,0,774,0,0,0,100,0,3,0,0,1
951,41269,2000000,900,0,0,0,0,0,0,0,775,0,0,0,238,2,4,0,0,1
952,0,2000000,0,1371,0,0,3,0,0,0,776,0,0,0,235,0,3,0,0,1
953,0,2000000,0,1372,0,0,3,0,0,0,777,0,0,0,235,0,3,0,0,1
954,41269,2000000,800,0,0,0,0,0,0,0,778,0,0,0,237,2,4,0,0,1
955,41269,2000000,0,1359,0,0,1,0,0,0,779,0,0,0,99,1,3,0,0,1
956,0,2000000,400,0,0,0,0,0,0,0,780,0,0,0,238,0,4,0,0,1
957,41269,2000000,0,1239,0,0,2,0,0,0,781,0,0,0,235,2,3,0,0,1
958,41269,2000000,400,0,0,0,0,0,0,0,782,0,0,0,237,1,4,0,0,1
959,41269,2000000,800,0,0,0,0,0,0,0,783,0,0,0,236,2,4,0,0,1
960,41269,2000000,0,1373,0,0,1,0,0,0,784,0,0,0,100,1,3,0,0,1
961,41269,2000000,0,1374,0,0,1,0,0,0,785,0,0,0,102,1,3,0,0,1
962,41269,2000000,0,1361,0,0,1,0,0,0,786,0,0,0,149,1,3,0,0,1
963,0,2000000,0,1375,0,0,3,0,0,0,787,0,0,0,99,0,3,0,0,1
964,0,2000000,0,1244,0,0,3,0,0,0,788,0,0,0,99,0,3,0,0,1
965,0,2000000,0,1376,0,0,3,0,0,0,789,0,0,0,99,0,3,0,0,1
966,0,2000000,0,1245,0,0,3,0,0,0,790,0,0,0,99,0,3,0,0,1
967,0,2000000,0,1377,0,0,3,0,0,0,791,0,0,0,99,0,3,0,0,1
968,0,2000000,0,1246,0,0,3,0,0,0,792,0,0,0,99,0,3,0,0,1
969,0,2000000,0,1375,0,0,3,0,0,0,793,0,0,0,99,0,3,0,0,1
970,0,2000000,0,1244,0,0,3,0,0,0,794,0,0,0,99,0,3,0,0,1
971,0,2000000,0,1247,0,0,3,0,0,0,795,0,0,0,100,0,3,0,0,1
972,0,2000000,0,1378,0,0,1,0,0,0,796,0,0,0,147,0,3,0,0,1
973,0,2000000,0,1379,0,0,2,0,0,0,797,0,0,0,147,0,3,0,0,1
974,0,2000000,0,1248,0,0,2,0,0,0,798,0,0,0,147,0,3,0,0,1
975,0,2000000,0,1380,0,0,1,0,0,0,799,0,0,0,147,0,3,0,0,1
976,0,2000000,0,1244,0,0,3,0,0,0,800,0,0,0,99,0,3,0,0,1
977,41269,2000000,0,1375,0,0,3,0,0,0,801,0,0,0,99,3,3,0,0,1
978,0,2000000,0,1376,0,0,2,0,0,0,802,0,0,0,99,0,3,0,0,1
979,0,2000000,0,1249,0,0,3,0,0,0,803,0,0,0,100,0,3,0,0,1
980,41269,2000000,0,1377,0,0,3,0,0,0,804,0,0,0,99,3,3,0,0,1
981,41269,2000000,0,1250,0,0,3,0,0,0,805,0,0,0,100,3,3,0,0,1
982,0,2000000,0,1246,0,0,1,0,0,0,806,0,0,0,99,0,3,0,0,1
983,41269,2000000,0,1357,0,0,1,0,0,0,807,0,0,0,99,1,3,0,0,1
984,41269,2000000,0,1244,0,0,3,0,0,0,808,0,0,0,99,3,3,0,0,1
985,0,2000000,1200,0,0,0,0,0,0,0,809,0,0,0,236,0,4,0,0,1
986,0,2000000,0,1388,0,0,1,0,0,0,810,0,0,0,100,0,3,0,0,1
987,41269,2000000,300,0,0,0,0,0,0,0,811,0,0,0,237,1,4,0,0,1
988,0,2000000,0,1252,1253,1254,1,1,1,0,812,0,0,0,100,0,3,0,0,1
989,0,2000000,1200,0,0,0,0,0,0,0,813,0,0,0,237,0,4,0,0,1
990,0,2000000,0,1389,1390,1391,1,1,1,0,814,0,0,0,235,0,3,0,0,1
991,0,2000000,0,1392,0,0,1,0,0,0,815,0,0,0,145,0,3,0,0,1
992,0,2000000,0,1256,0,0,1,0,0,0,816,0,0,0,100,0,3,0,0,1
993,41269,2000000,900,0,0,0,0,0,0,0,817,0,0,0,238,2,4,0,0,1
994,0,2000000,0,1394,0,0,3,0,0,0,818,0,0,0,235,0,3,0,0,1
995,0,2000000,0,1395,0,0,3,0,0,0,819,0,0,0,235,0,3,0,0,1
996,41269,2000000,800,0,0,0,0,0,0,0,820,0,0,0,237,2,4,0,0,1
997,41269,2000000,0,1385,0,0,1,0,0,0,821,0,0,0,99,1,3,0,0,1
998,0,2000000,400,0,0,0,0,0,0,0,822,0,0,0,238,0,4,0,0,1
999,41269,2000000,0,1396,0,0,2,0,0,0,823,0,0,0,235,2,3,0,0,1
1000,41269,2000000,400,0,0,0,0,0,0,0,824,0,0,0,237,1,4,0,0,1
1001,41269,2000000,800,0,0,0,0,0,0,0,825,0,0,0,236,2,4,0,0,1
1002,41269,2000000,0,1399,0,0,1,0,0,0,826,0,0,0,100,1,3,0,0,1
1003,41269,2000000,0,1400,0,0,1,0,0,0,827,0,0,0,102,1,3,0,0,1
1004,41269,2000000,0,1387,0,0,1,0,0,0,828,0,0,0,149,1,3,0,0,1
1005,0,2000000,0,1402,0,0,3,0,0,0,829,0,0,0,99,0,3,0,0,1
1006,0,2000000,0,1244,0,0,3,0,0,0,830,0,0,0,99,0,3,0,0,1
1007,0,2000000,0,1403,0,0,3,0,0,0,831,0,0,0,99,0,3,0,0,1
1008,0,2000000,0,1245,0,0,3,0,0,0,832,0,0,0,99,0,3,0,0,1
1009,0,2000000,0,1404,0,0,3,0,0,0,833,0,0,0,99,0,3,0,0,1
1010,0,2000000,0,1246,0,0,3,0,0,0,834,0,0,0,99,0,3,0,0,1
1011,0,2000000,0,1402,0,0,3,0,0,0,835,0,0,0,99,0,3,0,0,1
1012,0,2000000,0,1244,0,0,3,0,0,0,836,0,0,0,99,0,3,0,0,1
1013,0,2000000,0,1247,0,0,3,0,0,0,837,0,0,0,100,0,3,0,0,1
1014,0,2000000,0,1405,0,0,1,0,0,0,838,0,0,0,147,0,3,0,0,1
1015,0,2000000,0,1406,0,0,2,0,0,0,839,0,0,0,147,0,3,0,0,1
1016,0,2000000,0,1248,0,0,2,0,0,0,840,0,0,0,147,0,3,0,0,1
1017,0,2000000,0,1407,0,0,1,0,0,0,841,0,0,0,147,0,3,0,0,1
1018,0,2000000,0,1244,0,0,3,0,0,0,842,0,0,0,99,0,3,0,0,1
1019,41269,2000000,0,1402,0,0,3,0,0,0,843,0,0,0,99,3,3,0,0,1
1020,0,2000000,0,1403,0,0,2,0,0,0,844,0,0,0,99,0,3,0,0,1
1021,0,2000000,0,1249,0,0,3,0,0,0,845,0,0,0,100,0,3,0,0,1
1022,41269,2000000,0,1404,0,0,3,0,0,0,846,0,0,0,99,3,3,0,0,1
1023,41269,2000000,0,1250,0,0,3,0,0,0,847,0,0,0,100,3,3,0,0,1
1024,0,2000000,0,1246,0,0,1,0,0,0,848,0,0,0,99,0,3,0,0,1
1025,41269,2000000,0,1383,0,0,1,0,0,0,849,0,0,0,99,1,3,0,0,1
1026,41269,2000000,0,1244,0,0,3,0,0,0,850,0,0,0,99,3,3,0,0,1
1027,0,2000000,1200,0,0,0,0,0,0,0,851,0,0,0,236,0,4,0,0,1
1028,0,2000000,0,1414,0,0,1,0,0,0,852,0,0,0,100,0,3,0,0,1
1029,41269,2000000,300,0,0,0,0,0,0,0,853,0,0,0,237,1,4,0,0,1
1030,0,2000000,0,1252,1253,1254,1,1,1,0,854,0,0,0,100,0,3,0,0,1
1031,0,2000000,1200,0,0,0,0,0,0,0,855,0,0,0,237,0,4,0,0,1
1032,0,2000000,0,1415,1416,1417,1,1,1,0,856,0,0,0,235,0,3,0,0,1
1033,0,2000000,0,1418,0,0,1,0,0,0,857,0,0,0,145,0,3,0,0,1
1034,0,2000000,0,1256,0,0,1,0,0,0,858,0,0,0,100,0,3,0,0,1
1035,41269,2000000,900,0,0,0,0,0,0,0,859,0,0,0,238,2,4,0,0,1
1036,0,2000000,0,1420,0,0,3,0,0,0,860,0,0,0,235,0,3,0,0,1
1037,0,2000000,0,1421,0,0,3,0,0,0,861,0,0,0,235,0,3,0,0,1
1038,41269,2000000,800,0,0,0,0,0,0,0,862,0,0,0,237,2,4,0,0,1
1039,41269,2000000,0,1411,0,0,1,0,0,0,863,0,0,0,99,1,3,0,0,1
1040,0,2000000,400,0,0,0,0,0,0,0,864,0,0,0,238,0,4,0,0,1
1041,41269,2000000,0,1422,0,0,2,0,0,0,865,0,0,0,235,2,3,0,0,1
1042,41269,2000000,400,0,0,0,0,0,0,0,866,0,0,0,237,1,4,0,0,1
1043,41269,2000000,800,0,0,0,0,0,0,0,867,0,0,0,236,2,4,0,0,1
1044,41269,2000000,0,1425,0,0,1,0,0,0,868,0,0,0,100,1,3,0,0,1
1045,41269,2000000,0,1426,0,0,1,0,0,0,869,0,0,0,102,1,3,0,0,1
1046,41269,2000000,0,1413,0,0,1,0,0,0,870,0,0,0,149,1,3,0,0,1
1047,0,2000000,0,1173,0,0,16,0,0,0,0,200,0,95,139,0,3,0,0,10
1048,0,2014618,0,0,0,0,0,0,0,0,0,0,0,86,144,0,5,0,0,10
1049,0,2000000,0,1174,0,0,16,0,0,0,0,201,0,96,139,0,3,0,0,10
1050,0,2014616,0,0,0,0,0,0,0,0,0,0,0,87,144,0,5,0,0,10
1051,0,2000000,0,1175,0,0,16,0,0,0,0,202,0,97,139,0,3,0,0,10
1052,0,2014616,0,0,0,0,0,0,0,0,0,0,0,93,144,0,5,0,0,10
1053,0,2000000,0,1176,0,0,16,0,0,0,0,203,0,98,139,0,3,0,0,10
1054,0,2014616,0,0,0,0,0,0,0,0,0,0,0,85,144,0,5,0,0,10
1055,0,2000000,0,1177,0,0,16,0,0,0,0,204,0,99,139,0,3,0,0,10
1056,0,2014618,0,0,0,0,0,0,0,0,0,0,0,88,144,0,5,0,0,10
1057,0,2000000,0,1178,0,0,16,0,0,0,0,205,0,100,139,0,3,0,0,10
1058,0,2014616,0,0,0,0,0,0,0,0,0,0,0,89,144,0,5,0,0,10
1059,0,2000000,0,1082,0,0,4,0,0,0,0,0,100,72,141,0,3,0,0,10
1060,0,2014616,0,0,0,0,0,0,0,0,0,0,0,87,144,0,5,0,0,10
1061,0,2000000,0,1084,0,0,4,0,0,0,0,0,101,74,141,0,3,0,0,10
1062,0,2014618,0,0,0,0,0,0,0,0,0,0,0,90,144,0,5,0,0,10
1063,0,2000000,0,1087,0,0,4,0,0,0,0,0,102,81,141,0,3,0,0,10
1064,0,2014618,0,0,0,0,0,0,0,0,0,0,0,92,144,0,5,0,0,10
1065,0,2000000,600,0,0,0,0,0,0,0,871,0,0,83,140,0,4,0,0,1
1066,0,2014616,0,0,0,0,0,0,0,0,0,0,0,83,144,0,5,0,0,10
1067,0,2000000,600,0,0,0,0,0,0,0,872,0,0,89,140,0,4,0,0,1
1068,0,2014616,0,0,0,0,0,0,0,0,0,0,0,89,144,0,5,0,0,10
1069,0,2000000,600,0,0,0,0,0,0,0,873,0,0,91,140,0,4,0,0,1
1070,0,2014616,0,0,0,0,0,0,0,0,0,0,0,91,144,0,5,0,0,10
1071,0,2000000,600,0,0,0,0,0,0,0,874,0,0,86,140,0,4,0,0,1
1072,0,2014618,0,0,0,0,0,0,0,0,0,0,0,86,144,0,5,0,0,10
1073,0,2000000,600,0,0,0,0,0,0,0,875,0,0,88,140,0,4,0,0,1
1074,0,2014618,0,0,0,0,0,0,0,0,0,0,0,88,144,0,5,0,0,10
1075,0,2000000,600,0,0,0,0,0,0,0,876,0,0,94,140,0,4,0,0,1
1076,0,2014618,0,0,0,0,0,0,0,0,0,0,0,94,144,0,5,0,0,10
1077,0,2000000,600,0,0,0,0,0,0,0,877,0,0,90,140,0,4,0,0,1
1078,0,2014618,0,0,0,0,0,0,0,0,0,0,0,90,144,0,5,0,0,10
1079,0,2000000,600,0,0,0,0,0,0,0,878,0,0,91,140,0,4,0,0,1
1080,0,2014616,0,0,0,0,0,0,0,0,0,0,0,91,144,0,5,0,0,10
1081,0,2000000,600,0,0,0,0,0,0,0,879,0,0,93,140,0,4,0,0,1
1082,0,2014616,0,0,0,0,0,0,0,0,0,0,0,93,144,0,5,0,0,10
1083,0,2000000,600,0,0,0,0,0,0,0,880,0,0,84,140,0,4,0,0,1
1084,0,2014618,0,0,0,0,0,0,0,0,0,0,0,84,144,0,5,0,0,10
1085,0,2000000,600,0,0,0,0,0,0,0,881,0,0,85,140,0,4,0,0,1
1086,0,2014616,0,0,0,0,0,0,0,0,0,0,0,85,144,0,5,0,0,10
1087,0,2000000,600,0,0,0,0,0,0,0,882,0,0,93,140,0,4,0,0,1
1088,0,2014616,0,0,0,0,0,0,0,0,0,0,0,93,144,0,5,0,0,10
1089,0,2000000,600,0,0,0,0,0,0,0,883,0,0,83,140,0,4,0,0,1
1090,0,2014616,0,0,0,0,0,0,0,0,0,0,0,83,144,0,5,0,0,10
1091,0,2000000,600,0,0,0,0,0,0,0,884,0,0,88,140,0,4,0,0,1
1092,0,2014618,0,0,0,0,0,0,0,0,0,0,0,88,144,0,5,0,0,10
1093,0,2000000,600,0,0,0,0,0,0,0,885,0,0,91,140,0,4,0,0,1
1094,0,2014616,0,0,0,0,0,0,0,0,0,0,0,91,144,0,5,0,0,10
1095,0,2000000,600,0,0,0,0,0,0,0,886,0,0,84,140,0,4,0,0,1
1096,0,2014618,0,0,0,0,0,0,0,0,0,0,0,84,144,0,5,0,0,10
1097,0,2000000,600,0,0,0,0,0,0,0,887,0,0,85,140,0,4,0,0,1
1098,0,2014616,0,0,0,0,0,0,0,0,0,0,0,85,144,0,5,0,0,10
1099,0,2000000,600,0,0,0,0,0,0,0,888,0,0,94,140,0,4,0,0,1
1100,0,2014618,0,0,0,0,0,0,0,0,0,0,0,94,144,0,5,0,0,10
1101,0,2000000,600,0,0,0,0,0,0,0,889,0,0,83,140,0,4,0,0,1
1102,0,2014616,0,0,0,0,0,0,0,0,0,0,0,83,144,0,5,0,0,10
1103,0,2000000,600,0,0,0,0,0,0,0,890,0,0,86,140,0,4,0,0,1
1104,0,2014618,0,0,0,0,0,0,0,0,0,0,0,86,144,0,5,0,0,10
1105,0,2000000,600,0,0,0,0,0,0,0,891,0,0,94,140,0,4,0,0,1
1106,0,2014618,0,0,0,0,0,0,0,0,0,0,0,94,144,0,5,0,0,10
1107,0,2000000,600,0,0,0,0,0,0,0,892,0,0,87,140,0,4,0,0,1
1108,0,2014616,0,0,0,0,0,0,0,0,0,0,0,87,144,0,5,0,0,10
1109,0,2000000,600,0,0,0,0,0,0,0,893,0,0,90,140,0,4,0,0,1
1110,0,2014618,0,0,0,0,0,0,0,0,0,0,0,90,144,0,5,0,0,10
1111,0,2000000,600,0,0,0,0,0,0,0,894,0,0,92,140,0,4,0,0,1
1112,0,2014618,0,0,0,0,0,0,0,0,0,0,0,92,144,0,5,0,0,10
1113,0,2000000,0,1452,0,0,25,0,0,0,903,206,0,114,103,0,3,0,0,1
1114,0,2000000,0,1452,0,0,24,0,0,0,0,207,0,113,104,0,3,0,0,8
1115,0,2000000,0,1452,0,0,28,0,0,0,904,208,0,113,105,0,3,0,0,1
1116,0,2000000,650,0,0,0,0,0,0,0,0,209,0,113,106,0,4,0,0,3
1117,0,2000000,0,1453,1454,0,10,15,0,0,905,210,0,116,103,0,3,0,0,1
1118,0,2000000,0,1454,0,0,24,0,0,0,0,211,0,115,104,0,3,0,0,8
1119,0,2000000,0,1453,1454,0,12,16,0,0,906,212,0,115,105,0,3,0,0,1
1120,0,2000000,1400,0,0,0,0,0,0,0,0,213,0,115,107,0,4,0,0,4
1121,0,2000000,0,1455,1456,1457,5,5,15,0,907,214,0,118,103,0,3,0,0,1
1122,0,2000000,0,1456,0,0,24,0,0,0,0,215,0,117,104,0,3,0,0,8
1123,0,2000000,0,1455,1456,1457,8,8,12,0,908,216,0,117,105,0,3,0,0,1
1124,0,2000000,1400,0,0,0,0,0,0,0,0,217,0,117,107,0,4,0,0,4
1125,0,2000000,2050,0,0,0,0,0,0,0,0,218,0,117,108,0,4,0,0,5
1126,0,2000000,0,1458,1459,1468,15,15,15,0,909,219,0,120,103,0,3,0,0,1
1127,0,2000000,0,1461,1462,1469,15,15,20,0,910,220,0,122,105,0,3,0,0,1
1128,41307,2000000,500,0,0,0,0,0,0,0,911,221,0,121,109,2,4,0,0,1
1129,41307,2000000,990,0,0,0,0,0,0,0,912,222,0,121,111,2,4,0,0,1
1130,41307,2000000,0,1475,0,0,35,0,0,0,0,223,0,124,110,2,3,0,0,8
1131,41307,2000000,0,1474,0,0,25,0,0,0,913,224,0,123,112,2,3,0,0,1
1132,42060,2000000,0,1458,0,0,100,0,0,0,0,225,0,119,104,0,3,0,0,8
1133,42060,2000000,3400,0,0,0,0,0,0,0,0,226,0,122,106,0,4,0,0,3
1134,42060,2000000,4200,0,0,0,0,0,0,0,0,227,0,123,107,0,4,0,0,4
1135,42060,2000000,7100,0,0,0,0,0,0,0,0,228,0,123,108,0,4,0,0,5
1136,41307,2000000,0,1474,0,0,45,0,0,0,0,229,0,123,110,2,3,0,0,8
1137,42060,2000000,0,1465,0,0,100,0,0,0,0,230,0,115,104,0,3,0,0,8
1138,42060,2000000,5200,0,0,0,0,0,0,0,0,231,0,125,107,0,4,0,0,4
1139,42060,2000000,8400,0,0,0,0,0,0,0,0,232,0,125,108,0,4,0,0,5
1140,41307,2000000,1000,0,0,0,0,0,0,0,914,233,0,125,111,2,4,0,0,1
1141,0,2000000,0,1477,0,0,25,0,0,0,915,234,0,127,103,0,3,0,0,1
1142,0,2000000,0,1477,0,0,24,0,0,0,0,235,0,126,104,0,3,0,0,8
1143,0,2000000,0,1477,0,0,28,0,0,0,916,236,0,126,105,0,3,0,0,1
1144,0,2000000,650,0,0,0,0,0,0,0,0,237,0,126,106,0,4,0,0,3
1145,0,2000000,0,1478,1479,0,10,15,0,0,917,238,0,129,103,0,3,0,0,1
1146,0,2000000,0,1479,0,0,24,0,0,0,0,239,0,128,104,0,3,0,0,8
1147,0,2000000,0,1478,1479,0,12,16,0,0,918,240,0,128,105,0,3,0,0,1
1148,0,2000000,1400,0,0,0,0,0,0,0,0,241,0,128,107,0,4,0,0,4
1149,0,2000000,0,1480,1481,1482,5,5,15,0,919,242,0,131,103,0,3,0,0,1
1150,0,2000000,0,1481,0,0,24,0,0,0,0,243,0,130,104,0,3,0,0,8
1151,0,2000000,0,1480,1481,1482,8,8,12,0,920,244,0,130,105,0,3,0,0,1
1152,0,2000000,1400,0,0,0,0,0,0,0,0,245,0,130,107,0,4,0,0,4
1153,0,2000000,2050,0,0,0,0,0,0,0,0,246,0,130,108,0,4,0,0,5
1154,0,2000000,0,1483,1484,1493,15,15,15,0,921,247,0,133,103,0,3,0,0,1
1155,0,2000000,0,1486,1487,1494,15,15,20,0,922,248,0,135,105,0,3,0,0,1
1156,41307,2000000,500,0,0,0,0,0,0,0,923,249,0,132,109,2,4,0,0,1
1157,41307,2000000,990,0,0,0,0,0,0,0,924,250,0,132,111,2,4,0,0,1
1158,41307,2000000,0,1499,0,0,35,0,0,0,0,251,0,134,110,2,3,0,0,8
1159,41307,2000000,0,1499,0,0,25,0,0,0,925,252,0,134,112,2,3,0,0,1
1160,42060,2000000,0,1484,0,0,100,0,0,0,0,253,0,132,104,0,3,0,0,8
1161,42060,2000000,3400,0,0,0,0,0,0,0,0,254,0,136,106,0,4,0,0,3
1162,42060,2000000,4200,0,0,0,0,0,0,0,0,255,0,136,107,0,4,0,0,4
1163,42060,2000000,7100,0,0,0,0,0,0,0,0,256,0,134,108,0,4,0,0,5
1164,41307,2000000,0,1500,0,0,45,0,0,0,0,257,0,137,110,2,3,0,0,8
1165,42060,2000000,0,1490,0,0,100,0,0,0,0,258,0,128,104,0,3,0,0,8
1166,42060,2000000,5200,0,0,0,0,0,0,0,0,259,0,138,107,0,4,0,0,4
1167,42060,2000000,8400,0,0,0,0,0,0,0,0,260,0,138,108,0,4,0,0,5
1168,41307,2000000,1000,0,0,0,0,0,0,0,926,261,0,138,111,2,4,0,0,1
1169,0,2000000,0,1697,0,0,3,0,0,0,927,0,0,0,99,0,3,0,0,1
1170,0,2000000,0,1724,0,0,3,0,0,0,928,0,0,0,99,0,3,0,0,1
1171,0,2000000,0,1725,0,0,3,0,0,0,929,0,0,0,99,0,3,0,0,1
1172,0,2000000,0,1698,0,0,3,0,0,0,930,0,0,0,99,0,3,0,0,1
1173,0,2000000,0,1697,0,0,3,0,0,0,931,0,0,0,99,0,3,0,0,1
1174,0,2000000,0,1724,0,0,3,0,0,0,932,0,0,0,99,0,3,0,0,1
1175,0,2000000,0,1726,0,0,3,0,0,0,933,0,0,0,100,0,3,0,0,1
1176,0,2000000,0,1703,0,0,1,0,0,0,934,0,0,0,147,0,3,0,0,1
1177,41269,2000000,0,1697,0,0,3,0,0,0,935,0,0,0,99,3,3,0,0,1
1178,46843,2000000,0,1724,0,0,3,0,0,0,936,0,0,0,99,3,3,0,0,1
1179,41269,2000000,0,1726,0,0,3,0,0,0,937,0,0,0,100,3,3,0,0,1
1180,0,2000000,0,1703,0,0,1,0,0,0,938,0,0,0,147,0,3,0,0,1
1181,46843,2000000,0,1699,0,0,2,0,0,0,939,0,0,0,99,2,3,0,0,1
1182,0,2000000,0,1697,0,0,2,0,0,0,940,0,0,0,300,0,3,0,0,1
1183,46843,2000000,0,1711,0,0,2,0,0,0,941,0,0,0,300,2,3,0,0,1
1184,46843,2000000,0,1715,0,0,2,0,0,0,942,0,0,0,100,2,3,0,0,1
1185,46843,2000000,600,0,0,0,0,0,0,0,943,0,0,0,237,2,4,0,0,1
1186,41269,2000000,0,1712,0,0,2,0,0,0,944,0,0,0,149,2,3,0,0,1
1187,0,2000000,0,1699,0,0,1,0,0,0,945,0,0,0,149,0,3,0,0,1
1188,41269,2000000,400,0,0,0,0,0,0,0,946,0,0,0,238,1,4,0,0,1
1189,46843,2000000,400,0,0,0,0,0,0,0,947,0,0,0,237,1,4,0,0,1
1190,0,2000000,0,1718,0,0,1,0,0,0,948,0,0,0,100,0,3,0,0,1
1191,46843,2000000,0,1713,0,0,2,0,0,0,949,0,0,0,300,2,3,0,0,1
1192,0,2000000,0,1719,0,0,1,0,0,0,950,0,0,0,100,0,3,0,0,1
1193,41269,2000000,1000,0,0,0,0,0,0,0,951,0,0,0,238,2,4,0,0,1
1194,46843,2000000,0,1721,0,0,1,0,0,0,952,0,0,0,100,1,3,0,0,1
1195,46843,2000000,0,1722,0,0,1,0,0,0,953,0,0,0,102,1,3,0,0,1
1196,46843,2000000,0,1714,0,0,1,0,0,0,954,0,0,0,149,1,3,0,0,1
1197,0,2000000,0,1671,0,0,3,0,0,0,955,0,0,0,99,0,3,0,0,1
1198,0,2000000,0,1672,0,0,3,0,0,0,956,0,0,0,99,0,3,0,0,1
1199,0,2000000,0,1673,0,0,3,0,0,0,957,0,0,0,99,0,3,0,0,1
1200,0,2000000,0,1674,0,0,3,0,0,0,958,0,0,0,99,0,3,0,0,1
1201,0,2000000,0,1671,0,0,3,0,0,0,959,0,0,0,99,0,3,0,0,1
1202,0,2000000,0,1675,0,0,3,0,0,0,960,0,0,0,99,0,3,0,0,1
1203,0,2000000,0,1681,0,0,3,0,0,0,961,0,0,0,100,0,3,0,0,1
1204,0,2000000,0,1682,0,0,1,0,0,0,962,0,0,0,147,0,3,0,0,1
1205,41269,2000000,0,1671,0,0,3,0,0,0,963,0,0,0,99,3,3,0,0,1
1206,46843,2000000,0,1676,0,0,3,0,0,0,964,0,0,0,99,3,3,0,0,1
1207,41269,2000000,0,1683,0,0,3,0,0,0,965,0,0,0,100,3,3,0,0,1
1208,0,2000000,0,1684,0,0,1,0,0,0,966,0,0,0,147,0,3,0,0,1
1209,46843,2000000,0,1677,0,0,2,0,0,0,967,0,0,0,99,2,3,0,0,1
1210,0,2000000,0,1671,0,0,2,0,0,0,968,0,0,0,300,0,3,0,0,1
1211,46843,2000000,0,1728,0,0,2,0,0,0,969,0,0,0,300,2,3,0,0,1
1212,46843,2000000,0,1685,0,0,2,0,0,0,970,0,0,0,100,2,3,0,0,1
1213,46843,2000000,600,0,0,0,0,0,0,0,971,0,0,0,237,2,4,0,0,1
1214,41269,2000000,0,1678,0,0,2,0,0,0,972,0,0,0,149,2,3,0,0,1
1215,0,2000000,0,1679,0,0,1,0,0,0,973,0,0,0,149,0,3,0,0,1
1216,41269,2000000,400,0,0,0,0,0,0,0,974,0,0,0,238,1,4,0,0,1
1217,46843,2000000,400,0,0,0,0,0,0,0,975,0,0,0,237,1,4,0,0,1
1218,0,2000000,0,1689,0,0,1,0,0,0,976,0,0,0,100,0,3,0,0,1
1219,46843,2000000,0,1680,0,0,2,0,0,0,977,0,0,0,300,2,3,0,0,1
1220,0,2000000,0,1690,0,0,1,0,0,0,978,0,0,0,100,0,3,0,0,1
1221,41269,2000000,1000,0,0,0,0,0,0,0,979,0,0,0,238,2,4,0,0,1
1222,46843,2000000,0,1691,0,0,1,0,0,0,980,0,0,0,100,1,3,0,0,1
1223,46843,2000000,0,1692,0,0,1,0,0,0,981,0,0,0,102,1,3,0,0,1
1224,46843,2000000,0,1729,0,0,1,0,0,0,982,0,0,0,149,1,3,0,0,1
1225,0,2000000,0,1671,0,0,3,0,0,0,983,0,0,0,99,0,3,0,0,1
