#,Script[0].ScriptInstruction,Script[0].ScriptArg,Script[1].ScriptInstruction,Script[1].ScriptArg,Script[2].ScriptInstruction,Script[2].ScriptArg,Script[3].ScriptInstruction,Script[3].ScriptArg,Script[4].ScriptInstruction,Script[4].ScriptArg,Script[5].ScriptInstruction,Script[5].ScriptArg,Script[6].ScriptInstruction,Script[6].ScriptArg,Script[7].ScriptInstruction,Script[7].ScriptArg,Script[8].ScriptInstruction,Script[8].ScriptArg,Script[9].ScriptInstruction,Script[9].ScriptArg,Script[10].ScriptInstruction,Script[10].ScriptArg,Script[11].ScriptInstruction,Script[11].ScriptArg,Script[12].ScriptInstruction,Script[12].ScriptArg,Script[13].ScriptInstruction,Script[13].ScriptArg,Script[14].ScriptInstruction,Script[14].ScriptArg,Script[15].ScriptInstruction,Script[15].ScriptArg,Script[16].ScriptInstruction,Script[16].ScriptArg,Script[17].ScriptInstruction,Script[17].ScriptArg,Script[18].ScriptInstruction,Script[18].ScriptArg,Script[19].ScriptInstruction,Script[19].ScriptArg,Script[20].ScriptInstruction,Script[20].ScriptArg,Script[21].ScriptInstruction,Script[21].ScriptArg,Script[22].ScriptInstruction,Script[22].ScriptArg,Script[23].ScriptInstruction,Script[23].ScriptArg,Script[24].ScriptInstruction,Script[24].ScriptArg,Script[25].ScriptInstruction,Script[25].ScriptArg,Script[26].ScriptInstruction,Script[26].ScriptArg,Script[27].ScriptInstruction,Script[27].ScriptArg,Script[28].ScriptInstruction,Script[28].ScriptArg,Script[29].ScriptInstruction,Script[29].ScriptArg,MainOption,SubOption,Name,IconActor,IconMap,SpecialLinks,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12
721667,QST_JOBMCH299,67645,QST_JOBMCH600,67248,QST_JOBMCH601,68441,QST_JOBMCH700,68445,QST_LUCKBC011,68756,QST_AKTKMB103,69918,QST_AKTKMB116,69931,QST_AKTKMG115,70000,QST_SUBGTN203,70926,QUEST_SEQ_1,1,QUEST_SEQ_5,5,QUEST_SEQ_7,7,QUEST_SEQ_FINISH,255,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegRoc5Stephanivien_00771,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721668,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CmnDefSdsEntrance_00772,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721669,SCREEN_IMAGE_SATISFACTION_UP,1106,LOG_SATISFACTION_SUPPLY_JUDGEMENT,5540,LOG_SATISFACTION_SUPPLY_RANKUP,5541,HOWTO_DRESSUP,258,QUEST_SUBCTS671,70060,LOC_ACTOR1,1042398,LOC_ACTOR2,1042399,LOC_ACTOR3,1042400,LOC_ACTOR4,1042401,LOC_POS_ACTOR1,9233387,LOC_POS_ACTOR2,9262730,LOC_POS_ACTOR3,9262734,LOC_POS_ACTOR4,9262731,INVIS_ACTOR0,1042647,INVIS_ACTOR1,1037260,INVIS_ACTOR2,1041081,INVIS_ACTOR3,1041085,INVIS_ACTOR4,1041087,INVIS_ACTOR5,1041084,LOC_VFX0,1410,LOC_ACTION2,837,LOC_ACTION3,981,LOC_ACTION6,621,LOC_ACTION7,9011,LOC_ACTOR11,1043128,LOC_ACTOR12,1043130,LOC_ACTOR13,1043129,LOC_ACTOR14,1043131,,0,,0,,,CtsSfsCharacter8_00773,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721670,ENPC_EXECUTIVE_COMMITTEE_W1T1,1042635,ENPC_EXECUTIVE_COMMITTEE_F1T2,1042649,ENPC_EXECUTIVE_COMMITTEE_S1T1,1042650,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesAnv2022_00774,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721671,QST_COMP,70076,ENPC_01,1042686,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesSum2022_00775,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721672,LOC_LEVEL_ENPC_MOG_01,4169031,LOC_ENPC_BEAUDEFOIN_01,1042658,LOC_LEVEL_ENPC_MOCHI_01,9198891,LOC_PICT_01,1089,LOC_PICT_02,1086,LOC_PICT_03,1088,LOC_PICT_04,1087,LOC_PICT_05,1090,LOC_PICT_06,1091,LOC_PRICE,100,LOC_ACTION_OMIKUJI_01,9116,LOC_SE_SHELF_TAKE_01,336,LOC_SE_HANGER_TIE_01,337,LOC_ENPC_LASTYEAR_01,1042654,LOC_ENPC_LASTYEAR_02,1044351,LOC_ENPC_LASTYEAR_03,1051349,LOC_ENPC_LASTYEAR_04,1052396,LOC_ENPC_LASTYEAR_05,1054678,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesNyr2023Omikuji_00776,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721673,QUEST_01,70125,ENPC_FST,1042676,ENPC_SEA,1042677,ENPC_WIL,1042678,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesNyr2023Guide_00777,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721674,ENPC0,1042870,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesEst2022Guide_00778,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721675,LOC_ACTION0,948,LOC_SE0,333,LOC_ACTOR0,1042443,LOC_ACTOR1,1042445,LOC_ACTOR2,1042446,LOC_ACTOR3,1042447,LOC_ACTOR4,1042448,LOC_ACTOR5,1042449,LOC_ACTOR6,1042450,LOC_ACTOR7,1042451,LOC_ACTOR8,1042452,LOC_ACTOR9,1042455,LOC_ACTOR10,1011254,LOC_ACTOR11,1025194,LOC_ACTOR12,1012125,LOC_ACTOR13,1012492,LOC_ACTOR14,1039096,LOC_ACTOR15,1040713,LOC_ACTOR16,1042893,LOC_ACTOR18,1042895,LOC_ACTOR19,1042896,LOC_ACTOR20,1042897,LOC_ACTOR21,1042898,LOC_ACTOR22,1042899,LOC_ACTOR24,1042901,LOC_ACTOR25,1042902,QST_COMP_CHK_OMEGA,68693,QST_COMP_CHK_MAIN,70071,,0,,0,,,FesEst2022Recollection_00779,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721676,LOC_ACTION_MAGICDOLL_TALK,763,LOC_ACTION_MAGICDOLL_GREETING,767,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsMjiWorkShopManagement_00780,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721677,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegSeaPvpCrystallineConflictGuide_00781,0,0,3604499,0,0,False,False,False,False,False,False,False,False,False,False,True
721678,LOC_POS_REF1,9362087,LOC_POS_REF2,9362088,LOC_POS_REF3,9362089,LOC_POS_REF4,9362090,LOC_POS_REF5,9362091,LOC_ACTOR0,1010402,LOC_TARGET1,1043079,LOC_TARGET2,1043135,LOC_TARGET3,1043136,LOC_TARGET4,1043137,LOC_TARGET5,1043138,LOC_SCREENIMAGE_01,1129,LOC_ACTOR1,1043467,LOC_ACTOR2,1043468,LOC_ACTOR3,1043469,LOC_ACTOR4,1043470,LOC_ACTION_MAGICDOLL_SHOVEL,8540,LOC_ACTION_MAGICDOLL_AX,8552,LOC_ACTION_MAGICDOLL_PICKEL,8553,LOC_ACTION_MAGICDOLL_TOUCH_GROUND,8544,LOC_POS_REF5B,9348702,LOC_MJI_BGM0,931,LOC_POS_REF6,10019490,LOC_TARGET6,1043458,LOC_POS_REF6IN,10036519,LOC_ACTOR5,1043457,LOC_EYE_ACTOR0,1039183,,0,,0,,0,,,CtsMjiVillageDevelopment_00782,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,True
721679,LOC_POS_REF1,9348693,LOC_ACTOR0,1010402,LOC_SCREENIMAGE_01,1130,LOC_SCREENIMAGE_02,1131,LOC_ACTOR1,1043467,LOC_ACTOR2,1043468,LOC_ACTOR3,1043471,LOC_ACTION_MAGICDOLL_SHOVEL,8540,LOC_ACTION_MAGICDOLL_TOUCH_GROUND,8544,LOC_SE_HOUSING,69,LOC_EYE_ACTOR0,1039183,LOC_MJI_BGM0,931,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsMjiConstructResidence_00783,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,True
721680,LOC_TARGET1,2013005,LOC_TARGET2,2013006,LOC_TARGET3,2013007,LOC_TARGET4,2013008,LOC_TARGET5,2013009,LOC_POS_REF1,9348694,LOC_POS_REF2,9348695,LOC_POS_REF3,9348696,LOC_POS_REF4,9348697,LOC_POS_REF5,9348698,LOC_ACTOR0,1010402,LOC_SCREENIMAGE_01,1130,LOC_SCREENIMAGE_02,1131,LOC_ACTOR1,1043467,LOC_ACTOR2,1043468,LOC_ACTOR3,1043471,LOC_ACTION_MAGICDOLL_SHOVEL,8540,LOC_ACTION_MAGICDOLL_TOUCH_GROUND,8544,LOC_SE_HOUSING,69,LOC_EYE_ACTOR0,1039183,LOC_MJI_BGM0,931,LOC_TARGET6,2013437,LOC_POS_REF6,10019489,,0,,0,,0,,0,,0,,0,,0,,,CtsMjiConstructWorkPlace_00784,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,True
721681,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
721682,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsMjiStockyardManagement_00786,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721683,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsMjiFarmShop_00787,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721684,LOC_TARGET1,2013010,LOC_TARGET2,2013011,LOC_TARGET3,2013012,LOC_TARGET4,2013013,LOC_POS_REF1,9348699,LOC_POS_REF2,9348700,LOC_POS_REF3,9348701,LOC_POS_REF4,9348702,LOC_ACTOR0,1010402,LOC_SCREENIMAGE_01,1130,LOC_ACTOR1,1043467,LOC_SE_HOUSING,69,LOC_EYE_ACTOR0,1039183,LOC_MJI_BGM0,931,LOC_TARGET5,2013438,LOC_POS_REF5,10019488,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsMjiConstructLandmark_00788,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,True
721685,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsMjiSpecialShop_00789,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721686,ID_VVD01_HARD,878,ID_VVD01_BERRYHARD,879,SCREENIMAGE0,1122,SCREENIMAGE1,1123,EOBJ_VVD_BOOK,2013169,LOC_MAKER_BOOK,9429416,LOG_HEAD_OPEN_VVD,4553,ID_VVD02_HARD,946,ID_VVD02_VERYHARD,947,SCREENIMAGE2,1182,SCREENIMAGE3,1183,ID_VVD03_HARD,979,ID_VVD03_VERYHARD,980,SCREENIMAGE4,1218,SCREENIMAGE5,1219,ID_VVD04_HARD,1079,SCREENIMAGE6,1570,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,オスモン,CtsOpn62Osmon_00790,0,0,0,0,3,False,False,False,False,False,False,False,False,False,False,True
721687,LOC_ACTOR0,1010402,LOC_POS_REF1,9425994,LOC_POS_REF2,9425995,LOC_ACTION_MAGICDOLL_TALK,763,LOC_ACTION_MAGICDOLL_YES,756,LOC_ACTION_MAGICDOLL_JOY,953,LOC_SE_HOUSING,69,LOC_POS_REF4,10058627,LOC_ACTION_MAGICDOLL_GREETING,767,LOC_MJI_BGM0,931,LOC_ACTOR1,1043100,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsMjiMission_00791,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,True
721688,LOC_POS_REF1,9362092,LOC_POS_REF2,9362093,LOC_POS_REF3,9362094,LOC_SCREENIMAGE_01,1134,LOC_SCREENIMAGE_02,1135,LOC_ACTOR0,1010402,LOC_ACTOR1,1043467,LOC_ACTOR2,1043468,LOC_ACTOR3,1043469,LOC_ACTOR4,1043470,LOC_ACTION_MAGICDOLL_SHOVEL,8540,LOC_ACTION_MAGICDOLL_AX,8552,LOC_ACTION_MAGICDOLL_PICKEL,8553,LOC_ACTION_MAGICDOLL_TOUCH_GROUND,8544,LOC_MJI_BGM0,931,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsMjiAnimalLand_00792,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,True
721689,ENPC0,1043917,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesVlt2023Guide_00793,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721690,QST_COMP_CHK_60MAIN,70000,QST_COMP_CHK_62MAIN,70136,LOC_ACTOR0,1043676,LOC_ACTOR1,1043678,LOC_ACTOR2,1043679,LOC_ACTOR3,1043682,LOC_ACTOR4,1043683,LOC_ACTOR5,1043684,LOC_ACTOR6,1043685,LOC_ACTOR7,1043686,LOC_ACTOR8,1043687,LOC_ACTOR9,1043688,LOC_ACTOR10,1043689,LOC_ACTOR11,1039098,LOC_ACTOR12,1043746,LOC_ACTOR13,1043747,LOC_ACTOR14,1043748,LOC_ACTOR15,1043749,LOC_ACTOR16,1043750,LOC_ACTION0,1038,LOC_BGM0,6,LOC_POS_ACTOR0,9349890,LOC_SE1,123,LOC_SE3,142,,0,,0,,0,,0,,0,,0,,,FesVlt2023Presentation_00794,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721691,ENPC_FST,1043978,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesHlw2022Guide_00795,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721692,STATUS_SHAPESHIFT,565,TRANSFORMATION_KANESENNA,219,TRANSFORMATION_MERLWYB,220,TRANSFORMATION_RAUBAHN,221,TRANSFORMATION_NANAMO,222,TRANSFORMATION_CID,355,TRANSFORMATION_NERO,354,TRANSFORMATION_GRAHATIA,356,TRANSFORMATION_MINFILIA,395,TRANSFORMATION_RHITAHTYN,392,TRANSFORMATION_FURAMIN,391,TRANSFORMATION_HILDI,393,TRANSFORMATION_NASHU,394,TRANSFORMATION_WOL_REBORN,484,TRANSFORMATION_AYMERIC,217,TRANSFORMATION_HILDA,357,TRANSFORMATION_KRILE,218,TRANSFORMATION_ESTINIEN,358,TRANSFORMATION_REOFARD,359,TRANSFORMATION_EMMANELLAIN,482,TRANSFORMATION_WOL_HEAVEN,483,RELEASE_QUEST,70191,SCIONS_MAIN_QUEST,66046,VER20_MAIN_QUEST,66054,VER20_MAIN_QUEST_LAST,66060,VER21_MAIN_QUEST_LAST,66729,CHAR_HIL_QUEST,66740,VER30_MAIN_QUEST,67205,VER31_MAIN_QUEST,67699,VER33_MAIN_QUEST,67783,,,FesHlw2022Transform_00796,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721693,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesHlw2022Witch_00797,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721694,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsMjiEntrance_00798,0,0,0,0,8,False,False,False,False,False,False,False,False,False,False,True
721695,PUB_ENPC0,1043986,PUB_ENPC1,1043987,PUB_ENPC2,1043988,QST_FESXMS801,70194,QST_FESXMS802,70195,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesXms2022Guide_00799,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721696,LOC_POS_ACTOR0,9413443,LOC_POS_ACTOR1,9413444,LOC_POS_ACTOR2,9413445,LOC_POS_ACTOR3,9413446,LOC_POS_ACTOR4,9413447,LOC_POS_ACTOR5,9416594,LOC_ACTOR0,1043696,LOC_ACTOR1,1043697,LOC_ACTOR2,1043701,LOC_ACTOR3,1043702,LOC_ACTOR4,1043703,LOC_ACTOR5,1043704,LOC_ACTOR6,1043705,LOC_ACTOR7,1043706,LOC_ACTOR8,1043707,LOC_ACTOR9,1043759,LOC_ACTOR10,1043760,LOC_ACTOR11,1043761,LOC_ACTOR12,1043762,LOC_ACTOR13,1043763,QST_CLSHRV001,65539,QST_CLSTAN001,65641,QST_FESXMS204,67914,QST_HEAVND106,67783,QST_AKTKMG115,70000,LOC_ACTION0,4302,LOC_ACTION1,984,LOC_ACTION2,9093,,0,,0,,,FesXms2022Omake_00800,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721697,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsMjiFarmLand_00801,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721698,STATUS_SHAPESHIFT,565,TRANSFORMATION_HIEN,214,TRANSFORMATION_YUGIRI,215,TRANSFORMATION_MAGNAI,213,TRANSFORMATION_SADU,212,TRANSFORMATION_CIRINA,211,TRANSFORMATION_LYSE,216,TRANSFORMATION_TENZEN,361,TRANSFORMATION_ASAHI,360,TRANSFORMATION_HUNTER_SHADOW,478,TRANSFORMATION_MIKOTO,479,TRANSFORMATION_WOL_BLOOD_MONK,480,TRANSFORMATION_WOL_BLOOD_SAMURAI,481,TRANSFORMATION_YSHTOLA,362,TRANSFORMATION_URIANGER,364,TRANSFORMATION_RYNE,365,TRANSFORMATION_THANCRED,363,TRANSFORMATION_SICARD,473,TRANSFORMATION_LYON,474,TRANSFORMATION_PAGAGA,475,TRANSFORMATION_VALENS,476,TRANSFORMATION_WOL_SHADOW,477,TRANSFORMATION_FOURCHENAULT,464,TRANSFORMATION_AMELIANCE,469,TRANSFORMATION_JULLUS,470,TRANSFORMATION_ERENVILLE,471,TRANSFORMATION_WOL_END,472,VER40_MAIN_QUEST,68089,VER45_SHISEIJU_QUEST,68702,VER43_MAIN_QUEST,68610,,,FesHlw2022Transformation2_00802,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721699,QST_BANOMI001,70137,QST_BANOMI002,70138,QST_BANOMI003,70139,QST_BANOMI004,70140,QST_BANOMI005,70141,QST_BANOMI006,70142,QST_AKTKYX201,69704,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegUni5LastRemnantBanOmiOmicronWaiter_00803,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721700,LOC_POS_REF1,9362095,LOC_POS_REF2,9362096,LOC_POS_REF3,9362097,LOC_SCREENIMAGE_01,1132,LOC_SCREENIMAGE_02,1133,LOC_ACTOR0,1010402,LOC_ACTOR1,1043467,LOC_ACTOR2,1043468,LOC_ACTOR3,1043469,LOC_ACTOR4,1043470,LOC_ACTION_MAGICDOLL_SHOVEL,8540,LOC_ACTION_MAGICDOLL_AX,8552,LOC_ACTION_MAGICDOLL_PICKEL,8553,LOC_ACTION_MAGICDOLL_TOUCH_GROUND,8544,LOC_MJI_BGM0,931,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsMjiCropLand_00804,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,True
721701,QST_AKTKVA101,70182,QST_AKTKVA201,70269,QST_SEQ_2,2,ENPC_VVD_ENTRANCE_01,1043626,ENPC_VVD_ENTRANCE_02,1045251,ENPC_VVD_ENTRANCE_03,1045925,QST_AKTKVA301,70325,EOBJ_VVD_ENTRANCE_04,2015102,QST_KINGVA101,70977,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsEtcVvdEntrance_00805,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
721702,ENPC_ID_00,1043452,ENPC_ID_01,1043453,ENPC_ID_02,1044543,ENPC_ID_03,1044544,ENPC_ID_04,1044545,ENPC_ID_05,1044546,ENPC_ID_06,1044904,ENPC_ID_07,1045261,ENPC_ID_08,1045262,ENPC_ID_09,1045263,ENPC_ID_10,1045264,ENPC_ID_11,1045946,ENPC_ID_12,1045947,ENPC_ID_13,1045948,ENPC_ID_14,1045949,QST_HEAVNE102,67878,QST_SEQ_4,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CmnDefSdsAddNpc01_00806,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721703,QST_COMP_AKTUA201,70181,QST_COMP_AKTUA202,70265,QST_COMP_AKTUA203,70299,QST_COMP_AKTUA204,70329,QST_COMP_AKTUA205,70330,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsMjiContactNpc_00807,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721704,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsMjiOrchestrion_00808,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,True
721705,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesPdy2023Guide_00809,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721706,QST_COMP_AKKVA110,70185,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesPdy2023Aldiytha_00810,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721707,QST_AKTKDD102,70200,QST_AKTKDD103,70201,REWARD_60F,449,ACHIEVEMENT_MOUNT,3,MOUNT_ITEM,39486,KEY_ITEM0,39505,KEY_ITEM1,39506,KEY_ITEM2,39507,KEY_ITEM3,39508,LOGMSG_EVENT_INVENTORY_FULL_ERROR,1767,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsDdd3NoahTalk_00811,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721708,QUEST_01,70216,ENPC_FST,1044353,ENPC_SEA,1044352,ENPC_WIL,1044354,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesNyr2024Guide_00812,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721709,ENPC0,1045001,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesEst2023Guide_00813,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721710,ENPC_01,1045022,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesSum2023Guide_00814,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721711,SCREEN_IMAGE_SATISFACTION_UP,1163,LOG_SATISFACTION_SUPPLY_JUDGEMENT,5547,LOG_SATISFACTION_SUPPLY_RANKUP,5548,QUEST_SUBCTS681,70252,LOC_POS_ACTOR1,9564004,LOC_ACTOR1,1044487,LOC_ACTOR2,1044488,LOC_ACTOR3,1044489,LOC_ACTOR4,1044490,LOC_ACTOR5,1044491,LOC_ACTOR6,1044492,LOC_ACTOR7,1044493,LOC_VFX0,76,INVIS_ACTOR0,1044550,LOC_ACTOR0,1010402,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsSfsCharacter9_00815,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721712,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
721713,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsDdd3Entrance_00817,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721714,QUEST_AKTKDD101,70199,QUEST_AKTKDD102,70200,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsDdd3Gacha_00818,0,0,3407883,0,0,False,False,False,False,False,False,False,False,False,False,True
721715,DEEP_DUNGEON_TOKEN_SHOP,1770634,DEEP_DUNGEON_TOKEN2_SHOP,1770635,DEEP_DUNGEON_WEAPON_SHOP,1770636,QUEST_AKTKDD102,70200,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsDdd3Reward_00819,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721716,MANFST404_SEQ2_CID,1046202,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CmnDefQuestLinkMarkerWarp_00820,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
