#,Description,DescriptionEnhanced,Tooltip
0,,,
331,"オプレッサーに騎乗する。
青の手が開発した無人兵器を、騎乗用に改造した機体",青の手が開発した無人兵器を、騎乗用に改造した機体。元が無人兵器であったため、乗用スペースを確保すべく兵装のすべてが取り外された。その甲斐あって、内部には乗り心地抜群のラグジュアリーな空間が広がっている,プシュゥゥゥゥ
332,"リンクス・オブ・アビスに騎乗する。
赤き月の底で発見された幻想生物",エーテルによって構成された幻想生物の一種であり、第十三世界の月の底に渦巻くさまざまな強い闇属性の力を帯びている。その輝きは見る者に望郷の念をも抱かせるが、いずれにせよ、この使い魔の来歴は未だに判明していない,…………
333,"サボテンダー・デラ・ルナに騎乗する。
ある商会主に祝福されたサボテンダー。物語を聞かされて育った",商人「ロウェナ」による祝福を受け、贅沢な暮らしをしてきたサボテンダー。水やりを怠けがちなロウェナに代わり、クロ・アリアポーが物語を聞かせながら丹念に世話をした結果、よく伸び、光を放つ妙な個体に成長したらしい,針0本！
334,"スターチス・ミラージュに騎乗する。
アロアロ島で出会ったはぐれフェアリーの分体",いたずら好きのはぐれフェアリー。ある軍学者の相棒だったが、主の死後もエーテルが霧散せず、長い時を過ごしてきた。そんな退屈さを紛らわせてくれそうな冒険者を発見し、分体を生成して同行させることにしたらしい,ふふふっ
335,"ガーロンドGL-IITに騎乗する。
ガーロンドGL-IIに、耕運機を接続した開拓仕様トライク",ガーロンド・アイアンワークス社製魔導二輪車GL-IIに、耕運機を接続した開拓仕様トライク。青燐機関を動力としてロータリーを回転させ、荒れ地をも簡単に耕耘できるほか、後部に人や物資を載せて運搬することもできる,ドルルルルル…
336,"ピティーに騎乗する。
桃の花が好きなグゥーブーの女の子",桃の花の咲く美しい場所でのびのび育ったグゥーブー。旅芸人アルデムンドとともに各地をめぐり、プリンセスデーでは多くの人々に自らの芸を披露した。より多くの人に笑顔を届けるため、旅する冒険者についていくことを決めたらしい,グゥ、グゥゥ～♪
337,,,
338,"クアクアに騎乗する。
南洋諸島にて確認された巴術由来の使い魔",アロアロ島で出会ったトレジャーハンターが使役していた使い魔。南洋諸島で発展してきた巴術由来の使い魔であり、心核には木材が使われている。宝石を用いたカーバンクルが編み出される以前の古い形式の存在である,クァア！
339,"アイル・ピーリフールに騎乗する。
大きく育ったピーリフール。まだ腐ってはいない！",島外産のマンドラゴラ。ある交易船に食料として在籍していた過去を持つ。スープの具にされかけた際、一か八かと海に飛び込んだ結果、無人島に漂着。肥沃な土地と太陽光を受けて大いに成長した……らしい,％％◎▲※〇…
340,"アイル・アデニウムに騎乗する。
大きく育ったアデニウム。いつか広い世界へ！",無人島産のアデニウム。野菜国家「南マンドラ王国」にて、ぬくぬくと育ってきたが、ある日、浜辺に漂着したピーリフールと出会う。彼女によって、外に広い世界があることを知った彼は、冒険の旅を夢見るようになった……らしい,〇▽◎×□！
341,,,
342,"チャイチャに騎乗する。
飛膜を広げ、木々の間を飛び回る草食動物",飛膜を広げ、木々の間を飛び回る草食動物。なわばり意識が強く、大型の捕食者にも臆さず、ブレード状に発達した針状軟骨を活かして襲いかかるほど獰猛な一面も。なお、その名はシュバラール語で「小さな遊ぶ声」を意味する,プシュプシュ…
343,"エアスピナーA9に騎乗する。
新生アレクサンドリア連王国製の単座浮行機。武装類は付属しない",新生アレクサンドリア連王国製の単座浮行機。エレクトロープ製回転器で雷気を風属性に変換し、渦巻く風を噴出して浮行する。なお、軍にも採用されてはいるが、A9タイプは民生用であるため武装類は付属していない,シュイーン…
344,"アルパカに騎乗する。
純白の毛が特徴の四脚獣。唾の臭いはかなりのもの",純白の毛が特徴の四脚獣。主にトラル大陸の山岳部で家畜として飼育され、体毛は織物に加工されるほか、強靭な足腰は駄獣や騎獣として大いに役立つ。ペルペル族の行商を助けるよき友として、トラルでは広く認知されている,ぷうぷう♪
345,"ウィング・オブ・ディザスターに騎乗する。
ウォーコー・ラァ・ドーで発見された魔法の翼",幻獣ヴァリガルマンダのそれとよく似た、魔法の翼。相応しい持ち主のもとに自ら舞い降りるとも伝わるが、その来歴は謎に包まれている。いずれにせよ、この翼を授かりし者は「生ける天災」の威厳をも身に纏うことだろう,…………
346,"ウィング・オブ・リゾルヴに騎乗する。
エバーキープ最上層で発見された魔法の翼",エバーキープの最上層、武王の玉座付近で発見された魔法の翼。青き鱗のような羽根は奇跡の子ゾラージャを思わせるが、来歴は謎に包まれている。いずれにせよ、この翼を授かりし者は「武王」の矜持をも身に纏うことだろう,…………
347,"アウトランナーに騎乗する。
新生アレクサンドリア連王国製の自律型汎用マシン。表情パターンは意外と豊富",新生アレクサンドリア連王国製の自律型汎用マシン。施設の清掃から機器のメンテナンス、時には危険生物の駆除まで、あらゆることをこなす。市民に親しまれるよう、躯体正面のモニターにコミカルな表情が表示される,ピピピッ
348,"メワピャラに騎乗する。
カピバラの成獣。義理堅い性格らしい",シャーローニ荒野を旅していたカピバラの成獣。あるときトラルヴィドラール「トクローネ」に襲われて丸呑みにされるも、どっこい腹の中で生き延びていた。命を救ってくれた冒険者に恩義を感じ、旅に同行することを望んだらしい,グルグル…
349,"モノホイールS1に騎乗する。
優れた闘士に与えられるという特別な単輪車",アルカディア・ソサエティが優秀な闘士に贈る報奨品。高度な姿勢制御プログラムが組み込まれており、場所を選ばず自在に駆けることが可能。ただし、姿勢制御に難があるため乗りこなすには修練が必要となる,キュイーン
350,"ロネークに騎乗する。
主にサカ・トラルに棲息する四脚獣",サカ・トラルに棲息する大型の草食動物。角や毛、皮、肉などあらゆる部位に利用価値があり、古くから人々の暮らしを支えてきた。季節ごとに獲物を追って移動する狩猟部族の中には、ロネークを祖霊として祀る者も少なくない,ブオーン
351,"ウッルに騎乗する。
詩竜眷属のドラゴン族。狩猟の中で輝く英傑を好むという",人を好む、詩竜眷属のドラゴン族。ともに竜詩を紡ぐに相応しい人物を求めていたところ、狩猟の中で輝きを見せる英傑を発見。その人物とともにさらなる「輝き」を目にしたいと望み、旅路に同行する道を選んだのである,グオォーン！
352,"ケジグラーに騎乗する。
マムージャ語で「飛ぶ金」を意味する名の飛行型ゴーレム",セノーテ・ジャジャグラルで発見した飛行型ゴーレム。各所に施された彫刻はマムージャ様式ではあるが、素体の構成は古い。どうやら古代ヨカフイ文明の遺産を、後の時代にマムージャ族が装飾したもののようだ,ゴゴゴ…
353,"トータスボーグに騎乗する。
オリジェニクスの研究所で開発された陸戦兵器",オリジェニクスの研究所で開発された陸戦兵器。大型陸亀にエレクトロープ製の強化骨格とサーボモーターを装着し、防御力と筋力を強化している。本来は温厚な性格のため、戦闘時には肉食獣の魂を注入して獰猛さを付与するらしい,トォーッ！
354,"マウンテンズーに騎乗する。
近東地域の高山に棲息するという希少な怪鳥",近東の高山地帯に分布する、怪鳥ズーの近縁種。ラザハンの錬金術師たちが、この荒々しい怪鳥を手懐けるために特別な飲料を開発して飲ませたところ、爽やかな柑橘系の香りを放つようになったという,ズー！
355,,,
356,"バレルテンダーに騎乗する。
サカ・トラルの荒野に生息するマッチョムキムキなサボテンダー",サカ・トラルの荒野に棲息するマッチョムキムキなサボテンダー。ある冒険者に打ち負かされたのち、自らをさらに鍛えるため旅に出た。トレーニングの一環として人を運ぶことに積極的で、ウエイト代わりの乗り手を求めている,パワーーーーー！
357,"エッグイーターに騎乗する。
ある女商人に祝福されたオオアリクイ。蟻は食べず卵を食べる",商人「ロウェナ」による祝福を受け、贅沢な暮らしをしてきたオオアリクイ。野生では一日に数万匹の蟻を食べるが、用意するのが難しいため、溶き卵を与えられて育てられた。よく人に慣れており、信頼関係を築けば背に乗せてくれるだろう,キシャアァ…！
358,"プヌティーに騎乗する。
トラル旅行公司のマスコットとなった、人懐っこい海獣",ヨカ・トラルの河川や湖、沿岸部に棲息する大型獣。気質が穏やかなこともあり古くから人に利用され、船を曳いてきた。この個体は特に好奇心旺盛らしく、おまじないで飛翔可能になったことから、旅行に興味を抱いているようだ,プュ～ン、プィィ～
359,,,
360,"暗闇の羽衣に騎乗する。
暗闇の雲がまとっていた羽衣の断片",暗闇の雲がまとっていた羽衣の断片。魔力が残留しているのか、霧散せず浮遊し続けている。身にまとえば身体が浮かび上がり、最高級ウールを思わせる心地よさを感じるが、周囲には常に雲が漂うため湿度は高い,ふわっふわ！
361,"暗黒領域に騎乗する。
暗闇の雲が創り出した領域の一部。長時間乗っても消えない",暗闇の雲が創り出した領域の一部。領域の主が認めたもののみが存在を許される場であり、多くの敵対者たちを暗黒天空に墜としてきた。しかし、激闘を経て主が霧散した結果、勝者である冒険者が領有権を得たようだ,ゴゴゴゴ…
362,"風火鍋に騎乗する。
天を駆ける火鍋。元は祭器であったらしい",その昔、ヤンサの国主が、祭器である「鼎」を調理に用いたところ、これが神器「風火二輪」の如く浮かび上がるという珍事があった。以来、各時代の支配者たちは、さまざまな具材を投げ込み、天を駆けながら美味を楽しんだという,グツグツ…
363,"ウィング・オブ・エターナルに騎乗する。
次元黄道で発見された魔法の翼",エターナルクイーンとの決戦の地で発見された、魔法の翼。荘厳な装甲は永久人の守護者を思わせるが、その来歴は謎に包まれている。いずれにせよ、この翼を授かりし者は、「永久の女王」の慈愛をも身に纏うことだろう,…………
364,"パワーローダーに騎乗する。
コスモエクスプローラー計画のために開発された作業用重機",コスモエクスプローラー計画のために作られた作業用重機。設計にはレポリットのみならず、シャーレアンやガレマール帝国出身の技術者も関わったとのこと。そのためか、特に操縦系統などに魔導アーマーからの影響が色濃い,ガション、ガション…
365,"商のカムイに騎乗する。
大商人に保護された大狼。なぜだか天を駆ける",市場調査のため東方に赴いた商人「ロウェナ」が、現地にて保護した大狼。なんらかの存在の加護を受けているらしく天を駆ける。なお、東方には犬に賽銭を持たせて、飼い主に代わって遠方の社に参らせる風習があるようだが……,チャリーン！
366,,,
367,,,
368,,,
369,,,
370,,,
371,"コスモフェイスに騎乗する。
あなたの暮らしを笑顔で見守る、レポリット製の防衛機構",楽園都市スマイルトンの防衛機構。住人には笑顔を、侵入者には憤怒の表情をとのコンセプトで設計されたが、終末現象の収束に伴い施設の建設計画が撤回されたことを受けて、本機は生活支援用に改装されることとなった,スマーイル！
372,"デモンズ・タブレットに騎乗する。
血で刻んだ文様により動き出した魔法の石板。おそらく無害",血で刻んだ文様により動き出した魔法の石板。侵入者を退けるための守護者として造られたものだったが、中心部を切り出した結果、無害な存在となった。試しに被ってみたところ、浮いたので移動用に使うことができそうだ,…………
373,"ペタロドゥスに騎乗する。
なぜかフレンドリーな二足歩行のサメ",二足歩行のサメ。海洋都市「ニーム」には、手足を持つサメにまつわる神話が伝わるが関係性は不明。本来は獰猛な存在だが、どこかで会ったことがあるとでも言うかのように友情を示してくれた。わお、すごい、まるで無意味だ！,わお！
374,"スノウストリーマーに騎乗する。
紫色の衣装で飾られた雪だるま。永久氷晶の力で溶けることがない",紫色の衣装で飾られた雪だるま。内部に潜り込めば、まるで雪だるまになったかのように動き回ることができる。自らの冒険を広く共有したい人にも、仲間が旅する姿を見守り応援したい人にも最適な逸品だ,サブスクライブ！
375,,,
376,,,
377,,,
378,,,
379,"ピルグリム・プロテクターに騎乗する。
旧フッブート領に生息していた白毛の獣。巡礼の旅に出る",ノルヴラント北部、旧フッブート領に生息していた白毛の獣。幼獣の頃から育てることで人に慣れるため、光耀教徒の中には護衛獣として巡礼に同行させる者もいた。この個体はその子孫にあたるようで、非常に従順である,グワゥ！
380,,,
381,"ブランチベアラーに騎乗する。
ゴクゴルマ農園で活躍する移動性植物。害虫予防はお手のもの",ゴクゴルマ農園で共栄生物として飼育されていたブランチベアラー。エーテル放射による害虫からの保護など、多方面で活躍してきた。なお、元来は養分とするために動物を狩るほど攻撃性の高い種だが、ドプロ族の技により飼いならされている,ギュィ、ギュィィ
382,"エアスピナーC9に騎乗する。
新生アレクサンドリア連王国製の最新型浮行機",新生アレクサンドリア連王国製の最新型浮行機。地上走行時には車輪として用いることができるエレクトロープ製回転器を六輪備えており、走破性と飛行性能のバランスがいい。ソリューション・ナインの若者にとっては憧れの存在のようだ,クォォォォォゥン…
383,"古式魔道船に騎乗する。
魔法によって浮行する古式の魔道船。合計4人が搭乗可能",三日月島で発見された飛行用魔道船。現代の飛空艇と違い青燐ガスを用いず、風属性のエーテルを操作する浮行魔法で空を舞う。搭乗者の魔力を原動力とするため、複数人で乗ったほうが降りたときの疲労感が少ない,ゴウン、ゴウン…
384,,,
385,"高機動型パワーローダーに騎乗する。
コスモエクスプローラー計画の功労者に与えられる特別な作業用重機",コスモエクスプローラー計画の功労者に与えられる特別な作業用重機。フレームや主機を見直した結果、通常型よりも出力が向上しているが、それだけに操縦性がピーキーらしい。だが、熟練の操縦者からの評価は極めて高いという,ガシュン、ガシュン…
386,"ホイールローダーに騎乗する。
コスモエクスプローラー計画のために作られた作業用重機",コスモエクスプローラー計画のために作られた作業用重機。どんな荒れ地も踏破する六輪駆動の前方にブレードが設けられており、圧倒的パワーで進路上の障害物を排除することができる。働くクルマとしてレポリットにも大人気,ゴウンゴウン…
387,,,
388,"ライド・ザ・ナイスヘッドに騎乗する。
とあるテーマパークのマスコットキャラクターとされる何か",とあるテーマパークのマスコットとされる何か。ダサいアタマが許せないらしく、どこまでも追いかけて、そのアタマを引っこ抜こうとする。ならば、ナイスなヘッドに乗ってしまえ。そうすれば、ナイスヘッドなナカマになれるだろう,ナイスヘッド！
389,"ウィング・オブ・ナイトフッドに騎乗する。
旧アレクサンドリア城内で発見された魔法の翼",守護機構「ゼレニア」との決戦の地で発見された、魔法の翼。翼部を覆う装甲はかの兵器が身につけた甲冑を思わせるが、その来歴は謎に包まれている。いずれにせよ、この翼を授かりし者は、「守護者」の信念をも身に纏うことだろう,…………
390,"魔導スラッシャーに騎乗する。
百蟲綱の魔物を模した帝国製無人魔導兵器。刃を落としているので安全",百蟲綱の魔物を模した帝国製の無人魔導兵器。腕部に装備された刃の斬れ味は鋭く、帝国軍と相対した多くの兵に悪夢を見せたと言われている。エオルゼア同盟軍に鹵獲された後、武装を外され輸送機器として放出されたようだ,スラ～ッ！
391,,,
392,,,
393,"岩兵ヴーガーに騎乗する。
ヨカフイ族に伝わる土木用ゴーレム",ヨカフイ族に伝わる岩兵、すなわちゴーレム。ヨカフイ族はかつて岩兵を兵器として利用してきたが、トライヨラ建国後は争いへの忌避感ゆえか新造を控えるようになったらしい。なお、ヴーガーとは「石の身体を持つ者」の意である,ゴゴゴ…
394,"ワニュウドウに騎乗する。
東方地域で造られる一種の魔法人形",東方地域で造られる一種の魔法人形。牛車の車輪に面が付いた奇妙な姿は、当地に伝わる「見る者の魂を奪う怪異」の伝承を再現しているため。本来は防衛機構として用いられるが、多少の忍耐力があれば乗用にも利用できるだろう,シャリーン！
395,"フォーギヴン・ミミクリーに騎乗する。
ピルグリム・トラバースに潜伏していた存在。罪喰いに擬態している",ピルグリム・トラバースに潜伏していた存在。一見すると罪喰いのようだが、実は移動性植物である。光に満ちた世界での生存戦略として、罪喰いに擬態することを学んだ結果、このような姿になったらしい,……！
396,"パンプキンウォーカーに騎乗する。
コンチネンタル・サーカスのダンチョーを模した魔法人形",旅芸人一座「コンチネンタル・サーカス」のダンチョーを模した魔法人形。魔法の術式が組み込まれており、守護天節にちなんだお菓子やカボチャの幻を見せることができる。なお、頭部を叩くとコンコンと良い音が鳴る,トリック！
397,"シャギーキャットに騎乗する。
トラル大陸原産の巨大猫。青いリボンがお気に入り",トラル大陸原産の巨大猫。非常に賢く温厚であることから「穏やかな巨人」とも呼ばれ、絆を深められれば背に乗ることすらできる。ただし、長毛種の運命として、季節によっては膨大な抜け毛の歓迎を受けることだろう,ウニャー
398,"セクレトに騎乗する。
ハンターの移動をサポートしてくれる騎乗動物",自慢の機動力を活かし、ハンターの移動をサポートしてくれる騎乗動物。嗅覚に優れ、対象の匂いをどこまでも追跡できるため、故郷では狩りに欠かせない存在だったようだ,キュルル♪
399,"ネコ荷車に騎乗する。
力尽きたハンターを運ぶための荷車。乗っても報酬は減らない",力尽きたハンターを運ぶための荷車。どんなに危険な場所であろうと、救助要請ある限り、アイルーたちは荷車と共に出動する。ハンターの中にはこれに乗ることを不名誉と考える者もいるようだが、それはそれこれはこれ,ニャニャニャ！
400,"ヤーンに騎乗する。
異界生まれの羊の精霊。こう見えてとてもパワフル",第九世界生まれの羊の精霊。当地に伝わる伝承によれば、友好的な精霊であり、ダイヤモンドと引き換えに加護を与えてくれるという。実際、この個体は穏やかで、自慢の力を発揮し、どこにでも連れていってくれる,ダイヤモンドちょうだい
401,"スペースダルメルに騎乗する。
異星環境への適応実験に参加していたダルメル",異星環境への適応実験に参加していたダルメル。ある学説によると、ダルメルは非常に環境適応能力が高いとされ、乾燥地帯から浮島まで、様々な土地に根付いている。ならば宇宙でも適応してくれることだろう,シューッ、フシューッ！
402,"コスモボードに騎乗する。
最新技術によって生み出された浮行式ボード",最新技術によって生み出された浮行式ボード。本来は、移動設備「コスモライナー」用に開発されたものだが、これをエーテルラインから外れても利用できるように改造。内蔵クリスタルによる独立運用が可能となった,ヒュォォォ…
403,"ファーストライト・シャンデリアに騎乗する。
光耀教会式の浮遊灯に、妖精たちが追加のまじないをかけた品",光耀教会に設置されていたシャンデリア。落下事故予防のため浮遊魔法がかけられており、浮かぶ。だからといってわざわざこれに乗り空を駆けようなどとは、当時の光耀教関係者は思いもしなかったに違いない,ピカー！
404,,,
405,,,
406,,,
407,"ウィング・オブ・デスに騎乗する。
メインターミナルで発見された魔法の翼",蛮神「永遠の闇」のそれとよく似た、魔法の翼。モノクロームの翼は見る者にどこかしら死を連想させるが、その来歴は謎に包まれている。いずれにせよ、この翼を授かりし者は「死の恐怖」をも踏み越える強き心を身に宿すことだろう,…………
408,"花人に騎乗する。
花人の子株。新天地目指して移動中",ピルグリム・トラバースの巡礼路で出会った「花人」の子株。親株の復讐のためか、はたまた単により遠くの場所で種子を残したいだけかは定かでないが、巡礼路を軽快に進む冒険者についていくことを決めたようだ,モサモサ……
409,,,
410,,,
411,"ダイナマイトに騎乗する。
ある女商人に祝福された呪具綱の魔物",岩石にエーテルが宿って生まれた呪具綱の魔物。希少な宝石を含有している可能性があるため、商人「ロウェナ」が購入し、クロ・アリアポーに世話を任せていた。その結果、人に懐いて背に乗せるほどになったのだという,ゴロゴロ
412,,,
413,"ローライダーT1に騎乗する。
往年の名車をカスタムしたザ・タイラントの愛車",リンドブルム製の旧型浮行機。アルカディアのオーナーが、先祖から受け継いだ往年の名車を、ザ・タイラントの演出に用いるためにカスタムしたもの。最新技術により、飛行性能からラグジュアリーな内装まで完璧に改造されている,ブルォォォォォン！
414,"ウォロンに騎乗する。
主にヨカ・トラルの森林地帯で見られる、樹木を愛する巨獣",主にヨカ・トラル東部など温暖な森林地帯に分布する巨獣。博物学的にはトロルやイエティの近縁種と見られ、それなりに知能も高い。奇妙な踊りと魔力放出で植物を急速に成長させたとの報告もあり、今後の研究が待たれるところである,ウォロロロン！
415,"局地用パワーローダーに騎乗する。
惑星オイジュス用に調整されたパワーローダー",コスモエクスプローラー計画のために作られた作業用重機。惑星オイジュスの特殊な環境向けに開発されたモデルであり、正式な呼称は別にあるのだが、その大柄な印象から多くの作業員は「ファッティ」という愛称で呼ぶらしい,ガゴン、ガゴン…
416,"コスモ・アームドウェポンに騎乗する。
惑星探索用に調整した多脚型魔導兵器",ガレマール帝国の魔導兵器「アームドウェポン」を、惑星探索用に調整した機体。低い重心と多脚による安定性により、重力異常が起きがちな惑星オイジュスの環境においても一定のパフォーマンスを発揮できる,ゴウゥゥゥン…
417,,,
418,,,
419,,,
420,,,
421,,,
422,"ウィング・オブ・ミストに騎乗する。
鉄馬車線路で発見された魔法の翼",鉄馬車線路で発見された魔法の翼。装甲と漂う霧はどこかグラシャラボラスを思わせるが、その来歴は謎に包まれている。いずれにせよ、この翼を授かりし者は雷降り注ぐ荒野を駆け続ける「鉄の意志」をも身に纏うことだろう,…………
423,,,
424,,,
425,"量産型パワーローダーに騎乗する。
コスモエクスプローラー計画のために開発された量産型作業用重機",コスモエクスプローラー計画のために作られた量産型作業用重機。製造コストを低減させるために数々の工夫が施されているが、性能的には原型機と大差はないレベルに仕上がっている。主に一般作業員の乗機として活躍中,ガチョン、ガチョン…
426,"レッドホイールローダーに騎乗する。
コスモエクスプローラー計画のために作られた赤い作業用重機",コスモエクスプローラー計画のために作られた作業用重機「ホイールローダー」を赤く塗装した機体。六輪駆動と前面のブレードは健在だが、特に性能が向上したわけではない。にもかかわらず、その赤い機体はレポリットに大人気である,レッド！！
427,,,
428,"トラル・スノーマンに騎乗する。
トラル大陸の山岳部に伝わる「雪の精霊」を模した雪だるま",トラル大陸の山岳部に伝わる雪の精霊「リョコー・テーテ」を模した雪だるま。込められた魔法により、人を運ぶことができる。ちなみに、件の精霊は大の遊び好きであり、しばしば雪だるまに化けて人里に入り込むこともあるらしい,ヒエヒエ！
429,,,
430,,,
431,,,
432,,,
433,,,
434,,,
435,,,
436,,,
437,,,
438,,,
439,,,
440,,,
441,,,
442,,,
443,,,
444,,,
445,,,
446,,,
447,,,
448,,,
449,,,
450,,,
