#,GatheringPoint[0],GatheringPoint[1],GatheringPoint[2],GatheringPoint[3],GatheringPoint[4],GatheringPoint[5],GatheringPoint[6],GatheringPoint[7],GatheringPoint[8],GatheringPoint[9],GatheringPoint[10],GatheringPoint[11],PopRange[0],PopRange[1],PopRange[2],PopRange[3],PopRange[4],PopRange[5],PopRange[6],PopRange[7],PopRange[8],PopRange[9],PopRange[10],PopRange[11]
726,34687,34688,34689,34690,34692,34695,34696,34697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,34687,34689,34690,34691,34693,34696,34697,34698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,34688,34690,34691,34692,34693,34694,34696,34698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,34699,34701,34702,34704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,34699,34700,34702,34704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,34699,34701,34702,34703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,34700,34702,34703,34704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,34705,34707,34708,34711,34712,34713,34714,34716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,34705,34706,34707,34708,34710,34713,34714,34715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,34705,34707,34708,34709,34711,34714,34715,34716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,34706,34708,34709,34710,34711,34712,34714,34716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,34717,34718,34719,34720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,34721,34723,34724,34726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,34721,34722,34724,34726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,34721,34723,34724,34725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,34722,34724,34725,34726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,34727,34729,34730,34733,34734,34735,34736,34738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,34727,34728,34729,34730,34732,34735,34736,34737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,34727,34729,34730,34731,34733,34736,34737,34738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,34728,34730,34731,34732,34733,34734,34736,34738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,34739,34740,34741,34742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,34743,34745,34746,34748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,34743,34744,34746,34748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,34743,34745,34746,34747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,34744,34746,34747,34748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
