#,Name,SilverStarRequirement,GoldStarRequirement,WKSMissionText,ClassJobCategory[0],ClassJobCategory[1],Unknown1,MissionTime,MissionReward,MissionToDo[0],MissionToDo[1],MissionToDo[2],LockedBehind,WKSMissionSupplyItem,WKSMissionRecipe,PlaceName,SortKey,WKSFunction,LevelGroup,MissionLotteryCond,WKSMissionLotterySpecialCond,IsSynced,IsSpecialQuest,Unknown2
1337,Collecte d'échan­til­lons océaniques,9000,12000,296,19,0,100,1800,1337,1410,0,0,0,1132,0,5427,0,3,4,0,0,0,False,False
1338,Étude de spécimens océaniques,5540,6290,290,19,0,100,1800,1338,1411,0,0,0,1133,0,5427,0,0,4,0,0,0,False,False
1339,EX : Étude de grands spécimens mutants,7390,14790,290,19,0,100,1800,1339,1412,0,0,0,1134,0,5428,0,0,5,0,0,0,False,False
1340,EX : Grands échan­til­lons des bas-fonds en urgence,29600,37000,294,19,0,100,1800,1340,1413,0,0,0,1135,0,5429,0,0,5,0,0,0,False,False
1341,EX : Étude corrélative de l'environnement du Terrier désertique,12000,15000,292,19,0,100,1800,1341,1414,0,0,0,1136,0,5431,0,0,5,18,0,0,False,False
1342,EX : Collecte d'échan­til­lons soumis à l'influence des anomalies gravitationnelles,4000,6000,296,19,0,100,1800,1342,1415,0,0,0,1137,0,5430,0,3,5,17,23,0,False,False
1343,EX+ : Grands échan­til­lons améliorés des bas-fonds en urgence,27000,31000,294,19,0,100,210,1343,1416,0,0,0,1138,0,5429,0,0,6,0,18,0,False,False
1344,EX+ : Étude sur l'utilisation de krills cosmiques,4880,5680,298,19,0,100,360,1344,1417,0,0,0,1139,0,5427,0,3,6,0,15,0,False,False
1345,EX+ : Soutien à l'étude des vestiges,2100,3000,299,19,0,100,540,1345,1418,0,0,0,1140,0,5430,0,0,6,18,10,0,False,False
1346,EX+ : Soutien sup­plé­men­tai­re à l'étude des vestiges,22500,35000,299,19,0,100,720,1346,1419,0,0,1345,1141,0,5429,0,3,6,18,0,0,False,False
1347,EX+ : Étude des flux aquatiques dans les profondeurs des vestiges,1000,2500,299,19,0,100,600,1347,1420,0,0,1346,1142,0,5431,0,0,6,18,0,0,False,False
1348, Combustible végétal,0,0,303,9,0,100,1200,1348,1433,1434,0,0,1099,1002,5418,24000,0,1,0,0,1,True,False
1349, Balais pour restauration,0,0,306,9,0,100,1200,1349,1435,1436,0,0,1100,1003,5409,24500,0,1,0,0,1,True,False
1350, Générateurs de gravité portables,0,0,301,10,0,100,1200,1350,1437,1438,0,0,1101,1004,5414,24000,0,1,0,0,1,True,False
1351, Lames pour cosmoforeuse,0,0,307,10,0,100,1200,1351,1439,1440,0,0,1102,1005,5417,24000,0,1,0,0,1,True,False
1352, Chaînes pour rover,0,0,302,11,0,100,1200,1352,1441,1442,0,0,1103,1006,5407,24500,0,1,0,0,1,True,False
1353, Réparation de rover,0,0,305,11,0,100,1200,1353,1443,1444,0,0,1104,1007,5409,24000,0,1,0,0,1,True,False
1354, Éclairages de secours,0,0,302,12,0,100,1200,1354,1445,1446,0,0,1105,1008,5407,24500,0,1,0,0,1,True,False
1355, Forge de coraux métalliques,0,0,304,12,0,100,1200,1355,1447,1448,0,0,1106,1009,5419,24500,0,1,0,0,1,True,False
1356, Sangles en cuir,0,0,301,13,0,100,1200,1356,1449,1450,0,0,1107,1010,5414,24000,0,1,0,0,1,True,False
1357, Gants de maintenance,0,0,305,13,0,100,1200,1357,1451,1452,0,0,1108,1011,5409,24000,0,1,0,0,1,True,False
1358, Bâches pour rover,0,0,302,14,0,100,1200,1358,1453,1454,0,0,1109,1012,5407,24500,0,1,0,0,1,True,False
1359, Bandages pour premiers secours,0,0,308,14,0,100,1200,1359,1455,1456,0,0,1110,1013,5407,24500,0,1,0,0,1,True,False
1360, Agent nettoyant pour restauration,0,0,306,15,0,100,1200,1360,1457,1458,0,0,1111,1014,5409,24500,0,1,0,0,1,True,False
1361, Onguent pour premiers secours,0,0,308,15,0,100,1200,1361,1459,1460,0,0,1112,1015,5407,24500,0,1,0,0,1,True,False
1362, Additifs pour combustible végétal,0,0,303,16,0,100,1200,1362,1461,1462,0,0,1113,1016,5418,24000,0,1,0,0,1,True,False
1363, Nouilles cosmiques,0,0,305,16,0,100,1200,1363,1463,1464,0,0,1114,1017,5409,24000,0,1,0,0,1,True,False
1364, Récolte de coraux métalliques,0,0,304,17,0,100,1200,1364,1421,1422,0,0,0,0,5419,24500,0,1,0,0,1,True,False
1365, Récolte de pierres oubliées,0,0,307,17,0,100,1200,1365,1423,1424,0,0,0,0,5417,24000,0,1,0,0,1,True,False
1366, Récolte de plantes hygrophiles,0,0,303,18,0,100,1200,1366,1425,1426,0,0,0,0,5418,24000,0,1,0,0,1,True,False
1367, Récolte de plantes médicinales,0,0,308,18,0,100,1200,1367,1427,1428,0,0,0,0,5414,24500,0,1,0,0,1,True,False
1368, Récupération de coraux métalliques,0,0,304,19,0,100,1200,1368,1429,1430,0,0,1143,0,5427,24500,0,1,0,0,1,True,False
1369, Récupération de ruines englouties,0,0,306,19,0,100,1200,1369,1431,1432,0,0,1144,0,5426,24500,0,1,0,0,1,True,False
1370, Livraison de cordages polyvalents,1200,2400,332,9,0,100,0,1370,1465,0,0,0,1145,1018,0,0,0,1,0,0,1,False,False
1371, Recherche sur les matériaux de con­struc­tion renforcés,1200,2400,333,9,0,100,0,1371,1466,0,0,0,1146,1019,0,0,0,1,0,0,1,False,False
1372, Matériaux pour la recon­struc­tion,1200,2400,334,9,0,100,0,1372,1467,0,0,0,1147,1020,0,0,0,1,0,0,1,False,False
1373, Matériaux pour le transport des échan­til­lons,1200,2400,339,9,0,100,0,1373,1468,0,0,0,1148,1021,0,0,0,1,0,0,1,False,False
1374, Cordages polyvalents sup­plé­men­tai­res,1200,2400,332,9,0,100,0,1374,1469,0,0,0,1149,1022,0,0,0,2,0,0,1,False,False
1375, Poursuite de la recherche sur les matériaux de con­struc­tion renforcés,1200,2400,333,9,0,100,0,1375,1470,0,0,0,1150,1023,0,0,0,2,0,0,1,False,False
1376, Approvisionnement en matériaux pour la recon­struc­tion,1300,3000,334,9,0,100,0,1376,1471,0,0,0,1151,1024,0,0,3,2,0,0,1,False,False
1377, Amélioration de matériaux pour le transport des échan­til­lons,700,1500,339,9,0,100,0,1377,1472,0,0,0,1152,1025,0,0,3,2,0,0,1,False,False
1378, Cordages innovants,1600,2400,332,9,0,100,0,1378,1473,0,0,0,1153,1026,0,0,0,3,0,0,1,False,False
1379, Traitement avancé de matériaux de con­struc­tion renforcés,1600,2400,333,9,0,100,0,1379,1474,0,0,0,1154,1027,0,0,0,3,0,0,1,False,False
1380, Approvisionnement stratégique en matériaux pour la recon­struc­tion,2700,3000,334,9,0,100,0,1380,1475,0,0,0,1155,1028,0,0,3,3,0,0,1,False,False
1381, Amélioration des matériaux pour le transport,1000,1500,339,9,0,100,0,1381,1476,0,0,0,1156,1029,0,0,3,3,0,0,1,False,False
1382, Matériaux d'exploration résistants aux intempéries,1600,2100,337,9,0,100,0,1382,1477,0,0,0,1157,1030,0,0,0,3,0,0,1,False,False
1383,Cordages innovants additionnels,1000,1600,332,9,0,100,0,1383,1478,0,0,0,1158,1031,0,0,0,4,0,0,0,False,False
1384,Reproduction et traitement de matériaux de con­struc­tion renforcés,1000,1600,333,9,0,100,0,1384,1479,0,0,0,1159,1032,0,0,0,4,0,0,0,False,False
1385,Composés alchimiques à usage localisé,1400,2000,334,9,0,100,0,1385,1480,0,0,0,1160,1033,0,0,3,4,0,0,0,False,False
1386,Matériaux pour jardinage,1400,2000,335,9,0,100,0,1386,1481,0,0,0,1161,1034,0,0,3,4,0,0,0,False,False
1387,Remplacement de mobilier,1000,1600,336,9,0,100,1200,1387,1482,0,0,0,1162,1035,0,0,0,4,0,0,0,False,False
1388,Amélioration de matériaux d'exploration résistants aux intempéries,880,1050,337,9,0,100,1200,1388,1483,0,0,0,1163,1036,0,0,0,4,0,0,0,False,False
1389,EX : Optimisation écologique des outils d'exploration,800,1000,338,9,0,100,1200,1389,1484,0,0,0,1164,1037,0,0,3,5,0,0,0,False,False
1390,EX : Matériaux pour le transport de qualité supérieure,800,1000,339,9,0,100,0,1390,1485,0,0,0,1165,1038,0,0,3,5,0,0,0,False,False
1391,EX : Combustible pour Auxesia,800,1000,340,9,0,100,0,1391,1486,0,0,0,1166,1039,0,0,3,5,19,17,0,False,False
1392,EX+ : Matériaux résistants aux intempéries portatifs,1800,2000,337,9,0,100,0,1392,1487,0,0,0,1167,1040,0,0,3,6,0,20,0,False,False
1393,EX+ : Combustible biologique hautement raffiné,980,1080,341,9,0,100,0,1393,1488,0,0,0,1168,1041,0,0,3,6,0,23,0,False,False
1394,EX+ : Analyse des matériaux de pionnier,1800,2000,342,9,0,100,540,1394,1489,0,0,0,1169,1042,0,0,3,6,20,15,0,False,False
1395,MM : Amélioration de combustible pour machines lourdes,0,0,343,9,0,357,300,1395,1490,1491,1492,0,1170,1043,0,0,3,6,0,0,0,False,True
1396,MM : Composés alchimiques d'exception,0,0,344,9,0,289,240,1396,1493,1494,1495,0,1171,1044,0,0,3,6,0,0,0,False,True
1397,MM : Recherche sur les carburants renouvelables,0,0,345,9,0,304,420,1397,1496,1497,1498,0,1172,1045,0,0,3,6,0,0,0,False,True
1398, Alliage multi-usage,1200,2400,318,10,0,100,0,1398,1499,0,0,0,1173,1046,0,0,0,1,0,0,1,False,False
1399, Scellage éthéréen de bronze importé,1200,2400,319,10,0,100,0,1399,1500,0,0,0,1174,1047,0,0,0,1,0,0,1,False,False
1400, Composants pour machinerie lourde,1200,2400,320,10,0,100,0,1400,1501,0,0,0,1175,1048,0,0,0,1,0,0,1,False,False
1401, Matériaux pour l'exploration urbaine,1200,2400,321,10,0,100,0,1401,1502,0,0,0,1176,1049,0,0,0,1,0,0,1,False,False
1402, Alliage multi-usage sup­plé­men­tai­re,1200,2400,318,10,0,100,0,1402,1503,0,0,0,1177,1050,0,0,0,2,0,0,1,False,False
1403, Scellage éthéréen d'argent importé,1200,2400,319,10,0,100,0,1403,1504,0,0,0,1178,1051,0,0,0,2,0,0,1,False,False
1404, Composants pour machinerie lourde (suite),1300,3000,320,10,0,100,0,1404,1505,0,0,0,1179,1052,0,0,3,2,0,0,1,False,False
1405, Livraison d'outils d'abattage,700,1500,321,10,0,100,0,1405,1506,0,0,0,1180,1053,0,0,3,2,0,0,1,False,False
1406, Alliage multi-usage amélioré,1600,2400,318,10,0,100,0,1406,1507,0,0,0,1181,1054,0,0,0,3,0,0,1,False,False
1407, Scellage éthéréen d'or importé,1600,2400,319,10,0,100,0,1407,1508,0,0,0,1182,1055,0,0,0,3,0,0,1,False,False
1408, Composants pour machinerie lourde améliorée,2700,3000,320,10,0,100,0,1408,1509,0,0,0,1183,1056,0,0,3,3,0,0,1,False,False
1409, Livraison d'outils d'abattage sup­plé­men­tai­res,1000,1500,321,10,0,100,0,1409,1510,0,0,0,1184,1057,0,0,3,3,0,0,1,False,False
1410, Matériaux pour l'exploration sup­plé­men­tai­res,1600,2100,324,10,0,100,0,1410,1511,0,0,0,1185,1058,0,0,0,3,0,0,1,False,False
1411,Alliage multi-usage sup­plé­men­tai­re,1000,1600,318,10,0,100,0,1411,1512,0,0,0,1186,1059,0,0,0,4,0,0,0,False,False
1412,Scellage éthéréen de platine importé,1000,1600,319,10,0,100,0,1412,1513,0,0,0,1187,1060,0,0,0,4,0,0,0,False,False
1413,Élaboration d'outils d'abattage avancés,1400,2000,320,10,0,100,0,1413,1514,0,0,0,1188,1061,0,0,3,4,0,0,0,False,False
1414,Matériel pour l'exploration urbaine,1400,2000,321,10,0,100,0,1414,1515,0,0,0,1189,1062,0,0,3,4,0,0,0,False,False
1415,Outils d'observation de l'éther,1000,1600,322,10,0,100,1200,1415,1516,0,0,0,1190,1063,0,0,0,4,0,0,0,False,False
1416,Composants durables pour machinerie lourde améliorée,880,1050,323,10,0,100,1200,1416,1517,0,0,0,1191,1064,0,0,0,4,0,0,0,False,False
1417,EX : Matériaux de qualité pour l'exploration,800,1000,324,10,0,100,1200,1417,1518,0,0,0,1192,1065,0,0,3,5,0,0,0,False,False
1418,EX : Livraison de câble durable,800,1000,325,10,0,100,0,1418,1519,0,0,0,1193,1066,0,0,3,5,0,0,0,False,False
1419,EX : Matériel de gestion environnementale,800,1000,326,10,0,100,0,1419,1520,0,0,0,1194,1067,0,0,3,5,19,19,0,False,False
1420,EX+ : Reproduction d'artefacts des pionniers,1800,2000,327,10,0,100,0,1420,1521,0,0,0,1195,1068,0,0,3,6,0,22,0,False,False
1421,EX+ : Outils d'observation de l'éther (suite),980,1080,322,10,0,100,0,1421,1522,0,0,0,1196,1069,0,0,3,6,0,15,0,False,False
1422,EX+ : Outils d'observation de l'éther améliorés,1800,2000,328,10,0,100,540,1422,1523,0,0,0,1197,1070,0,0,3,6,20,23,0,False,False
1423,MM : Foreuses améliorées,0,0,329,10,0,357,300,1423,1524,1525,1526,0,1198,1071,0,0,3,6,0,0,0,False,True
1424,MM : Éléments de restauration urbaine,0,0,330,10,0,289,240,1424,1527,1528,1529,0,1199,1072,0,0,3,6,0,0,0,False,True
1425,MM : Reproduction de maquettes des pionniers,0,0,331,10,0,304,420,1425,1530,1531,1532,0,1200,1073,0,0,3,6,0,0,0,False,True
1426, Alliage multi-usage,1200,2400,318,11,0,100,0,1426,1533,0,0,0,1201,1074,0,0,0,1,0,0,1,False,False
1427, Scellage éthéréen de bronze importé,1200,2400,319,11,0,100,0,1427,1534,0,0,0,1202,1075,0,0,0,1,0,0,1,False,False
1428, Composants pour machinerie lourde,1200,2400,320,11,0,100,0,1428,1535,0,0,0,1203,1076,0,0,0,1,0,0,1,False,False
1429, Matériaux pour l'exploration urbaine,1200,2400,321,11,0,100,0,1429,1536,0,0,0,1204,1077,0,0,0,1,0,0,1,False,False
1430, Alliage multi-usage sup­plé­men­tai­re,1200,2400,318,11,0,100,0,1430,1537,0,0,0,1205,1078,0,0,0,2,0,0,1,False,False
1431, Scellage éthéréen d'argent importé,1200,2400,319,11,0,100,0,1431,1538,0,0,0,1206,1079,0,0,0,2,0,0,1,False,False
1432, Composants pour machinerie lourde (suite),1300,3000,320,11,0,100,0,1432,1539,0,0,0,1207,1080,0,0,3,2,0,0,1,False,False
1433, Livraison d'outils d'abattage,700,1500,321,11,0,100,0,1433,1540,0,0,0,1208,1081,0,0,3,2,0,0,1,False,False
1434, Alliage multi-usage amélioré,1600,2400,318,11,0,100,0,1434,1541,0,0,0,1209,1082,0,0,0,3,0,0,1,False,False
1435, Scellage éthéréen d'or importé,1600,2400,319,11,0,100,0,1435,1542,0,0,0,1210,1083,0,0,0,3,0,0,1,False,False
1436, Composants pour machinerie lourde améliorée,2700,3000,320,11,0,100,0,1436,1543,0,0,0,1211,1084,0,0,3,3,0,0,1,False,False
1437, Livraison d'outils d'abattage sup­plé­men­tai­res,1000,1500,321,11,0,100,0,1437,1544,0,0,0,1212,1085,0,0,3,3,0,0,1,False,False
1438, Matériaux pour l'exploration sup­plé­men­tai­res,1600,2100,324,11,0,100,0,1438,1545,0,0,0,1213,1086,0,0,0,3,0,0,1,False,False
1439,Alliage multi-usage sup­plé­men­tai­re,1000,1600,318,11,0,100,0,1439,1546,0,0,0,1214,1087,0,0,0,4,0,0,0,False,False
1440,Scellage éthéréen de platine importé,1000,1600,319,11,0,100,0,1440,1547,0,0,0,1215,1088,0,0,0,4,0,0,0,False,False
1441,Élaboration d'outils d'abattage avancés,1400,2000,320,11,0,100,0,1441,1548,0,0,0,1216,1089,0,0,3,4,0,0,0,False,False
1442,Matériel pour l'exploration urbaine,1400,2000,321,11,0,100,0,1442,1549,0,0,0,1217,1090,0,0,3,4,0,0,0,False,False
1443,Outils d'observation de l'éther,1000,1600,322,11,0,100,1200,1443,1550,0,0,0,1218,1091,0,0,0,4,0,0,0,False,False
1444,Composants durables pour machinerie lourde améliorée,880,1050,323,11,0,100,1200,1444,1551,0,0,0,1219,1092,0,0,0,4,0,0,0,False,False
1445,EX : Matériaux de qualité pour l'exploration,800,1000,324,11,0,100,1200,1445,1552,0,0,0,1220,1093,0,0,3,5,0,0,0,False,False
1446,EX : Livraison de câble durable,800,1000,325,11,0,100,0,1446,1553,0,0,0,1221,1094,0,0,3,5,0,0,0,False,False
1447,EX : Matériel de gestion environnementale,800,1000,326,11,0,100,0,1447,1554,0,0,0,1222,1095,0,0,3,5,19,19,0,False,False
1448,EX+ : Reproduction d'artefacts des pionniers,1800,2000,327,11,0,100,0,1448,1555,0,0,0,1223,1096,0,0,3,6,0,22,0,False,False
1449,EX+ : Outils d'observation de l'éther (suite),980,1080,322,11,0,100,0,1449,1556,0,0,0,1224,1097,0,0,3,6,0,23,0,False,False
1450,EX+ : Outils d'observation de l'éther améliorés,1800,2000,328,11,0,100,540,1450,1557,0,0,0,1225,1098,0,0,3,6,20,15,0,False,False
1451,MM : Aspergeurs de formule améliorés,0,0,329,11,0,357,300,1451,1558,1559,1560,0,1226,1099,0,0,3,6,0,0,0,False,True
1452,MM : Éléments de restauration urbaine,0,0,330,11,0,289,240,1452,1561,1562,1563,0,1227,1100,0,0,3,6,0,0,0,False,True
1453,MM : Reproduction de terminaux des pionniers,0,0,331,11,0,304,420,1453,1564,1565,1566,0,1228,1101,0,0,3,6,0,0,0,False,True
1454, Alliage multi-usage,1200,2400,318,12,0,100,0,1454,1567,0,0,0,1229,1102,0,0,0,1,0,0,1,False,False
1455, Scellage éthéréen de bronze importé,1200,2400,319,12,0,100,0,1455,1568,0,0,0,1230,1103,0,0,0,1,0,0,1,False,False
1456, Composants pour machinerie lourde,1200,2400,320,12,0,100,0,1456,1569,0,0,0,1231,1104,0,0,0,1,0,0,1,False,False
1457, Matériaux pour l'exploration urbaine,1200,2400,321,12,0,100,0,1457,1570,0,0,0,1232,1105,0,0,0,1,0,0,1,False,False
1458, Alliage multi-usage sup­plé­men­tai­re,1200,2400,318,12,0,100,0,1458,1571,0,0,0,1233,1106,0,0,0,2,0,0,1,False,False
1459, Scellage éthéréen d'argent importé,1200,2400,319,12,0,100,0,1459,1572,0,0,0,1234,1107,0,0,0,2,0,0,1,False,False
1460, Composants pour machinerie lourde (suite),1300,3000,320,12,0,100,0,1460,1573,0,0,0,1235,1108,0,0,3,2,0,0,1,False,False
1461, Livraison d'outils d'abattage,700,1500,321,12,0,100,0,1461,1574,0,0,0,1236,1109,0,0,3,2,0,0,1,False,False
1462, Alliage multi-usage amélioré,1600,2400,318,12,0,100,0,1462,1575,0,0,0,1237,1110,0,0,0,3,0,0,1,False,False
1463, Scellage éthéréen d'or importé,1600,2400,319,12,0,100,0,1463,1576,0,0,0,1238,1111,0,0,0,3,0,0,1,False,False
1464, Composants pour machinerie lourde améliorée,2700,3000,320,12,0,100,0,1464,1577,0,0,0,1239,1112,0,0,3,3,0,0,1,False,False
1465, Livraison d'outils d'abattage sup­plé­men­tai­res,1000,1500,321,12,0,100,0,1465,1578,0,0,0,1240,1113,0,0,3,3,0,0,1,False,False
1466, Matériaux pour l'exploration sup­plé­men­tai­res,1600,2100,324,12,0,100,0,1466,1579,0,0,0,1241,1114,0,0,0,3,0,0,1,False,False
1467,Alliage multi-usage sup­plé­men­tai­re,1000,1600,318,12,0,100,0,1467,1580,0,0,0,1242,1115,0,0,0,4,0,0,0,False,False
1468,Scellage éthéréen de platine importé,1000,1600,319,12,0,100,0,1468,1581,0,0,0,1243,1116,0,0,0,4,0,0,0,False,False
1469,Élaboration d'outils d'abattage avancés,1400,2000,320,12,0,100,0,1469,1582,0,0,0,1244,1117,0,0,3,4,0,0,0,False,False
1470,Matériel pour l'exploration urbaine,1400,2000,321,12,0,100,0,1470,1583,0,0,0,1245,1118,0,0,3,4,0,0,0,False,False
1471,Outils d'observation de l'éther,1000,1600,322,12,0,100,1200,1471,1584,0,0,0,1246,1119,0,0,0,4,0,0,0,False,False
1472,Composants durables pour machinerie lourde améliorée,880,1050,323,12,0,100,1200,1472,1585,0,0,0,1247,1120,0,0,0,4,0,0,0,False,False
1473,EX : Matériaux de qualité pour l'exploration,800,1000,324,12,0,100,1200,1473,1586,0,0,0,1248,1121,0,0,3,5,0,0,0,False,False
1474,EX : Livraison de câble métallique durable,800,1000,325,12,0,100,0,1474,1587,0,0,0,1249,1122,0,0,3,5,0,0,0,False,False
1475,EX : Matériel de gestion environnementale,800,1000,326,12,0,100,0,1475,1588,0,0,0,1250,1123,0,0,3,5,19,19,0,False,False
1476,EX+ : Reproduction d'artefacts des pionniers,1800,2000,327,12,0,100,0,1476,1589,0,0,0,1251,1124,0,0,3,6,0,22,0,False,False
1477,EX+ : Outils d'observation de l'éther (suite),980,1080,322,12,0,100,0,1477,1590,0,0,0,1252,1125,0,0,3,6,0,15,0,False,False
1478,EX+ : Outils d'observation de l'éther améliorés,1800,2000,328,12,0,100,540,1478,1591,0,0,0,1253,1126,0,0,3,6,20,23,0,False,False
1479,MM : Machines à souder améliorées,0,0,329,12,0,357,300,1479,1592,1593,1594,0,1254,1127,0,0,3,6,0,0,0,False,True
1480,MM : Éléments de restauration urbaine,0,0,330,12,0,289,240,1480,1595,1596,1597,0,1255,1128,0,0,3,6,0,0,0,False,True
1481,MM : Reproduction d'écrans des pionniers,0,0,331,12,0,304,420,1481,1598,1599,1600,0,1256,1129,0,0,3,6,0,0,0,False,True
1482, Livraison de cordages polyvalents,1200,2400,332,13,0,100,0,1482,1601,0,0,0,1257,1130,0,0,0,1,0,0,1,False,False
1483, Recherche sur les matériaux de con­struc­tion renforcés,1200,2400,333,13,0,100,0,1483,1602,0,0,0,1258,1131,0,0,0,1,0,0,1,False,False
1484, Matériaux pour la recon­struc­tion,1200,2400,334,13,0,100,0,1484,1603,0,0,0,1259,1132,0,0,0,1,0,0,1,False,False
1485, Matériaux pour le transport des échan­til­lons,1200,2400,339,13,0,100,0,1485,1604,0,0,0,1260,1133,0,0,0,1,0,0,1,False,False
1486, Cordages polyvalents sup­plé­men­tai­res,1200,2400,332,13,0,100,0,1486,1605,0,0,0,1261,1134,0,0,0,2,0,0,1,False,False
1487, Poursuite de la recherche sur les matériaux de con­struc­tion renforcés,1200,2400,333,13,0,100,0,1487,1606,0,0,0,1262,1135,0,0,0,2,0,0,1,False,False
1488, Approvisionnement en matériaux pour la recon­struc­tion,1300,3000,334,13,0,100,0,1488,1607,0,0,0,1263,1136,0,0,3,2,0,0,1,False,False
1489, Amélioration de matériaux pour le transport des échan­til­lons,700,1500,339,13,0,100,0,1489,1608,0,0,0,1264,1137,0,0,3,2,0,0,1,False,False
1490, Cordages innovants,1600,2400,332,13,0,100,0,1490,1609,0,0,0,1265,1138,0,0,0,3,0,0,1,False,False
1491, Traitement avancé de matériaux de con­struc­tion renforcés,1600,2400,333,13,0,100,0,1491,1610,0,0,0,1266,1139,0,0,0,3,0,0,1,False,False
1492, Approvisionnement stratégique en matériaux pour la recon­struc­tion,2700,3000,334,13,0,100,0,1492,1611,0,0,0,1267,1140,0,0,3,3,0,0,1,False,False
1493, Amélioration des matériaux pour le transport,1000,1500,339,13,0,100,0,1493,1612,0,0,0,1268,1141,0,0,3,3,0,0,1,False,False
1494, Matériaux d'exploration résistants aux intempéries,1600,2100,337,13,0,100,0,1494,1613,0,0,0,1269,1142,0,0,0,3,0,0,1,False,False
1495,Cordages innovants additionnels,1000,1600,332,13,0,100,0,1495,1614,0,0,0,1270,1143,0,0,0,4,0,0,0,False,False
1496,Reproduction et traitement de matériaux de con­struc­tion renforcés,1000,1600,333,13,0,100,0,1496,1615,0,0,0,1271,1144,0,0,0,4,0,0,0,False,False
1497,Composés alchimiques à usage localisé,1400,2000,334,13,0,100,0,1497,1616,0,0,0,1272,1145,0,0,3,4,0,0,0,False,False
1498,Matériaux pour jardinage,1400,2000,335,13,0,100,0,1498,1617,0,0,0,1273,1146,0,0,3,4,0,0,0,False,False
1499,Remplacement de mobilier,1000,1600,336,13,0,100,1200,1499,1618,0,0,0,1274,1147,0,0,0,4,0,0,0,False,False
1500,Amélioration de matériaux d'exploration résistants aux intempéries,880,1050,337,13,0,100,1200,1500,1619,0,0,0,1275,1148,0,0,0,4,0,0,0,False,False
1501,EX : Optimisation écologique des outils d'exploration,800,1000,338,13,0,100,1200,1501,1620,0,0,0,1276,1149,0,0,3,5,0,0,0,False,False
1502,EX : Matériaux pour le transport de qualité supérieure,800,1000,339,13,0,100,0,1502,1621,0,0,0,1277,1150,0,0,3,5,0,0,0,False,False
1503,EX : Combustible pour Auxesia,800,1000,340,13,0,100,0,1503,1622,0,0,0,1278,1151,0,0,3,5,19,17,0,False,False
1504,EX+ : Matériaux résistants aux intempéries portatifs,1800,2000,337,13,0,100,0,1504,1623,0,0,0,1279,1152,0,0,3,6,0,20,0,False,False
1505,EX+ : Combinaison d'opérateur,980,1080,341,13,0,100,0,1505,1624,0,0,0,1280,1153,0,0,3,6,0,23,0,False,False
1506,EX+ : Analyse des matériaux de pionnier,1800,2000,342,13,0,100,540,1506,1625,0,0,0,1281,1154,0,0,3,6,20,15,0,False,False
1507,MM : Amélioration de combinaison cosmique,0,0,343,13,0,357,300,1507,1626,1627,1628,0,1282,1155,0,0,3,6,0,0,0,False,True
1508,MM : Amélioration de combinaison de pilote,0,0,344,13,0,289,240,1508,1629,1630,1631,0,1283,1156,0,0,3,6,0,0,0,False,True
1509,MM : Amélioration de combinaison cosmo-alimentée,0,0,345,13,0,304,420,1509,1632,1633,1634,0,1284,1157,0,0,3,6,0,0,0,False,True
1510, Livraison de cordages polyvalents,1200,2400,332,14,0,100,0,1510,1635,0,0,0,1285,1158,0,0,0,1,0,0,1,False,False
1511, Recherche sur les matériaux de con­struc­tion renforcés,1200,2400,333,14,0,100,0,1511,1636,0,0,0,1286,1159,0,0,0,1,0,0,1,False,False
1512, Matériaux pour la recon­struc­tion,1200,2400,334,14,0,100,0,1512,1637,0,0,0,1287,1160,0,0,0,1,0,0,1,False,False
1513, Matériaux pour le transport des échan­til­lons,1200,2400,339,14,0,100,0,1513,1638,0,0,0,1288,1161,0,0,0,1,0,0,1,False,False
1514, Cordages polyvalents sup­plé­men­tai­res,1200,2400,332,14,0,100,0,1514,1639,0,0,0,1289,1162,0,0,0,2,0,0,1,False,False
1515, Poursuite de la recherche sur les matériaux de con­struc­tion renforcés,1200,2400,333,14,0,100,0,1515,1640,0,0,0,1290,1163,0,0,0,2,0,0,1,False,False
1516, Approvisionnement en matériaux pour la recon­struc­tion,1300,3000,334,14,0,100,0,1516,1641,0,0,0,1291,1164,0,0,3,2,0,0,1,False,False
1517, Amélioration de matériaux pour le transport des échan­til­lons,700,1500,339,14,0,100,0,1517,1642,0,0,0,1292,1165,0,0,3,2,0,0,1,False,False
1518, Cordages innovants,1600,2400,332,14,0,100,0,1518,1643,0,0,0,1293,1166,0,0,0,3,0,0,1,False,False
1519, Traitement avancé de matériaux de con­struc­tion renforcés,1600,2400,333,14,0,100,0,1519,1644,0,0,0,1294,1167,0,0,0,3,0,0,1,False,False
1520, Approvisionnement stratégique en matériaux pour la recon­struc­tion,2700,3000,334,14,0,100,0,1520,1645,0,0,0,1295,1168,0,0,3,3,0,0,1,False,False
1521, Amélioration des matériaux pour le transport,1000,1500,339,14,0,100,0,1521,1646,0,0,0,1296,1169,0,0,3,3,0,0,1,False,False
1522, Matériaux d'exploration résistants aux intempéries,1600,2100,337,14,0,100,0,1522,1647,0,0,0,1297,1170,0,0,0,3,0,0,1,False,False
1523,Cordages innovants additionnels,1000,1600,332,14,0,100,0,1523,1648,0,0,0,1298,1171,0,0,0,4,0,0,0,False,False
1524,Reproduction et traitement de matériaux de con­struc­tion renforcés,1000,1600,333,14,0,100,0,1524,1649,0,0,0,1299,1172,0,0,0,4,0,0,0,False,False
