#,Description,DescriptionEnhanced,Tooltip
0,,,
314,"Vous appelez Pinky, un éléphant rose mécanique qui apporte la joie et la bonne humeur.","Un robot éléphantesque créé par les Loporrites pour apporter le bonheur auprès des habitants d'Ætherys. Décidément trop crédules, ces chers léporidés ont pris au pied de la lettre une plai­san­te­rie de leurs correspondants sharlayanais, qui leur ont fait croire que les individus ivres étaient sujets à une hallucination récurrente consistant à voir apparaître devant soi un éléphant rose...",Pinkyyyy !
315,"Vous appelez votre lynx du brasier flamboyant, un félin né des flammes maléfiques du treizième reflet.","Cette entité fantasmagorique a été créée à partir d'un d'éther de feu teinté d'énergie des Ténèbres. Son apparence évoque autant la férocité des bêtes du néant que la prestance du fier guerrier, ce qui n'est pas sans rappeler l'indomptable Rubicante. Les origines de sa création restent cependant aussi obscures que son ardent pelage.",. . . . .
316,"Vous appelez un vengeur magitek doré, un appareil impérial à la carrosserie modifiée par les soins des Gobelins.","Ce suiveur autonome a été modifié et amélioré par le génie mécanique gobelin. Sa couleur est inspirée d'une étonnante rumeur autour de statues de sasquatch dorées érigées à divers endroits de la capitale impériale. Selon celle-ci, ces monuments dissimuleraient un arsenal magitek qui s'active en cas d'invasion ennemie...",Pshhh... Détection des intrus...
317,"Vous appelez Chrysomallos, un chatoyant bélier au pelage doré.","Ce remarquable ovidé se distingue de ses congénères blancs par son éblouissante toison dorée. Son précédent pro­prié­taire affirme qu'il s'agit du saint bélier de la légende, mais difficile de le croire sur parole... Il n'y a qu'une façon d'en avoir le cœur net : le tondre et attendre que ses poils repoussent.",Mêêêê !
318,"Vous appelez votre Garlond GL-IS, un véhicule magitek à deux roues doté d'une nacelle latérale.","La Garlond GL-IS est une déclinaison d'un précédent modèle de véhicule à deux roues, la GL-I, auquel les ingénieurs des Forges ont ajouté une nacelle latérale pouvant accueillir un second passager. Poids sup­plé­men­tai­re oblige, la puissance de son moteur au céruleum a été revue à la hausse. Cerise sur le gâteau, ses premiers acquéreurs se voient offrir une poupée cousue main à l'effigie d'Alpha.",Vrrrr.... Vrrrr...
319,"Vous appelez votre mégalo-ambystoma, un ambystoma d'une taille tout bonnement ex­cep­tion­nelle.","Ce gigantesque ambystoma est sellé, ce qui laisse supposer qu'il a été créé en tant qu'animal de monte. Il provient cependant du Pandæmonium, et comporte donc cer­tai­ne­ment des tares qui l'ont empêché d'être considéré comme une réussite.","Bloup, bloup !"
320,"Vous appelez votre phénix de la Renaissance, un oiseau immortel plein de gratitude envers vous.","Cet oiseau immortel porte en lui une recon­nais­san­ce éternelle envers vous, Guerrière de la Lumière. Il ressemble beaucoup au Phénix des légendes éorzéennes, et, tout comme son modèle, meurt dans un spectaculaire panache de flammes, avant de renaître de ses cendres. Le symbole de renouveau par excellence.",Dix ans déjà ! Merci pour tout !
321,"Vous appelez Burabura, un esprit en forme de lanterne qui vous suit depuis votre visite au mont Rokkon.","Ce bake-chôchin, ou lanterne fantôme, provient du mont Rokkon, où les esprits pullulent. Appréciant votre attitude aussi nonchalante que la sienne, il a jugé qu'il s'entendrait bien avec vous, et a donc dévalé la montagne pour vous accompagner. “Demain est un autre jour”, telle est sa devise.",Buuurabura...
322,"Vous appelez Shishiôji, une forme réincarnée de Shishiô, le roi des chimères.","Lorsque Shishiô, le roi des chimères, fut vaincu, une partie de sa malveillance se détacha de son enveloppe charnelle pour former cet avatar. Shishiôji possède un caractère bien trempé ; il a néanmoins décidé de vous suivre en son âme et conscience, ayant reconnu en vous une force hors du commun.",Hyoooh !
323,"Vous appelez votre loup de l'ombre, un canidé surgi de l'obscurité la plus profonde.","Né de l'ombre la plus noire, ce loup appartenait autrefois à un roi malfaisant qui projetait de conquérir le monde. On raconte que ce dernier l'aurait créé pour être son chien de garde, même si rien n'est moins sûr. Toujours est-il qu'il ne semble pas vous haïr, et vous accompagne avec docilité.",Grrrrrr...
324,"Vous appelez votre lit enfant magique, un couchage capable de vous transporter dans les airs.","Le sommier de ce lit enfant est incrusté de cristaux provenant d'îles flottantes, ce qui lui permet d'une part de léviter, d'autre part de répondre aux pensées du dormeur ou de la dormeuse qui l'occupe. Son apparence reprend quant à elle celle des lits du Foyer de Menphina.","Chocobo, boulot, dodo !"
325,"Vous appelez votre lynx de l'obscurité éternelle, un félin débordant d'énergie des Ténèbres.","Cette entité fantasmagorique a été créée à partir d'éther regorgeant d'énergie des Ténèbres. Son pelage dégage une lueur violacée qui évoque un sentiment tragique de résignation. Toutefois, nul ne sait réellement ce qu'elle a vécu.",...
326,"Vous appelez Talgor, un loup prêt à suivre son maître jusqu'au bout du monde et au-delà.","Issu des souvenirs embrumés de Clive, Talgor a fait irruption en Éorzéa pour ramener son maître dans leur monde. Le ménestrel errant en a été tellement im­pres­sion­né qu'il vous a façonné un double de la créature, dans l'espoir que sa fidélité soit aussi in­é­bran­la­ble que celle de l'original.",Grrrrr... Ouaf !
327,"Vous appelez votre Arkh, un aéronef magitek compact capable de se transformer.",Cet engin transformable compact a été développé par les Forges de Garlond avec le concours d'un ancien scien­ti­fi­que de la Main indigo. Le résultat est une machine pouvant passer du mode bipède au mode aéronef en un instant.,Cible verrouillée ! Paré à faire feu !
328,"Vous appelez Bahamut apocryphe, un étrange dragon désireux de vous transporter sur un canapé.",Le ménestrel errant a conçu le cor permettant d'invoquer cette créature grâce à l'éther résiduel du chant de Bahamut contenu dans le Heimdall. La volonté ardente du dragon de voler libre vers le firmament s'accorde à merveille avec votre soif d'aventure.,5... 4... 3...
329,"Vous appelez votre croissant de lune, une gondole volante reprenant la forme de l'astre et brillant d'une douce lueur.","Cette gondole magique est restée longtemps entreposée à Sharlayan, dans une boîte marquée de la mention “cadeau”. Si son expéditeur reste inconnu, la poupée magique qui l'accompagne ne laisse aucun doute possible quant à son origine.",Envole-moi...
330,"Vous appelez Rhiyes, un rhinocéros mécanique par­ti­cu­liè­rement irascible.","Conçu pour terroriser les par­ti­ci­pants du Blunderville, ce rhinocéros mécanique a déjà envoyé par-dessus bord un nombre incalculable de haricots. N'ayez crainte cependant : votre modèle a été reprogrammé pour vous épargner.",...
331,"Vous appelez votre oppresseur, un automate crée par les Gobelins de la Main indigo.","Mis au point comme engin de guerre autonome, cet automate a ensuite été entièrement modifié afin de pouvoir accueillir un pilote. Le jeu en valait la chandelle, car la machine dispose désormais d'une cabine tout confort !",Tchouuuuuu !
332,"Vous appelez votre lynx des abysses, un félin étant apparu dans les tréfonds de la lune du treizième reflet.","Ce lynx a la particularité d'être né des puissantes Ténèbres concentrées au cœur de la lune du néant. La manière dont il scintille semble témoigner d'une certaine nostalgie, mais ses origines concrètes sont toujours empreintes de mystère.",...
333,"Vous appelez votre pampa de la luna, une créature pomponnée par la maison des splendeurs.","Cette variété de pampa a été élevée dans le luxe et l'abondance par Rowena. La patronne de la maison des splendeurs dédiant le plus clair de son temps à son entreprise, c'est Khloe Aliapoh qui s'occupa de la choyer en lui racontant ses récits d'aventures préférés. Ainsi, le pampa grandit de plus en plus, émettant également une étrange lueur.",Zéro aiguille !
334,"Vous appelez votre Statice illusoire, la réplique exacte d'une fée croisée sur l'île d'Aloalo","Cette fée malicieuse était à l'origine le familier d'un érudit militaire, mais son éther a refusé de se disperser après la mort de son maître. Après des années d'ennui, elle a enfin trouvé en vous un partenaire de jeu idéal, et c'est pourquoi elle a créé une copie d'elle-même pour vous accompagner dans vos aventures.",Hi hi hi...
335,"Vous appelez votre Garlond GL-IIT, un engin agricole dernier cri.",Cette variante du très populaire Garlond GL-II a été fabriquée avec un usage agricole en tête. Ce motoculteur alimenté au céruleum permet de retourner la terre en un temps record. Sa soute permet également de transporter facilement le personnel et matériel nécessaire pour entretenir les champs.,Vrrrrrrrr...
336,"Vous appelez Peatie, une jeune goobbue qui adore les fleurs de pêcher.","Originaire d'une région où la culture de la pêche est prédominante, cette goobbue fut adoptée par le saltimbanque itinérant Aldemund qui l'emmena aux quatre coins du monde. Après avoir ravi les passants lors de la fête des demoiselles, elle décida de se joindre à vous.",Goo... Gooo !♪
337,,,
338,"Vous appelez votre quaqua, un familier né de la magie arcanique des îles méridionales.","Cette créature fut employée contre vous par des chasseurs de trésor sur l'île d'Aloalo. Manipulée grâce à une forme primitive d'arcanisme, elle possède un cœur en bois, une pratique remontant avant l'utilisation de joyaux pour la création de familiers comme Carbuncle.",Qua !
339,"Vous appelez votre peeriefool insulaire, une créature végétale pas du tout moisie, juré !","Cette variété de mandragore s'est retrouvée dans les cales d'un navire de commerce. Alors qu'elle allait finir dans le bouillon du jour, elle prit la fuite et se jeta dans l'océan, avant d'échouer sur une île déserte. Le climat tropical et la terre fertile des lieux lui ont permis d'atteindre des proportions inédites !",%%◎▲※〇...
340,"Vous appelez votre adenium insulaire, une variété de rose du désert qui rêve de découvrir le monde.","Cet adenium insulaire a grandi dans une zone par­ti­cu­liè­rement fertile, le royaume de Mandra sud, où il vivait paisiblement... Jusqu'au jour où il est tombé sur un peeriefool échoué sur la plage ! Abreuvé des récits de son nouvel ami, il se mit en tête lui aussi de partir à l'aventure afin de découvrir le monde.",〇▽◎×□ !
341,,,
342,Vous appelez votre monture ty'aitya. Cet animal herbivore est capable de voler d'arbre en arbre grâce à ses membranes.,"Cette créature est très territoriale et ne se laisse pas intimider par les grands prédateurs. Elle est également féroce, et utilise son cartilage en forme de lame pour attaquer. Son nom signifie “petit cri à la cime des arbres” en langue xbr'aal.",Frrrt...
343,"Vous appelez votre monture Motodrone A9, un aéronef monoplace développé par le royaume de Néo-Alexandrie.","Cet aéronef monoplace est un petit bijou de la technologie du royaume de Néo-Alexandrie. Il flotte grâce à son moteur en électrope qui convertit l'électricité en tourbillon de vent. Bien qu'il soit également utilisé par l'armée, le modèle A9 n'est pas équipé d'arme et se destine plutôt à un usage civil.",Vroaaa...
344,Vous appelez votre monture alpaga. Cette créature au poil blanc éructe des crachats dont l'odeur est tout bonnement répugnante.,"Ces quadrupèdes au pelage blanc sont prin­ci­pa­le­ment élevés dans les régions montagneuses du continent de Tural, où leurs poils sont transformés en textile. Ils sont très prisés par les Pelupelu grâce à leurs pattes vigoureuses qui les rendent très utiles pour le transport de mar­chan­di­ses ou en tant que montures.",Rrrik... thfffu !♪
345,"Vous déployez vos ailes du désastre, trouvées à Worqor Lar Dor.","Des ailes magiques, semblables à celles de Valigarmanda. La légende dit qu'elles ont décidé de voler jusqu'à la personne qu'elles jugent digne d'être leur pro­prié­taire, mais leur histoire reste entourée de mystère. Ce qui est certain, c'est que le porteur de ces ailes aura également la prestance de la calamité incarnée.",...
346,"Vous déployez vos ailes de la détermination, trouvées au sommet de la Gardienne de l'Éternité.","Ces ailes magiques ont été trouvées près du trône au faîte de la Gardienne de l'Éternité. Les plumes bleues ressemblant à des écailles rappellent Zoraal Ja, l'enfant prodige, mais leur histoire reste entourée de mystère. Ce qui est certain, c'est que le porteur de ces ailes aura également la prestance d'un Aurarque de la Force.",...
347,"Vous appelez votre monture trékhoïde, une machine autonome développée par le royaume de Néo-Alexandrie. Pour une raison inconnue, elle peut prendre beaucoup d'expressions différentes.","Du ménage à l'entretien des équipements, voire même parfois l'extermination de créatures dangereuses, elle peut tout faire. Elle est également capable d'afficher plusieurs expressions drôles sur son écran, ce qui la rend populaire auprès du public.",Bip bip bip !
348,Vous appelez votre monture mehwapyarra. Ce rongeur a un caractère doux et posé.,"Cette créature, appelée cabiaï dans d'autres contrées, se baladait en Shaaloani lorsqu'il a été attaqué et avalé par Ttokrrone, le Tural vidraal. Ayant miraculeusement survécu dans son estomac, il se sent apparemment redevable envers la personne qui l'a sauvé et souhaite l'accompagner dans son périple.",Grrr...
349,"Vous appelez votre monture Monoroue S1, un véhicule spécial que seuls les combattants hors pair sont autorisés à posséder.",Ce véhicule est un cadeau que la Société de l'Arcadion offre à ses compétiteurs les plus doués. Il est équipé d'un programme de contrôle d'apparence très sophistiqué et il est capable de se diriger librement sans avoir besoin de lui indiquer une destination. Il faut toutefois beaucoup d'en­traî­ne­ment avant de réussir à maîtriser ses commandes complexes.,Vroum !
350,"Vous appelez votre monture rroneek, un quadrupède qui vit prin­ci­pa­le­ment au Xak Tural.","Ce grand herbivore est endémique du Xak Tural. Chaque partie de son corps est utilisée, y compris les cornes, les poils, la peau et la chair, le rendant in­dis­pen­sa­ble à la vie des habitants. Il est parfois vénéré comme esprit protecteur par les chasseurs à la recherche de proies dans la région.",Crouik !
351,"Vous appelez votre monture Ullr, un dragon ayant un goût prononcé pour le chant et les héros.","À l'image de son ancêtre Ratatosk, Ullr a toujours éprouvé des sentiments affectueux envers les humains. Durant un de ses tours du monde à la recherche d'âmes héroïques dignes d'être célébrées dans ses chants, il a fini par croiser la route d'une aventurière dotée d'un courage qu'il n'aurait jamais pu imaginer. Depuis, il ne la quitte plus.",Graooor !
352,"Vous appelez votre monture qeziigural. En langue mamool ja, le nom de ce golem signifie “or volant”.","Ce golem volant a été découvert dans le cénote Ja Ja Gural. Les motifs distinctifs des Mamool Ja qui ornent son corps n'ont été ajoutés que plus tard, car cette machine est en réalité une ancienne relique datant de l'époque des Yok Huy. ",Clonk...
353,"Vous appelez votre monture automatoise, une arme terrestre développée par l'Origenèse.","Cette arme de guerre a été développée par l'Origenèse. Une espèce de grande tortue équipée d'un squelette renforcé par l'électrope, elle possède également un servomoteur qui renforce sa défense et sa puissance. Certains disent qu'à cause de sa nature trop calme pour se battre, on a dû lui insuffler l'âme d'un carnivore pour la rendre plus féroce.",Bang !
354,"Vous appelez votre monture zu des montagnes, un étrange volatile originaire des montagnes du Proche-Orient.","Cet animal qui a élu domicile dans les régions montagneuses du Proche-Orient est un cousin du zu. Depuis que la créature a bu la boisson spéciale mise au point par les alchimistes de Radz-at-Han afin de tenter de l'apprivoiser, il se dégage d'elle une délicieuse odeur d'agrumes.",Zuuu !
355,,,
356,"Vous appelez votre monture maousse-pampa, un pampa gonflé à bloc originaire des contrées désertiques du Xak Tural.","Ce pampa aux gros biscoteaux est originaire des contrées désertiques du Xak Tural. Après avoir été vaincu, il a décidé de poursuivre son en­traî­ne­ment en partant à l'aventure avec son adversaire qu'il porte à bout de bras pour gonfler encore plus ses biceps.",Maousse costaud !
357,"Vous appelez votre monture dévor'œufs, un fourmilier au régime alimentaire surprenant.","Ce mammifère a grandi dans l'opulence, sous le regard bien­veil­lant de sa maîtresse, Rowena. Dans la nature, ce genre d'animal peut dévorer jusqu'à plusieurs dizaines de milliers de fourmis par jour, toutefois, face à l'impossibilité de lui fournir un tel festin, ce spécimen fut nourri à base d'œufs brouillés. Il offre aisément sa confiance aux êtres humains et leur permet même de le chevaucher !",Sluuurrrp... !
358,"Vous appelez votre monture punutiy, un affectueux animal aquatique, mascotte officielle de Tural Voyages.",Cet animal aquatique de grande taille vit dans les cours d'eau du Yok Tural. Sa sociabilité naturelle lui a valu d'être domestiqué par les humains pour tirer leurs em­bar­ca­tions. Ce spécimen est tellement curieux et avide de voyages que son rêve de nager dans les cieux a été exaucé.,Hmm hmmmm
359,,,
360,"Vous appelez votre monture exhalaison de Ténèbres, une infime partie du Nuage de Ténèbres toujours prête à vous envelopper.","La magie résiduelle contenue dans cette infime partie du Nuage de Ténèbres lui permet de ne pas se dissiper. Il est si doux à l'intérieur que l'on se croit entouré d'une infinité de fines étoffes de lin. Mais c'est avant tout un nuage, qui augmente fortement le taux d'humidité ambiante.",Frou frou !
361,"Vous appelez votre monture domaine ténébreux, un fragment de l'arène où vous avez combattu le Nuage de Ténèbres.","Le Nuage de Ténèbres a découpé cette partie de son domaine lors de votre combat. Ce sol est gorgé du sang, de la sueur et des larmes de ceux qui ont osé défier le néant avant vous. Au vu de vos faits d'armes, ce fragment semble avoir décidé de vous servir.",Grooooon...
362,"Vous appelez votre monture fondue orientale, une marmite volante qui serait à l'origine une relique divine.","Les vieilles légendes de la plaine de Yanxia racontent qu'une ancienne marmite serait devenue une relique divine, capable de voler comme les roues Feu-et-Vent. Elle serait utilisée par les grands de ce monde, son vol gracieux sublimant les ingrédients qu'ils y ajoutent.","Bloup, bloup..."
363,"Vous déployez vos ailes de l'Éternelle, découvertes par hasard dans l'Écliptique dimensionnelle.","Ces ailes magiques ont été découvertes à l'issue du combat contre la Reine Éternité. Bien que leur exquise armature rappelle la protectrice des Éternels, leur origine est nimbée de mystère. La bienveillance de l'éternelle reine est presque palpable pour tous ceux qui s'en ceignent le dos.",...
364,"Vous appelez votre monture mécano cosmique, une machine de travail utilisée pour l'exploration cosmique.","Cet engin, conçu pour le projet d'exploration cosmique, est le fruit de la col­la­bo­ra­tion entre les Loporrites, et des ingénieurs venus de Sharlayan et de Garlemald. De fait, son maniement n'est pas sans rappeler celui des armures magitek.","Clonk, clonk..."
365,"Vous appelez un kamuy de la prospérité, une créature capable de voler, recueillie par une marchande.",Rowena a recueilli cet imposant loup à l'occasion d'un voyage d'affaires en Orient. Il est coutume sous ces latitudes de confier ses offrandes aux chiens pour qu'ils aillent les déposer au temple pour leurs maîtres. La capacité de ce loup à voler laisse supposer qu'il aurait été béni par une quelconque divinité.,"Aouh, aouh !"
366,,,
367,,,
368,,,
369,,,
370,,,
371,"Vous appelez votre monture sourieur cosmique, une machine loporrite censée veiller sur votre bonheur et votre bien-être.","Cette machine était utilisée comme sentinelle à Risette-sur-lune. À l'origine, elle devait montrer un visage souriant aux résidents et une expression féroce envers les intrus. Mais lorsque la conception de la ville a été abandonnée une fois l'apocalypse évitée, elle a été reconvertie comme unité d'assistance.",Sourieeeez !
372,"Vous appelez votre monture muraille démonique, une con­struc­tion de pierre capable de se déplacer grâce aux sillons de sang gravés sur sa surface.","Grâce aux symboles arcaniques sanglants inscrits sur sa surface, cette créature mi-monstre, mi-mur peut désormais se déplacer. Elle avait été initialement conçue comme une gardienne protégeant contre l'invasion d'intrus, mais sa partie centrale, séparée du reste de la muraille, est désormais (pro­ba­ble­ment) inoffensive. En tout cas, après vous être glissée à l'intérieur, vous avez remarqué qu'elle pouvait flotter dans les airs, devenant ainsi une monture efficace, mais au confort douteux.",...
373,"Vous appelez votre monture petalodus, un étrange requin bipède plutôt docile.","Dans la mythologie de la cité de Nym, un requin possédant des membres tel un humain est parfois mentionné. Toutefois, il est impossible de savoir si cette créature correspond à ce monstre de légende. De nature pourtant féroce, ce requin s'est montré très familier avec vous, comme si vous vous étiez déjà croisés par le passé... Peut-être lors de festivités balnéaires, qui sait ?",Waoh !
374,"Vous appelez votre monture streamer de neige, un bonhomme de neige fait de cristaux de glace éternelle, portant des habits d'un pourpre très significatif.",Un bonhomme de neige fait de cristaux de glace éternelle. Son ingénieuse machinerie interne permet à son passager de l'opérer avec précision. Ses habits pourpres sont reconnaissables de ses admirateurs qui ne manquent jamais de l'encourager dans ses pérégrinations !,Abonnez-vous !
375,,,
376,,,
377,,,
378,,,
379,"Vous appelez votre monture protecteur des pèlerins, une grande bête blanche originaire de l'ancien royaume de Voeburt.","Cette espèce de bête à fourrure blanche, originaire de l'ancien royaume de Voeburt, est apprivoisée dès son plus jeune âge depuis de nombreuses générations. Docile et obéissante malgré son apparence, elle est depuis toujours habituée à accompagner les fidèles de l'église de l'Aurore en pèlerinage.",Gwaf !
380,,,
381,"Vous appelez votre monture sylveplume, une majestueuse créature végétale de Gok Golma.","Ces plantes migratrices aux formes aviaires sont élevées dans la ferme de Gok Golma. Grâce à leur rayonnement éthéré, elles protègent les cultures des insectes nuisibles. Par le passé, les sylveplumes étaient bien plus agressives et pouvaient chasser les autres animaux, mais grâce à la patience et aux efforts des Doppro, elles sont désormais domestiquées.","Gyiih, gyihiih !"
382,"Vous appelez votre monture motodrone C9, le modèle dernier cri de véhicule volant produit à Néo-Alexandrie.","Le modèle C9 est le plus récent de la lignée de motodrones produits à Néo-Alexandrie. Propulsé par six roues motrices à l'électrope, il peut se déplacer aussi aisément sur terre que dans les airs. Tous les férus de véhicules motorisés de Solution Neuf rêvent d'en posséder un.",Vwooooooom !
383,"Vous appelez votre aéronef ancien, une machine propulsée par une magie ancestrale et capable d'accueillir jusqu'à quatre personnes !","Cet aéronef des temps anciens a été découvert sur l'île de Lunule. Con­trai­re­ment aux machines garlemaldaises, il n'utilise pas de céruleum comme carburant, mais de l'éther de vent lié à un sort de lévitation. Comme il puise dans les réserves d'énergie de ses passagers pour se déplacer, il est conseillé d'y monter à plusieurs pour éviter de finir com­plè­te­ment à plat après un long voyage.","Brooom, brooom !"
384,,,
385,"Vous appelez votre monture super mécano cosmique mobile, une machine de travail utilisée pour l'exploration cosmique.","Cet engin est réservé à ceux dont la con­tri­bu­tion au projet d'exploration cosmique s'est révélée par­ti­cu­liè­rement remarquable. Avec son nouveau châssis et son moteur dernier cri, il est encore plus puissant que les modèles utilisés sur la lune. Bien qu'il soit un poil plus complexe à piloter, ce mécano est très apprécié des pilotes ex­pé­ri­men­tés.","Clonk, clonk..."
386,"Vous appelez votre monture déblayeuse cosmique, une chargeuse sur pneus utilisée pour l'exploration cosmique.","Cette machine exclusivement conçue pour l'exploration cosmique dispose de six roues à toute épreuve, ainsi que d'une lame géante à l'avant pour déblayer n'importe quel type de terrain à une vitesse effarante. Au fil du temps, elle est devenue le véhicule de travail préféré des Loporrites.",Brooom brooom...
387,,,
388,Vous appelez votre monture Sa Trognesté Boubouille. Sa ressemblance avec la mascotte d'un certain parc d'attractions est troublante...,"Cette étrange créature, qui semble droit sortie d'un cauchemar, ne supporte pas les bobines qui n'ont pas bonne mine, et peut poursuivre ses victimes in­las­sa­ble­ment jusqu'à réussir à leur arracher la caboche. Pour éviter ce genre de désagrément, mieux vaut simplement chevaucher sa tête et ainsi rejoindre le rang des bonnes bouilles !",Par ma bouille !
389,"Vous déployez vos ailes du serment, découvertes par hasard dans le château de l'ancienne Alexandrie.","Ces ailes magiques ont été découvertes à l'issue du combat contre Zelenia. Bien que leur armature renforcée semble indiquer une finalité guerrière, leur origine est nimbée de mystère. Le sens du devoir de la gardienne est presque palpable pour tous ceux qui s'en ceignent le dos.",...
390,"Vous appelez votre monture tailladeur magitek. Heu­reu­se­ment pour vous, ses lames ont été retirées, alors aucun risque de vous couper !","Cet automate magitek a été conçu par Garlemald pour ressembler à un insecte. Ses lames affûtées installées sur ses bras ont été la source de cauchemar de plus d'un soldat de l'Alliance. Après avoir été capturée, cette unité a été entièrement désarmée pour servir de moyen de transport.",Shlak !
391,,,
392,,,
393,"Vous appelez votre monture Vurgar, un golem de pierre employé par les Yok Huy.","Les Yok Huy employaient tra­di­tion­nel­lement les golems tels que Vurgar dans le domaine de la guerre, mais la fondation du Tuliyollal et la pacification de la région les ont poussés à abandonner leurs velléités belliqueuses. Le nom “Vurgar” lui-même signifie “celui dont le corps est constitué de pierre”.",Gogogo...
394,"Vous appelez votre monture wanyûdô, un type de marionnette enchantée fabriquée sur les lointaines terres orientales.","Cette marionnette enchantée venue d'Orient reproduit fidèlement un wanyûdô, monstre légendaire en forme de roue de char à laquelle on aurait collé une tête de démon, et dont on dit qu'il aspirerait l'âme de ceux qui ont le malheur de le regarder. À l'origine utilisée comme mécanisme de défense, il est toujours possible de s'en servir comme monture, pour peu que l'on supporte l'inconfort qui en découle.",La roue tourne !
395,"Vous appelez votre monture mimétisme pardonné, une créature in­ha­bi­tuelle aimant se déguiser en purgateur dans le Sanctuaire des pèlerins.","Ce rôdeur du Sanctuaire des pèlerins ressemble à première vue à un locataire de l'église de l'Aurore, mais il s'agit en réalité d'une plante mobile. Elle semblerait avoir appris à copier l'apparence des purgateurs à la perfection afin de survivre dans un monde dominé par la Lumière.",... !
396,Vous appelez votre monture citrouille ambulante. Ce pantin enchanté ressemble étrangement à l'impresario du Cirque intercontinental.,Ce mannequin imposant à l'effigie de l'impresario du Cirque intercontinental peut projeter des illusions de délicieux bonbons ou d'effrayantes citrouilles de la Veillée des saints. Sa tête toute creuse fait un bruit satisfaisant quand on tape dessus.,Bouh !
397,"Vous appelez votre monture chat à poil long, un félin turalien géant qui aime les rubans bleus.","Cet énorme chat hirsute, aussi connu sous le nom de “géant affable”, se distingue par son in­tel­li­gence rare au sein de son espèce. Il se lie à tous ceux pour qui il se prend d'affection en les laissant monter sur son dos. Attention toutefois à la saison de la mue, car ses longs poils épais collent énormément aux vêtements.",Miaaaou !
398,"Vous appelez votre monture Seikret, le compagnon préféré des chasseurs des plaines sauvages.","D'une mobilité à toute épreuve, cet animal ressemblant à un chocobo accompagne les chasseurs partout où leurs missions les envoient. Doté d'un excellent odorat, il peut repérer n'importe quelle proie à très grande distance, ce qui le rend ex­trê­me­ment apprécié dans son pays d'origine.",Kyuuuuuu♪
399,"Vous appelez votre monture charrette de l'équipe de soutien, une civière sur roues pour chasseurs mal en point pilotée par des Felynes. Heu­reu­se­ment, elle ne soustrait aucune récompense.","Quel que soit le danger, les deux Felynes qui poussent cette charrette viendront au secours des chasseurs à bout de forces et les ramèneront en lieu sûr. Certains parmi ces derniers semblent honteux de bénéficier de cette faveur, mais ils doivent comprendre qu'elle leur donne une occasion sup­plé­men­tai­re de prouver leur valeur.",Couic couic...
400,"Vous appelez votre monture belhamel, l'esprit d'un mouton venu d'un autre monde. Malgré les apparences, il est surpuissant.","D'après la légende, cet esprit amical d'un mouton originaire du neuvième reflet vous offrira sa protection en échange de diamants. Malgré son côté vénal, sa douceur de caractère le rend toujours partant pour vous emmener où vous le désirez.",Diamants ! Diamants !
401,"Vous appelez votre monture dhalmel de l'espace, un spécimen issu d'expériences scien­ti­fi­ques liées à l'environnement spatial.","Selon une théorie, les dhalmels seraient dotés d'une grande capacité d'adaptation et auraient déjà élu domicile dans les lieux les plus variés, allant des régions arides aux îles flottantes. Ce spécimen participait à une expérience sur des environnements extraterrestres, et il semble donc probable que lui et ses congénères soient également aptes à vivre dans l'espace.",Bip bip... Bwéé... !
402,"Vous appelez votre monture cosmo-planche, une planche volante sans roulettes issue des dernières évolutions de la science spatiale.","Cette planche flottante, créée à l'aide des technologies de pointe, a été initialement conçue pour faire partie du réseau de cosmo-navettes. Elle a ensuite été modifiée pour pouvoir être utilisée indépendamment grâce à son cristal intégré.",Pshiouuu...
403,"Vous appelez votre monture chandelier de la Lumière originelle, un chandelier emblématique de l'église de l'Aurore bénéficiant de capacités augmentées.","Ce chandelier installé dans l'église de l'Aurore a été enchanté par un sort de lévitation pour l'empêcher de tomber. C'est ainsi qu'il parvient à flotter ; cependant, il est à noter que les fidèles de l'époque, même dans leurs rêves les plus fous, n'avaient jamais prévu que quelqu'un le chevaucherait un jour.",Fshing !
404,,,
405,,,
406,,,
407,"Vous déployez vos ailes de la mort, découvertes par hasard dans le mésoterminal.","Ces ailes magiques ressemblent à s'y méprendre à celles de l'obscurité éternelle. Bien que leur aspect monochrome évoque la mort, leur origine est enrobée de mystère. Quoi qu'il en soit, ceux qui héritent de ces ailes se voient dotés d'une volonté in­é­bran­la­ble capable de surmonter la peur du trépas...",...
408,"Vous appelez votre monture petit enfleuri, toujours à la recherche d'une nouvelle terre où s'épanouir.","Impossible de savoir si ce petit enfleuri vadrouillant dans le Sanctuaire des pèlerins cherchait à se venger de son géniteur, ou s'il espérait simplement répandre son pollen partout où il en avait l'occasion. Une chose est sûre, il a décidé de suivre les aventuriers qui se sont risqués sur la voie du pèlerinage.",Msah msah...
409,,,
410,,,
411,"Vous appelez votre monture dynamite, une créature magique ayant reçu la bénédiction d'une certaine marchande. ","Cette créature magique n'est rien d'autre qu'un rocher ayant pris vie par imprégnation d'éther. Certaines d'entre elles recèlent parfois des joyaux rares, c'est pourquoi Rowena a fait l'acquisition de celle-ci, avant de la laisser aux bons soins de Khloe Aliapoh. Ce spécimen s'est habitué au contact avec les humains, si bien qu'il les laisse volontiers monter sur son dos.",Roul roul...
412,,,
