#,SupplyItem[0],SupplyItem[1],SupplyItem[2],SupplyItem[3],SupplyItem[4],SupplyItem[5],SupplyItem[6],SupplyItem[7],SupplyItem[8],SupplyItem[9],SupplyItem[10],SupplyItem[11],SetQuantity[0],SetQuantity[1],SetQuantity[2],SetQuantity[3],SetQuantity[4],SetQuantity[5],SetQuantity[6],SetQuantity[7],SetQuantity[8],SetQuantity[9],SetQuantity[10],SetQuantity[11],SetsRequired[0],SetsRequired[1],SetsRequired[2],SetsRequired[3],SetsRequired[4],SetsRequired[5],SetsRequired[6],SetsRequired[7],SetsRequired[8],SetsRequired[9],SetsRequired[10],SetsRequired[11]
1514,41,898,432,661,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1515,39,949,659,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1516,40,144,535,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1517,41,898,432,661,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0
1518,39,949,659,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1519,40,144,535,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1520,41,898,432,661,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,15,15,15,15,0,0,0,0,0,0,0,0
1521,39,537,143,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1522,40,659,258,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1523,41,896,383,658,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1524,39,537,143,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1525,40,659,258,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1526,41,896,383,658,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,9,9,9,3,0,0,0,0,0,0,0,0
1527,39,537,143,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1528,40,659,258,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1529,41,896,383,658,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,15,15,15,3,0,0,0,0,0,0,0,0
1530,39,382,431,658,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1531,40,144,658,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1532,41,258,898,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1533,41,383,536,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1534,39,949,659,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1535,40,257,538,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1536,145,898,432,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1537,39,949,659,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1538,40,257,538,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1539,145,898,432,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1540,39,949,659,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1541,40,257,538,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1542,145,898,432,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1543,39,659,143,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1544,40,539,258,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1545,258,898,383,658,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1546,39,659,143,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1547,40,539,258,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1548,258,898,383,658,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,9,9,9,3,0,0,0,0,0,0,0,0
1549,39,659,143,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1550,40,539,258,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1551,258,898,383,658,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,15,15,15,3,0,0,0,0,0,0,0,0
1552,141,382,431,658,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1553,40,144,658,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1554,258,41,898,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1555,41,383,539,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1556,39,949,659,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1557,40,950,257,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1558,41,661,432,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1559,39,949,659,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1560,40,950,257,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1561,41,661,432,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1562,39,949,659,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1563,40,950,257,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1564,41,661,432,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1565,39,659,143,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1566,40,539,258,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1567,41,898,383,658,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1568,39,659,143,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1569,40,539,258,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1570,41,898,383,658,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,9,9,9,3,0,0,0,0,0,0,0,0
1571,39,659,143,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1572,40,539,258,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1573,41,898,383,658,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,15,15,15,3,0,0,0,0,0,0,0,0
1574,39,382,429,658,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1575,40,144,658,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1576,41,951,898,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1577,41,383,539,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1578,38,948,659,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1579,39,257,538,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1580,258,898,432,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1581,38,948,659,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1582,39,257,538,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1583,258,898,432,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1584,38,948,659,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1585,39,257,896,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1586,258,898,432,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1587,38,659,256,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1588,39,896,145,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1589,145,539,383,658,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1590,38,659,256,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1591,39,896,145,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1592,145,539,383,658,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,9,9,9,3,0,0,0,0,0,0,0,0
1593,38,659,256,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1594,39,896,145,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1595,145,539,383,658,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,15,15,15,3,0,0,0,0,0,0,0,0
1596,141,257,41,658,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1597,429,144,658,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1598,383,41,898,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1599,40,145,539,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1600,1010,1025,1020,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1601,1011,1014,1023,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1602,1015,1019,1021,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1603,1010,1025,1020,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1604,1011,1014,1023,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1605,1015,1019,1021,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1606,1010,1025,1020,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1607,1011,1014,1023,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1608,1015,1019,1021,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1609,1010,1020,1018,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1610,1011,1024,1012,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1611,1013,1022,1016,658,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1612,1010,1020,1018,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1613,1011,1024,1012,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1614,1013,1022,1016,658,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,9,9,9,3,0,0,0,0,0,0,0,0
1615,1010,1020,1018,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1616,1011,1024,1012,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1617,1013,1022,1016,658,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,15,15,15,3,0,0,0,0,0,0,0,0
1618,1023,1014,1011,658,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1619,1018,1016,658,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1620,1017,1011,1024,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1621,1010,1013,1019,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1622,1025,1020,1029,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1623,1011,1030,1021,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1624,1031,1028,1027,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1625,1025,1020,1029,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1626,1011,1030,1021,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1627,1031,1028,1027,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1628,1025,1020,1029,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1629,1011,1030,1021,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1630,1031,1028,1027,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1631,1025,1020,1029,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1632,1011,1030,1021,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1633,1026,1028,1027,1020,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1634,1025,1020,1029,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1635,1011,1030,1021,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1636,1026,1028,1027,1020,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,9,9,9,3,0,0,0,0,0,0,0,0
1637,1025,1020,1029,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1638,1011,1030,1021,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1639,1026,1028,1027,1020,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,15,15,15,3,0,0,0,0,0,0,0,0
1640,1028,1027,1029,1020,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1641,1027,1021,1020,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1642,1027,1021,1020,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1643,1028,1027,1020,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1644,944,243,828,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1645,27,1016,615,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1646,1011,926,615,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1647,944,243,828,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1648,27,1016,615,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1649,1011,926,615,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1650,944,243,828,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1651,27,1016,615,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1652,1011,926,615,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1653,944,1024,610,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1654,27,1032,610,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1655,1011,926,1012,610,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1656,944,1024,610,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1657,27,1032,610,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1658,1011,926,1012,610,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,9,9,9,3,0,0,0,0,0,0,0,0
1659,944,1024,610,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1660,27,1032,610,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1661,1011,926,1012,610,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,15,15,15,3,0,0,0,0,0,0,0,0
1662,1011,1019,615,610,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1663,1011,1016,658,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1664,1011,926,610,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1665,1011,615,610,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1666,1033,1046,1043,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1667,1042,1045,613,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1668,1034,1038,1047,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1669,1033,1046,1043,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1670,1042,1045,613,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,9,9,3,0,0,0,0,0,0,0,0,0
1671,1034,1038,1047,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1672,1033,1046,1043,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1673,1042,1045,613,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,15,15,3,0,0,0,0,0,0,0,0,0
1674,1034,1038,1047,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1675,1033,1044,1041,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1676,1034,1047,1043,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1677,1035,1036,1040,658,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1678,1033,1044,1041,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1679,1034,1047,1043,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1680,1035,1036,1040,658,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,9,9,9,3,0,0,0,0,0,0,0,0
1681,1033,1044,1041,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1682,1034,1047,1043,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1683,1035,1036,1040,658,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,15,15,15,3,0,0,0,0,0,0,0,0
1684,1033,1039,1047,658,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1685,1034,1040,658,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1686,1033,1038,1043,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1687,1034,1037,1040,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
