#,X,Y,Z,Yaw,Radius,Object,EventId,Map,Territory,Type
10234594,-64.5972,-17.7676,201.297,1.45001,1,1046289,0,855,1185,8
10234850,-329.979,64.2334,158.85,0,103,0,0,17,137,51
10234939,-86.6082,42,44.2541,-0.236149,1,0,0,14,131,40
10239621,130.563,22.8809,613.875,0,0.5,0,0,16,135,5
10245442,-303.121,40,244.83,-1.1863,1,1046221,0,780,1055,8
10248463,183.85,14.0959,677.031,0.499942,0.5,0,0,16,135,5
10248677,622.212,23.8703,455.083,1.57045,0.5,0,0,17,137,5
10249535,-28.6412,4.04358,-150.408,0.0997979,1,1046060,0,13,130,8
10249536,543.991,10.5417,233.555,1.40472,0.5,0,0,696,957,5
10249786,297.387,-33.0299,285.006,1.64987,1,1047092,0,18,138,8
10253284,127.166,110.201,259.667,-1.19007,1,1046603,0,858,1188,8
10253285,127.989,110.22,257.891,-1.82946,1,1046604,0,858,1188,8
10253286,128.718,110.24,260.887,-1.19499,1,1046605,0,858,1188,8
10253287,130.002,110.273,258.014,-1.51945,1,1046606,0,858,1188,8
10253288,129.535,110.261,256.973,-1.90405,1,1046607,0,858,1188,8
10253297,-427.817,121.633,280.934,-0.982095,1,1046608,0,858,1188,8
10253298,-428.782,121.633,283.301,-0.920612,1,1046609,0,858,1188,8
10253299,-429.104,121.633,281.128,-1.03718,1,1046610,0,858,1188,8
10253300,-428.751,121.633,279.702,-1.08861,1,1046611,0,858,1188,8
10253301,-430.32,121.633,279.56,-1.11469,1,1046612,0,858,1188,8
10253302,-471.501,121.633,344.923,-2.05559,1,1046613,0,858,1188,8
10253303,-473.591,121.633,343.801,1.1746,1,1046614,0,858,1188,8
10261501,-277.546,-0.0153191,90.5012,1.57045,1,1046542,0,855,1185,8
10261502,-273.945,-0.0153198,88.9669,-1.47606,1,1046543,0,855,1185,8
10264074,-82.1394,4,-108.197,0,0.5,0,0,13,130,5
10265168,-274.496,0,92.1219,-1.66543,1,1046544,0,855,1185,8
10265169,-275.258,-0.0153198,90.2571,-1.46758,1,1046545,0,855,1185,8
10265170,-275.23,-0.0153198,92.7058,-1.72426,1,1046546,0,855,1185,8
10265171,-274.464,-0.0153198,91.1947,-1.64306,1,1046547,0,855,1185,8
10265406,399.732,-155.603,-380.928,-1.68258,1,1046549,0,857,1187,8
10265407,400.312,-155.522,-383.186,-1.74757,1,1046548,0,857,1187,8
10265408,398.542,-155.689,-382.179,-1.67052,1,1046550,0,857,1187,8
10265409,401.044,-155.483,-381.752,-1.64007,1,1046551,0,857,1187,8
10265410,495.339,-135.874,-390.49,-1.47966,1,0,0,857,1187,40
10265411,377.272,-156.296,-387.936,-1.93497,1,0,0,857,1187,40
10265412,374.502,-156.359,-389.212,0.621241,1,1046552,0,857,1187,8
10265413,375.479,-156.39,-387.045,-2.7505,1,1046553,0,857,1187,8
10265414,373.806,-156.375,-386.255,-2.80195,1,1046554,0,857,1187,8
10265415,372.622,-156.471,-386.509,2.95009,1,1046555,0,857,1187,8
10265416,375.41,-156.451,-385.639,-2.98236,1,1046556,0,857,1187,8
10265417,353.095,-160.202,-447.5,-3.01474,1,1046557,0,857,1187,8
10265420,229.206,-168.292,-461.631,-2.09059,1,1046558,0,857,1187,8
10265427,285.978,-165.653,-443.427,0.693723,1,1046559,0,857,1187,8
10265428,373.831,-156.34,-388.876,-1.24083,1,1046560,0,857,1187,8
10265437,205.856,-168.374,-466.42,2.05791,1,1046562,0,857,1187,8
10265438,230.64,-168.292,-474.876,2.3315,1,1046563,0,857,1187,8
10265439,227.375,-168.444,-486.198,-0.358084,1,1046564,0,857,1187,8
10265440,202.716,-168.841,-478.05,0.814885,1,1046565,0,857,1187,8
10265443,225.664,-168.17,-460.349,-2.34642,1,1046566,0,857,1187,8
10265449,221.851,-168.261,-461.082,-2.81456,1,1046561,0,857,1187,8
10265466,225.664,-168.17,-460.349,0,0.99176,2013644,0,857,1187,45
10265467,205.856,-168.374,-466.42,1.88055,1,1046571,0,857,1187,8
10265468,206.919,-168.356,-465.352,2.15581,1,1046572,0,857,1187,8
10265469,208.239,-168.413,-469.999,0.0419684,1,1046567,0,857,1187,8
10265470,209.303,-168.391,-469.938,-0.267901,1,1046568,0,857,1187,8
10265471,210.766,-168.384,-470.255,-0.727143,1,1046569,0,857,1187,8
10265472,210.656,-168.375,-468.934,-1.18878,1,1046570,0,857,1187,8
10265473,207.381,-168.326,-463.085,2.39429,1,1046573,0,857,1187,8
10265474,208.63,-168.373,-467.298,0.395871,1,0,0,857,1187,40
10266206,59.6088,5.89348,-84.4096,0,101,0,0,3,133,51
10266406,209.449,-168.347,-465.378,-2.4435,1,1046992,0,857,1187,8
10266430,313.161,-156.117,-396.048,2.34008,1,1046574,0,857,1187,8
10266449,309.743,-156.117,-396.262,1.50477,1,1046576,0,857,1187,8
10266451,309.743,-156.117,-394.98,1.97,1,1046575,0,857,1187,8
10266503,495.323,-136.278,-383.536,0.734356,1,1046577,0,857,1187,8
10266504,495.984,-136.361,-382.045,-2.83238,1,1046578,0,857,1187,8
10266518,401.907,-116.838,-168.536,2.27819,1,1046579,0,857,1187,8
10266520,403.586,-116.838,-170.214,-0.694572,1,1046580,0,857,1187,8
10266521,402.304,-116.838,-171.496,-0.418815,1,1046581,0,857,1187,8
10266524,396.136,-116.815,-220.725,1.06664,1,1046582,0,857,1187,8
10266525,397.903,-116.815,-221.321,0.939975,1,1046583,0,857,1187,8
10266526,397.281,-116.815,-223.048,1.07659,1,1046584,0,857,1187,8
10266568,-560.571,121.595,368.521,0,0.99176,2013598,0,858,1188,45
10266605,-293.172,109.6,691.438,-1.33229,0.99176,2013599,0,858,1188,45
10266606,-310.496,109.6,647.323,-1.11729,1,2013600,0,858,1188,45
10266607,-321.694,109.6,694.481,-2.34328,1,2013601,0,858,1188,45
10266626,-308.897,100.698,688.393,0,204,0,0,858,1188,51
10266630,-463.673,121.633,332.256,-2.06,1,1046615,0,858,1188,8
10266631,-450.174,122.951,347.797,1.65825,1,1046616,0,858,1188,8
10266632,-450.246,122.951,345.683,0.934351,1,1046617,0,858,1188,8
10268975,-444.425,122.89,348.22,2.83955,1,1046672,0,858,1188,8
10269018,-529.008,122.122,341.768,2.12016,1,1046676,0,858,1188,8
10269021,-527.635,122.122,339.75,-0.552017,1,1046618,0,858,1188,8
10269037,400.076,-116.838,-220.935,1.14767,1,1046993,0,857,1187,8
10269038,398.916,-116.815,-219.867,0.980486,1,1046994,0,857,1187,8
10269137,399.659,-116.811,-218.606,0,1,0,0,857,1187,65
10269210,-420.948,-45.6254,-461.497,-2.37495,1,1046585,0,857,1187,8
10269222,-380.39,-43.2225,-536.546,2.81906,1,1046586,0,857,1187,8
10269230,-392.022,-42.0691,-556.817,-1.50447,1,1046587,0,857,1187,8
10269237,-400.016,-35.3405,-587.172,-0.513632,0.99176,2013588,0,857,1187,45
10269239,-374.85,-34.7556,-584.697,-0.662393,0.99176,2013589,0,857,1187,45
10269245,-353.492,-34.8291,-571.985,-0.966331,0.99176,2013590,0,857,1187,45
10269246,-354.439,-39.9661,-541.884,-0.936631,0.99176,2013591,0,857,1187,45
10269299,-391.24,-43.9869,-580.028,0,202,0,0,857,1187,51
10269337,-348.601,-45.4582,-557.011,0,202,0,0,857,1187,51
10269394,139.208,-14,14.4807,3.05938,1,0,0,855,1185,40
10269424,140.713,-14,13.2055,-2.70194,1,1046619,0,855,1185,8
10269425,140.51,-14,14.5502,-2.81906,1,1046620,0,855,1185,8
10269426,139.808,-14,15.9304,-3.09714,1,1046621,0,855,1185,8
10269431,142.131,-14,14.7138,-2.69993,1,1046622,0,855,1185,8
10269432,142.436,-14,13.6263,-2.31662,1,1046623,0,855,1185,8
10269434,-32.4346,-17.9729,184.627,2.63738,1,1046624,0,855,1185,8
10269435,-30.7903,-17.9729,184.355,-1.17431,1,1046625,0,855,1185,8
10269449,139.509,-14.0001,13.4808,3.06721,1,1046626,0,855,1185,8
10269761,3.1263,-19.6077,198.359,2.85091,1,0,0,855,1185,40
10269863,309.529,-173.114,-667.323,-2.99112,0.99176,2013595,0,857,1187,45
10269874,282.637,-173.114,-715.152,0,0.99176,2013596,0,857,1187,45
10269875,346.608,-173.053,-725.834,2.57361,0.99176,2013597,0,857,1187,45
10270059,391.566,-161.962,-690.392,2.11531,1,1046742,0,857,1187,8
10270061,392.09,-162.188,-692.046,1.56495,1,1046601,0,857,1187,8
10270062,393.862,-162.014,-692.567,-0.584338,1,1046602,0,857,1187,8
10270205,-164.399,-14.9994,209.45,2.32488,1,1046627,0,855,1185,8
10270210,-194.781,120.795,-359.243,0.590812,1,1046681,0,855,1185,8
10270212,-173.746,120.795,-326.359,-2.12482,1,1046628,0,855,1185,8
10270213,-178.292,120.75,-330.689,0.513423,1,0,0,855,1185,40
10270215,-194.756,110.795,-359.237,0,201,0,0,855,1185,51
10270243,311.47,-173.086,-661.921,-2.79266,6,17691,0,857,1187,9
10270244,282.46,-173.114,-720.455,-0.285285,6,17691,0,857,1187,9
10270245,351.457,-172.961,-729.235,-0.503073,6,17691,0,857,1187,9
10270254,341.817,-160.113,-429.007,-0.592735,1,1046590,0,857,1187,8
10270255,340.597,-160.113,-430.198,-0.386202,1,1046591,0,857,1187,8
10270262,348.836,-145.8,-473.655,1.22179,1,1046592,0,857,1187,8
10270265,345.627,-160.202,-438.416,3.04344,1,1046593,0,857,1187,8
10270273,333.319,-160.204,-436.087,1.88967,1,1046594,0,857,1187,8
10270282,343.028,-160.235,-461.925,1.2735,1,1046595,0,857,1187,8
10270285,289.437,-169.208,-456.574,-0.72821,1,1046596,0,857,1187,8
10270286,288.543,-168.976,-455.665,2.25765,1,1046597,0,857,1187,8
10270289,342.977,-160.204,-448.264,-0.856307,1,1046598,0,857,1187,8
10270292,342.092,-160.204,-449.18,-0.809669,1,1046599,0,857,1187,8
10270293,268.392,-173.486,-611.503,2.91664,1,1046600,0,857,1187,8
10270294,341.268,-160.202,-447.044,2.53846,1,1046792,0,857,1187,8
10270337,215.198,-167.987,-457.816,2.07469,1,1046793,0,857,1187,8
10270338,214.496,-168.129,-459.494,1.57664,1,1046794,0,857,1187,8
10270339,215.106,-168.25,-460.823,0.805432,1,1046795,0,857,1187,8
10270340,218.158,-168.109,-458.671,-1.36948,1,1046796,0,857,1187,8
10270341,217.391,-168.193,-460.267,-0.663159,1,1046797,0,857,1187,8
10270344,222.178,-168.475,-481.348,-1.96755,1,1046798,0,857,1187,8
10270347,-25.9381,-145.153,-646.004,-2.57884,1,1046799,0,857,1187,8
10270348,-25.2873,-145.18,-649.74,-1.49288,1,1046800,0,857,1187,8
10270350,-24.7857,-145.176,-647.074,-1.98602,1,1046801,0,857,1187,8
10270352,-27.834,-145.137,-648.707,1.67954,1,1046802,0,857,1187,8
10270353,-25.3345,-145.174,-648.425,-1.68398,1,1046803,0,857,1187,8
10270357,-21.7129,-145.342,-652.125,1.26286,1,1046809,0,857,1187,8
10270358,-23.1884,-145.257,-649.91,2.56756,1,1046804,0,857,1187,8
10270359,-18.0953,-145.525,-650.415,-2.28053,1,1046805,0,857,1187,8
10270360,-21.9554,-145.341,-648.93,3.01148,1,1046806,0,857,1187,8
10270361,-20.0046,-145.366,-651.759,-1.92579,1,1046807,0,857,1187,8
10270362,-20.7126,-145.434,-649.347,-2.70768,1,1046808,0,857,1187,8
10270393,-161.347,-14.9972,208.344,0,1,2013605,0,855,1185,45
10272021,196.277,-169.299,-483.482,-0.99022,1,1047502,0,857,1187,8
10273297,271.862,-168.602,-453.198,1.7288,1,0,0,857,1187,40
10273323,-503.811,121.633,324.777,-0.467053,1,1046629,0,858,1188,8
10273324,-505.311,121.633,325.133,-0.31048,1,1046630,0,858,1188,8
10273325,-502.21,121.633,327.957,-1.35199,1,1046631,0,858,1188,8
10273326,-503.216,121.633,327.478,-1.41988,1,1046632,0,858,1188,8
10273327,-798.203,127.871,468.622,-1.512,1,1046633,0,858,1188,8
10273328,-796.099,127.704,466.229,-1.56545,1,1046634,0,858,1188,8
10273329,-797.341,127.802,467.056,-1.43919,1,1046635,0,858,1188,8
10273330,-797.395,127.807,470.927,-1.97654,1,1046636,0,858,1188,8
10273331,-796.884,127.766,469.823,-1.59904,1,1046637,0,858,1188,8
10273332,-791.768,127.353,468.024,-0.104308,0.99176,2013606,0,858,1188,45
10273334,-531.868,122.122,342.239,1.91342,1,1046638,0,858,1188,8
10273335,-531.632,122.122,341.043,1.39563,1,1046639,0,858,1188,8
10273336,-529.845,122.122,344.693,2.53541,1,1046640,0,858,1188,8
10273337,-530.382,122.122,343.837,2.53831,1,1046641,0,858,1188,8
10273339,-502.287,111.633,325.363,0,201,0,0,858,1188,51
10275866,-502.287,121.633,325.363,-1.01658,1,0,0,858,1188,40
10276370,-32.7917,-10,142.962,-0.890228,1,1046537,0,855,1185,8
10276456,-530.363,122.122,340.954,-0.562192,1,1046642,0,858,1188,8
10276460,-405.882,121.633,278.925,2.21257,1,1046677,0,858,1188,8
10276461,-404.196,121.633,277.379,-0.813629,1,1046682,0,858,1188,8
10276471,569.04,115.134,236.271,-1.32569,1,1046644,0,858,1188,8
10276472,567.246,115.165,236.51,1.40883,1,1046645,0,858,1188,8
10276473,566.885,115.179,236.618,3.07373,1,1046646,0,858,1188,8
10276488,585.469,119.49,189.443,1.39828,1,1046647,0,858,1188,8
10276489,605.616,119.49,185.05,-0.275151,1,1046678,0,858,1188,8
10276491,575.992,119.49,156.909,2.42761,1,1046648,0,858,1188,8
10276492,590.445,119.49,144.094,2.68604,1,1046679,0,858,1188,8
10276494,543.805,115.554,165.252,3.10512,1,1046649,0,858,1188,8
10276495,545.377,116.722,152.905,3.1247,1,1046680,0,858,1188,8
10276637,585.469,119.49,189.443,0,5,5000000,70421,858,1188,49
10276638,575.992,119.49,156.909,0,5,5000000,70421,858,1188,49
10276639,543.805,115.554,165.252,0,5,5000000,70421,858,1188,49
10276656,454.707,112.079,163.287,0,0.99176,2013610,0,858,1188,45
10276657,170.762,110.778,256.799,0,6,5000000,70422,858,1188,49
10276672,160.314,111,258.866,1.64655,1,1046653,0,858,1188,8
10276675,162.627,110.947,258.304,1.82861,1,0,0,858,1188,40
10276678,318.001,105.939,229.999,-0.00111828,202,0,0,858,1188,51
10276680,317.983,115.942,229.999,-0.00111828,0.99176,2013612,0,858,1188,45
10276683,318.001,110.939,229.999,-0.00111828,1,2013613,0,858,1188,45
10276684,337.008,123.232,778.675,0,0.99176,2013614,0,858,1188,45
10276686,336.751,118.356,779.812,0,1,2013616,0,858,1188,45
10276729,336.751,113.356,779.812,0,202,0,0,858,1188,51
10276734,682.831,116.989,646.448,0,1,2013617,0,858,1188,45
10276736,682.831,106.989,646.448,0,202,0,0,858,1188,51
10276737,356.516,122.442,771.927,0,25.3886,5000000,70422,858,1188,49
10276738,682.831,116.989,646.448,0,5,5000000,70422,858,1188,49
10276740,168.144,110.819,256.957,-1.56605,6,17693,0,858,1188,9
10276741,170.846,110.776,253.66,-1.22838,6,17692,0,858,1188,9
10276742,173.067,110.741,258.64,-1.579,6,17694,0,858,1188,9
10276753,609.522,119.49,187.507,0.913122,1,1046661,0,858,1188,8
10276758,605.604,119.49,188.483,1.76477,1,0,0,858,1188,40
10276762,317.983,110.942,229.999,0.645652,1,1046654,0,858,1188,8
10276763,336.751,118.356,779.812,1.87023,1,1046659,0,858,1188,8
10276765,349.736,110,270.523,0.957666,0.5,0,0,858,1188,5
10276766,368.071,121.57,761.932,1.61905,0.5,0,0,858,1188,5
10276848,139.569,-13.98,10.6262,0.224596,1,1047095,0,855,1185,8
10278003,239.368,-172.944,-462.446,0,102,0,0,857,1187,51
10278004,305.897,-167.41,-426.528,0,102,0,0,857,1187,51
10278557,-416.892,-45.8464,-463.188,-1.16967,1,1046588,0,857,1187,8
10278558,-417.137,-45.8539,-461.845,-1.56564,1,1046589,0,857,1187,8
10278575,-410.645,-46.3932,-463.777,-1.36235,1,0,0,857,1187,40
10279087,655.708,83.4601,642.13,2.06415,1,1046814,0,857,1187,8
10279088,657.762,82.9317,640.666,-1.02362,1,1046815,0,857,1187,8
10279089,656.329,83.236,640.174,-1.15744,1,1046816,0,857,1187,8
10279090,657.544,83.1358,642.971,-1.08834,1,1046817,0,857,1187,8
10279091,657.097,83.0182,639.091,-1.49089,1,1046818,0,857,1187,8
10279110,341.315,-160.202,-447.055,2.26329,1,0,0,857,1187,40
10279155,482.975,114.935,622.784,1.21665,1,1046819,0,857,1187,8
10279156,483.88,114.935,621.321,0.58595,1,1046820,0,857,1187,8
10279157,485.518,114.935,624.245,-2.23555,1,1046821,0,857,1187,8
10279158,486.566,114.935,622.87,-1.7125,1,1046822,0,857,1187,8
10279159,486.01,114.935,621.24,-0.942649,1,1046823,0,857,1187,8
10279161,358.904,130.347,597.313,-2.095,1,1046824,0,857,1187,8
10279162,360.476,130.347,596.568,-2.04892,1,1046825,0,857,1187,8
10279163,360.225,130.347,595.46,-1.87798,1,1046826,0,857,1187,8
10279164,361.034,130.347,597.64,-1.95573,1,1046827,0,857,1187,8
10279165,361.651,130.347,594.584,-1.47907,1,1046828,0,857,1187,8
10279166,355.766,130.347,595.031,1.28612,1,1046936,0,857,1187,8
10279211,366.881,130.347,610.281,1.76542,1,0,0,857,1187,40
10279255,371.146,130.347,610.35,-1.9044,1,1047504,0,857,1187,8
10279256,370.716,130.347,607.954,-0.684427,1,1047505,0,857,1187,8
10279257,369.212,130.347,611.485,2.47191,1,1047506,0,857,1187,8
10279258,367.544,130.347,608.077,0.66607,1,1047507,0,857,1187,8
10279259,369.104,130.347,607.317,0.403587,1,1047508,0,857,1187,8
10279281,503.554,10.8,-427.105,-3.10223,1,0,0,697,958,40
10279285,365.046,129.047,651.145,-2.05791,1,1046937,0,857,1187,8
10279287,511.654,111.135,698.008,-1.19577,1,1046938,0,857,1187,8
10279288,493.921,111.135,553.591,-1.3513,1,1046939,0,857,1187,8
10279291,372.905,130.347,601.073,0,0.99176,2013635,0,857,1187,45
10279296,406.877,121.058,501.256,-2.3412,1,1046834,0,857,1187,8
10279298,323.83,39.3858,331.534,-2.80293,1,1046836,0,857,1187,8
10279299,130.291,17.5394,194.306,2.39347,1,1046837,0,857,1187,8
10279300,137.682,18.5962,225.091,0.424062,1,1046838,0,857,1187,8
10279301,-203.54,35.7178,-40.94,0.910862,1,1046934,0,857,1187,8
10279302,-200.39,35.2979,-39.2623,-2.1249,1,1046839,0,857,1187,8
10279351,-503.868,59.212,153.643,1.38556,1,1046935,0,857,1187,8
10279360,-499.619,59.2118,152.828,-1.17656,1,1046844,0,857,1187,8
10279361,-496.957,59.2118,153.14,-1.41031,1,1046845,0,857,1187,8
10279362,-499.642,59.212,154.717,-1.72349,1,1046846,0,857,1187,8
10279363,-497.68,59.2119,154.407,-1.70069,1,1046847,0,857,1187,8
10279364,-498.003,59.2121,156.17,-1.89853,1,1046848,0,857,1187,8
10279365,-327.43,71.2411,336.393,0.408392,1,1046849,0,857,1187,8
10279366,-326.741,70.9664,333.522,0.341779,1,1046850,0,857,1187,8
10279367,-412.131,113.872,550.774,-0.902219,1,1046851,0,857,1187,8
10279368,-412.576,113.786,548.977,-0.753856,1,1046852,0,857,1187,8
10279369,-414.225,113.866,547.061,-0.0919506,1,1046853,0,857,1187,8
10279370,-412.336,113.749,547.029,-0.475196,1,1046854,0,857,1187,8
10279371,-410.483,113.874,551.439,-0.71017,1,1046855,0,857,1187,8
10279432,-18.8922,-145.523,-647.991,-2.65027,1,0,0,857,1187,40
10279477,-32.2424,-10.0253,145.586,-1.91042,1,1047743,0,855,1185,8
10279539,-413.241,114.052,559.044,2.38439,1,1046856,0,857,1187,8
10279540,-411.758,114.128,559.81,2.63909,1,1046857,0,857,1187,8
10279541,-410.098,114.255,560.367,2.79708,1,1046858,0,857,1187,8
10279542,-413.342,113.945,556.176,1.96849,1,1046859,0,857,1187,8
10279543,-407.186,113.906,551.568,2.66903,1,1046860,0,857,1187,8
10279546,-404.846,113.771,547.147,0.921483,1,1046863,0,857,1187,8
10279547,403.311,122.535,614.893,2.25721,1,1046864,0,857,1187,8
10284568,588.052,-125.093,-416.876,0,102,0,0,857,1187,51
10284570,-414.694,114.103,562.005,0,0.99176,2013642,0,857,1187,45
10284573,-416.261,113.965,553.299,2.25915,1,0,0,857,1187,40
10284574,361.817,129.047,652.145,1.59685,1,1046872,0,857,1187,8
10284575,513.307,111.135,697.484,-1.91638,1,1046873,0,857,1187,8
10284576,492.977,111.135,557.75,2.51861,1,1046874,0,857,1187,8
10284580,-416.261,103.965,553.299,0,201,0,0,857,1187,51
10284581,405.569,122.535,613.397,0,0.99176,2013636,0,857,1187,45
10284592,369.002,130.347,610.583,-1.8258,1,1046881,0,857,1187,8
10284593,369.465,130.347,609.227,0.0593997,1,1046882,0,857,1187,8
10284598,536.851,105.124,660.087,-2.03289,1,1046884,0,857,1187,8
10284599,536.826,105.124,658.235,0.0408979,1,1046885,0,857,1187,8
10284604,566.176,98.5135,564.255,0,5,5000000,70429,857,1187,49
10284606,566.176,98.5135,564.255,2.39997,1,1046886,0,857,1187,8
10284607,565.897,98.5135,566.473,2.17964,1,1046887,0,857,1187,8
10284608,585.243,98.6985,549.136,1.80983,1,1046888,0,857,1187,8
10284610,585.243,98.6985,549.136,0,4,5000000,70429,857,1187,49
10284612,585.229,98.7002,549.126,1.80983,6,17695,0,857,1187,9
10284614,474.72,109.061,417.728,0,5,5000000,70429,857,1187,49
10284615,474.692,109.06,417.702,-2.80353,1,1046889,0,857,1187,8
10284616,473.056,108.869,419.353,-3.06929,1,1046890,0,857,1187,8
10284617,470.686,109.359,395.236,2.70064,1,1046891,0,857,1187,8
10284619,470.686,109.359,395.236,0,6,5000000,70429,857,1187,49
10284620,470.686,109.359,395.236,2.70064,6,17696,0,857,1187,9
10284622,570.688,119.338,359.831,0,5,5000000,70429,857,1187,49
10284623,571.435,119.505,359.67,2.95062,1,1046892,0,857,1187,8
10284624,572.06,119.715,357.761,-1.09252,1,1046893,0,857,1187,8
10284980,170.917,19.9983,241.321,-1.65331,1,1046894,0,857,1187,8
10284981,169.409,19.8408,240.347,-0.901951,1,1046895,0,857,1187,8
10284985,-419.669,69.5104,169.696,-1.79703,1,1046896,0,857,1187,8
10284986,-421.487,69.3996,170.772,-1.69321,1,1046897,0,857,1187,8
10284992,-594.8,58.341,122.497,-1.56246,1,1046898,0,857,1187,8
10284994,-841.794,56.7441,117.479,-2.62743,1,1046900,0,857,1187,8
10284995,-840.933,56.7143,120.192,-2.6507,1,1046901,0,857,1187,8
10284996,-840.374,56.6901,121.859,-2.53787,1,1046902,0,857,1187,8
10284997,-838.747,56.6204,116.182,-2.35642,1,1046903,0,857,1187,8
10284998,-835.665,56.495,119.43,-2.57271,1,1046904,0,857,1187,8
10284999,-835.437,56.5163,116.465,-2.23599,1,1046905,0,857,1187,8
10285001,-841.844,57.1875,111.531,-2.27328,1,1046906,0,857,1187,8
10285004,-803.137,56.1448,139.221,-1.17605,1,1046909,0,857,1187,8
10285005,-806.033,56.2989,139.18,1.2215,1,1046910,0,857,1187,8
10285006,-804.118,55.9484,136.108,-2.67487,1,1046911,0,857,1187,8
10285007,-802.946,55.9964,135.062,-2.07996,1,1046912,0,857,1187,8
10285008,-804.858,56.3073,141.191,2.46845,1,1046913,0,857,1187,8
10285009,-806.318,56.0501,134.458,0.798452,1,1046914,0,857,1187,8
10285010,-804.648,56.1639,132.957,0.526425,1,1046915,0,857,1187,8
10285011,-857.133,62.7612,98.3324,0,1,2013643,0,857,1187,45
10285012,-813.701,56.157,134.045,1.2171,1,0,0,857,1187,40
10285013,-813.701,46.157,134.045,0,201,0,0,857,1187,51
10285022,-826.599,56.4137,129.378,-2.31055,1,0,0,857,1187,40
10305377,366.048,130.347,599.251,1.40415,1,1046916,0,857,1187,8
10305378,365.411,130.347,600.82,1.49006,1,1046917,0,857,1187,8
10305380,365.322,130.347,602.355,1.79848,1,1046918,0,857,1187,8
10305381,363.233,130.347,601.582,2.91077,1,1046919,0,857,1187,8
10305382,363.661,130.347,600.118,-0.416221,1,1046920,0,857,1187,8
10306221,-164.337,-14.9972,209.956,-1.4489,1,1046924,0,855,1185,8
10306222,-162.777,-14.9972,210.14,-2.01672,1,1046925,0,855,1185,8
10306223,-163.947,-14.9972,208.286,-1.49921,1,1046926,0,855,1185,8
10306224,-162.081,-14.9972,208.948,-1.75202,1,1046927,0,855,1185,8
10306225,-162.007,-14.9972,207.563,-1.41694,1,1046928,0,855,1185,8
10306226,-202.744,-14.943,296.572,0.259889,1,1046940,0,855,1185,8
10306227,-199.08,-14.9993,306.362,-2.76535,1,1046929,0,855,1185,8
10306232,-141.299,52,7.96247,1.21314,1,1046930,0,855,1185,8
10306233,-138.842,52,8.33156,-1.66612,1,1046931,0,855,1185,8
10306235,226.665,-168.419,-484.263,2.75598,1,1047744,0,857,1187,8
10306238,-30.795,95.5,-77.2859,0.168069,1,1046932,0,855,1185,8
10306256,-163.844,-14.9972,203.783,1.47762,1,1046933,0,855,1185,8
10306272,-200.654,-14.9993,302.36,0,1,0,0,855,1185,40
10306278,-426.472,11.01,-13.6043,1.54159,1,1047509,0,855,1185,8
10306279,-416.429,10.9712,-13.033,0.971264,1,1047510,0,855,1185,8
10306280,-421.152,10.9712,-13.9557,-1.48368,1,1047511,0,855,1185,8
10306281,-416.434,11.01,-15.6444,0.957731,1,1047512,0,855,1185,8
10306282,-422.344,11.01,-12.9245,2.99019,1,1047513,0,855,1185,8
10306283,-423.461,11,-12.2648,-2.27407,1,1047514,0,855,1185,8
10306314,-156.99,-14.9993,207.855,0.0425882,1,0,0,855,1185,40
10306319,-158.512,-20.4378,209.682,0,103,0,0,855,1185,51
10306322,-156.438,-14.9994,210.414,-2.93929,1,1047718,0,855,1185,8
10306323,-155.378,-14.9994,213.078,-2.85088,1,1047719,0,855,1185,8
10306324,-157.834,-14.9994,211.155,3.01592,1,1047720,0,855,1185,8
10306325,-153.797,-14.9994,212.177,-2.24946,1,1047721,0,855,1185,8
10306541,-83.8669,100,-167.87,-1.00424,1,0,0,855,1185,40
10306545,-86.7573,99.9923,-167.359,1.79656,1,1047726,0,855,1185,8
10306546,-86.3594,99.9923,-169.2,1.53524,1,1047727,0,855,1185,8
10306547,-84.8011,99.9923,-165.071,2.65753,1,1047728,0,855,1185,8
10306548,-86.335,99.9923,-165.872,2.02189,1,1047729,0,855,1185,8
10306582,-32.0704,95.5,-77.6628,0.504245,1,1047730,0,855,1185,8
10306585,93.2114,-14,34.7548,1.89991,1,1047731,0,855,1185,8
10306586,94.5648,-14,35.6941,2.13883,1,1047732,0,855,1185,8
10306589,95.5525,-14,35.208,-0.852061,1,1047733,0,855,1185,8
10306590,95.0485,-14,32.9442,-0.870686,1,1047734,0,855,1185,8
10306605,-31.2728,-10,87.9172,-0.702576,1,1047735,0,855,1185,8
10306607,-35.7271,-10.006,92.6965,-1.51271,1,1047736,0,855,1185,8
10306608,-30.4574,-9.93372,94.1072,0.142768,1,1047737,0,855,1185,8
10306609,-32.4,-10,89.1511,2.09213,1,1047738,0,855,1185,8
10306612,-49.503,-19.3283,213.215,-1.73731,1,1047739,0,855,1185,8
10306613,-51.3985,-19.3283,211.868,0.281939,1,1047740,0,855,1185,8
10306614,-51.5185,-19.3283,214.006,2.18277,1,1047741,0,855,1185,8
10306615,-402.67,1.66621,228.839,2.97499,1,1046438,0,773,1055,8
10306673,47.0652,48,-425.556,2.51921,1,1047742,0,855,1185,8
10306941,20.9802,8.2059,-658.689,-0.525061,1,0,0,859,1189,40
10306945,-227.731,14.4586,-440.326,1.83006,1,1047515,0,859,1189,8
10306953,-227.645,14.4197,-435.573,-1.43267,1,1047516,0,859,1189,8
10306954,-225.153,14.4614,-438.077,0.178738,1,1047517,0,859,1189,8
