#,Singular,Plural,Description,Name,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,ModelMain,ModelSub,DamagePhys,DamageMag,Delayms,BlockRate,Block,DefensePhys,DefenseMag,BaseParamValue[0],BaseParamValue[1],BaseParamValue[2],BaseParamValue[3],BaseParamValue[4],BaseParamValue[5],BaseParamValueSpecial[0],BaseParamValueSpecial[1],BaseParamValueSpecial[2],BaseParamValueSpecial[3],BaseParamValueSpecial[4],BaseParamValueSpecial[5],LevelEquip,RequiredPvpRank,EquipRestriction,ClassJobCategory,GrandCompany,ItemSeries,BaseParamModifier,ClassJobUse,Unknown2,DefaultActionRange,BaseParam[0],BaseParam[1],BaseParam[2],BaseParam[3],BaseParam[4],BaseParam[5],ItemSpecialBonus,ItemSpecialBonusParam,BaseParamSpecial[0],BaseParamSpecial[1],BaseParamSpecial[2],BaseParamSpecial[3],BaseParamSpecial[4],BaseParamSpecial[5],MaterializeType,MateriaSlotCount,SubStatCategory,IsAdvancedMeldingPermitted,IsPvP,IsGlamorous,AdditionalData,StackSize,PriceMid,PriceLow,ItemRepair,ItemGlamour,Icon,LevelItem,SubcategorySort,ItemAction,Cooldowns,Desynth,AetherialReduce,Rarity,FilterGroup,ItemUICategory,ItemSearchCategory,EquipSlotCategory,ItemSortCategory,DyeCount,CastTimeSeconds,ClassJobRepair,IsUnique,IsUntradable,IsIndisposable,Lot,CanBeHq,IsCrestWorthy,IsCollectable,AlwaysCollectable
46328,exemplaire de l'Art du portrait : as du conflit S14,exemplaires de l'Art du portrait : as du conflit S14,"Un manuel à lire pour développer sa faculté d'expression artistique.
[Permet d'obtenir un nouvel élément de personnalisation pour les portraits]
[Arrière-plan/Cadre/Décoration]",L'Art du portrait : as du conflit S14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,215,1,2,0,0,0,26625,1,44000,2234,0,0,0,1,16,61,0,0,59,0,2,0,True,True,True,False,False,False,False,False
46329,exemplaire de l'Art du portrait : cristal S14,exemplaires de l'Art du portrait : cristal S14,"Un manuel à lire pour développer sa faculté d'expression artistique.
[Permet d'obtenir un nouvel élément de personnalisation pour les portraits]
[Arrière-plan/Cadre/Décoration]",L'Art du portrait : cristal S14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,216,1,2,0,0,0,26625,1,44000,2234,0,0,0,1,16,61,0,0,59,0,2,0,True,True,True,False,False,False,False,False
46330,exemplaire de l'Art du portrait : diamant S14,exemplaires de l'Art du portrait : diamant S14,"Un manuel à lire pour développer sa faculté d'expression artistique.
[Permet d'obtenir un nouvel élément de personnalisation pour les portraits]
[Arrière-plan/Cadre/Décoration]",L'Art du portrait : diamant S14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,217,1,2,0,0,0,26625,1,44000,2234,0,0,0,1,16,61,0,0,59,0,2,0,True,True,True,False,False,False,False,False
46331,exemplaire de l'Art du portrait : platine S14,exemplaires de l'Art du portrait : platine S14,"Un manuel à lire pour développer sa faculté d'expression artistique.
[Permet d'obtenir un nouvel élément de personnalisation pour les portraits]
[Arrière-plan/Cadre/Décoration]",L'Art du portrait : platine S14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,218,1,2,0,0,0,26625,1,44000,2234,0,0,0,1,16,61,0,0,59,0,2,0,True,True,True,False,False,False,False,False
46332,exemplaire de l'Art du portrait : or S14,exemplaires de l'Art du portrait : or S14,"Un manuel à lire pour développer sa faculté d'expression artistique.
[Permet d'obtenir un nouvel élément de personnalisation pour les portraits]
[Arrière-plan/Cadre/Décoration]",L'Art du portrait : or S14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,219,1,2,0,0,0,26625,1,44000,2234,0,0,0,1,16,61,0,0,59,0,2,0,True,True,True,False,False,False,False,False
46333,exemplaire de l'Art du portrait : argent S14,exemplaires de l'Art du portrait : argent S14,"Un manuel à lire pour développer sa faculté d'expression artistique.
[Permet d'obtenir un nouvel élément de personnalisation pour les portraits]
[Arrière-plan/Cadre/Décoration]",L'Art du portrait : argent S14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,220,1,2,0,0,0,26625,1,44000,2234,0,0,0,1,16,61,0,0,59,0,2,0,True,True,True,False,False,False,False,False
46334,exemplaire de l'Art du portrait : bronze S14,exemplaires de l'Art du portrait : bronze S14,"Un manuel à lire pour développer sa faculté d'expression artistique.
[Permet d'obtenir un nouvel élément de personnalisation pour les portraits]
[Arrière-plan/Cadre/Décoration]",L'Art du portrait : bronze S14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,221,1,2,0,0,0,26625,1,44000,2234,0,0,0,1,16,61,0,0,59,0,2,0,True,True,True,False,False,False,False,False
46335,exemplaire de l'Art du portrait : Champs de la Gloire,exemplaires de l'Art du portrait : Champs de la Gloire,"Un manuel à lire pour développer sa faculté d'expression artistique.
[Permet d'obtenir un nouvel élément de personnalisation pour les portraits]
[Arrière-plan/Cadre/Décoration]",L'Art du portrait : Champs de la Gloire,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,202,1,2,0,0,0,26625,1,44000,2234,0,0,0,1,16,61,0,0,59,0,2,0,True,True,True,False,False,False,False,False
46336,exemplaire de l'Art du portrait : Onsal Hakair,exemplaires de l'Art du portrait : Onsal Hakair,"Un manuel à lire pour développer sa faculté d'expression artistique.
[Permet d'obtenir un nouvel élément de personnalisation pour les portraits]
[Arrière-plan/Cadre/Décoration]",L'Art du portrait : Onsal Hakair,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,203,1,2,0,0,0,26625,1,44000,2234,0,0,0,1,16,61,0,0,59,0,2,0,True,True,True,False,False,False,False,False
46337,jaseran de protecteur des cérémonies supra,jaserans de protecteur des cérémonies supra,,Jaseran de protecteur des cérémonies supra,0,0,0,1,0,0,66417,0,0,0,0,0,0,1411,1411,560,598,345,241,0,0,157,157,62,67,38,27,100,0,1,59,0,0,1,0,0,0,1,3,44,27,0,0,1,0,21,24,1,3,44,27,3,5,0,False,False,True,0,1,99999,0,8,21800,57217,740,8310,0,0,0,0,2,4,35,33,4,5,2,2,10,False,False,False,False,True,True,False,False
46338,jaseran d'abatteur des cérémonies supra,jaserans d'abatteur des cérémonies supra,,Jaseran d'abatteur des cérémonies supra,0,0,0,1,0,0,131953,0,0,0,0,0,0,988,776,560,598,345,241,0,0,110,86,62,67,38,27,100,0,1,76,0,0,2,0,0,0,1,3,27,22,0,0,1,0,21,24,1,3,27,22,4,5,0,False,False,True,0,1,99999,0,8,21800,57218,740,10310,0,0,0,0,2,4,35,33,4,5,2,2,10,False,False,False,False,True,True,False,False
46339,gilet d'agresseur des cérémonies supra,gilets d'agresseur des cérémonies supra,,Gilet d'agresseur des cérémonies supra,0,0,0,1,0,0,66418,0,0,0,0,0,0,776,776,560,598,345,241,0,0,86,86,62,67,38,27,100,0,1,65,0,0,3,0,0,0,1,3,44,27,0,0,1,0,21,24,1,3,44,27,5,5,0,False,False,True,0,1,99999,0,8,21800,57221,740,19310,0,0,0,0,2,4,35,33,4,5,2,2,13,False,False,False,False,True,True,False,False
46340,gilet de pisteur des cérémonies supra,gilets de pisteur des cérémonies supra,,Gilet de pisteur des cérémonies supra,0,0,0,1,0,0,197490,0,0,0,0,0,0,776,776,560,598,345,241,0,0,86,86,62,67,38,27,100,0,1,66,0,0,4,0,0,0,2,3,27,44,0,0,1,0,21,24,2,3,27,44,6,5,0,False,False,True,0,1,99999,0,8,21800,57222,740,30310,0,0,0,0,2,4,35,33,4,5,2,2,13,False,False,False,False,True,True,False,False
46341,gilet d'éclaireur des cérémonies supra,gilets d'éclaireur des cérémonies supra,,Gilet d'éclaireur des cérémonies supra,0,0,0,1,0,0,131954,0,0,0,0,0,0,776,776,560,598,345,241,0,0,86,86,62,67,38,27,100,0,1,103,0,0,11,0,0,0,2,3,27,44,0,0,1,0,21,24,2,3,27,44,6,5,0,False,False,True,0,1,99999,0,8,21800,57223,740,23310,0,0,0,0,2,4,35,33,4,5,2,2,13,False,False,False,False,True,True,False,False
46342,tunique de soigneur des cérémonies supra,tuniques de soigneur des cérémonies supra,,Tunique de soigneur des cérémonies supra,0,0,0,1,1,0,66419,0,0,0,0,0,0,564,988,560,539,345,241,0,0,63,110,62,60,38,27,100,0,1,64,0,0,6,0,0,0,5,3,44,27,0,0,1,0,21,24,5,3,44,27,9,5,0,False,False,True,0,1,99999,0,8,21800,57219,740,47310,0,0,0,0,2,4,35,33,4,5,2,2,13,False,False,False,False,True,True,False,False
46343,tunique d'incantateur des cérémonies supra,tuniques d'incantateur des cérémonies supra,,Tunique d'incantateur des cérémonies supra,0,0,0,1,1,0,131955,0,0,0,0,0,0,564,988,560,539,345,241,0,0,63,110,62,60,38,27,100,0,1,63,0,0,5,0,0,0,4,3,44,27,0,0,1,0,21,24,4,3,44,27,8,5,0,False,False,True,0,1,99999,0,8,21800,57220,740,40310,0,0,0,0,2,4,35,33,4,5,2,2,13,False,False,False,False,True,True,False,False
46344,casque de protecteur des fondations,casques de protecteur des fondations,,Casque de protecteur des fondations,0,0,0,1,0,0,131542,0,0,0,0,0,0,1131,1131,361,380,233,163,0,0,0,0,0,0,0,0,100,0,1,59,0,0,1,0,0,0,1,3,27,19,0,0,0,0,0,0,0,0,0,0,3,2,0,False,False,True,0,1,99999,731,8,21800,56850,725,8270,0,0,9339,0,2,4,34,0,3,5,0,2,10,True,True,False,True,False,True,False,False
46345,surcot de protecteur des fondations,surcots de protecteur des fondations,,Surcot de protecteur des fondations,0,0,0,1,0,0,131542,0,0,0,0,0,0,1516,1516,574,603,370,259,0,0,0,0,0,0,0,0,100,0,1,59,0,0,1,0,0,0,1,3,19,45,0,0,0,0,0,0,0,0,0,0,3,2,0,False,False,True,0,1,99999,1219,8,21800,57246,725,8270,0,0,9339,0,2,4,35,0,4,5,0,2,10,True,True,False,True,False,True,False,False
46346,paire de gantelets de protecteur des fondations,paires de gantelets de protecteur des fondations,,Gantelets de protecteur des fondations,0,0,0,1,1,0,131542,0,0,0,0,0,0,1131,1131,361,380,233,163,0,0,0,0,0,0,0,0,100,0,1,59,0,0,1,0,0,0,1,3,44,19,0,0,0,0,0,0,0,0,0,0,3,2,0,False,False,True,0,1,99999,731,8,21800,56357,725,8270,0,0,9339,0,2,4,37,0,5,5,0,2,10,True,True,False,True,False,False,False,False
46347,pantalon de protecteur des fondations,pantalons de protecteur des fondations,,Pantalon de protecteur des fondations,0,0,0,1,0,0,131542,0,0,0,0,0,0,1516,1516,574,603,370,259,0,0,0,0,0,0,0,0,100,0,1,59,0,0,1,0,0,0,1,3,27,45,0,0,0,0,0,0,0,0,0,0,3,2,0,False,False,True,0,1,99999,1219,8,21800,57770,725,8270,0,0,9339,0,2,4,36,0,7,5,0,2,13,True,True,False,True,False,False,False,False
46348,paire de sabatons de protecteur des fondations,paires de sabatons de protecteur des fondations,,Sabatons de protecteur des fondations,0,0,0,1,1,0,131542,0,0,0,0,0,0,1131,1131,361,380,233,163,0,0,0,0,0,0,0,0,100,0,1,59,0,0,1,0,0,0,1,3,44,27,0,0,0,0,0,0,0,0,0,0,3,2,0,False,False,True,0,1,99999,731,8,21800,57861,725,8270,0,0,9339,0,2,4,38,0,8,5,0,2,10,True,True,False,True,False,False,False,False
46349,casque d'abatteur des fondations,casques d'abatteur des fondations,,Casque d'abatteur des fondations,0,0,0,1,0,0,524762,0,0,0,0,0,0,792,622,361,380,233,163,0,0,0,0,0,0,0,0,100,0,1,76,0,0,2,0,0,0,1,3,44,22,0,0,0,0,0,0,0,0,0,0,4,2,0,False,False,True,0,1,99999,731,8,21800,56853,725,10270,0,0,9339,0,2,4,34,0,3,5,0,2,10,True,True,False,True,False,True,False,False
46350,surcot d'abatteur des fondations,surcots d'abatteur des fondations,,Surcot d'abatteur des fondations,0,0,0,1,0,0,524762,0,0,0,0,0,0,1061,834,574,603,370,259,0,0,0,0,0,0,0,0,100,0,1,76,0,0,2,0,0,0,1,3,22,27,0,0,0,0,0,0,0,0,0,0,4,2,0,False,False,True,0,1,99999,1219,8,21800,57248,725,10270,0,0,9339,0,2,4,35,0,4,5,0,2,10,True,True,False,True,False,True,False,False
46351,paire de gants d'abatteur des fondations,paires de gants d'abatteur des fondations,,Gants d'abatteur des fondations,0,0,0,1,1,0,524762,0,0,0,0,0,0,792,622,361,380,233,163,0,0,0,0,0,0,0,0,100,0,1,76,0,0,2,0,0,0,1,3,27,22,0,0,0,0,0,0,0,0,0,0,4,2,0,False,False,True,0,1,99999,731,8,21800,56360,725,10270,0,0,9339,0,2,4,37,0,5,5,0,2,12,True,True,False,True,False,False,False,False
46352,treillis d'abatteur des fondations,treillis d'abatteur des fondations,,Treillis d'abatteur des fondations,0,0,0,1,0,0,524762,0,0,0,0,0,0,1061,834,574,603,370,259,0,0,0,0,0,0,0,0,100,0,1,76,0,0,2,0,0,0,1,3,44,45,0,0,0,0,0,0,0,0,0,0,4,2,0,False,False,True,0,1,99999,1219,8,21800,57773,725,10270,0,0,9339,0,2,4,36,0,7,5,0,2,13,True,True,False,True,False,False,False,False
46353,paire de sabatons d'abatteur des fondations,paires de sabatons d'abatteur des fondations,,Sabatons d'abatteur des fondations,0,0,0,1,1,0,524762,0,0,0,0,0,0,792,622,361,380,233,163,0,0,0,0,0,0,0,0,100,0,1,76,0,0,2,0,0,0,1,3,22,27,0,0,0,0,0,0,0,0,0,0,4,2,0,False,False,True,0,1,99999,731,8,21800,57864,725,10270,0,0,9339,0,2,4,38,0,8,5,0,2,10,True,True,False,True,False,False,False,False
46354,protège-tête d'agresseur des fondations,protège-tête d'agresseur des fondations,,Protège-tête d'agresseur des fondations,0,0,0,1,0,0,131543,0,0,0,0,0,0,622,622,361,380,233,163,0,0,0,0,0,0,0,0,100,0,1,65,0,0,3,0,0,0,1,3,44,27,0,0,0,0,0,0,0,0,0,0,5,2,0,False,False,True,0,1,99999,731,8,21800,56854,725,19270,0,0,9339,0,2,4,34,0,3,5,0,2,10,True,True,False,True,False,False,False,False
46355,manteau d'agresseur des fondations,manteaux d'agresseur des fondations,,Manteau d'agresseur des fondations,0,0,0,1,0,0,131543,0,0,0,0,0,0,834,834,574,603,370,259,0,0,0,0,0,0,0,0,100,0,1,65,0,0,3,0,0,0,1,3,22,45,0,0,0,0,0,0,0,0,0,0,5,2,0,False,False,True,0,1,99999,1219,8,21800,57249,725,19270,0,0,9339,0,2,4,35,0,4,5,0,2,13,True,True,False,True,False,True,False,False
46356,paire de gants d'agresseur des fondations,paires de gants d'agresseur des fondations,,Gants d'agresseur des fondations,0,0,0,1,1,0,328152,0,0,0,0,0,0,622,622,361,380,233,163,0,0,0,0,0,0,0,0,100,0,1,65,0,0,3,0,0,0,1,3,27,44,0,0,0,0,0,0,0,0,0,0,5,2,0,False,False,True,0,1,99999,731,8,21800,56361,725,19270,0,0,9339,0,2,4,37,0,5,5,0,2,10,True,True,False,True,False,False,False,False
46357,paire de braies d'agresseur des fondations,paires de braies d'agresseur des fondations,,Braies d'agresseur des fondations,0,0,0,1,1,0,328152,0,0,0,0,0,0,834,834,574,603,370,259,0,0,0,0,0,0,0,0,100,0,1,65,0,0,3,0,0,0,1,3,44,45,0,0,0,0,0,0,0,0,0,0,5,2,0,False,False,True,0,1,99999,1219,8,21800,57775,725,19270,0,0,9339,0,2,4,36,0,7,5,0,2,13,True,True,False,True,False,False,False,False
46358,paire de cuissardes d'agresseur des fondations,paires de cuissardes d'agresseur des fondations,,Cuissardes d'agresseur des fondations,0,0,0,1,1,0,328152,0,0,0,0,0,0,622,622,361,380,233,163,0,0,0,0,0,0,0,0,100,0,1,65,0,0,3,0,0,0,1,3,44,27,0,0,0,0,0,0,0,0,0,0,5,2,0,False,False,True,0,1,99999,731,8,21800,57866,725,19270,0,0,9339,0,2,4,38,0,8,5,0,2,10,True,True,False,True,False,False,False,False
46359,casque de pisteur des fondations,casques de pisteur des fondations,,Casque de pisteur des fondations,0,0,0,1,0,0,262616,0,0,0,0,0,0,622,622,361,380,233,163,0,0,0,0,0,0,0,0,100,0,1,66,0,0,4,0,0,0,2,3,22,27,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,99999,731,8,21800,56855,725,30270,0,0,9339,0,2,4,34,0,3,5,0,2,10,True,True,False,True,False,True,False,False
46360,jaque de pisteur des fondations,jaques de pisteur des fondations,,Jaque de pisteur des fondations,0,0,0,1,1,0,262616,0,0,0,0,0,0,834,834,574,603,370,259,0,0,0,0,0,0,0,0,100,0,1,66,0,0,4,0,0,0,2,3,44,22,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,99999,1219,8,21800,57250,725,30270,0,0,9339,0,2,4,35,0,4,5,0,2,13,True,True,False,True,False,True,False,False
46361,paire de gants de pisteur des fondations,paires de gants de pisteur des fondations,,Gants de pisteur des fondations,0,0,0,1,1,0,262616,0,0,0,0,0,0,622,622,361,380,233,163,0,0,0,0,0,0,0,0,100,0,1,66,0,0,4,0,0,0,2,3,44,27,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,99999,731,8,21800,56362,725,30270,0,0,9339,0,2,4,37,0,5,5,0,2,10,True,True,False,True,False,False,False,False
46362,paire de braies de pisteur des fondations,paires de braies de pisteur des fondations,,Braies de pisteur des fondations,0,0,0,1,1,0,262616,0,0,0,0,0,0,834,834,574,603,370,259,0,0,0,0,0,0,0,0,100,0,1,66,0,0,4,0,0,0,2,3,22,45,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,99999,1219,8,21800,57776,725,30270,0,0,9339,0,2,4,36,0,7,5,0,2,13,True,True,False,True,False,False,False,False
46363,paire de cuissardes de pisteur des fondations,paires de cuissardes de pisteur des fondations,,Cuissardes de pisteur des fondations,0,0,0,1,1,0,262616,0,0,0,0,0,0,622,622,361,380,233,163,0,0,0,0,0,0,0,0,100,0,1,66,0,0,4,0,0,0,2,3,27,44,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,99999,731,8,21800,57867,725,30270,0,0,9339,0,2,4,38,0,8,5,0,2,10,True,True,False,True,False,False,False,False
46364,protège-tête d'éclaireur des fondations,protège-tête d'éclaireur des fondations,,Protège-tête d'éclaireur des fondations,0,0,0,1,0,0,197081,0,0,0,0,0,0,622,622,361,380,233,163,0,0,0,0,0,0,0,0,100,0,1,103,0,0,11,0,0,0,2,3,27,44,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,99999,731,8,21800,56856,725,23270,0,0,9339,0,2,4,34,0,3,5,0,2,10,True,True,False,True,False,False,False,False
46365,jaque d'éclaireur des fondations,jaques d'éclaireur des fondations,,Jaque d'éclaireur des fondations,0,0,0,1,1,0,197081,0,0,0,0,0,0,834,834,574,603,370,259,0,0,0,0,0,0,0,0,100,0,1,103,0,0,11,0,0,0,2,3,22,27,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,99999,1219,8,21800,57252,725,23270,0,0,9339,0,2,4,35,0,4,5,0,2,10,True,True,False,True,False,True,False,False
46366,paire de gants d'éclaireur des fondations,paires de gants d'éclaireur des fondations,,Gants d'éclaireur des fondations,0,0,0,1,1,0,393688,0,0,0,0,0,0,622,622,361,380,233,163,0,0,0,0,0,0,0,0,100,0,1,103,0,0,11,0,0,0,2,3,22,44,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,99999,731,8,21800,56363,725,23270,0,0,9339,0,2,4,37,0,5,5,0,2,10,True,True,False,True,False,False,False,False
46367,treillis d'éclaireur des fondations,treillis d'éclaireur des fondations,,Treillis d'éclaireur des fondations,0,0,0,1,0,0,459226,0,0,0,0,0,0,834,834,574,603,370,259,0,0,0,0,0,0,0,0,100,0,1,103,0,0,11,0,0,0,2,3,27,45,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,99999,1219,8,21800,57774,725,23270,0,0,9339,0,2,4,36,0,7,5,0,2,13,True,True,False,True,False,False,False,False
46368,paire de sabatons d'éclaireur des fondations,paires de sabatons d'éclaireur des fondations,,Sabatons d'éclaireur des fondations,0,0,0,1,1,0,459226,0,0,0,0,0,0,622,622,361,380,233,163,0,0,0,0,0,0,0,0,100,0,1,103,0,0,11,0,0,0,2,3,27,22,0,0,0,0,0,0,0,0,0,0,6,2,0,False,False,True,0,1,99999,731,8,21800,57865,725,23270,0,0,9339,0,2,4,38,0,8,5,0,2,10,True,True,False,True,False,False,False,False
46369,casque de soigneur des fondations,casques de soigneur des fondations,,Casque de soigneur des fondations,0,0,0,1,0,0,328154,0,0,0,0,0,0,452,792,361,342,233,163,0,0,0,0,0,0,0,0,100,0,1,64,0,0,6,0,0,0,5,3,27,44,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,99999,731,8,21800,56852,725,47270,0,0,9339,0,2,4,34,0,3,5,0,2,10,True,True,False,True,False,True,False,False
46370,manteau de soigneur des fondations,manteaux de soigneur des fondations,,Manteau de soigneur des fondations,0,0,0,1,0,0,328154,0,0,0,0,0,0,606,1061,574,543,370,259,0,0,0,0,0,0,0,0,100,0,1,64,0,0,6,0,0,0,5,3,27,46,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,99999,1219,8,21800,57247,725,47270,0,0,9339,0,2,4,35,0,4,5,0,2,10,True,True,False,True,False,True,False,False
46371,paire de gants de soigneur des fondations,paires de gants de soigneur des fondations,,Gants de soigneur des fondations,0,0,0,1,1,0,328154,0,0,0,0,0,0,452,792,361,342,233,163,0,0,0,0,0,0,0,0,100,0,1,64,0,0,6,0,0,0,5,3,44,6,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,99999,731,8,21800,56359,725,47270,0,0,9339,0,2,4,37,0,5,5,0,2,12,True,True,False,True,False,False,False,False
46372,treillis de soigneur des fondations,treillis de soigneur des fondations,,Treillis de soigneur des fondations,0,0,0,1,0,0,328154,0,0,0,0,0,0,606,1061,574,543,370,259,0,0,0,0,0,0,0,0,100,0,1,64,0,0,6,0,0,0,5,3,6,44,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,99999,1219,8,21800,57772,725,47270,0,0,9339,0,2,4,36,0,7,5,0,2,13,True,True,False,True,False,False,False,False
46373,paire de sabatons de soigneur des fondations,paires de sabatons de soigneur des fondations,,Sabatons de soigneur des fondations,0,0,0,1,1,0,328154,0,0,0,0,0,0,452,792,361,342,233,163,0,0,0,0,0,0,0,0,100,0,1,64,0,0,6,0,0,0,5,3,44,46,0,0,0,0,0,0,0,0,0,0,9,2,0,False,False,True,0,1,99999,731,8,21800,57863,725,47270,0,0,9339,0,2,4,38,0,8,5,0,2,10,True,True,False,True,False,False,False,False
46374,casque d'incantateur des fondations,casques d'incantateur des fondations,,Casque d'incantateur des fondations,0,0,0,1,0,0,393690,0,0,0,0,0,0,452,792,361,342,233,163,0,0,0,0,0,0,0,0,100,0,1,63,0,0,5,0,0,0,4,3,22,44,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,99999,731,8,21800,56851,725,40270,0,0,9339,0,2,4,34,0,3,5,0,2,10,True,True,False,True,False,True,False,False
46375,manteau d'incantateur des fondations,manteaux d'incantateur des fondations,,Manteau d'incantateur des fondations,0,0,0,1,0,0,262617,0,0,0,0,0,0,606,1061,574,543,370,259,0,0,0,0,0,0,0,0,100,0,1,63,0,0,5,0,0,0,4,3,27,46,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,99999,1219,8,21800,57251,725,40270,0,0,9339,0,2,4,35,0,4,5,0,2,10,True,True,False,True,False,True,False,False
46376,paire de gants d'incantateur des fondations,paires de gants d'incantateur des fondations,,Gants d'incantateur des fondations,0,0,0,1,1,0,393690,0,0,0,0,0,0,452,792,361,342,233,163,0,0,0,0,0,0,0,0,100,0,1,63,0,0,5,0,0,0,4,3,27,22,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,99999,731,8,21800,56358,725,40270,0,0,9339,0,2,4,37,0,5,5,0,2,12,True,True,False,True,False,False,False,False
46377,treillis d'incantateur des fondations,treillis d'incantateur des fondations,,Treillis d'incantateur des fondations,0,0,0,1,0,0,393690,0,0,0,0,0,0,606,1061,574,543,370,259,0,0,0,0,0,0,0,0,100,0,1,63,0,0,5,0,0,0,4,3,46,44,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,99999,1219,8,21800,57771,725,40270,0,0,9339,0,2,4,36,0,7,5,0,2,13,True,True,False,True,False,False,False,False
46378,paire de sabatons d'incantateur des fondations,paires de sabatons d'incantateur des fondations,,Sabatons d'incantateur des fondations,0,0,0,1,1,0,393690,0,0,0,0,0,0,452,792,361,342,233,163,0,0,0,0,0,0,0,0,100,0,1,63,0,0,5,0,0,0,4,3,22,27,0,0,0,0,0,0,0,0,0,0,8,2,0,False,False,True,0,1,99999,731,8,21800,57862,725,40270,0,0,9339,0,2,4,38,0,8,5,0,2,10,True,True,False,True,False,False,False,False
46379,paire de boucles d'oreilles de protecteur des fondations,paires de boucles d'oreilles de protecteur des fondations,,Boucles d'oreilles de protecteur des fondations,0,0,0,1,1,0,196669,0,0,0,0,0,0,1,1,285,299,184,129,0,0,0,0,0,0,0,0,100,0,1,59,0,0,1,0,0,0,1,3,19,44,0,0,0,0,0,0,0,0,0,0,3,1,0,False,False,True,0,1,99999,554,8,21800,55554,725,8270,0,0,9340,0,2,4,41,0,9,5,0,2,11,True,True,False,True,False,False,False,False
46380,paire de boucles d'oreilles d'attaquant des fondations,paires de boucles d'oreilles d'attaquant des fondations,,Boucles d'oreilles d'attaquant des fondations,0,0,0,1,1,0,196669,0,0,0,0,0,0,1,1,285,299,184,129,0,0,0,0,0,0,0,0,100,0,1,84,0,0,10,0,0,0,1,3,27,44,0,0,0,0,0,0,0,0,0,0,4,1,0,False,False,True,0,1,99999,554,8,21800,55554,725,19270,0,0,9340,0,2,4,41,0,9,5,0,2,11,True,True,False,True,False,False,False,False
